"GO.ID"	"GO.Term"	"Z-score"
"GO:0005887"	"integral component of plasma membrane"	"40.905"
"GO:0005886"	"plasma membrane"	"33.177"
"GO:0005576"	"extracellular region"	"19.382"
"GO:0016021"	"integral component of membrane"	"17.16"
"GO:0009897"	"external side of plasma membrane"	"15.442"
"GO:0005622"	"intracellular"	"15.389"
"GO:0043679"	"axon terminus"	"14.965"
"GO:0099056"	"integral component of presynaptic membrane"	"14.651"
"GO:0005615"	"extracellular space"	"13.22"
"GO:0099055"	"integral component of postsynaptic membrane"	"12.14"
"GO:0005623"	"cell"	"10.676"
"GO:0030425"	"dendrite"	"10.186"
"GO:0042383"	"sarcolemma"	"8.825"
"GO:0031090"	"organelle membrane"	"8.696"
"GO:0005882"	"intermediate filament"	"8.555"
"GO:0060170"	"ciliary membrane"	"7.977"
"GO:0097730"	NA	"7.925"
"GO:0043204"	"perikaryon"	"7.734"
"GO:0042734"	"presynaptic membrane"	"7.689"
"GO:0016010"	"dystrophin-associated glycoprotein complex"	"7.668"
"GO:0005579"	"membrane attack complex"	"7.625"
"GO:0005834"	"heterotrimeric G-protein complex"	"7.541"
"GO:0005942"	"phosphatidylinositol 3-kinase complex"	"7.495"
"GO:1990454"	"L-type voltage-gated calcium channel complex"	"7.344"
"GO:0005891"	"voltage-gated calcium channel complex"	"7.329"
"GO:0030018"	"Z disc"	"7.311"
"GO:0099061"	"integral component of postsynaptic density membrane"	"7.279"
"GO:0098691"	NA	"7.026"
"GO:0009986"	"cell surface"	"6.954"
"GO:0038039"	"G-protein coupled receptor heterodimeric complex"	"6.785"
"GO:0005788"	"endoplasmic reticulum lumen"	"6.618"
"GO:0031093"	"platelet alpha granule lumen"	"6.508"
"GO:0016013"	"syntrophin complex"	"6.183"
"GO:0001533"	"cornified envelope"	"6.17"
"GO:0016323"	"basolateral plasma membrane"	"6.14"
"GO:0005943"	"phosphatidylinositol 3-kinase complex, class IA"	"6.127"
"GO:0097444"	"spine apparatus"	"5.956"
"GO:0032280"	"symmetric synapse"	"5.915"
"GO:0034703"	"cation channel complex"	"5.765"
"GO:0043194"	"axon initial segment"	"5.717"
"GO:0035841"	"new growing cell tip"	"5.689"
"GO:0005901"	"caveola"	"5.664"
"GO:0016529"	"sarcoplasmic reticulum"	"5.551"
"GO:0005911"	"cell-cell junction"	"5.53"
"GO:0099154"	NA	"5.338"
"GO:0098982"	"GABA-ergic synapse"	"5.3"
"GO:0034592"	"synaptic vesicle lumen"	"5.274"
"GO:0099013"	"neuronal dense core vesicle lumen"	"5.274"
"GO:0070852"	"cell body fiber"	"5.264"
"GO:0033017"	"sarcoplasmic reticulum membrane"	"5.259"
"GO:0005768"	"endosome"	"5.217"
"GO:0097524"	"sperm plasma membrane"	"5.205"
"GO:0030139"	"endocytic vesicle"	"5.177"
"GO:0034364"	"high-density lipoprotein particle"	"5.093"
"GO:0032279"	"asymmetric synapse"	"5.08"
"GO:0032590"	"dendrite membrane"	"4.996"
"GO:0030054"	"cell junction"	"4.98"
"GO:0097679"	"other organism cytoplasm"	"4.974"
"GO:0098978"	"glutamatergic synapse"	"4.924"
"GO:0048786"	"presynaptic active zone"	"4.809"
"GO:0030141"	"secretory granule"	"4.796"
"GO:0005955"	"calcineurin complex"	"4.73"
"GO:0020005"	"symbiont-containing vacuole membrane"	"4.637"
"GO:0036117"	"hyaluranon cable"	"4.552"
"GO:1903143"	"adrenomedullin receptor complex"	"4.534"
"GO:0030673"	"axolemma"	"4.533"
"GO:0008091"	"spectrin"	"4.532"
"GO:0070724"	"BMP receptor complex"	"4.493"
"GO:0032589"	"neuron projection membrane"	"4.462"
"GO:0030659"	"cytoplasmic vesicle membrane"	"4.394"
"GO:0043235"	"receptor complex"	"4.345"
"GO:0070821"	"tertiary granule membrane"	"4.328"
"GO:0042629"	"mast cell granule"	"4.308"
"GO:1902710"	"GABA receptor complex"	"4.308"
"GO:0043198"	"dendritic shaft"	"4.306"
"GO:0062023"	NA	"4.247"
"GO:0097058"	"CRLF-CLCF1 complex"	"4.157"
"GO:0030315"	"T-tubule"	"4.102"
"GO:0030285"	"integral component of synaptic vesicle membrane"	"4.097"
"GO:0016324"	"apical plasma membrane"	"4.068"
"GO:0045121"	"membrane raft"	"4.066"
"GO:0034704"	"calcium channel complex"	"4.024"
"GO:0031232"	"extrinsic component of external side of plasma membrane"	"4.017"
"GO:0031143"	"pseudopodium"	"3.999"
"GO:0030057"	"desmosome"	"3.987"
"GO:0005587"	"collagen type IV trimer"	"3.978"
"GO:0098992"	"neuronal dense core vesicle"	"3.903"
"GO:0016327"	"apicolateral plasma membrane"	"3.881"
"GO:0099059"	"integral component of presynaptic active zone membrane"	"3.878"
"GO:0005913"	"cell-cell adherens junction"	"3.866"
"GO:1990425"	"ryanodine receptor complex"	"3.85"
"GO:0101003"	"ficolin-1-rich granule membrane"	"3.834"
"GO:0031260"	"pseudopodium membrane"	"3.827"
"GO:0042613"	"MHC class II protein complex"	"3.751"
"GO:0045095"	"keratin filament"	"3.73"
"GO:1990406"	"CGRP receptor complex"	"3.725"
"GO:0000783"	"nuclear telomere cap complex"	"3.701"
"GO:0005884"	"actin filament"	"3.607"
"GO:0030667"	"secretory granule membrane"	"3.603"
"GO:1990578"	"perinuclear endoplasmic reticulum membrane"	"3.603"
