"GO.ID"	"GO.Term"	"zscore"	"obs"	"mean"	"std"
"GO:0004930"	"G-protein coupled receptor activity"	"52.186"	"1078"	"262.775"	"15.621"
"GO:0033038"	"bitter taste receptor activity"	"27.567"	"224"	"44.215"	"6.522"
"GO:0008009"	"chemokine activity"	"27.237"	"229"	"49.349"	"6.596"
"GO:0016493"	"C-C chemokine receptor activity"	"21.776"	"156"	"33.096"	"5.644"
"GO:0019956"	"chemokine binding"	"21.693"	"156"	"33.308"	"5.656"
"GO:0042923"	"neuropeptide binding"	"21.335"	"153"	"32.864"	"5.631"
"GO:0019957"	"C-C chemokine binding"	"21.315"	"156"	"33.934"	"5.727"
"GO:0030594"	"neurotransmitter receptor activity"	"18.88"	"148"	"36.558"	"5.903"
"GO:0004993"	"G-protein coupled serotonin receptor activity"	"18.657"	"141"	"34.457"	"5.711"
"GO:0008528"	"G-protein coupled peptide receptor activity"	"18.057"	"154"	"40.965"	"6.26"
"GO:0008527"	"taste receptor activity"	"18.004"	"98"	"19.435"	"4.364"
"GO:0004950"	"chemokine receptor activity"	"17.906"	"106"	"22.667"	"4.654"
"GO:0005179"	"hormone activity"	"17.387"	"183"	"54.811"	"7.372"
"GO:0005184"	"neuropeptide hormone activity"	"16.445"	"106"	"26.073"	"4.86"
"GO:0017046"	"peptide hormone binding"	"16.381"	"133"	"37.168"	"5.85"
"GO:0048020"	"CCR chemokine receptor binding"	"14.473"	"76"	"17.584"	"4.036"
"GO:0051378"	"serotonin binding"	"13.815"	"66"	"14.911"	"3.698"
"GO:0008188"	"neuropeptide receptor activity"	"13.631"	"73"	"17.457"	"4.075"
"GO:0004966"	"galanin receptor activity"	"13.579"	"70"	"15.638"	"4.003"
"GO:0016303"	"1-phosphatidylinositol-3-kinase activity"	"13.515"	"146"	"52.482"	"6.92"
"GO:0016494"	"C-X-C chemokine receptor activity"	"13.514"	"54"	"11.511"	"3.144"
"GO:0004935"	"adrenergic receptor activity"	"13.044"	"73"	"19.19"	"4.125"
"GO:0048248"	"CXCR3 chemokine receptor binding"	"12.155"	"45"	"9.365"	"2.932"
"GO:0042379"	"chemokine receptor binding"	"12.153"	"49"	"10.715"	"3.15"
"GO:0004994"	"somatostatin receptor activity"	"11.956"	"46"	"9.553"	"3.048"
"GO:0020037"	"heme binding"	"11.826"	"153"	"60.496"	"7.822"
"GO:0004435"	"phosphatidylinositol phospholipase C activity"	"11.792"	"89"	"27.419"	"5.222"
"GO:0008083"	"growth factor activity"	"11.78"	"154"	"61.894"	"7.819"
"GO:0008066"	"glutamate receptor activity"	"11.71"	"65"	"17.213"	"4.081"
"GO:0005104"	"fibroblast growth factor receptor binding"	"11.618"	"47"	"10.052"	"3.18"
"GO:0046934"	"phosphatidylinositol-4,5-bisphosphate 3-kinase activity"	"11.575"	"198"	"91.871"	"9.169"
"GO:0008144"	"drug binding"	"11.523"	"150"	"61.226"	"7.704"
"GO:0038036"	"sphingosine-1-phosphate receptor activity"	"11.48"	"45"	"9.825"	"3.064"
"GO:0005102"	"receptor binding"	"11.17"	"519"	"328.655"	"17.04"
"GO:0016907"	"G-protein coupled acetylcholine receptor activity"	"11.156"	"50"	"11.912"	"3.414"
"GO:0070915"	"lysophosphatidic acid receptor activity"	"11.076"	"46"	"10.741"	"3.183"
"GO:0008194"	"UDP-glycosyltransferase activity"	"11"	"28"	"4.503"	"2.136"
"GO:0005506"	"iron ion binding"	"10.995"	"143"	"59.292"	"7.613"
"GO:0001664"	"G-protein coupled receptor binding"	"10.94"	"288"	"156.628"	"12.008"
"GO:0005088"	"Ras guanyl-nucleotide exchange factor activity"	"10.82"	"243"	"126.904"	"10.73"
"GO:0045028"	"G-protein coupled purinergic nucleotide receptor activity"	"10.691"	"58"	"15.147"	"4.008"
"GO:0051379"	"epinephrine binding"	"10.57"	"49"	"13.206"	"3.386"
"GO:0004983"	"neuropeptide Y receptor activity"	"10.392"	"35"	"7.467"	"2.65"
"GO:0004982"	"N-formyl peptide receptor activity"	"10.337"	"34"	"7.154"	"2.597"
"GO:0008201"	"heparin binding"	"10.23"	"206"	"103.833"	"9.987"
"GO:0004985"	"opioid receptor activity"	"10.216"	"36"	"7.902"	"2.75"
"GO:0004497"	"monooxygenase activity"	"9.933"	"60"	"16.982"	"4.331"
"GO:0001601"	"peptide YY receptor activity"	"9.931"	"28"	"5.428"	"2.273"
"GO:0004949"	"cannabinoid receptor activity"	"9.863"	"28"	"5.44"	"2.287"
"GO:0031735"	"CCR10 chemokine receptor binding"	"9.648"	"27"	"5.451"	"2.234"
"GO:0008395"	"steroid hydroxylase activity"	"9.523"	"44"	"11.606"	"3.402"
"GO:0001591"	"dopamine neurotransmitter receptor activity, coupled via Gi/Go"	"9.333"	"28"	"6.036"	"2.353"
"GO:0016712"	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen"	"9.331"	"41"	"10.613"	"3.257"
"GO:0001609"	"G-protein coupled adenosine receptor activity"	"9.307"	"33"	"7.797"	"2.708"
"GO:0001602"	"pancreatic polypeptide receptor activity"	"9.297"	"27"	"5.412"	"2.322"
"GO:0004938"	"alpha2-adrenergic receptor activity"	"9.233"	"26"	"5.436"	"2.227"
"GO:0005245"	"voltage-gated calcium channel activity"	"9.183"	"42"	"11.835"	"3.285"
"GO:0070330"	"aromatase activity"	"9.12"	"43"	"11.47"	"3.457"
"GO:0004947"	"bradykinin receptor activity"	"9.094"	"27"	"5.688"	"2.344"
"GO:0001515"	"opioid peptide activity"	"9.012"	"27"	"5.701"	"2.363"
"GO:0052812"	"phosphatidylinositol-3,4-bisphosphate 5-kinase activity"	"8.932"	"10"	"0.97"	"1.011"
"GO:0001965"	"G-protein alpha-subunit binding"	"8.908"	"68"	"24.05"	"4.934"
"GO:0001607"	"neuromedin U receptor activity"	"8.719"	"26"	"5.679"	"2.331"
"GO:0042924"	"neuromedin U binding"	"8.719"	"26"	"5.679"	"2.331"
"GO:0042056"	"chemoattractant activity"	"8.607"	"49"	"15.397"	"3.904"
"GO:0015020"	"glucuronosyltransferase activity"	"8.49"	"24"	"5.065"	"2.23"
"GO:0031683"	"G-protein beta/gamma-subunit complex binding"	"8.317"	"81"	"32.91"	"5.782"
"GO:0001972"	"retinoic acid binding"	"8.034"	"39"	"12.078"	"3.351"
"GO:0015026"	"coreceptor activity"	"7.979"	"68"	"27.529"	"5.072"
"GO:0004918"	"interleukin-8 receptor activity"	"7.857"	"18"	"3.573"	"1.836"
"GO:0005124"	"scavenger receptor binding"	"7.852"	"23"	"5.359"	"2.247"
"GO:0005246"	"calcium channel regulator activity"	"7.797"	"73"	"30.273"	"5.48"
"GO:0035240"	"dopamine binding"	"7.7"	"25"	"6.242"	"2.436"
"GO:0031732"	"CCR7 chemokine receptor binding"	"7.679"	"18"	"3.627"	"1.872"
"GO:0051380"	"norepinephrine binding"	"7.672"	"32"	"9.62"	"2.917"
"GO:0035717"	"chemokine (C-C motif) ligand 7 binding"	"7.624"	"18"	"3.788"	"1.864"
"GO:0031726"	"CCR1 chemokine receptor binding"	"7.587"	"22"	"5.3"	"2.201"
"GO:0043560"	"insulin receptor substrate binding"	"7.561"	"68"	"28.667"	"5.202"
"GO:0001641"	"group II metabotropic glutamate receptor activity"	"7.52"	"18"	"3.746"	"1.896"
"GO:0008392"	"arachidonic acid epoxygenase activity"	"7.322"	"27"	"6.955"	"2.738"
"GO:0071791"	"chemokine (C-C motif) ligand 5 binding"	"7.225"	"18"	"3.925"	"1.948"
"GO:0019958"	"C-X-C chemokine binding"	"6.946"	"19"	"4.605"	"2.073"
"GO:0090722"	NA	"6.79"	"18"	"4.205"	"2.032"
"GO:0004965"	"G-protein coupled GABA receptor activity"	"6.785"	"18"	"4.337"	"2.014"
"GO:0005158"	"insulin receptor binding"	"6.751"	"65"	"29.199"	"5.303"
"GO:0051428"	"peptide hormone receptor binding"	"6.748"	"38"	"13.623"	"3.613"
"GO:0031702"	"type 1 angiotensin receptor binding"	"6.708"	"60"	"26.451"	"5.001"
"GO:0001784"	"phosphotyrosine binding"	"6.599"	"136"	"80.495"	"8.411"
"GO:0019825"	"oxygen binding"	"6.489"	"46"	"18.558"	"4.229"
"GO:0042562"	"hormone binding"	"6.466"	"30"	"10.059"	"3.084"
"GO:0035727"	"lysophosphatidic acid binding"	"6.433"	"20"	"5.404"	"2.269"
"GO:0051015"	"actin filament binding"	"6.425"	"309"	"219.148"	"13.985"
"GO:0004957"	"prostaglandin E receptor activity"	"6.357"	"20"	"5.628"	"2.261"
"GO:0030273"	"melanin-concentrating hormone receptor activity"	"6.351"	"13"	"2.849"	"1.598"
"GO:0019959"	"interleukin-8 binding"	"6.333"	"18"	"4.686"	"2.102"
"GO:0005168"	"neurotrophin TRKA receptor binding"	"6.317"	"53"	"23.058"	"4.74"
"GO:0000285"	"1-phosphatidylinositol-3-phosphate 5-kinase activity"	"6.304"	"7"	"0.696"	"0.877"
"GO:0052810"	"1-phosphatidylinositol-5-kinase activity"	"6.304"	"7"	"0.696"	"0.877"
"GO:0004033"	"aldo-keto reductase (NADP) activity"	"6.274"	"29"	"9.83"	"3.056"
"GO:0004878"	"complement component C5a receptor activity"	"6.256"	"10"	"1.771"	"1.315"
"GO:0004952"	"dopamine neurotransmitter receptor activity"	"6.243"	"15"	"3.661"	"1.816"
"GO:0031703"	"type 2 angiotensin receptor binding"	"6.224"	"14"	"3.004"	"1.767"
"GO:0052811"	"1-phosphatidylinositol-3-phosphate 4-kinase activity"	"6.202"	"10"	"1.743"	"1.331"
"GO:0046935"	"1-phosphatidylinositol-3-kinase regulator activity"	"6.19"	"35"	"12.848"	"3.579"
"GO:0001785"	"prostaglandin J receptor activity"	"6.167"	"12"	"2.556"	"1.531"
"GO:0004956"	"prostaglandin D receptor activity"	"6.167"	"12"	"2.556"	"1.531"
"GO:0031839"	"type 1 neuromedin U receptor binding"	"6.163"	"13"	"2.912"	"1.637"
"GO:0031840"	"type 2 neuromedin U receptor binding"	"6.163"	"13"	"2.912"	"1.637"
"GO:0042922"	"neuromedin U receptor binding"	"6.163"	"13"	"2.912"	"1.637"
"GO:0005509"	"calcium ion binding"	"6.13"	"368"	"270.071"	"15.976"
"GO:0031681"	"G-protein beta-subunit binding"	"6.125"	"37"	"14.364"	"3.696"
"GO:0004969"	"histamine receptor activity"	"6.104"	"19"	"5.393"	"2.229"
"GO:0031821"	"G-protein coupled serotonin receptor binding"	"6.078"	"26"	"8.215"	"2.926"
"GO:0004866"	"endopeptidase inhibitor activity"	"5.988"	"32"	"12.013"	"3.338"
"GO:0019808"	"polyamine binding"	"5.98"	"13"	"2.925"	"1.685"
"GO:0030354"	"melanin-concentrating hormone activity"	"5.976"	"13"	"2.85"	"1.698"
"GO:0004945"	"angiotensin type II receptor activity"	"5.962"	"16"	"4.067"	"2.002"
"GO:0008502"	"melatonin receptor activity"	"5.945"	"24"	"7.757"	"2.732"
"GO:0045029"	"UDP-activated nucleotide receptor activity"	"5.833"	"13"	"3.043"	"1.707"
"GO:0008289"	"lipid binding"	"5.807"	"140"	"86.877"	"9.148"
"GO:0070996"	"type 1 melanocortin receptor binding"	"5.794"	"12"	"2.818"	"1.585"
"GO:0048019"	"receptor antagonist activity"	"5.782"	"29"	"10.442"	"3.21"
"GO:0031781"	"type 3 melanocortin receptor binding"	"5.759"	"12"	"2.831"	"1.592"
"GO:0031782"	"type 4 melanocortin receptor binding"	"5.759"	"12"	"2.831"	"1.592"
"GO:0005105"	"type 1 fibroblast growth factor receptor binding"	"5.657"	"9"	"1.673"	"1.295"
"GO:0004977"	"melanocortin receptor activity"	"5.654"	"15"	"4.03"	"1.94"
"GO:0005229"	"intracellular calcium activated chloride channel activity"	"5.632"	"14"	"3.611"	"1.845"
"GO:0050646"	"5-oxo-6E,8Z,11Z,14Z-icosatetraenoic acid binding"	"5.604"	"9"	"1.732"	"1.297"
"GO:0050647"	"5-hydroxy-6E,8Z,11Z,14Z-icosatetraenoic acid binding"	"5.604"	"9"	"1.732"	"1.297"
