"Pathway"	"Z-score"
"Neuroactive ligand-receptor interaction - Homo sapiens (human)"	"50.515"
"Taste transduction - Homo sapiens (human)"	"28.25"
"Cytokine-cytokine receptor interaction - Homo sapiens (human)"	"24.339"
"Chemokine signaling pathway - Homo sapiens (human)"	"22.97"
"cAMP signaling pathway - Homo sapiens (human)"	"17.217"
"Phospholipase D signaling pathway - Homo sapiens (human)"	"17.005"
"Complement and coagulation cascades - Homo sapiens (human)"	"15.953"
"Calcium signaling pathway - Homo sapiens (human)"	"15.261"
"Rap1 signaling pathway - Homo sapiens (human)"	"13.917"
"Serotonergic synapse - Homo sapiens (human)"	"13.873"
"Cholinergic synapse - Homo sapiens (human)"	"13.014"
"Regulation of lipolysis in adipocytes - Homo sapiens (human)"	"12.324"
"Renin secretion - Homo sapiens (human)"	"12.115"
"Staphylococcus aureus infection - Homo sapiens (human)"	"11.908"
"Steroid hormone biosynthesis - Homo sapiens (human)"	"11.762"
"Glutamatergic synapse - Homo sapiens (human)"	"11.735"
"Axon guidance - Homo sapiens (human)"	"11.201"
"Intestinal immune network for IgA production - Homo sapiens (human)"	"10.735"
"cGMP-PKG signaling pathway - Homo sapiens (human)"	"10.502"
"Regulation of actin cytoskeleton - Homo sapiens (human)"	"10.341"
"Circadian entrainment - Homo sapiens (human)"	"10.256"
"Relaxin signaling pathway - Homo sapiens (human)"	"9.794"
"Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"	"8.957"
"Retinol metabolism - Homo sapiens (human)"	"8.941"
"Pathways in cancer - Homo sapiens (human)"	"8.874"
"Chemical carcinogenesis - Homo sapiens (human)"	"8.758"
"Sphingolipid signaling pathway - Homo sapiens (human)"	"8.652"
"Ras signaling pathway - Homo sapiens (human)"	"8.528"
"Gastric acid secretion - Homo sapiens (human)"	"8.413"
"Kaposi,s sarcoma-associated herpesvirus infection - Homo sapiens (human)"	"8.408"
"Natural killer cell mediated cytotoxicity - Homo sapiens (human)"	"8.368"
"Apelin signaling pathway - Homo sapiens (human)"	"8.261"
"Prolactin signaling pathway - Homo sapiens (human)"	"7.881"
"Oxytocin signaling pathway - Homo sapiens (human)"	"7.773"
"Melanoma - Homo sapiens (human)"	"7.648"
"Melanogenesis - Homo sapiens (human)"	"7.588"
"Drug metabolism - cytochrome P450 - Homo sapiens (human)"	"7.537"
"Aldosterone-regulated sodium reabsorption - Homo sapiens (human)"	"7.487"
"Glioma - Homo sapiens (human)"	"7.484"
"Adrenergic signaling in cardiomyocytes - Homo sapiens (human)"	"7.41"
"Long-term depression - Homo sapiens (human)"	"7.408"
"Pentose and glucuronate interconversions - Homo sapiens (human)"	"7.369"
"Estrogen signaling pathway - Homo sapiens (human)"	"7.289"
"Morphine addiction - Homo sapiens (human)"	"7.288"
"VEGF signaling pathway - Homo sapiens (human)"	"6.973"
"GABAergic synapse - Homo sapiens (human)"	"6.833"
"T cell receptor signaling pathway - Homo sapiens (human)"	"6.828"
"Inflammatory mediator regulation of TRP channels - Homo sapiens (human)"	"6.826"
"Aldosterone synthesis and secretion - Homo sapiens (human)"	"6.769"
"Fc epsilon RI signaling pathway - Homo sapiens (human)"	"6.699"
"Long-term potentiation - Homo sapiens (human)"	"6.639"
"Carbohydrate digestion and absorption - Homo sapiens (human)"	"6.542"
"Gastric cancer - Homo sapiens (human)"	"6.476"
"B cell receptor signaling pathway - Homo sapiens (human)"	"6.473"
"Amoebiasis - Homo sapiens (human)"	"6.417"
"Acute myeloid leukemia - Homo sapiens (human)"	"6.407"
"Non-small cell lung cancer - Homo sapiens (human)"	"6.335"
"Renin-angiotensin system - Homo sapiens (human)"	"6.227"
"Phosphatidylinositol signaling system - Homo sapiens (human)"	"6.215"
"Choline metabolism in cancer - Homo sapiens (human)"	"6.151"
"Fc gamma R-mediated phagocytosis - Homo sapiens (human)"	"6.151"
"ErbB signaling pathway - Homo sapiens (human)"	"6.123"
"Pertussis - Homo sapiens (human)"	"6.065"
"Cocaine addiction - Homo sapiens (human)"	"6.001"
"Breast cancer - Homo sapiens (human)"	"5.925"
"Salivary secretion - Homo sapiens (human)"	"5.884"
"Rheumatoid arthritis - Homo sapiens (human)"	"5.835"
"Jak-STAT signaling pathway - Homo sapiens (human)"	"5.758"
"Ovarian steroidogenesis - Homo sapiens (human)"	"5.678"
"GnRH signaling pathway - Homo sapiens (human)"	"5.676"
"Dopaminergic synapse - Homo sapiens (human)"	"5.599"
"Drug metabolism - other enzymes - Homo sapiens (human)"	"5.504"
"Ascorbate and aldarate metabolism - Homo sapiens (human)"	"5.479"
"C-type lectin receptor signaling pathway - Homo sapiens (human)"	"5.449"
"Platelet activation - Homo sapiens (human)"	"5.449"
"PI3K-Akt signaling pathway - Homo sapiens (human)"	"5.445"
"Chronic myeloid leukemia - Homo sapiens (human)"	"5.438"
"Porphyrin and chlorophyll metabolism - Homo sapiens (human)"	"5.348"
"Cortisol synthesis and secretion - Homo sapiens (human)"	"5.346"
"Chagas disease (American trypanosomiasis) - Homo sapiens (human)"	"5.268"
"Primary bile acid biosynthesis - Homo sapiens (human)"	"5.088"
"Endometrial cancer - Homo sapiens (human)"	"5.064"
"Insulin signaling pathway - Homo sapiens (human)"	"5.043"
"Cushing,s syndrome - Homo sapiens (human)"	"5.018"
"Renal cell carcinoma - Homo sapiens (human)"	"4.954"
"AGE-RAGE signaling pathway in diabetic complications - Homo sapiens (human)"	"4.89"
"Arachidonic acid metabolism - Homo sapiens (human)"	"4.851"
"Autophagy - animal - Homo sapiens (human)"	"4.819"
"Glucagon signaling pathway - Homo sapiens (human)"	"4.807"
"Vascular smooth muscle contraction - Homo sapiens (human)"	"4.767"
"Proteoglycans in cancer - Homo sapiens (human)"	"4.669"
"TNF signaling pathway - Homo sapiens (human)"	"4.662"
"Leukocyte transendothelial migration - Homo sapiens (human)"	"4.661"
"Amphetamine addiction - Homo sapiens (human)"	"4.572"
"Bacterial invasion of epithelial cells - Homo sapiens (human)"	"4.492"
"Insulin secretion - Homo sapiens (human)"	"4.456"
"Thyroid hormone signaling pathway - Homo sapiens (human)"	"4.425"
"Type II diabetes mellitus - Homo sapiens (human)"	"4.339"
"Neurotrophin signaling pathway - Homo sapiens (human)"	"4.309"
"Linoleic acid metabolism - Homo sapiens (human)"	"4.156"
