"GO.ID"	"GO.Term"	"Z-score"
"GO:0060070"	"canonical Wnt signaling pathway"	"16.077"
"GO:0061024"	"membrane organization"	"14.406"
"GO:0035567"	"non-canonical Wnt signaling pathway"	"12.04"
"GO:0008286"	"insulin receptor signaling pathway"	"11.493"
"GO:1904953"	"Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation"	"10.691"
"GO:0045893"	"positive regulation of transcription, DNA-templated"	"10.326"
"GO:1903118"	"urate homeostasis"	"9.945"
"GO:0090090"	"negative regulation of canonical Wnt signaling pathway"	"9.372"
"GO:0061184"	"positive regulation of dermatome development"	"8.992"
"GO:1904886"	"beta-catenin destruction complex disassembly"	"8.944"
"GO:1904837"	"beta-catenin-TCF complex assembly"	"8.901"
"GO:0016241"	"regulation of macroautophagy"	"8.595"
"GO:0033572"	"transferrin transport"	"8.504"
"GO:0048268"	"clathrin coat assembly"	"8.408"
"GO:0051085"	"chaperone mediated protein folding requiring cofactor"	"8.357"
"GO:0072583"	"clathrin-dependent endocytosis"	"8.297"
"GO:0006986"	"response to unfolded protein"	"8.274"
"GO:0033278"	"cell proliferation in midbrain"	"8.219"
"GO:0090179"	"planar cell polarity pathway involved in neural tube closure"	"8.211"
"GO:0045165"	"cell fate commitment"	"8.165"
"GO:0043312"	"neutrophil degranulation"	"8.138"
"GO:0034220"	"ion transmembrane transport"	"8.137"
"GO:0009798"	"axis specification"	"8.098"
"GO:0072079"	"nephron tubule formation"	"8.098"
"GO:0015991"	"ATP hydrolysis coupled proton transport"	"8.08"
"GO:0015031"	"protein transport"	"8.051"
"GO:0035426"	"extracellular matrix-cell signaling"	"8.021"
"GO:0099054"	"presynapse assembly"	"8.013"
"GO:0015721"	"bile acid and bile salt transport"	"7.964"
"GO:0006099"	"tricarboxylic acid cycle"	"7.868"
"GO:0042026"	"protein refolding"	"7.835"
"GO:0050821"	"protein stabilization"	"7.743"
"GO:0045944"	"positive regulation of transcription from RNA polymerase II promoter"	"7.68"
"GO:0090263"	"positive regulation of canonical Wnt signaling pathway"	"7.666"
"GO:1905710"	NA	"7.491"
"GO:0150012"	NA	"7.403"
"GO:0016055"	"Wnt signaling pathway"	"7.351"
"GO:0034620"	"cellular response to unfolded protein"	"7.301"
"GO:0003408"	"optic cup formation involved in camera-type eye development"	"7.147"
"GO:0019216"	"regulation of lipid metabolic process"	"7.11"
"GO:0042941"	"D-alanine transport"	"6.996"
"GO:0006886"	"intracellular protein transport"	"6.968"
"GO:0061317"	"canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment"	"6.914"
"GO:0030100"	"regulation of endocytosis"	"6.908"
"GO:0034383"	"low-density lipoprotein particle clearance"	"6.908"
"GO:0048697"	"positive regulation of collateral sprouting in absence of injury"	"6.84"
"GO:0016192"	"vesicle-mediated transport"	"6.824"
"GO:1901998"	"toxin transport"	"6.824"
"GO:0030521"	"androgen receptor signaling pathway"	"6.798"
"GO:0006897"	"endocytosis"	"6.778"
"GO:0055114"	"oxidation-reduction process"	"6.759"
"GO:0021588"	"cerebellum formation"	"6.751"
"GO:0022004"	"midbrain-hindbrain boundary maturation during brain development"	"6.751"
"GO:0036520"	"astrocyte-dopaminergic neuron signaling"	"6.751"
"GO:0030182"	"neuron differentiation"	"6.695"
