"ID"	"Pathway"	"Z-score"
"hsa05012"	"Parkinson,s disease"	"23.029"
"hsa00190"	"Oxidative phosphorylation"	"22.952"
"hsa05010"	"Alzheimer,s disease"	"18.985"
"hsa00010"	"Glycolysis / Gluconeogenesis"	"16.609"
"hsa04714"	"Thermogenesis"	"16.448"
"hsa04932"	"Non-alcoholic fatty liver disease (NAFLD)"	"15.334"
"hsa00020"	"Citrate cycle (TCA cycle)"	"15.266"
"hsa05016"	"Huntington,s disease"	"15.249"
"hsa00051"	"Fructose and mannose metabolism"	"12.499"
"hsa00620"	"Pyruvate metabolism"	"12.331"
"hsa00280"	"Valine, leucine and isoleucine degradation"	"12.17"
"hsa04723"	"Retrograde endocannabinoid signaling"	"12.168"
"hsa04260"	"Cardiac muscle contraction"	"11.693"
"hsa04146"	"Peroxisome"	"11.498"
"hsa00970"	"Aminoacyl-tRNA biosynthesis"	"11.258"
"hsa00030"	"Pentose phosphate pathway"	"11.05"
"hsa00260"	"Glycine, serine and threonine metabolism"	"10.986"
"hsa00630"	"Glyoxylate and dicarboxylate metabolism"	"10.783"
"hsa00520"	"Amino sugar and nucleotide sugar metabolism"	"10.666"
"hsa04145"	"Phagosome"	"10.632"
"hsa05130"	"Pathogenic Escherichia coli infection"	"10.467"
"hsa00270"	"Cysteine and methionine metabolism"	"10.163"
"hsa00500"	"Starch and sucrose metabolism"	"9.958"
"hsa05134"	"Legionellosis"	"9.939"
"hsa00071"	"Fatty acid degradation"	"9.882"
"hsa05145"	"Toxoplasmosis"	"9.03"
"hsa00640"	"Propanoate metabolism"	"8.924"
"hsa04217"	"Necroptosis"	"8.91"
"hsa04540"	"Gap junction"	"8.76"
"hsa00480"	"Glutathione metabolism"	"8.63"
"hsa04141"	"Protein processing in endoplasmic reticulum"	"8.615"
"hsa00052"	"Galactose metabolism"	"8.374"
"hsa04979"	"Cholesterol metabolism"	"8.081"
"hsa04922"	"Glucagon signaling pathway"	"8.035"
"hsa05230"	"Central carbon metabolism in cancer"	"7.581"
"hsa05110"	"Vibrio cholerae infection"	"7.275"
"hsa04022"	"cGMP-PKG signaling pathway"	"7.016"
"hsa05164"	"Influenza A"	"6.982"
"hsa00380"	"Tryptophan metabolism"	"6.874"
"hsa04213"	"Longevity regulating pathway - multiple species"	"6.822"
"hsa04612"	"Antigen processing and presentation"	"6.71"
"hsa04066"	"HIF-1 signaling pathway"	"6.698"
"hsa00290"	"Valine, leucine and isoleucine biosynthesis"	"6.598"
"hsa04966"	"Collecting duct acid secretion"	"6.586"
"hsa00250"	"Alanine, aspartate and glutamate metabolism"	"6.577"
"hsa03050"	"Proteasome"	"6.41"
"hsa04975"	"Fat digestion and absorption"	"6.311"
"hsa05020"	"Prion diseases"	"6.233"
"hsa00983"	"Drug metabolism - other enzymes"	"6.222"
"hsa00061"	"Fatty acid biosynthesis"	"6.197"
