"GO.ID"	"GO.Term"	"NetBAS"	"DAVID"
"GO:0006120"	"mitochondrial electron transport, NADH to ubiquinone"	"18.434"	"2.5384112489413065E-5"
"GO:0032981"	"mitochondrial respiratory chain complex I assembly"	"17.769"	"0.0052197350172403"
"GO:0055114"	"oxidation-reduction process"	"16.574"	"1.3838290213993724E-36"
"GO:0006099"	"tricarboxylic acid cycle"	"15.205"	"3.639353360513462E-13"
"GO:1902600"	"hydrogen ion transmembrane transport"	"14.48"	"3.702491681099786E-5"
"GO:0006122"	"mitochondrial electron transport, ubiquinol to cytochrome c"	"14.236"	"1.8083603852868556E-5"
"GO:0009060"	"aerobic respiration"	"13.295"	"4.627058005814831E-15"
"GO:0006096"	"glycolytic process"	"13.176"	"0.035406244223323086"
"GO:0061621"	"canonical glycolysis"	"12.899"	"0.033322786998909906"
"GO:0022900"	"electron transport chain"	"12.64"	"4.9578622704222765E-15"
