"ID"	"Pathway"	"zscore"	"obs"	"mean"	"std"
"hsa05012"	"Parkinson's disease"	"23.029"	"847"	"370.919"	"20.673"
"hsa00190"	"Oxidative phosphorylation"	"22.952"	"702"	"280.441"	"18.367"
"hsa05010"	"Alzheimer's disease"	"18.985"	"855"	"416.998"	"23.071"
"hsa00010"	"Glycolysis / Gluconeogenesis"	"16.609"	"587"	"315.961"	"16.318"
"hsa04714"	"Thermogenesis"	"16.448"	"940"	"523.326"	"25.333"
"hsa04932"	"Non-alcoholic fatty liver disease (NAFLD)"	"15.334"	"739"	"398.95"	"22.176"
"hsa00020"	"Citrate cycle (TCA cycle)"	"15.266"	"303"	"128.951"	"11.401"
"hsa05016"	"Huntington's disease"	"15.249"	"1009"	"615.487"	"25.805"
"hsa00051"	"Fructose and mannose metabolism"	"12.499"	"227"	"109.54"	"9.398"
"hsa00620"	"Pyruvate metabolism"	"12.331"	"277"	"142.292"	"10.924"
"hsa00280"	"Valine, leucine and isoleucine degradation"	"12.17"	"215"	"99.373"	"9.501"
"hsa04723"	"Retrograde endocannabinoid signaling"	"12.168"	"567"	"345.691"	"18.189"
"hsa04260"	"Cardiac muscle contraction"	"11.693"	"275"	"138.8"	"11.648"
"hsa04146"	"Peroxisome"	"11.498"	"238"	"123.096"	"9.993"
"hsa00970"	"Aminoacyl-tRNA biosynthesis"	"11.258"	"222"	"111.909"	"9.779"
"hsa00030"	"Pentose phosphate pathway"	"11.05"	"218"	"108.74"	"9.887"
"hsa00260"	"Glycine, serine and threonine metabolism"	"10.986"	"222"	"112.988"	"9.923"
"hsa00630"	"Glyoxylate and dicarboxylate metabolism"	"10.783"	"164"	"75.862"	"8.174"
"hsa00520"	"Amino sugar and nucleotide sugar metabolism"	"10.666"	"231"	"123.644"	"10.065"
"hsa04145"	"Phagosome"	"10.632"	"862"	"599"	"24.736"
"hsa05130"	"Pathogenic Escherichia coli infection"	"10.467"	"639"	"427.46"	"20.21"
"hsa00270"	"Cysteine and methionine metabolism"	"10.163"	"229"	"125.467"	"10.187"
"hsa00500"	"Starch and sucrose metabolism"	"9.958"	"178"	"90.332"	"8.804"
"hsa05134"	"Legionellosis"	"9.939"	"570"	"393.132"	"17.796"
"hsa00071"	"Fatty acid degradation"	"9.882"	"168"	"84.052"	"8.495"
"hsa05145"	"Toxoplasmosis"	"9.03"	"704"	"504.584"	"22.085"
"hsa00640"	"Propanoate metabolism"	"8.924"	"152"	"76.719"	"8.435"
"hsa04217"	"Necroptosis"	"8.91"	"779"	"567.002"	"23.793"
"hsa04540"	"Gap junction"	"8.76"	"694"	"502.102"	"21.907"
"hsa00480"	"Glutathione metabolism"	"8.63"	"154"	"82.203"	"8.319"
"hsa04141"	"Protein processing in endoplasmic reticulum"	"8.615"	"1023"	"781.821"	"27.994"
"hsa00052"	"Galactose metabolism"	"8.374"	"173"	"95.811"	"9.217"
"hsa04979"	"Cholesterol metabolism"	"8.081"	"169"	"93.992"	"9.282"
"hsa04922"	"Glucagon signaling pathway"	"8.035"	"518"	"369.801"	"18.445"
"hsa05230"	"Central carbon metabolism in cancer"	"7.581"	"492"	"356.74"	"17.841"
"hsa05110"	"Vibrio cholerae infection"	"7.275"	"345"	"238.389"	"14.654"
"hsa04022"	"cGMP-PKG signaling pathway"	"7.016"	"622"	"467.304"	"22.049"
"hsa05164"	"Influenza A"	"6.982"	"934"	"748.927"	"26.507"
"hsa00380"	"Tryptophan metabolism"	"6.874"	"134"	"76.706"	"8.335"
"hsa04213"	"Longevity regulating pathway - multiple species"	"6.822"	"513"	"386.072"	"18.607"
"hsa04612"	"Antigen processing and presentation"	"6.71"	"513"	"390.838"	"18.205"
"hsa04066"	"HIF-1 signaling pathway"	"6.698"	"545"	"414.008"	"19.557"
"hsa00290"	"Valine, leucine and isoleucine biosynthesis"	"6.598"	"43"	"17.235"	"3.905"
"hsa04966"	"Collecting duct acid secretion"	"6.586"	"168"	"103.531"	"9.789"
"hsa00250"	"Alanine, aspartate and glutamate metabolism"	"6.577"	"127"	"75.137"	"7.885"
"hsa03050"	"Proteasome"	"6.41"	"320"	"227.998"	"14.354"
"hsa04975"	"Fat digestion and absorption"	"6.311"	"76"	"39.565"	"5.774"
"hsa05020"	"Prion diseases"	"6.233"	"234"	"161.278"	"11.668"
"hsa00983"	"Drug metabolism - other enzymes"	"6.222"	"179"	"119.137"	"9.621"
"hsa00061"	"Fatty acid biosynthesis"	"6.197"	"60"	"29.567"	"4.911"
"hsa04210"	"Apoptosis"	"6.149"	"716"	"568.355"	"24.011"
"hsa04930"	"Type II diabetes mellitus"	"6.105"	"239"	"163.842"	"12.311"
"hsa04915"	"Estrogen signaling pathway"	"6.068"	"843"	"686.209"	"25.84"
"hsa05169"	"Epstein-Barr virus infection"	"6.06"	"1439"	"1236.49"	"33.416"
"hsa00564"	"Glycerophospholipid metabolism"	"5.788"	"136"	"86.403"	"8.569"
"hsa00072"	"Synthesis and degradation of ketone bodies"	"5.772"	"43"	"19.631"	"4.049"
"hsa04910"	"Insulin signaling pathway"	"5.698"	"661"	"529.693"	"23.046"
"hsa04920"	"Adipocytokine signaling pathway"	"5.573"	"287"	"209.886"	"13.838"
"hsa00220"	"Arginine biosynthesis"	"5.402"	"80"	"45.493"	"6.388"
"hsa03018"	"RNA degradation"	"5.299"	"419"	"327.548"	"17.259"
"hsa00561"	"Glycerolipid metabolism"	"5.266"	"125"	"80.939"	"8.366"
"hsa04144"	"Endocytosis"	"5.185"	"1044"	"883.521"	"30.952"
