"GO.ID"	"GO.Term"	"Z-score"
"GO:0008137"	"NADH dehydrogenase (ubiquinone) activity"	"18.01"
"GO:0004129"	"cytochrome-c oxidase activity"	"15.36"
"GO:0004332"	"fructose-bisphosphate aldolase activity"	"14.398"
"GO:0008121"	"ubiquinol-cytochrome-c reductase activity"	"13.923"
"GO:0009055"	"electron carrier activity"	"13.446"
"GO:0051082"	"unfolded protein binding"	"11.813"
"GO:0005525"	"GTP binding"	"11.777"
"GO:0030170"	"pyridoxal phosphate binding"	"11.386"
"GO:0003954"	"NADH dehydrogenase activity"	"11.144"
"GO:0061609"	"fructose-1-phosphate aldolase activity"	"10.701"
"GO:0008709"	"cholate 7-alpha-dehydrogenase activity"	"10.505"
"GO:0030283"	"testosterone dehydrogenase [NAD(P)] activity"	"10.505"
"GO:0047015"	"3-hydroxy-2-methylbutyryl-CoA dehydrogenase activity"	"10.505"
"GO:0031072"	"heat shock protein binding"	"10.499"
"GO:0070061"	"fructose binding"	"10.251"
"GO:0051537"	"2 iron, 2 sulfur cluster binding"	"10.242"
"GO:0005524"	"ATP binding"	"10.088"
"GO:0042623"	"ATPase activity, coupled"	"10.077"
"GO:0051287"	"NAD binding"	"9.824"
"GO:0016491"	"oxidoreductase activity"	"9.804"
"GO:0005471"	"ATP:ADP antiporter activity"	"9.741"
"GO:0008106"	"alcohol dehydrogenase (NADP+) activity"	"9.739"
"GO:0004032"	"alditol:NADP+ 1-oxidoreductase activity"	"9.723"
"GO:0051787"	"misfolded protein binding"	"9.703"
"GO:0044183"	"protein binding involved in protein folding"	"9.572"
"GO:0034604"	"pyruvate dehydrogenase (NAD+) activity"	"9.232"
"GO:0022857"	"transmembrane transporter activity"	"8.987"
"GO:0003924"	"GTPase activity"	"8.967"
"GO:0005200"	"structural constituent of cytoskeleton"	"8.824"
"GO:0008308"	"voltage-gated anion channel activity"	"8.547"
"GO:0015288"	"porin activity"	"8.488"
"GO:0015207"	"adenine transmembrane transporter activity"	"8.41"
"GO:0045155"	"electron transporter, transferring electrons from CoQH2-cytochrome c reductase complex and cytochrome c oxidase complex activity"	"8.242"
"GO:0016655"	"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor"	"8.212"
"GO:0016887"	"ATPase activity"	"8.172"
"GO:0004082"	"bisphosphoglycerate mutase activity"	"7.684"
"GO:0000253"	"3-keto sterol reductase activity"	"7.669"
"GO:0016787"	"hydrolase activity"	"7.468"
"GO:0008184"	"glycogen phosphorylase activity"	"7.457"
"GO:0102250"	NA	"7.457"
"GO:0102499"	NA	"7.457"
"GO:0003857"	"3-hydroxyacyl-CoA dehydrogenase activity"	"7.455"
"GO:0047086"	"ketosteroid monooxygenase activity"	"7.359"
"GO:0001758"	"retinal dehydrogenase activity"	"7.337"
"GO:0005536"	"glucose binding"	"7.246"
"GO:0016229"	"steroid dehydrogenase activity"	"7.229"
"GO:0016597"	"amino acid binding"	"7.207"
"GO:0004466"	"long-chain-acyl-CoA dehydrogenase activity"	"7.075"
"GO:0017099"	"very-long-chain-acyl-CoA dehydrogenase activity"	"7.062"
"GO:0051087"	"chaperone binding"	"6.968"
"GO:0055056"	"D-glucose transmembrane transporter activity"	"6.915"
"GO:0050660"	"flavin adenine dinucleotide binding"	"6.847"
"GO:0004619"	"phosphoglycerate mutase activity"	"6.836"
"GO:0000049"	"tRNA binding"	"6.65"
"GO:0008553"	"hydrogen-exporting ATPase activity, phosphorylative mechanism"	"6.558"
"GO:0045153"	"electron transporter, transferring electrons within CoQH2-cytochrome c reductase complex activity"	"6.526"
"GO:0003746"	"translation elongation factor activity"	"6.512"
"GO:0042803"	"protein homodimerization activity"	"6.503"
"GO:0055131"	"C3HC4-type RING finger domain binding"	"6.457"
"GO:0046961"	"proton-transporting ATPase activity, rotational mechanism"	"6.449"
"GO:0004739"	"pyruvate dehydrogenase (acetyl-transferring) activity"	"6.434"
"GO:0046933"	"proton-transporting ATP synthase activity, rotational mechanism"	"6.384"
"GO:0008379"	"thioredoxin peroxidase activity"	"6.361"
"GO:0004802"	"transketolase activity"	"6.344"
"GO:0005093"	"Rab GDP-dissociation inhibitor activity"	"6.323"
"GO:0004550"	"nucleoside diphosphate kinase activity"	"6.3"
"GO:0004084"	"branched-chain-amino-acid transaminase activity"	"6.263"
"GO:0052654"	"L-leucine transaminase activity"	"6.263"
"GO:0052655"	"L-valine transaminase activity"	"6.263"
"GO:0052656"	"L-isoleucine transaminase activity"	"6.263"
"GO:0015078"	"hydrogen ion transmembrane transporter activity"	"6.242"
"GO:0002161"	"aminoacyl-tRNA editing activity"	"6.227"
"GO:0018455"	"alcohol dehydrogenase [NAD(P)+] activity"	"6.079"
"GO:0008962"	"phosphatidylglycerophosphatase activity"	"6.078"
"GO:0004029"	"aldehyde dehydrogenase (NAD) activity"	"5.994"
"GO:0097718"	"disordered domain specific binding"	"5.932"
"GO:1901612"	"cardiolipin binding"	"5.885"
"GO:0016208"	"AMP binding"	"5.852"
"GO:0030234"	"enzyme regulator activity"	"5.843"
"GO:0032052"	"bile acid binding"	"5.837"
"GO:0000287"	"magnesium ion binding"	"5.816"
"GO:0000062"	"fatty-acyl-CoA binding"	"5.747"
"GO:0005504"	"fatty acid binding"	"5.733"
"GO:0004449"	"isocitrate dehydrogenase (NAD+) activity"	"5.641"
"GO:0004615"	"phosphomannomutase activity"	"5.6"
"GO:0052650"	"NADP-retinol dehydrogenase activity"	"5.595"
"GO:0008108"	"UDP-glucose:hexose-1-phosphate uridylyltransferase activity"	"5.582"
"GO:0051538"	"3 iron, 4 sulfur cluster binding"	"5.576"
"GO:0031625"	"ubiquitin protein ligase binding"	"5.553"
"GO:0102391"	"decanoate--CoA ligase activity"	"5.549"
"GO:0004748"	"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor"	"5.535"
"GO:0046556"	"alpha-L-arabinofuranosidase activity"	"5.497"
"GO:0004591"	"oxoglutarate dehydrogenase (succinyl-transferring) activity"	"5.471"
"GO:0005355"	"glucose transmembrane transporter activity"	"5.457"
"GO:0004033"	"aldo-keto reductase (NADP) activity"	"5.453"
"GO:0046554"	"malate dehydrogenase (NADP+) activity"	"5.422"
"GO:0047708"	"biotinidase activity"	"5.374"
"GO:0000268"	"peroxisome targeting sequence binding"	"5.33"
"GO:0005052"	"peroxisome matrix targeting signal-1 binding"	"5.33"
"GO:0036393"	"thiocyanate peroxidase activity"	"5.328"
