"ID"	"Pathway"	"Z-score"
"hsa00140"	"Steroid hormone biosynthesis"	"27.057"
"hsa04146"	"Peroxisome"	"26.108"
"hsa05204"	"Chemical carcinogenesis"	"22.025"
"hsa00591"	"Linoleic acid metabolism"	"22.002"
"hsa00830"	"Retinol metabolism"	"21.492"
"hsa00980"	"Metabolism of xenobiotics by cytochrome P450"	"21.017"
"hsa00590"	"Arachidonic acid metabolism"	"19.969"
"hsa00982"	"Drug metabolism - cytochrome P450"	"17.25"
"hsa00120"	"Primary bile acid biosynthesis"	"16.91"
"hsa00100"	"Steroid biosynthesis"	"11.787"
"hsa04913"	"Ovarian steroidogenesis"	"11.722"
"hsa04976"	"Bile secretion"	"10.66"
"hsa00534"	"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"9.657"
"hsa04979"	"Cholesterol metabolism"	"9.177"
"hsa04213"	"Longevity regulating pathway - multiple species"	"8.684"
"hsa04919"	"Thyroid hormone signaling pathway"	"8.373"
"hsa04915"	"Estrogen signaling pathway"	"8.281"
"hsa04612"	"Antigen processing and presentation"	"8.236"
"hsa04975"	"Fat digestion and absorption"	"8.006"
"hsa02010"	"ABC transporters"	"7.778"
"hsa05134"	"Legionellosis"	"7.669"
"hsa00983"	"Drug metabolism - other enzymes"	"7.655"
"hsa03320"	"PPAR signaling pathway"	"7.538"
"hsa00380"	"Tryptophan metabolism"	"7.489"
"hsa04922"	"Glucagon signaling pathway"	"7.423"
"hsa00970"	"Aminoacyl-tRNA biosynthesis"	"7.023"
"hsa04927"	"Cortisol synthesis and secretion"	"7.012"
"hsa00010"	"Glycolysis / Gluconeogenesis"	"6.98"
"hsa04950"	"Maturity onset diabetes of the young"	"6.923"
"hsa04925"	"Aldosterone synthesis and secretion"	"6.902"
"hsa04141"	"Protein processing in endoplasmic reticulum"	"6.363"
"hsa04910"	"Insulin signaling pathway"	"6.302"
"hsa05169"	"Epstein-Barr virus infection"	"6.246"
"hsa00500"	"Starch and sucrose metabolism"	"6.155"
"hsa00280"	"Valine, leucine and isoleucine degradation"	"5.871"
"hsa00071"	"Fatty acid degradation"	"5.833"
"hsa00900"	"Terpenoid backbone biosynthesis"	"5.808"
"hsa00520"	"Amino sugar and nucleotide sugar metabolism"	"5.798"
"hsa00232"	"Caffeine metabolism"	"5.709"
"hsa05164"	"Influenza A"	"5.679"
"hsa05020"	"Prion diseases"	"5.627"
"hsa00270"	"Cysteine and methionine metabolism"	"5.54"
"hsa00072"	"Synthesis and degradation of ketone bodies"	"5.519"
"hsa00532"	"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"5.397"
"hsa05145"	"Toxoplasmosis"	"5.381"
"hsa00052"	"Galactose metabolism"	"5.335"
"hsa00620"	"Pyruvate metabolism"	"5.248"
"hsa04152"	"AMPK signaling pathway"	"5.169"
"hsa00480"	"Glutathione metabolism"	"5.083"
"hsa00230"	"Purine metabolism"	"5.077"
"hsa00630"	"Glyoxylate and dicarboxylate metabolism"	"5.074"
"hsa05162"	"Measles"	"4.955"
"hsa05110"	"Vibrio cholerae infection"	"4.898"
"hsa00260"	"Glycine, serine and threonine metabolism"	"4.897"
"hsa00020"	"Citrate cycle (TCA cycle)"	"4.831"
"hsa00400"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"4.792"
"hsa00051"	"Fructose and mannose metabolism"	"4.774"
"hsa04145"	"Phagosome"	"4.717"
"hsa04211"	"Longevity regulating pathway"	"4.567"
"hsa04217"	"Necroptosis"	"4.534"
"hsa04010"	"MAPK signaling pathway"	"4.398"
"hsa00561"	"Glycerolipid metabolism"	"4.292"
"hsa00650"	"Butanoate metabolism"	"4.247"
"hsa00030"	"Pentose phosphate pathway"	"4.219"
"hsa00533"	"Glycosaminoglycan biosynthesis - keratan sulfate"	"3.978"
"hsa04720"	"Long-term potentiation"	"3.936"
"hsa04970"	"Salivary secretion"	"3.915"
