"GO.ID"	"GO.Term"	"Z-score"
"GO:0031090"	"organelle membrane"	"43.054"
"GO:0005779"	"integral component of peroxisomal membrane"	"25.625"
"GO:0005778"	"peroxisomal membrane"	"25.331"
"GO:0005777"	"peroxisome"	"23.998"
"GO:1990429"	"peroxisomal importomer complex"	"18.195"
"GO:0032994"	"protein-lipid complex"	"16.601"
"GO:0005789"	"endoplasmic reticulum membrane"	"14.45"
"GO:0043231"	"intracellular membrane-bounded organelle"	"11.185"
"GO:0005782"	"peroxisomal matrix"	"10.803"
"GO:0005737"	"cytoplasm"	"9.51"
"GO:0070062"	"extracellular exosome"	"9.432"
"GO:0005739"	"mitochondrion"	"9.157"
"GO:0032991"	"macromolecular complex"	"9.084"
"GO:0031231"	"intrinsic component of peroxisomal membrane"	"9.069"
"GO:0072562"	"blood microparticle"	"8.883"
"GO:0005759"	"mitochondrial matrix"	"8.575"
"GO:0016592"	"mediator complex"	"8.387"
"GO:1904813"	"ficolin-1-rich granule lumen"	"8.228"
"GO:0043209"	"myelin sheath"	"7.291"
"GO:0005952"	"cAMP-dependent protein kinase complex"	"6.643"
"GO:0097733"	NA	"6.631"
"GO:0070722"	"Tle3-Aes complex"	"6.374"
"GO:0034774"	"secretory granule lumen"	"6.29"
"GO:0031227"	"intrinsic component of endoplasmic reticulum membrane"	"6.132"
"GO:0098560"	"cytoplasmic side of late endosome membrane"	"5.933"
"GO:0000790"	"nuclear chromatin"	"5.812"
"GO:0071564"	"npBAF complex"	"5.642"
"GO:0016272"	"prefoldin complex"	"5.599"
"GO:0090575"	"RNA polymerase II transcription factor complex"	"5.525"
"GO:0071565"	"nBAF complex"	"5.39"
"GO:0097546"	"ciliary base"	"5.382"
"GO:0008180"	"COP9 signalosome"	"5.369"
"GO:0016234"	"inclusion body"	"5.187"
"GO:1990031"	"pinceau fiber"	"4.919"
"GO:0005811"	"lipid particle"	"4.829"
"GO:0031228"	"intrinsic component of Golgi membrane"	"4.818"
"GO:0031526"	"brush border membrane"	"4.801"
"GO:0000835"	"ER ubiquitin ligase complex"	"4.751"
"GO:0001518"	"voltage-gated sodium channel complex"	"4.632"
"GO:0016514"	"SWI/SNF complex"	"4.632"
"GO:0005884"	"actin filament"	"4.591"
"GO:0046658"	"anchored component of plasma membrane"	"4.551"
"GO:0032982"	"myosin filament"	"4.55"
"GO:0000015"	"phosphopyruvate hydratase complex"	"4.451"
"GO:0034366"	"spherical high-density lipoprotein particle"	"4.392"
"GO:0034364"	"high-density lipoprotein particle"	"4.381"
"GO:0042470"	"melanosome"	"4.308"
"GO:0035578"	"azurophil granule lumen"	"4.287"
"GO:0005771"	"multivesicular body"	"4.192"
"GO:0046930"	"pore complex"	"4.134"
"GO:0033565"	"ESCRT-0 complex"	"4.064"
"GO:0000408"	"EKC/KEOPS complex"	"4.042"
"GO:0005575"	"cellular_component"	"4.013"
"GO:0034706"	"sodium channel complex"	"3.92"
"GO:1990730"	"VCP-NSFL1C complex"	"3.887"
"GO:0043202"	"lysosomal lumen"	"3.88"
"GO:0034361"	"very-low-density lipoprotein particle"	"3.877"
"GO:1904949"	"ATPase complex"	"3.866"
"GO:0042627"	"chylomicron"	"3.842"
"GO:0000151"	"ubiquitin ligase complex"	"3.836"
"GO:0072687"	"meiotic spindle"	"3.834"
"GO:0005889"	"hydrogen:potassium-exchanging ATPase complex"	"3.83"
"GO:0022624"	"proteasome accessory complex"	"3.783"
"GO:0000118"	"histone deacetylase complex"	"3.704"
"GO:0032593"	"insulin-responsive compartment"	"3.665"
"GO:0044297"	"cell body"	"3.662"
"GO:0044853"	"plasma membrane raft"	"3.64"
"GO:0030175"	"filopodium"	"3.633"
"GO:1990843"	"subsarcolemmal mitochondrion"	"3.604"
"GO:1990844"	"interfibrillar mitochondrion"	"3.604"
"GO:0045273"	"respiratory chain complex II"	"3.586"
"GO:0016021"	"integral component of membrane"	"3.543"
"GO:0016235"	"aggresome"	"3.508"
"GO:0036128"	"CatSper complex"	"3.506"
"GO:0098636"	"protein complex involved in cell adhesion"	"3.475"
"GO:0030485"	"smooth muscle contractile fiber"	"3.469"
"GO:0032589"	"neuron projection membrane"	"3.451"
"GO:0000502"	"proteasome complex"	"3.447"
"GO:0097226"	"sperm mitochondrial sheath"	"3.396"
"GO:0030315"	"T-tubule"	"3.313"
"GO:0033178"	"proton-transporting two-sector ATPase complex, catalytic domain"	"3.286"
"GO:0097433"	"dense body"	"3.259"
"GO:0005757"	"mitochondrial permeability transition pore complex"	"3.254"
"GO:0070743"	"interleukin-23 complex"	"3.241"
"GO:0033588"	"Elongator holoenzyme complex"	"3.21"
"GO:0031085"	"BLOC-3 complex"	"3.2"
"GO:0070826"	"paraferritin complex"	"3.198"
"GO:0030017"	"sarcomere"	"3.176"
"GO:0030868"	"smooth endoplasmic reticulum membrane"	"3.173"
"GO:0005859"	"muscle myosin complex"	"3.166"
"GO:0032432"	"actin filament bundle"	"3.157"
"GO:0002199"	"zona pellucida receptor complex"	"3.15"
"GO:0001405"	"presequence translocase-associated import motor"	"3.13"
"GO:0005945"	"6-phosphofructokinase complex"	"3.119"
"GO:0000159"	"protein phosphatase type 2A complex"	"3.095"
"GO:0032996"	"Bcl3-Bcl10 complex"	"3.051"
"GO:0000221"	"vacuolar proton-transporting V-type ATPase, V1 domain"	"3.044"
"GO:0070847"	"core mediator complex"	"3.035"
"GO:0034751"	"aryl hydrocarbon receptor complex"	"3.03"
"GO:0034365"	"discoidal high-density lipoprotein particle"	"3.026"
