"ID"	"Pathway"	"zscore"	"obs"	"mean"	"std"
"hsa00140"	"Steroid hormone biosynthesis"	"27.057"	"129"	"16.569"	"4.155"
"hsa04146"	"Peroxisome"	"26.108"	"175"	"29.466"	"5.574"
"hsa05204"	"Chemical carcinogenesis"	"22.025"	"129"	"22.501"	"4.835"
"hsa00591"	"Linoleic acid metabolism"	"22.002"	"45"	"3.55"	"1.884"
"hsa00830"	"Retinol metabolism"	"21.492"	"99"	"16.849"	"3.822"
"hsa00980"	"Metabolism of xenobiotics by cytochrome P450"	"21.017"	"113"	"19.997"	"4.425"
"hsa00590"	"Arachidonic acid metabolism"	"19.969"	"68"	"8.423"	"2.983"
"hsa00982"	"Drug metabolism - cytochrome P450"	"17.25"	"87"	"16.741"	"4.073"
"hsa00120"	"Primary bile acid biosynthesis"	"16.91"	"47"	"5.582"	"2.449"
"hsa00100"	"Steroid biosynthesis"	"11.787"	"38"	"7.321"	"2.603"
"hsa04913"	"Ovarian steroidogenesis"	"11.722"	"78"	"22.216"	"4.759"
"hsa04976"	"Bile secretion"	"10.66"	"81"	"27.325"	"5.035"
"hsa00534"	"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"9.657"	"29"	"6.013"	"2.38"
"hsa04979"	"Cholesterol metabolism"	"9.177"	"68"	"24.782"	"4.709"
"hsa04213"	"Longevity regulating pathway - multiple species"	"8.684"	"241"	"143.829"	"11.19"
"hsa04919"	"Thyroid hormone signaling pathway"	"8.373"	"279"	"174.146"	"12.523"
"hsa04915"	"Estrogen signaling pathway"	"8.281"	"374"	"249.339"	"15.055"
"hsa04612"	"Antigen processing and presentation"	"8.236"	"242"	"147.136"	"11.519"
"hsa04975"	"Fat digestion and absorption"	"8.006"	"34"	"9.314"	"3.083"
"hsa02010"	"ABC transporters"	"7.778"	"29"	"7.769"	"2.73"
"hsa05134"	"Legionellosis"	"7.669"	"240"	"150.992"	"11.607"
"hsa00983"	"Drug metabolism - other enzymes"	"7.655"	"72"	"29.115"	"5.602"
"hsa03320"	"PPAR signaling pathway"	"7.538"	"165"	"98.741"	"8.79"
"hsa00380"	"Tryptophan metabolism"	"7.489"	"58"	"22.502"	"4.74"
"hsa04922"	"Glucagon signaling pathway"	"7.423"	"198"	"121.622"	"10.289"
