"Pathway"	"Z-score"
"Peroxisome"	"53.814"
"Primary bile acid biosynthesis"	"40.963"
"ABC transporters"	"24.683"
"PPAR signaling pathway"	"18.486"
"Cholesterol metabolism"	"12.934"
"Bile secretion"	"11.898"
"Steroid hormone biosynthesis"	"11.003"
"Biosynthesis of unsaturated fatty acids"	"7.697"
"Glyoxylate and dicarboxylate metabolism"	"7.455"
"Fatty acid biosynthesis"	"7.118"
"Glutathione metabolism"	"6.744"
"Fat digestion and absorption"	"5.888"
"Ferroptosis"	"5.815"
"Adipocytokine signaling pathway"	"5.802"
"Steroid biosynthesis"	"5.704"
"Glycine, serine and threonine metabolism"	"5.65"
"Fatty acid degradation"	"5.423"
"Vitamin digestion and absorption"	"5.215"
"Retinol metabolism"	"4.859"
"Lysine degradation"	"4.588"
"Citrate cycle (TCA cycle)"	"4.571"
"beta-Alanine metabolism"	"4.219"
"Thyroid hormone signaling pathway"	"4.081"
"Thyroid cancer"	"3.944"
"Tryptophan metabolism"	"3.652"
"Ovarian steroidogenesis"	"3.163"
"Amyotrophic lateral sclerosis (ALS)"	"3.133"
"Th17 cell differentiation"	"3.029"
"Ascorbate and aldarate metabolism"	"2.827"
"AMPK signaling pathway"	"2.78"
"Longevity regulating pathway - multiple species"	"2.739"
"Central carbon metabolism in cancer"	"2.699"
"Non-small cell lung cancer"	"2.615"
"Terpenoid backbone biosynthesis"	"2.576"
"Glycolysis / Gluconeogenesis"	"2.543"
"Histidine metabolism"	"2.316"
"alpha-Linolenic acid metabolism"	"2.313"
"Nicotinate and nicotinamide metabolism"	"2.077"
"Pentose phosphate pathway"	"2.02"
"Propanoate metabolism"	"1.999"
"Small cell lung cancer"	"1.981"
"Aldosterone synthesis and secretion"	"1.918"
"Galactose metabolism"	"1.886"
"Fructose and mannose metabolism"	"1.867"
"Prion diseases"	"1.828"
"Insulin resistance"	"1.821"
"African trypanosomiasis"	"1.802"
"Alanine, aspartate and glutamate metabolism"	"1.766"
"Aldosterone-regulated sodium reabsorption"	"1.723"
"Primary immunodeficiency"	"1.72"
"Pyruvate metabolism"	"1.675"
"Lysosome"	"1.568"
"Thermogenesis"	"1.452"
"Cysteine and methionine metabolism"	"1.417"
"Valine, leucine and isoleucine degradation"	"1.374"
"Arginine and proline metabolism"	"1.352"
"Regulation of lipolysis in adipocytes"	"1.216"
"Gastric cancer"	"1.211"
"Arachidonic acid metabolism"	"1.108"
"Drug metabolism - cytochrome P450"	"1.093"
"Glycerolipid metabolism"	"1.07"
"Metabolism of xenobiotics by cytochrome P450"	"1.04"
"Cortisol synthesis and secretion"	"1.039"
"Mitophagy - animal"	"1.006"
"Transcriptional misregulation in cancer"	"0.922"
"Chemical carcinogenesis"	"0.911"
"Thyroid hormone synthesis"	"0.89"
"RNA degradation"	"0.835"
"TGF-beta signaling pathway"	"0.731"
"Longevity regulating pathway"	"0.672"
"NF-kappa B signaling pathway"	"0.612"
"Th1 and Th2 cell differentiation"	"0.601"
"Prostate cancer"	"0.598"
"Glycerophospholipid metabolism"	"0.594"
"T cell receptor signaling pathway"	"0.569"
"Oocyte meiosis"	"0.34"
"Osteoclast differentiation"	"0.303"
"FoxO signaling pathway"	"0.286"
"Natural killer cell mediated cytotoxicity"	"0.273"
"Hepatitis C"	"0.267"
"Apelin signaling pathway"	"0.239"
"Insulin signaling pathway"	"0.235"
"Ubiquitin mediated proteolysis"	"0.227"
"Non-alcoholic fatty liver disease (NAFLD)"	"0.158"
"Hippo signaling pathway"	"0.109"
"Cushing's syndrome"	"0.095"
"Tight junction"	"0.003"
"Pathways in cancer"	"-0.039"
"Alcoholism"	"-0.063"
"D-Arginine and D-ornithine metabolism"	"-0.07"
"Huntington's disease"	"-0.109"
"Lipoic acid metabolism"	"-0.124"
"Biotin metabolism"	"-0.133"
"cAMP signaling pathway"	"-0.145"
"Epstein-Barr virus infection"	"-0.158"
"Valine, leucine and isoleucine biosynthesis"	"-0.161"
"Neomycin, kanamycin and gentamicin biosynthesis"	"-0.168"
"Caffeine metabolism"	"-0.169"
"D-Glutamine and D-glutamate metabolism"	"-0.169"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-0.177"
"Vitamin B6 metabolism"	"-0.183"
"Phosphonate and phosphinate metabolism"	"-0.191"
"Riboflavin metabolism"	"-0.216"
"Sulfur relay system"	"-0.219"
"Sulfur metabolism"	"-0.241"
"Synthesis and degradation of ketone bodies"	"-0.243"
"Taurine and hypotaurine metabolism"	"-0.249"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"-0.265"
"Non-homologous end-joining"	"-0.268"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"-0.283"
"Thiamine metabolism"	"-0.29"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.292"
"Glycosphingolipid biosynthesis - ganglio series"	"-0.296"
"Nitrogen metabolism"	"-0.309"
"Other glycan degradation"	"-0.312"
"Selenocompound metabolism"	"-0.316"
"Phenylalanine metabolism"	"-0.324"
"Glycosaminoglycan degradation"	"-0.332"
"One carbon pool by folate"	"-0.336"
"Arginine biosynthesis"	"-0.338"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-0.338"
