"Pathway"	"Z-score"
"Steroid hormone biosynthesis - Homo sapiens (human)"	"27.057"
"Peroxisome - Homo sapiens (human)"	"26.108"
"Chemical carcinogenesis - Homo sapiens (human)"	"22.025"
"Linoleic acid metabolism - Homo sapiens (human)"	"22.002"
"Retinol metabolism - Homo sapiens (human)"	"21.492"
"Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"	"21.017"
"Arachidonic acid metabolism - Homo sapiens (human)"	"19.969"
"Drug metabolism - cytochrome P450 - Homo sapiens (human)"	"17.25"
"Primary bile acid biosynthesis - Homo sapiens (human)"	"16.91"
"Steroid biosynthesis - Homo sapiens (human)"	"11.787"
"Ovarian steroidogenesis - Homo sapiens (human)"	"11.722"
"Bile secretion - Homo sapiens (human)"	"10.66"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human)"	"9.657"
"Cholesterol metabolism - Homo sapiens (human)"	"9.177"
"Longevity regulating pathway - multiple species - Homo sapiens (human)"	"8.684"
"Thyroid hormone signaling pathway - Homo sapiens (human)"	"8.373"
"Estrogen signaling pathway - Homo sapiens (human)"	"8.281"
"Antigen processing and presentation - Homo sapiens (human)"	"8.236"
"Fat digestion and absorption - Homo sapiens (human)"	"8.006"
"ABC transporters - Homo sapiens (human)"	"7.778"
"Legionellosis - Homo sapiens (human)"	"7.669"
"Drug metabolism - other enzymes - Homo sapiens (human)"	"7.655"
"PPAR signaling pathway - Homo sapiens (human)"	"7.538"
"Tryptophan metabolism - Homo sapiens (human)"	"7.489"
"Glucagon signaling pathway - Homo sapiens (human)"	"7.423"
"Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"	"7.023"
"Cortisol synthesis and secretion - Homo sapiens (human)"	"7.012"
"Glycolysis / Gluconeogenesis - Homo sapiens (human)"	"6.98"
"Maturity onset diabetes of the young - Homo sapiens (human)"	"6.923"
"Aldosterone synthesis and secretion - Homo sapiens (human)"	"6.902"
"Protein processing in endoplasmic reticulum - Homo sapiens (human)"	"6.363"
"Insulin signaling pathway - Homo sapiens (human)"	"6.302"
"Epstein-Barr virus infection - Homo sapiens (human)"	"6.246"
"Starch and sucrose metabolism - Homo sapiens (human)"	"6.155"
"Valine, leucine and isoleucine degradation - Homo sapiens (human)"	"5.871"
"Fatty acid degradation - Homo sapiens (human)"	"5.833"
"Terpenoid backbone biosynthesis - Homo sapiens (human)"	"5.808"
"Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"	"5.798"
"Caffeine metabolism - Homo sapiens (human)"	"5.709"
"Influenza A - Homo sapiens (human)"	"5.679"
"Prion diseases - Homo sapiens (human)"	"5.627"
"Cysteine and methionine metabolism - Homo sapiens (human)"	"5.54"
"Synthesis and degradation of ketone bodies - Homo sapiens (human)"	"5.519"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human)"	"5.397"
"Toxoplasmosis - Homo sapiens (human)"	"5.381"
"Galactose metabolism - Homo sapiens (human)"	"5.335"
"Pyruvate metabolism - Homo sapiens (human)"	"5.248"
"AMPK signaling pathway - Homo sapiens (human)"	"5.169"
"Glutathione metabolism - Homo sapiens (human)"	"5.083"
"Purine metabolism - Homo sapiens (human)"	"5.077"
"Glyoxylate and dicarboxylate metabolism - Homo sapiens (human)"	"5.074"
"Measles - Homo sapiens (human)"	"4.955"
"Vibrio cholerae infection - Homo sapiens (human)"	"4.898"
"Glycine, serine and threonine metabolism - Homo sapiens (human)"	"4.897"
"Citrate cycle (TCA cycle) - Homo sapiens (human)"	"4.831"
"Phenylalanine, tyrosine and tryptophan biosynthesis - Homo sapiens (human)"	"4.792"
"Fructose and mannose metabolism - Homo sapiens (human)"	"4.774"
"Phagosome - Homo sapiens (human)"	"4.717"
"Longevity regulating pathway - Homo sapiens (human)"	"4.567"
"Necroptosis - Homo sapiens (human)"	"4.534"
"MAPK signaling pathway - Homo sapiens (human)"	"4.398"
"Glycerolipid metabolism - Homo sapiens (human)"	"4.292"
"Butanoate metabolism - Homo sapiens (human)"	"4.247"
"Pentose phosphate pathway - Homo sapiens (human)"	"4.219"
"Glycosaminoglycan biosynthesis - keratan sulfate - Homo sapiens (human)"	"3.978"
"Long-term potentiation - Homo sapiens (human)"	"3.936"
"Salivary secretion - Homo sapiens (human)"	"3.915"
"RNA degradation - Homo sapiens (human)"	"3.904"
"Mineral absorption - Homo sapiens (human)"	"3.882"
"Tuberculosis - Homo sapiens (human)"	"3.839"
"Viral myocarditis - Homo sapiens (human)"	"3.816"
"Fatty acid biosynthesis - Homo sapiens (human)"	"3.802"
"Cushing,s syndrome - Homo sapiens (human)"	"3.794"
"Central carbon metabolism in cancer - Homo sapiens (human)"	"3.781"
"Valine, leucine and isoleucine biosynthesis - Homo sapiens (human)"	"3.773"
"Gap junction - Homo sapiens (human)"	"3.76"
"Tight junction - Homo sapiens (human)"	"3.748"
"Fluid shear stress and atherosclerosis - Homo sapiens (human)"	"3.737"
"Lysine degradation - Homo sapiens (human)"	"3.713"
