"GO.ID"	"GO.Term"	"HMK"	"Background"
"GO:0005743"	"mitochondrial inner membrane"	"-5.78"	"5.78"
"GO:0005739"	"mitochondrion"	"-4.747"	"4.747"
"GO:0033116"	"endoplasmic reticulum-Golgi intermediate compartment membrane"	"-4.643"	"4.643"
"GO:0012507"	"ER to Golgi transport vesicle membrane"	"-4.539"	"4.539"
"GO:0072562"	"blood microparticle"	"-4.328"	"4.328"
"GO:0005635"	"nuclear envelope"	"-4.303"	"4.303"
"GO:0005643"	"nuclear pore"	"-4.294"	"4.294"
"GO:0005747"	"mitochondrial respiratory chain complex I"	"-4.263"	"4.263"
"GO:0036064"	"ciliary basal body"	"-4.209"	"4.209"
"GO:0005887"	"integral component of plasma membrane"	"-4.117"	"4.117"
"GO:0005793"	"endoplasmic reticulum-Golgi intermediate compartment"	"-3.994"	"3.994"
"GO:0000421"	"autophagosome membrane"	"-3.877"	"3.877"
"GO:0005759"	"mitochondrial matrix"	"-3.728"	"3.728"
"GO:0000777"	"condensed chromosome kinetochore"	"-3.699"	"3.699"
"GO:0005814"	"centriole"	"-3.647"	"3.647"
"GO:0005762"	"mitochondrial large ribosomal subunit"	"-3.537"	"3.537"
"GO:0031093"	"platelet alpha granule lumen"	"-3.531"	"3.531"
"GO:0097730"	NA	"-3.518"	"3.518"
"GO:0022625"	"cytosolic large ribosomal subunit"	"-3.484"	"3.484"
"GO:0009897"	"external side of plasma membrane"	"-3.413"	"3.413"
"GO:0035869"	"ciliary transition zone"	"-3.406"	"3.406"
"GO:0046540"	"U4/U6 x U5 tri-snRNP complex"	"-3.275"	"3.275"
"GO:0031965"	"nuclear membrane"	"-3.265"	"3.265"
"GO:0000776"	"kinetochore"	"-3.168"	"3.168"
"GO:0045171"	"intercellular bridge"	"-3.011"	"3.011"
