"ID"	"Pathway"	"Z-score"
"hsa04668"	"TNF signaling pathway"	"32.845"
"hsa04060"	"Cytokine-cytokine receptor interaction"	"32.353"
"hsa04622"	"RIG-I-like receptor signaling pathway"	"31.79"
"hsa04620"	"Toll-like receptor signaling pathway"	"31.684"
"hsa04064"	"NF-kappa B signaling pathway"	"30.441"
"hsa05161"	"Hepatitis B"	"29.058"
"hsa05200"	"Pathways in cancer"	"27.775"
"hsa04621"	"NOD-like receptor signaling pathway"	"26.759"
"hsa04657"	"IL-17 signaling pathway"	"26.703"
"hsa04380"	"Osteoclast differentiation"	"25.632"
"hsa05167"	"Kaposi,s sarcoma-associated herpesvirus infection"	"25.571"
"hsa04630"	"Jak-STAT signaling pathway"	"22.685"
"hsa04062"	"Chemokine signaling pathway"	"22.596"
"hsa05142"	"Chagas disease (American trypanosomiasis)"	"22.527"
"hsa05168"	"Herpes simplex infection"	"22.089"
"hsa05160"	"Hepatitis C"	"21.863"
"hsa04625"	"C-type lectin receptor signaling pathway"	"21.307"
"hsa04210"	"Apoptosis"	"21.073"
"hsa05152"	"Tuberculosis"	"20.638"
"hsa04659"	"Th17 cell differentiation"	"20.531"
"hsa04920"	"Adipocytokine signaling pathway"	"20.123"
"hsa05133"	"Pertussis"	"20.094"
"hsa05212"	"Pancreatic cancer"	"19.804"
"hsa05140"	"Leishmaniasis"	"19.29"
"hsa05166"	"HTLV-I infection"	"19.212"
"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"19.054"
"hsa05321"	"Inflammatory bowel disease (IBD)"	"18.863"
"hsa05221"	"Acute myeloid leukemia"	"18.459"
"hsa05220"	"Chronic myeloid leukemia"	"18.272"
"hsa05215"	"Prostate cancer"	"18.205"
"hsa05222"	"Small cell lung cancer"	"18.115"
"hsa04658"	"Th1 and Th2 cell differentiation"	"17.999"
"hsa04010"	"MAPK signaling pathway"	"17.798"
"hsa05145"	"Toxoplasmosis"	"17.793"
"hsa05165"	"Human papillomavirus infection"	"17.638"
"hsa05202"	"Transcriptional misregulation in cancer"	"17.516"
"hsa05162"	"Measles"	"17.415"
"hsa05164"	"Influenza A"	"16.605"
"hsa04623"	"Cytosolic DNA-sensing pathway"	"16.299"
"hsa04660"	"T cell receptor signaling pathway"	"16.257"
"hsa04350"	"TGF-beta signaling pathway"	"16.05"
"hsa04080"	"Neuroactive ligand-receptor interaction"	"15.919"
"hsa04932"	"Non-alcoholic fatty liver disease (NAFLD)"	"15.784"
"hsa05203"	"Viral carcinogenesis"	"15.751"
"hsa04662"	"B cell receptor signaling pathway"	"15.575"
"hsa05131"	"Shigellosis"	"15.575"
"hsa04215"	"Apoptosis - multiple species"	"15.066"
"hsa04917"	"Prolactin signaling pathway"	"15.066"
"hsa04071"	"Sphingolipid signaling pathway"	"14.906"
"hsa04926"	"Relaxin signaling pathway"	"14.781"
"hsa04024"	"cAMP signaling pathway"	"14.672"
"hsa05206"	"MicroRNAs in cancer"	"14.623"
"hsa04310"	"Wnt signaling pathway"	"14.494"
"hsa04722"	"Neurotrophin signaling pathway"	"14.377"
"hsa04742"	"Taste transduction"	"14.375"
"hsa04151"	"PI3K-Akt signaling pathway"	"14.118"
"hsa04068"	"FoxO signaling pathway"	"14.113"
"hsa04919"	"Thyroid hormone signaling pathway"	"14.006"
"hsa04931"	"Insulin resistance"	"13.684"
"hsa05418"	"Fluid shear stress and atherosclerosis"	"13.357"
"hsa05169"	"Epstein-Barr virus infection"	"13.197"
"hsa04218"	"Cellular senescence"	"13.121"
"hsa05210"	"Colorectal cancer"	"13.117"
"hsa05144"	"Malaria"	"12.851"
"hsa04211"	"Longevity regulating pathway"	"12.285"
"hsa04066"	"HIF-1 signaling pathway"	"12.206"
"hsa05030"	"Cocaine addiction"	"11.937"
"hsa05132"	"Salmonella infection"	"11.747"
"hsa05225"	"Hepatocellular carcinoma"	"11.56"
"hsa05205"	"Proteoglycans in cancer"	"11.203"
"hsa05120"	"Epithelial cell signaling in Helicobacter pylori infection"	"10.911"
"hsa04014"	"Ras signaling pathway"	"10.878"
"hsa04217"	"Necroptosis"	"10.633"
"hsa05223"	"Non-small cell lung cancer"	"10.572"
"hsa05146"	"Amoebiasis"	"10.3"
"hsa04550"	"Signaling pathways regulating pluripotency of stem cells"	"10.047"
"hsa04664"	"Fc epsilon RI signaling pathway"	"10"
"hsa05224"	"Breast cancer"	"9.731"
"hsa04137"	"Mitophagy - animal"	"9.591"
"hsa04930"	"Type II diabetes mellitus"	"9.519"
"hsa04520"	"Adherens junction"	"9.326"
"hsa05226"	"Gastric cancer"	"9.213"
"hsa05213"	"Endometrial cancer"	"8.999"
"hsa04610"	"Complement and coagulation cascades"	"8.922"
"hsa05014"	"Amyotrophic lateral sclerosis (ALS)"	"8.771"
"hsa04115"	"p53 signaling pathway"	"8.747"
"hsa04110"	"Cell cycle"	"8.704"
"hsa04510"	"Focal adhesion"	"8.7"
"hsa05231"	"Choline metabolism in cancer"	"8.547"
"hsa05218"	"Melanoma"	"8.486"
"hsa05211"	"Renal cell carcinoma"	"8.455"
"hsa04725"	"Cholinergic synapse"	"8.362"
"hsa04912"	"GnRH signaling pathway"	"8.095"
"hsa05219"	"Bladder cancer"	"8.054"
"hsa04672"	"Intestinal immune network for IgA production"	"8.015"
"hsa04120"	"Ubiquitin mediated proteolysis"	"7.912"
"hsa04330"	"Notch signaling pathway"	"7.9"
"hsa04916"	"Melanogenesis"	"7.799"
"hsa04140"	"Autophagy - animal"	"7.726"
"hsa05143"	"African trypanosomiasis"	"7.687"
"hsa04015"	"Rap1 signaling pathway"	"7.569"
"hsa04934"	"Cushing,s syndrome"	"7.528"
"hsa04710"	"Circadian rhythm"	"7.453"
"hsa05214"	"Glioma"	"7.301"
"hsa04072"	"Phospholipase D signaling pathway"	"7.16"
"hsa04012"	"ErbB signaling pathway"	"7.126"
"hsa04650"	"Natural killer cell mediated cytotoxicity"	"7.009"
"hsa04927"	"Cortisol synthesis and secretion"	"6.84"
"hsa04022"	"cGMP-PKG signaling pathway"	"6.825"
"hsa05134"	"Legionellosis"	"6.598"
"hsa05031"	"Amphetamine addiction"	"6.549"
"hsa05216"	"Thyroid cancer"	"6.545"
"hsa04370"	"VEGF signaling pathway"	"6.328"
"hsa05323"	"Rheumatoid arthritis"	"6.235"
"hsa04390"	"Hippo signaling pathway"	"6.184"
"hsa05020"	"Prion diseases"	"5.907"
"hsa04915"	"Estrogen signaling pathway"	"5.763"
