"Pathway"	"Z-score"
"TNF signaling pathway"	"30.337"
"IL-17 signaling pathway"	"20.345"
"Rheumatoid arthritis"	"19.185"
"NF-kappa B signaling pathway"	"19.139"
"Cytokine-cytokine receptor interaction"	"16.474"
"Legionellosis"	"16.244"
"AGE-RAGE signaling pathway in diabetic complications"	"16.05"
"Toll-like receptor signaling pathway"	"15.326"
"Inflammatory bowel disease (IBD)"	"14.954"
"Chagas disease (American trypanosomiasis)"	"14.698"
"Osteoclast differentiation"	"14.409"
"C-type lectin receptor signaling pathway"	"14.298"
"NOD-like receptor signaling pathway"	"13.998"
"Salmonella infection"	"13.832"
"Influenza A"	"12.911"
"Leishmaniasis"	"12.904"
"Hepatitis B"	"12.738"
"Pertussis"	"12.643"
"HTLV-I infection"	"12.61"
"Kaposi's sarcoma-associated herpesvirus infection"	"12.462"
"Herpes simplex infection"	"12.25"
"Small cell lung cancer"	"12.217"
"Fluid shear stress and atherosclerosis"	"12.086"
"Cytosolic DNA-sensing pathway"	"11.597"
"MAPK signaling pathway"	"11.545"
"Th17 cell differentiation"	"11.335"
"African trypanosomiasis"	"11.244"
"Pathways in cancer"	"11.232"
"Transcriptional misregulation in cancer"	"10.933"
"Measles"	"10.679"
"Apoptosis"	"10.505"
"Jak-STAT signaling pathway"	"10.476"
"Chronic myeloid leukemia"	"10.439"
"FoxO signaling pathway"	"10.198"
"Toxoplasmosis"	"10.002"
"RIG-I-like receptor signaling pathway"	"9.673"
"Malaria"	"9.237"
"Th1 and Th2 cell differentiation"	"9.198"
"Epstein-Barr virus infection"	"9.081"
"Amoebiasis"	"9.069"
"Tuberculosis"	"8.917"
"Cellular senescence"	"8.706"
"Colorectal cancer"	"8.669"
"MicroRNAs in cancer"	"8.479"
"Pancreatic cancer"	"8.278"
"Chemokine signaling pathway"	"8.045"
"T cell receptor signaling pathway"	"7.902"
"HIF-1 signaling pathway"	"7.799"
"Prion diseases"	"7.752"
"Acute myeloid leukemia"	"7.679"
"Adipocytokine signaling pathway"	"7.591"
"Viral carcinogenesis"	"7.574"
"Epithelial cell signaling in Helicobacter pylori infection"	"7.528"
"Thyroid cancer"	"7.481"
"Prolactin signaling pathway"	"7.428"
"Bladder cancer"	"7.148"
"Hematopoietic cell lineage"	"7.113"
"Proteoglycans in cancer"	"7.101"
"PI3K-Akt signaling pathway"	"7.054"
"Graft-versus-host disease"	"7.05"
"Breast cancer"	"6.912"
"Type I diabetes mellitus"	"6.873"
"TGF-beta signaling pathway"	"6.669"
"Insulin resistance"	"6.65"
"Hepatitis C"	"6.591"
"Necroptosis"	"6.449"
"B cell receptor signaling pathway"	"6.295"
"Non-alcoholic fatty liver disease (NAFLD)"	"6.123"
"Relaxin signaling pathway"	"5.782"
"Endometrial cancer"	"5.686"
"ErbB signaling pathway"	"5.496"
"Human papillomavirus infection"	"5.395"
"Non-small cell lung cancer"	"5.289"
"Shigellosis"	"5.284"
"Hippo signaling pathway"	"5.218"
"p53 signaling pathway"	"5.182"
"Prostate cancer"	"5.086"
"Intestinal immune network for IgA production"	"4.978"
"Cocaine addiction"	"4.969"
"Apelin signaling pathway"	"4.843"
"Signaling pathways regulating pluripotency of stem cells"	"4.779"
"Complement and coagulation cascades"	"4.767"
"Neurotrophin signaling pathway"	"4.317"
"Basal cell carcinoma"	"4.244"
"Allograft rejection"	"4.227"
"Cell cycle"	"4.215"
"Hepatocellular carcinoma"	"4.063"
"Glioma"	"3.812"
"Melanoma"	"3.767"
"Type II diabetes mellitus"	"3.696"
"Mannose type O-glycan biosynthesis"	"3.682"
"Gastric cancer"	"3.626"
"Oxytocin signaling pathway"	"3.583"
"cAMP signaling pathway"	"3.548"
"Focal adhesion"	"3.45"
"ECM-receptor interaction"	"3.397"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"3.284"
"Longevity regulating pathway"	"3.209"
"VEGF signaling pathway"	"3.116"
"Viral myocarditis"	"3.106"
"Aldosterone synthesis and secretion"	"3.096"
"Circadian rhythm"	"3.09"
"Inflammatory mediator regulation of TRP channels"	"3.079"
"Ras signaling pathway"	"3.009"
"Wnt signaling pathway"	"2.898"
"Fc epsilon RI signaling pathway"	"2.822"
"Mitophagy - animal"	"2.818"
"Apoptosis - multiple species"	"2.816"
"Renal cell carcinoma"	"2.798"
"Amphetamine addiction"	"2.723"
"Primary immunodeficiency"	"2.665"
"Sphingolipid signaling pathway"	"2.531"
"RNA degradation"	"2.452"
"ABC transporters"	"2.282"
"Natural killer cell mediated cytotoxicity"	"2.27"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"2.263"
"GnRH signaling pathway"	"2.164"
"Notch signaling pathway"	"2.134"
"Ovarian steroidogenesis"	"2.089"
"Cholesterol metabolism"	"2.082"
"Cell adhesion molecules (CAMs)"	"2.081"
"Amyotrophic lateral sclerosis (ALS)"	"2.007"
"Regulation of lipolysis in adipocytes"	"1.95"
"Cushing's syndrome"	"1.949"
"Phagosome"	"1.923"
"Cortisol synthesis and secretion"	"1.706"
"Longevity regulating pathway - multiple species"	"1.678"
"Thyroid hormone signaling pathway"	"1.654"
"Other types of O-glycan biosynthesis"	"1.618"
"AMPK signaling pathway"	"1.584"
"Folate biosynthesis"	"1.462"
"Maturity onset diabetes of the young"	"1.424"
"Estrogen signaling pathway"	"1.351"
"Antigen processing and presentation"	"1.344"
"Insulin signaling pathway"	"1.344"
"Ubiquitin mediated proteolysis"	"1.337"
"Rap1 signaling pathway"	"1.302"
"Nicotinate and nicotinamide metabolism"	"1.251"
"Mucin type O-glycan biosynthesis"	"1.236"
"Galactose metabolism"	"1.235"
"Hypertrophic cardiomyopathy (HCM)"	"1.225"
"Asthma"	"1.223"
"Fructose and mannose metabolism"	"1.117"
"Alanine, aspartate and glutamate metabolism"	"1.108"
"Fc gamma R-mediated phagocytosis"	"1.085"
"Aldosterone-regulated sodium reabsorption"	"1.025"
"Circadian entrainment"	"1.025"
"Choline metabolism in cancer"	"0.97"
"Tryptophan metabolism"	"0.914"
"Ferroptosis"	"0.888"
"Fat digestion and absorption"	"0.882"
"Serotonergic synapse"	"0.799"
"Hedgehog signaling pathway"	"0.769"
"Sphingolipid metabolism"	"0.763"
"Endocrine and other factor-regulated calcium reabsorption"	"0.758"
"Amino sugar and nucleotide sugar metabolism"	"0.746"
"N-Glycan biosynthesis"	"0.696"
"Arginine and proline metabolism"	"0.68"
"Mineral absorption"	"0.655"
"Autoimmune thyroid disease"	"0.623"
"Fanconi anemia pathway"	"0.622"
"Autophagy - animal"	"0.587"
"Staphylococcus aureus infection"	"0.567"
"Systemic lupus erythematosus"	"0.559"
"Pathogenic Escherichia coli infection"	"0.557"
"Arachidonic acid metabolism"	"0.487"
"Renin secretion"	"0.41"
"Central carbon metabolism in cancer"	"0.406"
"mTOR signaling pathway"	"0.355"
"Bile secretion"	"0.325"
"Chemical carcinogenesis"	"0.303"
"Adherens junction"	"0.296"
"PPAR signaling pathway"	"0.28"
"Endocytosis"	"0.279"
"cGMP-PKG signaling pathway"	"0.258"
"Protein processing in endoplasmic reticulum"	"0.217"
"Tight junction"	"0.202"
"Alzheimer's disease"	"0.189"
"Peroxisome"	"0.154"
"Gap junction"	"0.09"
"Calcium signaling pathway"	"0.081"
"Dilated cardiomyopathy (DCM)"	"0.075"
"Salivary secretion"	"0.068"
"Morphine addiction"	"0.061"
"Pancreatic secretion"	"0.006"
"Melanogenesis"	"-0.027"
"Glucagon signaling pathway"	"-0.061"
"D-Arginine and D-ornithine metabolism"	"-0.102"
"Cholinergic synapse"	"-0.149"
"Leukocyte transendothelial migration"	"-0.152"
"Lipoic acid metabolism"	"-0.165"
"Biotin metabolism"	"-0.181"
"Valine, leucine and isoleucine biosynthesis"	"-0.204"
"Caffeine metabolism"	"-0.226"
"D-Glutamine and D-glutamate metabolism"	"-0.228"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-0.228"
"Neomycin, kanamycin and gentamicin biosynthesis"	"-0.23"
