"GO.ID"	"GO.Term"	"HMK"	"Background"
"GO:0003723"	"RNA binding"	"-12.872"	"12.872"
"GO:0000981"	"RNA polymerase II transcription factor activity, sequence-specific DNA binding"	"-12.814"	"12.814"
"GO:0003677"	"DNA binding"	"-12.41"	"12.41"
"GO:0003735"	"structural constituent of ribosome"	"-11.565"	"11.565"
"GO:0046872"	"metal ion binding"	"-9.042"	"9.042"
"GO:0003729"	"mRNA binding"	"-6.129"	"6.129"
"GO:0008137"	"NADH dehydrogenase (ubiquinone) activity"	"-5.888"	"5.888"
"GO:0019843"	"rRNA binding"	"-5.691"	"5.691"
"GO:0017056"	"structural constituent of nuclear pore"	"-3.69"	"3.69"
"GO:0048487"	"beta-tubulin binding"	"-3.683"	"3.683"
"GO:0004984"	"olfactory receptor activity"	"-3.363"	"3.363"
"GO:0005506"	"iron ion binding"	"-3.319"	"3.319"
"GO:0016712"	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen"	"-3.181"	"3.181"
"GO:0008146"	"sulfotransferase activity"	"-3.171"	"3.171"
"GO:0008395"	"steroid hydroxylase activity"	"-3.094"	"3.094"
