"GO.ID"	"GO.Term"	"HMK"	"Background"
"GO:0005164"	"tumor necrosis factor receptor binding"	"16.387"	"-16.387"
"GO:0008134"	"transcription factor binding"	"14.535"	"-14.535"
"GO:0042802"	"identical protein binding"	"14.089"	"-14.089"
"GO:0019901"	"protein kinase binding"	"13.829"	"-13.829"
"GO:0005125"	"cytokine activity"	"13.64"	"-13.64"
"GO:0001077"	"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding"	"13.438"	"-13.438"
"GO:0008013"	"beta-catenin binding"	"12.826"	"-12.826"
"GO:0005096"	"GTPase activator activity"	"12.346"	"-12.346"
"GO:0042803"	"protein homodimerization activity"	"12.034"	"-12.034"
"GO:0002020"	"protease binding"	"11.571"	"-11.571"
"GO:0004197"	"cysteine-type endopeptidase activity"	"11.537"	"-11.537"
"GO:0000978"	"RNA polymerase II core promoter proximal region sequence-specific DNA binding"	"11.255"	"-11.255"
"GO:0016301"	"kinase activity"	"10.907"	"-10.907"
"GO:0004674"	"protein serine/threonine kinase activity"	"10.85"	"-10.85"
"GO:0004672"	"protein kinase activity"	"10.05"	"-10.05"
"GO:0046982"	"protein heterodimerization activity"	"9.832"	"-9.832"
"GO:0001784"	"phosphotyrosine binding"	"9.791"	"-9.791"
"GO:0000977"	"RNA polymerase II regulatory region sequence-specific DNA binding"	"9.6"	"-9.6"
"GO:0004693"	"cyclin-dependent protein serine/threonine kinase activity"	"9.418"	"-9.418"
"GO:0019903"	"protein phosphatase binding"	"9.359"	"-9.359"
"GO:0004715"	"non-membrane spanning protein tyrosine kinase activity"	"9.309"	"-9.309"
"GO:0005089"	"Rho guanyl-nucleotide exchange factor activity"	"9.283"	"-9.283"
"GO:0051721"	"protein phosphatase 2A binding"	"9.021"	"-9.021"
"GO:0097110"	"scaffold protein binding"	"8.918"	"-8.918"
"GO:0001085"	"RNA polymerase II transcription factor binding"	"8.779"	"-8.779"
"GO:0019899"	"enzyme binding"	"8.764"	"-8.764"
"GO:0001228"	"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding"	"8.554"	"-8.554"
"GO:0016538"	"cyclin-dependent protein serine/threonine kinase regulator activity"	"8.55"	"-8.55"
"GO:0003705"	"transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding"	"8.349"	"-8.349"
"GO:0043027"	"cysteine-type endopeptidase inhibitor activity involved in apoptotic process"	"8.302"	"-8.302"
"GO:0003700"	"transcription factor activity, sequence-specific DNA binding"	"8.23"	"-8.23"
"GO:0001158"	"enhancer sequence-specific DNA binding"	"8.172"	"-8.172"
"GO:0005515"	"protein binding"	"8.11"	"-8.11"
"GO:0004713"	"protein tyrosine kinase activity"	"8.034"	"-8.034"
"GO:0008233"	"peptidase activity"	"7.874"	"-7.874"
"GO:0003713"	"transcription coactivator activity"	"7.858"	"-7.858"
"GO:0043565"	"sequence-specific DNA binding"	"7.809"	"-7.809"
"GO:0031625"	"ubiquitin protein ligase binding"	"7.655"	"-7.655"
"GO:0051059"	"NF-kappaB binding"	"7.573"	"-7.573"
"GO:0000980"	"RNA polymerase II distal enhancer sequence-specific DNA binding"	"7.446"	"-7.446"
"GO:0044212"	"transcription regulatory region DNA binding"	"7.415"	"-7.415"
"GO:0002039"	"p53 binding"	"7.316"	"-7.316"
"GO:0005102"	"receptor binding"	"7.286"	"-7.286"
"GO:0042826"	"histone deacetylase binding"	"7.279"	"-7.279"
"GO:0050431"	"transforming growth factor beta binding"	"7.266"	"-7.266"
"GO:0005158"	"insulin receptor binding"	"7.149"	"-7.149"
"GO:0004602"	"glutathione peroxidase activity"	"7.091"	"-7.091"
"GO:0005509"	"calcium ion binding"	"7.029"	"-7.029"
"GO:0044877"	"macromolecular complex binding"	"6.966"	"-6.966"
"GO:0005085"	"guanyl-nucleotide exchange factor activity"	"6.841"	"-6.841"
"GO:0030971"	"receptor tyrosine kinase binding"	"6.628"	"-6.628"
"GO:0048365"	"Rac GTPase binding"	"6.622"	"-6.622"
"GO:0035035"	"histone acetyltransferase binding"	"6.595"	"-6.595"
"GO:0050681"	"androgen receptor binding"	"6.575"	"-6.575"
"GO:0004725"	"protein tyrosine phosphatase activity"	"6.514"	"-6.514"
"GO:0019838"	"growth factor binding"	"6.512"	"-6.512"
"GO:0008083"	"growth factor activity"	"6.505"	"-6.505"
"GO:0003690"	"double-stranded DNA binding"	"6.472"	"-6.472"
"GO:0046934"	"phosphatidylinositol-4,5-bisphosphate 3-kinase activity"	"6.446"	"-6.446"
"GO:0005178"	"integrin binding"	"6.435"	"-6.435"
"GO:0008234"	"cysteine-type peptidase activity"	"6.429"	"-6.429"
"GO:0005518"	"collagen binding"	"6.364"	"-6.364"
"GO:0008022"	"protein C-terminus binding"	"6.313"	"-6.313"
"GO:0043325"	"phosphatidylinositol-3,4-bisphosphate binding"	"6.295"	"-6.295"
"GO:0000987"	"core promoter proximal region sequence-specific DNA binding"	"6.283"	"-6.283"
"GO:0046875"	"ephrin receptor binding"	"6.262"	"-6.262"
