"Pathway"	"Z-score"
"Glycolysis / Gluconeogenesis"	"28.348"
"HIF-1 signaling pathway"	"21.489"
"Galactose metabolism"	"18.72"
"Starch and sucrose metabolism"	"17.448"
"Pentose phosphate pathway"	"17.397"
"Fructose and mannose metabolism"	"16.25"
"Amino sugar and nucleotide sugar metabolism"	"13.419"
"Neomycin, kanamycin and gentamicin biosynthesis"	"12.85"
"Central carbon metabolism in cancer"	"11.324"
"Glucagon signaling pathway"	"10.731"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"9.609"
"Insulin signaling pathway"	"8.94"
"AGE-RAGE signaling pathway in diabetic complications"	"8.826"
"Renal cell carcinoma"	"8.551"
"MicroRNAs in cancer"	"8.416"
"Fluid shear stress and atherosclerosis"	"8.051"
"Pyruvate metabolism"	"7.392"
"AMPK signaling pathway"	"7.033"
"Insulin resistance"	"6.612"
"FoxO signaling pathway"	"6.536"
"Type II diabetes mellitus"	"6.533"
"Proteoglycans in cancer"	"6.225"
"Hepatitis B"	"6.184"
"PI3K-Akt signaling pathway"	"6.053"
"RNA degradation"	"5.911"
"MAPK signaling pathway"	"5.653"
"Pathways in cancer"	"5.539"
"Colorectal cancer"	"5.351"
"Carbohydrate digestion and absorption"	"5.208"
"HTLV-I infection"	"5.18"
"Mineral absorption"	"4.813"
"ErbB signaling pathway"	"4.372"
"Rheumatoid arthritis"	"4.252"
"Focal adhesion"	"4.161"
"Cellular senescence"	"4.127"
"Non-small cell lung cancer"	"4.041"
"Rap1 signaling pathway"	"4.016"
"Glycosaminoglycan degradation"	"4.012"
"Prostate cancer"	"4.011"
"Bladder cancer"	"4.009"
"p53 signaling pathway"	"3.994"
"Inflammatory bowel disease (IBD)"	"3.992"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"3.982"
"Mitophagy - animal"	"3.962"
"Adipocytokine signaling pathway"	"3.932"
"Choline metabolism in cancer"	"3.921"
"Glioma"	"3.812"
"Chagas disease (American trypanosomiasis)"	"3.791"
"Pancreatic cancer"	"3.679"
"Kaposi's sarcoma-associated herpesvirus infection"	"3.643"
"Ras signaling pathway"	"3.6"
"Malaria"	"3.569"
"Jak-STAT signaling pathway"	"3.39"
"Salmonella infection"	"3.316"
"Maturity onset diabetes of the young"	"3.214"
"Endometrial cancer"	"3.122"
"Relaxin signaling pathway"	"3.108"
"GnRH signaling pathway"	"3.104"
"IL-17 signaling pathway"	"3.089"
"Apoptosis"	"3.052"
"Circadian rhythm"	"3.039"
"Propanoate metabolism"	"2.97"
"Porphyrin and chlorophyll metabolism"	"2.888"
"Gastric cancer"	"2.835"
"Non-alcoholic fatty liver disease (NAFLD)"	"2.789"
"Epstein-Barr virus infection"	"2.774"
"Oxytocin signaling pathway"	"2.761"
"African trypanosomiasis"	"2.744"
"TNF signaling pathway"	"2.722"
"Th17 cell differentiation"	"2.712"
"Prion diseases"	"2.693"
"Amphetamine addiction"	"2.684"
"PPAR signaling pathway"	"2.644"
"Prolactin signaling pathway"	"2.638"
"Melanoma"	"2.627"
"Aldosterone-regulated sodium reabsorption"	"2.581"
"Leishmaniasis"	"2.543"
"Hepatocellular carcinoma"	"2.538"
"Chronic myeloid leukemia"	"2.524"
"Glycine, serine and threonine metabolism"	"2.5"
"Ferroptosis"	"2.491"
"Neurotrophin signaling pathway"	"2.459"
"Pertussis"	"2.43"
"Purine metabolism"	"2.423"
"Complement and coagulation cascades"	"2.405"
"Axon guidance"	"2.392"
"Cell cycle"	"2.381"
"Autophagy - animal"	"2.287"
"Thiamine metabolism"	"2.283"
"Transcriptional misregulation in cancer"	"2.262"
"Cysteine and methionine metabolism"	"2.246"
"Insulin secretion"	"2.233"
"Glycosphingolipid biosynthesis - ganglio series"	"2.211"
"Intestinal immune network for IgA production"	"2.211"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"2.199"
