"Pathway"	"Z-score"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human)"	"38.435"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human)"	"35.715"
"Glucagon signaling pathway - Homo sapiens (human)"	"15.587"
"Glycolysis / Gluconeogenesis - Homo sapiens (human)"	"14.707"
"Pyruvate metabolism - Homo sapiens (human)"	"14.06"
"Insulin signaling pathway - Homo sapiens (human)"	"13.958"
"Cysteine and methionine metabolism - Homo sapiens (human)"	"13.078"
"Propanoate metabolism - Homo sapiens (human)"	"12.508"
"Insulin resistance - Homo sapiens (human)"	"12.072"
"Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"	"12.049"
"Glycine, serine and threonine metabolism - Homo sapiens (human)"	"11.621"
"Starch and sucrose metabolism - Homo sapiens (human)"	"11.433"
"Valine, leucine and isoleucine degradation - Homo sapiens (human)"	"11.413"
"PI3K-Akt signaling pathway - Homo sapiens (human)"	"11.291"
"Citrate cycle (TCA cycle) - Homo sapiens (human)"	"11.236"
"Fluid shear stress and atherosclerosis - Homo sapiens (human)"	"11.233"
"Pathogenic Escherichia coli infection - Homo sapiens (human)"	"10.599"
"Tight junction - Homo sapiens (human)"	"10.587"
"Dopaminergic synapse - Homo sapiens (human)"	"10.455"
"Glyoxylate and dicarboxylate metabolism - Homo sapiens (human)"	"10.427"
"AGE-RAGE signaling pathway in diabetic complications - Homo sapiens (human)"	"10.299"
"Proteoglycans in cancer - Homo sapiens (human)"	"10.248"
"Proteasome - Homo sapiens (human)"	"10.235"
"Fat digestion and absorption - Homo sapiens (human)"	"10.118"
"C-type lectin receptor signaling pathway - Homo sapiens (human)"	"10.009"
"Adrenergic signaling in cardiomyocytes - Homo sapiens (human)"	"9.941"
"Hepatitis B - Homo sapiens (human)"	"9.928"
"FoxO signaling pathway - Homo sapiens (human)"	"9.832"
"Epstein-Barr virus infection - Homo sapiens (human)"	"9.816"
"Oxytocin signaling pathway - Homo sapiens (human)"	"9.601"
"cGMP-PKG signaling pathway - Homo sapiens (human)"	"9.583"
"Cellular senescence - Homo sapiens (human)"	"9.447"
"HIF-1 signaling pathway - Homo sapiens (human)"	"9.428"
"Glycosaminoglycan degradation - Homo sapiens (human)"	"9.218"
"Osteoclast differentiation - Homo sapiens (human)"	"9.19"
"Hepatitis C - Homo sapiens (human)"	"9.076"
"Necroptosis - Homo sapiens (human)"	"9.063"
"Fructose and mannose metabolism - Homo sapiens (human)"	"9.035"
"Amphetamine addiction - Homo sapiens (human)"	"8.977"
"Protein digestion and absorption - Homo sapiens (human)"	"8.735"
"AMPK signaling pathway - Homo sapiens (human)"	"8.691"
"Synthesis and degradation of ketone bodies - Homo sapiens (human)"	"8.685"
"Central carbon metabolism in cancer - Homo sapiens (human)"	"8.684"
"Cholesterol metabolism - Homo sapiens (human)"	"8.636"
"Human papillomavirus infection - Homo sapiens (human)"	"8.595"
"Relaxin signaling pathway - Homo sapiens (human)"	"8.524"
"Chagas disease (American trypanosomiasis) - Homo sapiens (human)"	"8.516"
"MAPK signaling pathway - Homo sapiens (human)"	"8.464"
"Tuberculosis - Homo sapiens (human)"	"8.433"
"Prostate cancer - Homo sapiens (human)"	"8.373"
"TNF signaling pathway - Homo sapiens (human)"	"8.281"
"Prolactin signaling pathway - Homo sapiens (human)"	"8.223"
"Longevity regulating pathway - Homo sapiens (human)"	"8.209"
"Th17 cell differentiation - Homo sapiens (human)"	"8.154"
