"ID"	"Pathway"	"Z-score"
"hsa00534"	"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"38.435"
"hsa00532"	"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"35.715"
"hsa04922"	"Glucagon signaling pathway"	"15.587"
"hsa00010"	"Glycolysis / Gluconeogenesis"	"14.707"
"hsa00620"	"Pyruvate metabolism"	"14.06"
"hsa04910"	"Insulin signaling pathway"	"13.958"
"hsa00270"	"Cysteine and methionine metabolism"	"13.078"
"hsa00640"	"Propanoate metabolism"	"12.508"
"hsa04931"	"Insulin resistance"	"12.072"
"hsa00970"	"Aminoacyl-tRNA biosynthesis"	"12.049"
"hsa00260"	"Glycine, serine and threonine metabolism"	"11.621"
"hsa00500"	"Starch and sucrose metabolism"	"11.433"
"hsa00280"	"Valine, leucine and isoleucine degradation"	"11.413"
"hsa04151"	"PI3K-Akt signaling pathway"	"11.291"
"hsa00020"	"Citrate cycle (TCA cycle)"	"11.236"
"hsa05418"	"Fluid shear stress and atherosclerosis"	"11.233"
"hsa05130"	"Pathogenic Escherichia coli infection"	"10.599"
"hsa04530"	"Tight junction"	"10.587"
"hsa04728"	"Dopaminergic synapse"	"10.455"
"hsa00630"	"Glyoxylate and dicarboxylate metabolism"	"10.427"
"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"10.299"
"hsa05205"	"Proteoglycans in cancer"	"10.248"
"hsa03050"	"Proteasome"	"10.235"
"hsa04975"	"Fat digestion and absorption"	"10.118"
"hsa04625"	"C-type lectin receptor signaling pathway"	"10.009"
"hsa04261"	"Adrenergic signaling in cardiomyocytes"	"9.941"
"hsa05161"	"Hepatitis B"	"9.928"
"hsa04068"	"FoxO signaling pathway"	"9.832"
"hsa05169"	"Epstein-Barr virus infection"	"9.816"
"hsa04921"	"Oxytocin signaling pathway"	"9.601"
"hsa04022"	"cGMP-PKG signaling pathway"	"9.583"
"hsa04218"	"Cellular senescence"	"9.447"
"hsa04066"	"HIF-1 signaling pathway"	"9.428"
"hsa00531"	"Glycosaminoglycan degradation"	"9.218"
"hsa04380"	"Osteoclast differentiation"	"9.19"
"hsa05160"	"Hepatitis C"	"9.076"
"hsa04217"	"Necroptosis"	"9.063"
"hsa00051"	"Fructose and mannose metabolism"	"9.035"
"hsa05031"	"Amphetamine addiction"	"8.977"
"hsa04974"	"Protein digestion and absorption"	"8.735"
"hsa04152"	"AMPK signaling pathway"	"8.691"
"hsa00072"	"Synthesis and degradation of ketone bodies"	"8.685"
"hsa05230"	"Central carbon metabolism in cancer"	"8.684"
"hsa04979"	"Cholesterol metabolism"	"8.636"
"hsa05165"	"Human papillomavirus infection"	"8.595"
"hsa04926"	"Relaxin signaling pathway"	"8.524"
"hsa05142"	"Chagas disease (American trypanosomiasis)"	"8.516"
"hsa04010"	"MAPK signaling pathway"	"8.464"
"hsa05152"	"Tuberculosis"	"8.433"
"hsa05215"	"Prostate cancer"	"8.373"
"hsa04668"	"TNF signaling pathway"	"8.281"
"hsa04917"	"Prolactin signaling pathway"	"8.223"
"hsa04211"	"Longevity regulating pathway"	"8.209"
"hsa04659"	"Th17 cell differentiation"	"8.154"
"hsa04510"	"Focal adhesion"	"8.12"
"hsa04920"	"Adipocytokine signaling pathway"	"8.061"
"hsa00250"	"Alanine, aspartate and glutamate metabolism"	"8.06"
"hsa00330"	"Arginine and proline metabolism"	"8.051"
"hsa05132"	"Salmonella infection"	"8.051"
"hsa00030"	"Pentose phosphate pathway"	"7.958"
"hsa04150"	"mTOR signaling pathway"	"7.935"
"hsa04912"	"GnRH signaling pathway"	"7.876"
"hsa04722"	"Neurotrophin signaling pathway"	"7.836"
"hsa05203"	"Viral carcinogenesis"	"7.788"
"hsa00515"	"Mannose type O-glycan biosynthesis"	"7.755"
"hsa04071"	"Sphingolipid signaling pathway"	"7.71"
"hsa00900"	"Terpenoid backbone biosynthesis"	"7.706"
"hsa00650"	"Butanoate metabolism"	"7.677"
"hsa04140"	"Autophagy - animal"	"7.597"
"hsa05131"	"Shigellosis"	"7.596"
"hsa05167"	"Kaposi,s sarcoma-associated herpesvirus infection"	"7.588"
"hsa04720"	"Long-term potentiation"	"7.578"
"hsa05014"	"Amyotrophic lateral sclerosis (ALS)"	"7.528"
"hsa04611"	"Platelet activation"	"7.509"
"hsa00380"	"Tryptophan metabolism"	"7.481"
"hsa00770"	"Pantothenate and CoA biosynthesis"	"7.469"
"hsa04270"	"Vascular smooth muscle contraction"	"7.44"
"hsa00400"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"7.433"
"hsa00290"	"Valine, leucine and isoleucine biosynthesis"	"7.418"
"hsa05034"	"Alcoholism"	"7.386"
"hsa04540"	"Gap junction"	"7.263"
"hsa04114"	"Oocyte meiosis"	"7.243"
"hsa04210"	"Apoptosis"	"7.227"
"hsa05120"	"Epithelial cell signaling in Helicobacter pylori infection"	"7.227"
"hsa05166"	"HTLV-I infection"	"7.181"
"hsa05164"	"Influenza A"	"7.172"
"hsa05133"	"Pertussis"	"7.118"
"hsa04657"	"IL-17 signaling pathway"	"7.053"
"hsa04370"	"VEGF signaling pathway"	"7.051"
"hsa04145"	"Phagosome"	"6.896"
"hsa04658"	"Th1 and Th2 cell differentiation"	"6.842"
"hsa00520"	"Amino sugar and nucleotide sugar metabolism"	"6.774"
"hsa04350"	"TGF-beta signaling pathway"	"6.735"
"hsa04621"	"NOD-like receptor signaling pathway"	"6.729"
"hsa04512"	"ECM-receptor interaction"	"6.649"
"hsa04141"	"Protein processing in endoplasmic reticulum"	"6.647"
"hsa05110"	"Vibrio cholerae infection"	"6.63"
"hsa00071"	"Fatty acid degradation"	"6.6"
"hsa04930"	"Type II diabetes mellitus"	"6.574"
"hsa00052"	"Galactose metabolism"	"6.543"
