"ID"	"Pathway"	"Z-score"
"hsa04622"	"RIG-I-like receptor signaling pathway"	"43.898"
"hsa04060"	"Cytokine-cytokine receptor interaction"	"42.876"
"hsa04630"	"Jak-STAT signaling pathway"	"39.99"
"hsa04620"	"Toll-like receptor signaling pathway"	"36.386"
"hsa05320"	"Autoimmune thyroid disease"	"35.901"
"hsa04621"	"NOD-like receptor signaling pathway"	"35.626"
"hsa05168"	"Herpes simplex infection"	"34.682"
"hsa05160"	"Hepatitis C"	"33.523"
"hsa04064"	"NF-kappa B signaling pathway"	"32.063"
"hsa04658"	"Th1 and Th2 cell differentiation"	"30.638"
"hsa05152"	"Tuberculosis"	"30.022"
"hsa04659"	"Th17 cell differentiation"	"29.26"
"hsa05167"	"Kaposi,s sarcoma-associated herpesvirus infection"	"28.88"
"hsa05161"	"Hepatitis B"	"28.232"
"hsa04650"	"Natural killer cell mediated cytotoxicity"	"28.158"
"hsa04380"	"Osteoclast differentiation"	"27.749"
"hsa05332"	"Graft-versus-host disease"	"27.56"
"hsa05162"	"Measles"	"27.138"
"hsa05321"	"Inflammatory bowel disease (IBD)"	"27.049"
"hsa04640"	"Hematopoietic cell lineage"	"26.444"
"hsa03050"	"Proteasome"	"26.393"
"hsa04668"	"TNF signaling pathway"	"25.918"
"hsa05140"	"Leishmaniasis"	"25.872"
"hsa05330"	"Allograft rejection"	"25.093"
"hsa04623"	"Cytosolic DNA-sensing pathway"	"25.032"
"hsa05200"	"Pathways in cancer"	"25.015"
"hsa05310"	"Asthma"	"24.342"
"hsa05164"	"Influenza A"	"23.786"
"hsa05142"	"Chagas disease (American trypanosomiasis)"	"22.793"
"hsa05165"	"Human papillomavirus infection"	"22.693"
"hsa04672"	"Intestinal immune network for IgA production"	"22.594"
"hsa04217"	"Necroptosis"	"21.44"
"hsa05145"	"Toxoplasmosis"	"21.021"
"hsa04657"	"IL-17 signaling pathway"	"20.888"
"hsa04940"	"Type I diabetes mellitus"	"20.762"
"hsa05150"	"Staphylococcus aureus infection"	"20.385"
"hsa04062"	"Chemokine signaling pathway"	"20.381"
"hsa04660"	"T cell receptor signaling pathway"	"19.902"
"hsa04920"	"Adipocytokine signaling pathway"	"18.916"
"hsa04625"	"C-type lectin receptor signaling pathway"	"18.633"
"hsa04210"	"Apoptosis"	"18.271"
"hsa05222"	"Small cell lung cancer"	"18.213"
"hsa05166"	"HTLV-I infection"	"17.633"
