"Pathway"	"Z-score"
"RIG-I-like receptor signaling pathway - Homo sapiens (human)"	"43.898"
"Cytokine-cytokine receptor interaction - Homo sapiens (human)"	"42.876"
"Jak-STAT signaling pathway - Homo sapiens (human)"	"39.99"
"Toll-like receptor signaling pathway - Homo sapiens (human)"	"36.386"
"Autoimmune thyroid disease - Homo sapiens (human)"	"35.901"
"NOD-like receptor signaling pathway - Homo sapiens (human)"	"35.626"
"Herpes simplex infection - Homo sapiens (human)"	"34.682"
"Hepatitis C - Homo sapiens (human)"	"33.523"
"NF-kappa B signaling pathway - Homo sapiens (human)"	"32.063"
"Th1 and Th2 cell differentiation - Homo sapiens (human)"	"30.638"
"Tuberculosis - Homo sapiens (human)"	"30.022"
"Th17 cell differentiation - Homo sapiens (human)"	"29.26"
"Kaposi,s sarcoma-associated herpesvirus infection - Homo sapiens (human)"	"28.88"
"Hepatitis B - Homo sapiens (human)"	"28.232"
"Natural killer cell mediated cytotoxicity - Homo sapiens (human)"	"28.158"
"Osteoclast differentiation - Homo sapiens (human)"	"27.749"
"Graft-versus-host disease - Homo sapiens (human)"	"27.56"
"Measles - Homo sapiens (human)"	"27.138"
"Inflammatory bowel disease (IBD) - Homo sapiens (human)"	"27.049"
"Hematopoietic cell lineage - Homo sapiens (human)"	"26.444"
"Proteasome - Homo sapiens (human)"	"26.393"
"TNF signaling pathway - Homo sapiens (human)"	"25.918"
"Leishmaniasis - Homo sapiens (human)"	"25.872"
"Allograft rejection - Homo sapiens (human)"	"25.093"
"Cytosolic DNA-sensing pathway - Homo sapiens (human)"	"25.032"
"Pathways in cancer - Homo sapiens (human)"	"25.015"
"Asthma - Homo sapiens (human)"	"24.342"
"Influenza A - Homo sapiens (human)"	"23.786"
"Chagas disease (American trypanosomiasis) - Homo sapiens (human)"	"22.793"
"Human papillomavirus infection - Homo sapiens (human)"	"22.693"
"Intestinal immune network for IgA production - Homo sapiens (human)"	"22.594"
"Necroptosis - Homo sapiens (human)"	"21.44"
"Toxoplasmosis - Homo sapiens (human)"	"21.021"
"IL-17 signaling pathway - Homo sapiens (human)"	"20.888"
"Type I diabetes mellitus - Homo sapiens (human)"	"20.762"
"Staphylococcus aureus infection - Homo sapiens (human)"	"20.385"
"Chemokine signaling pathway - Homo sapiens (human)"	"20.381"
"T cell receptor signaling pathway - Homo sapiens (human)"	"19.902"
"Adipocytokine signaling pathway - Homo sapiens (human)"	"18.916"
"C-type lectin receptor signaling pathway - Homo sapiens (human)"	"18.633"
"Apoptosis - Homo sapiens (human)"	"18.271"
"Small cell lung cancer - Homo sapiens (human)"	"18.213"
"HTLV-I infection - Homo sapiens (human)"	"17.633"
"Primary immunodeficiency - Homo sapiens (human)"	"17.352"
"Epstein-Barr virus infection - Homo sapiens (human)"	"17.196"
"PI3K-Akt signaling pathway - Homo sapiens (human)"	"16.82"
"Pertussis - Homo sapiens (human)"	"16.815"
"Cell adhesion molecules (CAMs) - Homo sapiens (human)"	"15.71"
"Apoptosis - multiple species - Homo sapiens (human)"	"15.513"
"Acute myeloid leukemia - Homo sapiens (human)"	"15.233"
"B cell receptor signaling pathway - Homo sapiens (human)"	"14.59"
"Ubiquitin mediated proteolysis - Homo sapiens (human)"	"13.776"
"Sphingolipid signaling pathway - Homo sapiens (human)"	"13.713"
"Pancreatic cancer - Homo sapiens (human)"	"13.252"
"Viral myocarditis - Homo sapiens (human)"	"13.219"
"HIF-1 signaling pathway - Homo sapiens (human)"	"13.171"
"Chronic myeloid leukemia - Homo sapiens (human)"	"12.95"
"AGE-RAGE signaling pathway in diabetic complications - Homo sapiens (human)"	"12.86"
"Viral carcinogenesis - Homo sapiens (human)"	"12.784"
"Neurotrophin signaling pathway - Homo sapiens (human)"	"12.717"
"Taste transduction - Homo sapiens (human)"	"12.502"
"Prolactin signaling pathway - Homo sapiens (human)"	"12.474"
"Prostate cancer - Homo sapiens (human)"	"12.424"
"Neuroactive ligand-receptor interaction - Homo sapiens (human)"	"11.91"
"MicroRNAs in cancer - Homo sapiens (human)"	"11.166"
"Phospholipase D signaling pathway - Homo sapiens (human)"	"10.968"
"Fc epsilon RI signaling pathway - Homo sapiens (human)"	"10.947"
"Rheumatoid arthritis - Homo sapiens (human)"	"10.876"
"Shigellosis - Homo sapiens (human)"	"10.795"
"Insulin resistance - Homo sapiens (human)"	"10.724"
"Ras signaling pathway - Homo sapiens (human)"	"10.44"
"Antigen processing and presentation - Homo sapiens (human)"	"10.193"
"Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)"	"10.173"
"Malaria - Homo sapiens (human)"	"9.998"
"Amoebiasis - Homo sapiens (human)"	"9.64"
"MAPK signaling pathway - Homo sapiens (human)"	"9.637"
"FoxO signaling pathway - Homo sapiens (human)"	"9.636"
"Fluid shear stress and atherosclerosis - Homo sapiens (human)"	"9.573"
"Non-alcoholic fatty liver disease (NAFLD) - Homo sapiens (human)"	"9.568"
"Non-small cell lung cancer - Homo sapiens (human)"	"9.408"
"Type II diabetes mellitus - Homo sapiens (human)"	"9.256"
"ErbB signaling pathway - Homo sapiens (human)"	"8.639"
"Leukocyte transendothelial migration - Homo sapiens (human)"	"7.675"
"Renal cell carcinoma - Homo sapiens (human)"	"7.555"
"African trypanosomiasis - Homo sapiens (human)"	"7.092"
"Glioma - Homo sapiens (human)"	"6.872"
"Salmonella infection - Homo sapiens (human)"	"6.856"
"Thyroid hormone signaling pathway - Homo sapiens (human)"	"6.856"
"Complement and coagulation cascades - Homo sapiens (human)"	"6.523"
"Rap1 signaling pathway - Homo sapiens (human)"	"6.52"
"Cellular senescence - Homo sapiens (human)"	"6.273"
"Fc gamma R-mediated phagocytosis - Homo sapiens (human)"	"6.26"
"Regulation of lipolysis in adipocytes - Homo sapiens (human)"	"6.211"
