"GO.ID"	"GO.Term"	"Z-score"
"GO:0009897"	"external side of plasma membrane"	"26.453"
"GO:0000502"	"proteasome complex"	"24.464"
"GO:0005839"	"proteasome core complex"	"23.759"
"GO:0042613"	"MHC class II protein complex"	"23.175"
"GO:0035631"	"CD40 receptor complex"	"22.802"
"GO:0071556"	"integral component of lumenal side of endoplasmic reticulum membrane"	"21.491"
"GO:0005886"	"plasma membrane"	"21.423"
"GO:0097342"	"ripoptosome"	"21.079"
"GO:0019774"	"proteasome core complex, beta-subunit complex"	"19.309"
"GO:0005576"	"extracellular region"	"18.959"
"GO:0005887"	"integral component of plasma membrane"	"17.643"
"GO:0008385"	"IkappaB kinase complex"	"16.986"
"GO:0031265"	"CD95 death-inducing signaling complex"	"16.753"
"GO:0042825"	"TAP complex"	"15.834"
"GO:0031264"	"death-inducing signaling complex"	"15.25"
"GO:0045121"	"membrane raft"	"14.762"
"GO:0042571"	"immunoglobulin complex, circulating"	"14.548"
"GO:0005615"	"extracellular space"	"14.314"
"GO:0042101"	"T cell receptor complex"	"14.111"
"GO:0005896"	"interleukin-6 receptor complex"	"14.005"
"GO:0030658"	"transport vesicle membrane"	"13.999"
"GO:0042105"	"alpha-beta T cell receptor complex"	"13.971"
"GO:0005737"	"cytoplasm"	"13.91"
"GO:0019005"	"SCF ubiquitin ligase complex"	"13.762"
"GO:0009898"	"cytoplasmic side of plasma membrane"	"13.314"
"GO:0019773"	"proteasome core complex, alpha-subunit complex"	"13.184"
"GO:1990111"	"spermatoproteasome complex"	"12.73"
"GO:0005829"	"cytosol"	"12.396"
"GO:0008537"	"proteasome activator complex"	"11.64"
"GO:0010008"	"endosome membrane"	"11.639"
"GO:0022624"	"proteasome accessory complex"	"11.226"
"GO:0012507"	"ER to Golgi transport vesicle membrane"	"11.146"
"GO:0042612"	"MHC class I protein complex"	"11.143"
"GO:0070110"	"ciliary neurotrophic factor receptor complex"	"11.065"
"GO:0009986"	"cell surface"	"10.544"
"GO:0005838"	"proteasome regulatory particle"	"10.535"
"GO:0030669"	"clathrin-coated endocytic vesicle membrane"	"10.488"
"GO:0008540"	"proteasome regulatory particle, base subcomplex"	"10.361"
"GO:0071797"	"LUBAC complex"	"9.764"
"GO:0043514"	"interleukin-12 complex"	"9.65"
"GO:0070195"	"growth hormone receptor complex"	"9.617"
"GO:0005942"	"phosphatidylinositol 3-kinase complex"	"9.601"
"GO:0072557"	"IPAF inflammasome complex"	"9.57"
"GO:0035525"	"NF-kappaB p50/p65 complex"	"9.521"
"GO:0070743"	"interleukin-23 complex"	"9.501"
"GO:0072558"	"NLRP1 inflammasome complex"	"8.827"
"GO:0097179"	"protease inhibitor complex"	"8.63"
"GO:0032449"	"CBM complex"	"8.599"
"GO:0043235"	"receptor complex"	"8.449"
"GO:0001772"	"immunological synapse"	"8.112"
"GO:0042629"	"mast cell granule"	"8.049"
"GO:0008541"	"proteasome regulatory particle, lid subcomplex"	"8.036"
"GO:0005622"	"intracellular"	"7.834"
"GO:0072536"	"interleukin-23 receptor complex"	"7.76"
"GO:0072559"	"NLRP3 inflammasome complex"	"7.635"
"GO:0043293"	"apoptosome"	"7.496"
"GO:0032588"	"trans-Golgi network membrane"	"7.409"
"GO:0000151"	"ubiquitin ligase complex"	"7.255"
"GO:0097169"	"AIM2 inflammasome complex"	"7.221"
"GO:1990604"	"IRE1-TRAF2-ASK1 complex"	"6.958"
"GO:0035370"	"UBC13-UEV1A complex"	"6.929"
"GO:0005899"	"insulin receptor complex"	"6.899"
"GO:0042824"	"MHC class I peptide loading complex"	"6.62"
"GO:0016021"	"integral component of membrane"	"6.607"
"GO:0030666"	"endocytic vesicle membrane"	"6.495"
"GO:0005900"	"oncostatin-M receptor complex"	"6.446"
"GO:0034774"	"secretory granule lumen"	"6.441"
"GO:0044393"	"microspike"	"6.381"
"GO:0036398"	"TCR signalosome"	"6.086"
"GO:1904724"	"tertiary granule lumen"	"6.049"
"GO:0000159"	"protein phosphatase type 2A complex"	"6.043"
"GO:0097057"	"TRAF2-GSTP1 complex"	"5.911"
"GO:0035580"	"specific granule lumen"	"5.832"
"GO:0045323"	"interleukin-1 receptor complex"	"5.824"
"GO:0048471"	"perinuclear region of cytoplasm"	"5.79"
"GO:0019866"	"organelle inner membrane"	"5.757"
"GO:0030670"	"phagocytic vesicle membrane"	"5.667"
"GO:1990597"	"AIP1-IRE1 complex"	"5.576"
"GO:0005768"	"endosome"	"5.518"
