"ID"	"Pathway"	"zscore"	"obs"	"mean"	"std"
"hsa04622"	"RIG-I-like receptor signaling pathway"	"43.898"	"623"	"134.378"	"11.131"
"hsa04060"	"Cytokine-cytokine receptor interaction"	"42.876"	"795"	"216.877"	"13.484"
"hsa04630"	"Jak-STAT signaling pathway"	"39.99"	"760"	"208.67"	"13.787"
"hsa04620"	"Toll-like receptor signaling pathway"	"36.386"	"746"	"222.211"	"14.395"
"hsa05320"	"Autoimmune thyroid disease"	"35.901"	"264"	"40.144"	"6.235"
"hsa04621"	"NOD-like receptor signaling pathway"	"35.626"	"1036"	"366.73"	"18.786"
"hsa05168"	"Herpes simplex infection"	"34.682"	"1210"	"494.471"	"20.631"
"hsa05160"	"Hepatitis C"	"33.523"	"907"	"329.063"	"17.24"
"hsa04064"	"NF-kappa B signaling pathway"	"32.063"	"674"	"217.484"	"14.238"
"hsa04658"	"Th1 and Th2 cell differentiation"	"30.638"	"587"	"193.167"	"12.854"
"hsa05152"	"Tuberculosis"	"30.022"	"853"	"335.534"	"17.236"
"hsa04659"	"Th17 cell differentiation"	"29.26"	"758"	"287.311"	"16.086"
"hsa05167"	"Kaposi's sarcoma-associated herpesvirus infection"	"28.88"	"1163"	"534.935"	"21.747"
"hsa05161"	"Hepatitis B"	"28.232"	"1033"	"456.204"	"20.431"
"hsa04650"	"Natural killer cell mediated cytotoxicity"	"28.158"	"598"	"207.131"	"13.882"
"hsa04380"	"Osteoclast differentiation"	"27.749"	"727"	"285.402"	"15.914"
"hsa05332"	"Graft-versus-host disease"	"27.56"	"197"	"34.899"	"5.882"
"hsa05162"	"Measles"	"27.138"	"951"	"428.187"	"19.265"
"hsa05321"	"Inflammatory bowel disease (IBD)"	"27.049"	"355"	"98.91"	"9.468"
"hsa04640"	"Hematopoietic cell lineage"	"26.444"	"284"	"65.513"	"8.262"
"hsa03050"	"Proteasome"	"26.393"	"513"	"179.629"	"12.631"
"hsa04668"	"TNF signaling pathway"	"25.918"	"675"	"263.547"	"15.875"
"hsa05140"	"Leishmaniasis"	"25.872"	"469"	"162.152"	"11.86"
"hsa05330"	"Allograft rejection"	"25.093"	"185"	"35.454"	"5.96"
"hsa04623"	"Cytosolic DNA-sensing pathway"	"25.032"	"407"	"128.363"	"11.131"
"hsa05200"	"Pathways in cancer"	"25.015"	"1945"	"1156.455"	"31.523"
"hsa05310"	"Asthma"	"24.342"	"126"	"21.277"	"4.302"
"hsa05164"	"Influenza A"	"23.786"	"1125"	"585.183"	"22.695"
"hsa05142"	"Chagas disease (American trypanosomiasis)"	"22.793"	"685"	"308.268"	"16.528"
"hsa05165"	"Human papillomavirus infection"	"22.693"	"1244"	"686.719"	"24.558"
"hsa04672"	"Intestinal immune network for IgA production"	"22.594"	"200"	"49.445"	"6.664"
"hsa04217"	"Necroptosis"	"21.44"	"847"	"418.452"	"19.988"
"hsa05145"	"Toxoplasmosis"	"21.021"	"790"	"393.3"	"18.872"
"hsa04657"	"IL-17 signaling pathway"	"20.888"	"620"	"283.903"	"16.091"
"hsa04940"	"Type I diabetes mellitus"	"20.762"	"199"	"52.995"	"7.032"
"hsa05150"	"Staphylococcus aureus infection"	"20.385"	"195"	"51.61"	"7.034"
"hsa04062"	"Chemokine signaling pathway"	"20.381"	"881"	"455.266"	"20.889"
"hsa04660"	"T cell receptor signaling pathway"	"19.902"	"610"	"290.445"	"16.057"
"hsa04920"	"Adipocytokine signaling pathway"	"18.916"	"363"	"145.601"	"11.493"
"hsa04625"	"C-type lectin receptor signaling pathway"	"18.633"	"558"	"269.549"	"15.481"
"hsa04210"	"Apoptosis"	"18.271"	"783"	"432.127"	"19.204"
"hsa05222"	"Small cell lung cancer"	"18.213"	"542"	"264.519"	"15.236"
"hsa05166"	"HTLV-I infection"	"17.633"	"1045"	"640.397"	"22.946"
"hsa05340"	"Primary immunodeficiency"	"17.352"	"139"	"35.356"	"5.973"
"hsa05169"	"Epstein-Barr virus infection"	"17.196"	"1530"	"1026.622"	"29.274"
"hsa04151"	"PI3K-Akt signaling pathway"	"16.82"	"1257"	"810.546"	"26.543"
"hsa05133"	"Pertussis"	"16.815"	"432"	"201.747"	"13.693"
"hsa04514"	"Cell adhesion molecules (CAMs)"	"15.71"	"227"	"83.086"	"9.161"
"hsa04215"	"Apoptosis - multiple species"	"15.513"	"153"	"46.554"	"6.862"
"hsa05221"	"Acute myeloid leukemia"	"15.233"	"407"	"197.467"	"13.755"
"hsa04662"	"B cell receptor signaling pathway"	"14.59"	"420"	"217.755"	"13.862"
"hsa04120"	"Ubiquitin mediated proteolysis"	"13.776"	"643"	"380.143"	"19.081"
"hsa04071"	"Sphingolipid signaling pathway"	"13.713"	"548"	"319.972"	"16.628"
"hsa05212"	"Pancreatic cancer"	"13.252"	"459"	"254.888"	"15.402"
"hsa05416"	"Viral myocarditis"	"13.219"	"258"	"115.821"	"10.756"
"hsa04066"	"HIF-1 signaling pathway"	"13.171"	"541"	"316.606"	"17.037"
"hsa05220"	"Chronic myeloid leukemia"	"12.95"	"532"	"305.361"	"17.501"
"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"12.86"	"460"	"263.384"	"15.289"
"hsa05203"	"Viral carcinogenesis"	"12.784"	"1134"	"803.259"	"25.872"
"hsa04722"	"Neurotrophin signaling pathway"	"12.717"	"622"	"388.441"	"18.366"
"hsa04742"	"Taste transduction"	"12.502"	"271"	"130.855"	"11.21"
"hsa04917"	"Prolactin signaling pathway"	"12.474"	"392"	"213.064"	"14.344"
"hsa05215"	"Prostate cancer"	"12.424"	"566"	"352.731"	"17.166"
"hsa04080"	"Neuroactive ligand-receptor interaction"	"11.91"	"681"	"443.496"	"19.942"
"hsa05206"	"MicroRNAs in cancer"	"11.166"	"622"	"409.819"	"19.002"
"hsa04072"	"Phospholipase D signaling pathway"	"10.968"	"459"	"284.902"	"15.874"
"hsa04664"	"Fc epsilon RI signaling pathway"	"10.947"	"317"	"175.157"	"12.958"
"hsa05323"	"Rheumatoid arthritis"	"10.876"	"297"	"162.314"	"12.384"
"hsa05131"	"Shigellosis"	"10.795"	"390"	"234.818"	"14.375"
"hsa04931"	"Insulin resistance"	"10.724"	"392"	"234.252"	"14.71"
"hsa04014"	"Ras signaling pathway"	"10.44"	"656"	"443.875"	"20.319"
"hsa04612"	"Antigen processing and presentation"	"10.193"	"496"	"326.663"	"16.612"
"hsa05120"	"Epithelial cell signaling in Helicobacter pylori infection"	"10.173"	"392"	"242.485"	"14.697"
"hsa05144"	"Malaria"	"9.998"	"106"	"42.738"	"6.327"
"hsa05146"	"Amoebiasis"	"9.64"	"291"	"170.678"	"12.481"
"hsa04010"	"MAPK signaling pathway"	"9.637"	"1002"	"746.441"	"26.518"
"hsa04068"	"FoxO signaling pathway"	"9.636"	"592"	"408.999"	"18.991"
"hsa05418"	"Fluid shear stress and atherosclerosis"	"9.573"	"662"	"469.104"	"20.151"
"hsa04932"	"Non-alcoholic fatty liver disease (NAFLD)"	"9.568"	"404"	"254.359"	"15.64"
"hsa05223"	"Non-small cell lung cancer"	"9.408"	"346"	"212.633"	"14.175"
"hsa04930"	"Type II diabetes mellitus"	"9.256"	"220"	"121.707"	"10.619"
"hsa04012"	"ErbB signaling pathway"	"8.639"	"432"	"292.002"	"16.206"
"hsa04670"	"Leukocyte transendothelial migration"	"7.675"	"332"	"223.895"	"14.086"
"hsa05211"	"Renal cell carcinoma"	"7.555"	"338"	"231.195"	"14.136"
"hsa05143"	"African trypanosomiasis"	"7.092"	"89"	"43.33"	"6.44"
"hsa05214"	"Glioma"	"6.872"	"348"	"244.934"	"14.999"
"hsa05132"	"Salmonella infection"	"6.856"	"356"	"252.274"	"15.13"
"hsa04919"	"Thyroid hormone signaling pathway"	"6.856"	"521"	"390.888"	"18.977"
"hsa04610"	"Complement and coagulation cascades"	"6.523"	"114"	"62.551"	"7.887"
"hsa04015"	"Rap1 signaling pathway"	"6.52"	"521"	"397.789"	"18.898"
"hsa04218"	"Cellular senescence"	"6.273"	"648"	"513.799"	"21.393"
"hsa04666"	"Fc gamma R-mediated phagocytosis"	"6.26"	"294"	"203.841"	"14.403"
