"GO.ID"	"GO.Term"	"HMK"	"Background"
"GO:0004896"	"cytokine receptor activity"	"15.027"	"-15.027"
"GO:0019955"	"cytokine binding"	"12.87"	"-12.87"
"GO:0004930"	"G-protein coupled receptor activity"	"12.574"	"-12.574"
"GO:0020037"	"heme binding"	"11.168"	"-11.168"
"GO:0005125"	"cytokine activity"	"10.494"	"-10.494"
"GO:0033038"	"bitter taste receptor activity"	"10.085"	"-10.085"
"GO:0008009"	"chemokine activity"	"9.491"	"-9.491"
"GO:0004497"	"monooxygenase activity"	"9.473"	"-9.473"
"GO:0008395"	"steroid hydroxylase activity"	"9.129"	"-9.129"
"GO:0008134"	"transcription factor binding"	"8.709"	"-8.709"
"GO:0005506"	"iron ion binding"	"8.692"	"-8.692"
"GO:0004713"	"protein tyrosine kinase activity"	"8.451"	"-8.451"
"GO:0005088"	"Ras guanyl-nucleotide exchange factor activity"	"8.4"	"-8.4"
"GO:0008146"	"sulfotransferase activity"	"8.304"	"-8.304"
"GO:0016493"	"C-C chemokine receptor activity"	"8.248"	"-8.248"
"GO:0019956"	"chemokine binding"	"8.16"	"-8.16"
"GO:0046934"	"phosphatidylinositol-4,5-bisphosphate 3-kinase activity"	"8.155"	"-8.155"
"GO:0004879"	"RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding"	"8.141"	"-8.141"
"GO:0019957"	"C-C chemokine binding"	"8.116"	"-8.116"
"GO:0070330"	"aromatase activity"	"8.045"	"-8.045"
"GO:0019838"	"growth factor binding"	"7.867"	"-7.867"
"GO:0016712"	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen"	"7.723"	"-7.723"
"GO:0038023"	"signaling receptor activity"	"7.637"	"-7.637"
"GO:0042923"	"neuropeptide binding"	"7.43"	"-7.43"
"GO:0003707"	"steroid hormone receptor activity"	"7.303"	"-7.303"
"GO:0008083"	"growth factor activity"	"7.049"	"-7.049"
"GO:0004674"	"protein serine/threonine kinase activity"	"6.585"	"-6.585"
"GO:0005515"	"protein binding"	"6.331"	"-6.331"
"GO:0001077"	"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding"	"6.312"	"-6.312"
"GO:0004693"	"cyclin-dependent protein serine/threonine kinase activity"	"6.249"	"-6.249"
"GO:0001102"	"RNA polymerase II activating transcription factor binding"	"6.223"	"-6.223"
"GO:0019899"	"enzyme binding"	"6.108"	"-6.108"
"GO:0019903"	"protein phosphatase binding"	"6.023"	"-6.023"
"GO:0004672"	"protein kinase activity"	"6.012"	"-6.012"
"GO:0019901"	"protein kinase binding"	"5.961"	"-5.961"
"GO:0030374"	"ligand-dependent nuclear receptor transcription coactivator activity"	"5.952"	"-5.952"
"GO:0001784"	"phosphotyrosine binding"	"5.943"	"-5.943"
"GO:0004888"	"transmembrane signaling receptor activity"	"5.912"	"-5.912"
"GO:0005496"	"steroid binding"	"5.812"	"-5.812"
"GO:0004252"	"serine-type endopeptidase activity"	"5.807"	"-5.807"
"GO:0004715"	"non-membrane spanning protein tyrosine kinase activity"	"5.73"	"-5.73"
"GO:0008013"	"beta-catenin binding"	"5.67"	"-5.67"
"GO:0015301"	"anion:anion antiporter activity"	"5.416"	"-5.416"
"GO:0016301"	"kinase activity"	"5.395"	"-5.395"
"GO:0001158"	"enhancer sequence-specific DNA binding"	"5.257"	"-5.257"
"GO:0004714"	"transmembrane receptor protein tyrosine kinase activity"	"5.189"	"-5.189"
"GO:0016922"	"ligand-dependent nuclear receptor binding"	"5.156"	"-5.156"
"GO:0042803"	"protein homodimerization activity"	"5.091"	"-5.091"
"GO:0001078"	"transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding"	"5.065"	"-5.065"
"GO:0001085"	"RNA polymerase II transcription factor binding"	"4.967"	"-4.967"
"GO:0005178"	"integrin binding"	"4.966"	"-4.966"
"GO:0048020"	"CCR chemokine receptor binding"	"4.953"	"-4.953"
"GO:0004175"	"endopeptidase activity"	"4.857"	"-4.857"
"GO:0005158"	"insulin receptor binding"	"4.821"	"-4.821"
"GO:0016303"	"1-phosphatidylinositol-3-kinase activity"	"4.803"	"-4.803"
"GO:0019825"	"oxygen binding"	"4.775"	"-4.775"
"GO:0017080"	"sodium channel regulator activity"	"4.773"	"-4.773"
