"Pathway"	"Z-score"
"Neurotrophin signaling pathway"	"25.475"
"ErbB signaling pathway"	"24.552"
"Fc epsilon RI signaling pathway"	"23.874"
"Hepatitis B"	"23.378"
"MAPK signaling pathway"	"22.641"
"Insulin signaling pathway"	"22.252"
"T cell receptor signaling pathway"	"22.214"
"Insulin resistance"	"21.941"
"mTOR signaling pathway"	"21.483"
"Ras signaling pathway"	"21.185"
"Colorectal cancer"	"21.159"
"Pancreatic cancer"	"21.064"
"FoxO signaling pathway"	"20.661"
"Glioma"	"20.515"
"PI3K-Akt signaling pathway"	"20.5"
"Hepatitis C"	"20.468"
"Pathways in cancer"	"20.118"
"Melanoma"	"20.046"
"Kaposi's sarcoma-associated herpesvirus infection"	"19.873"
"Chagas disease (American trypanosomiasis)"	"19.637"
"Non-small cell lung cancer"	"19.496"
"GnRH signaling pathway"	"18.929"
"B cell receptor signaling pathway"	"18.757"
"Prostate cancer"	"18.723"
"Osteoclast differentiation"	"18.63"
"AGE-RAGE signaling pathway in diabetic complications"	"18.576"
"Cellular senescence"	"18.424"
"Epstein-Barr virus infection"	"18.269"
"Choline metabolism in cancer"	"18.262"
"Sphingolipid signaling pathway"	"18.1"
"Measles"	"18.042"
"Toll-like receptor signaling pathway"	"17.843"
"Influenza A"	"17.814"
"Rap1 signaling pathway"	"17.814"
"Renal cell carcinoma"	"17.807"
"Inflammatory mediator regulation of TRP channels"	"17.239"
"Endometrial cancer"	"17.212"
"Adipocytokine signaling pathway"	"17.207"
"HIF-1 signaling pathway"	"17.121"
"Gastric cancer"	"17.043"
"Chronic myeloid leukemia"	"16.704"
"Apoptosis"	"16.435"
"Long-term potentiation"	"16.061"
"Autophagy - animal"	"16.059"
"Breast cancer"	"15.967"
"Chemokine signaling pathway"	"15.936"
"Progesterone-mediated oocyte maturation"	"15.867"
"Relaxin signaling pathway"	"15.764"
"Prolactin signaling pathway"	"15.479"
"Focal adhesion"	"15.429"
"Longevity regulating pathway"	"15.324"
"Proteoglycans in cancer"	"15.259"
"Hepatocellular carcinoma"	"15.19"
"Phospholipase D signaling pathway"	"15.036"
"TNF signaling pathway"	"15.036"
"Herpes simplex infection"	"15.029"
"Regulation of actin cytoskeleton"	"14.96"
"NOD-like receptor signaling pathway"	"14.768"
"Toxoplasmosis"	"14.699"
"Central carbon metabolism in cancer"	"14.519"
"Bladder cancer"	"14.39"
"Shigellosis"	"14.316"
"Human papillomavirus infection"	"14.154"
"AMPK signaling pathway"	"14.067"
"RIG-I-like receptor signaling pathway"	"14.012"
"Gap junction"	"13.985"
"C-type lectin receptor signaling pathway"	"13.943"
"Non-alcoholic fatty liver disease (NAFLD)"	"13.653"
"Oxytocin signaling pathway"	"13.575"
"VEGF signaling pathway"	"13.544"
"MicroRNAs in cancer"	"13.521"
"Natural killer cell mediated cytotoxicity"	"13.496"
"Fc gamma R-mediated phagocytosis"	"13.466"
"NF-kappa B signaling pathway"	"13.436"
"IL-17 signaling pathway"	"13.354"
"Longevity regulating pathway - multiple species"	"13.332"
"Apelin signaling pathway"	"13.179"
"Fluid shear stress and atherosclerosis"	"13.179"
"Mitophagy - animal"	"13.147"
"Thyroid hormone signaling pathway"	"13.049"
"HTLV-I infection"	"12.777"
"Epithelial cell signaling in Helicobacter pylori infection"	"12.454"
"Axon guidance"	"12.436"
"Th17 cell differentiation"	"12.429"
"Estrogen signaling pathway"	"12.151"
"Th1 and Th2 cell differentiation"	"12.093"
"Dopaminergic synapse"	"12.031"
"Cholinergic synapse"	"12.004"
"Small cell lung cancer"	"11.973"
"Pertussis"	"11.916"
"Long-term depression"	"11.853"
"Cell cycle"	"11.525"
"cAMP signaling pathway"	"11.416"
"Oocyte meiosis"	"11.399"
"Cushing's syndrome"	"11.208"
"Salmonella infection"	"11.055"
"p53 signaling pathway"	"10.91"
"Jak-STAT signaling pathway"	"10.787"
"Viral carcinogenesis"	"10.755"
"Leishmaniasis"	"10.678"
"Tight junction"	"10.617"
"Glucagon signaling pathway"	"10.001"
"Wnt signaling pathway"	"9.477"
"Acute myeloid leukemia"	"9.466"
"Type II diabetes mellitus"	"9.358"
"Retrograde endocannabinoid signaling"	"9.166"
"Vascular smooth muscle contraction"	"9.079"
"Apoptosis - multiple species"	"8.953"
"Adherens junction"	"8.871"
"African trypanosomiasis"	"8.852"
"Thermogenesis"	"8.837"
"Phosphatidylinositol signaling system"	"8.799"
"Melanogenesis"	"8.772"
"Necroptosis"	"8.72"
"Aldosterone-regulated sodium reabsorption"	"8.671"
"Signaling pathways regulating pluripotency of stem cells"	"8.42"
"Leukocyte transendothelial migration"	"8.237"
"Tuberculosis"	"8.21"
"Serotonergic synapse"	"8.204"
"Pancreatic secretion"	"7.761"
"Platelet activation"	"7.638"
"Protein processing in endoplasmic reticulum"	"7.576"
"Aldosterone synthesis and secretion"	"7.566"
"Endocrine and other factor-regulated calcium reabsorption"	"7.442"
