"GO.ID"	"GO.Term"	"zscore"	"obs"	"mean"	"std"
"GO:0005886"	"plasma membrane"	"32.46"	"7843"	"5735.251"	"64.934"
"GO:0005737"	"cytoplasm"	"15.748"	"10773"	"9160.906"	"102.366"
"GO:0043235"	"receptor complex"	"15.521"	"650"	"366.033"	"18.296"
"GO:0005856"	"cytoskeleton"	"15.166"	"1015"	"665.365"	"23.054"
"GO:0030027"	"lamellipodium"	"14.951"	"728"	"429.838"	"19.943"
"GO:0045121"	"membrane raft"	"14.798"	"1021"	"638.332"	"25.859"
"GO:0071986"	"Ragulator complex"	"12.584"	"42"	"7.879"	"2.711"
"GO:0005942"	"phosphatidylinositol 3-kinase complex"	"12.542"	"130"	"46.17"	"6.684"
"GO:0009986"	"cell surface"	"12.525"	"1207"	"865.014"	"27.305"
"GO:0005938"	"cell cortex"	"12.508"	"531"	"316.195"	"17.173"
"GO:0009897"	"external side of plasma membrane"	"12.365"	"582"	"351.381"	"18.65"
"GO:0005829"	"cytosol"	"12.364"	"14995"	"13037.504"	"158.328"
"GO:0030665"	"clathrin-coated vesicle membrane"	"12.316"	"359"	"188.969"	"13.805"
"GO:0030669"	"clathrin-coated endocytic vesicle membrane"	"12.244"	"239"	"112.579"	"10.325"
"GO:0015629"	"actin cytoskeleton"	"12.041"	"804"	"542.882"	"21.685"
"GO:0010008"	"endosome membrane"	"11.931"	"796"	"510.531"	"23.926"
"GO:0005925"	"focal adhesion"	"11.827"	"2222"	"1668.164"	"46.829"
"GO:0036020"	"endolysosome membrane"	"11.521"	"157"	"68.793"	"7.656"
"GO:0043005"	"neuron projection"	"11.406"	"825"	"565.688"	"22.734"
"GO:0032587"	"ruffle membrane"	"11.135"	"433"	"262.911"	"15.275"
"GO:0042101"	"T cell receptor complex"	"11.101"	"104"	"38.052"	"5.941"
"GO:0030426"	"growth cone"	"11.087"	"400"	"237.706"	"14.639"
"GO:0001726"	"ruffle"	"11.065"	"360"	"203.934"	"14.105"
"GO:0005911"	"cell-cell junction"	"10.812"	"615"	"400.97"	"19.796"
"GO:0048471"	"perinuclear region of cytoplasm"	"10.598"	"2116"	"1664.016"	"42.65"
"GO:0030122"	"AP-2 adaptor complex"	"10.443"	"184"	"86.663"	"9.321"
"GO:0030424"	"axon"	"10.355"	"835"	"597.965"	"22.891"
"GO:0005764"	"lysosome"	"10.354"	"567"	"376.262"	"18.422"
"GO:0070062"	"extracellular exosome"	"10.272"	"7053"	"6059.529"	"96.721"
"GO:0031234"	"extrinsic component of cytoplasmic side of plasma membrane"	"10.211"	"251"	"137.418"	"11.123"
"GO:0014069"	"postsynaptic density"	"10.099"	"868"	"628.634"	"23.702"
"GO:0042571"	"immunoglobulin complex, circulating"	"10.081"	"84"	"29.543"	"5.402"
"GO:0045334"	"clathrin-coated endocytic vesicle"	"10.049"	"211"	"112.593"	"9.793"
"GO:0031209"	"SCAR complex"	"9.989"	"61"	"18.647"	"4.24"
"GO:0098978"	"glutamatergic synapse"	"9.957"	"1297"	"973.472"	"32.491"
"GO:0035631"	"CD40 receptor complex"	"9.955"	"118"	"51.263"	"6.704"
"GO:1990131"	"Gtr1-Gtr2 GTPase complex"	"9.793"	"36"	"8.095"	"2.85"
