"ID"	"Pathway"	"zscore"	"obs"	"mean"	"std"
"hsa04740"	"Olfactory transduction"	"33.228"	"524"	"140.557"	"11.54"
"hsa04014"	"Ras signaling pathway"	"30.423"	"1486"	"702.921"	"25.74"
"hsa04010"	"MAPK signaling pathway"	"29.43"	"2095"	"1099.362"	"33.83"
"hsa04151"	"PI3K-Akt signaling pathway"	"26.933"	"2184"	"1238.637"	"35.1"
"hsa04015"	"Rap1 signaling pathway"	"24.68"	"1255"	"641.858"	"24.844"
"hsa04810"	"Regulation of actin cytoskeleton"	"23.904"	"1350"	"703.995"	"27.026"
"hsa05200"	"Pathways in cancer"	"22.853"	"2804"	"1809.173"	"43.532"
"hsa04630"	"Jak-STAT signaling pathway"	"22.824"	"719"	"322.362"	"17.378"
"hsa04722"	"Neurotrophin signaling pathway"	"22.661"	"1189"	"598.69"	"26.05"
"hsa04620"	"Toll-like receptor signaling pathway"	"22.606"	"766"	"352.592"	"18.288"
"hsa04650"	"Natural killer cell mediated cytotoxicity"	"22.337"	"740"	"333.487"	"18.199"
"hsa04660"	"T cell receptor signaling pathway"	"21.841"	"950"	"460.281"	"22.422"
"hsa05218"	"Melanoma"	"21.648"	"688"	"300.451"	"17.902"
"hsa04012"	"ErbB signaling pathway"	"21.319"	"946"	"449.719"	"23.279"
"hsa04150"	"mTOR signaling pathway"	"21.285"	"1022"	"523.394"	"23.425"
"hsa04380"	"Osteoclast differentiation"	"20.989"	"920"	"451.647"	"22.314"
"hsa04666"	"Fc gamma R-mediated phagocytosis"	"20.957"	"728"	"334.958"	"18.754"
"hsa04664"	"Fc epsilon RI signaling pathway"	"20.825"	"641"	"280.158"	"17.327"
"hsa05226"	"Gastric cancer"	"20.666"	"1037"	"540.106"	"24.044"
"hsa04510"	"Focal adhesion"	"20.661"	"1228"	"691.932"	"25.946"
"hsa04360"	"Axon guidance"	"20.248"	"900"	"474.36"	"21.021"
"hsa05161"	"Hepatitis B"	"20.012"	"1257"	"702.373"	"27.714"
"hsa04662"	"B cell receptor signaling pathway"	"19.933"	"713"	"340.469"	"18.689"
"hsa05231"	"Choline metabolism in cancer"	"19.924"	"702"	"328.227"	"18.76"
"hsa05224"	"Breast cancer"	"19.805"	"1051"	"573.207"	"24.125"
"hsa04668"	"TNF signaling pathway"	"19.236"	"831"	"425.519"	"21.079"
"hsa04910"	"Insulin signaling pathway"	"19.072"	"1134"	"629.954"	"26.428"
"hsa05152"	"Tuberculosis"	"18.699"	"966"	"541.726"	"22.69"
"hsa05205"	"Proteoglycans in cancer"	"18.422"	"1445"	"856.681"	"31.936"
"hsa05221"	"Acute myeloid leukemia"	"18.38"	"637"	"309.203"	"17.834"
"hsa05215"	"Prostate cancer"	"18.199"	"971"	"532.688"	"24.084"
"hsa04625"	"C-type lectin receptor signaling pathway"	"18.083"	"797"	"426.084"	"20.512"
"hsa04370"	"VEGF signaling pathway"	"18.072"	"547"	"258.099"	"15.986"
"hsa05160"	"Hepatitis C"	"17.953"	"960"	"519.016"	"24.563"
"hsa05167"	"Kaposi's sarcoma-associated herpesvirus infection"	"17.908"	"1379"	"836.429"	"30.298"
"hsa05212"	"Pancreatic cancer"	"17.725"	"782"	"406.07"	"21.21"
"hsa04917"	"Prolactin signaling pathway"	"17.681"	"661"	"336.753"	"18.339"
"hsa05206"	"MicroRNAs in cancer"	"17.643"	"1116"	"644.719"	"26.712"
"hsa04064"	"NF-kappa B signaling pathway"	"17.633"	"696"	"354.818"	"19.349"
