"GO.ID"	"GO.Term"	"Z-score"
"GO:0015132"	"prostaglandin transmembrane transporter activity"	"Inf"
"GO:0004984"	"olfactory receptor activity"	"106.482"
"GO:0005549"	"odorant binding"	"66.18"
"GO:0004713"	"protein tyrosine kinase activity"	"32.667"
"GO:0005088"	"Ras guanyl-nucleotide exchange factor activity"	"30.711"
"GO:0046934"	"phosphatidylinositol-4,5-bisphosphate 3-kinase activity"	"28.875"
"GO:0016303"	"1-phosphatidylinositol-3-kinase activity"	"26.349"
"GO:0005104"	"fibroblast growth factor receptor binding"	"23.604"
"GO:0004888"	"transmembrane signaling receptor activity"	"22.708"
"GO:0047734"	"CDP-glycerol diphosphatase activity"	"22.327"
"GO:0070042"	"rRNA (uridine-N3-)-methyltransferase activity"	"22.327"
"GO:0004674"	"protein serine/threonine kinase activity"	"20.544"
"GO:0017124"	"SH3 domain binding"	"19.49"
"GO:0019901"	"protein kinase binding"	"18.621"
"GO:0004672"	"protein kinase activity"	"18.598"
"GO:0004714"	"transmembrane receptor protein tyrosine kinase activity"	"18.224"
"GO:0017017"	"MAP kinase tyrosine/serine/threonine phosphatase activity"	"17.728"
"GO:0001784"	"phosphotyrosine binding"	"16.614"
"GO:1903924"	"estradiol binding"	"15.772"
"GO:0048365"	"Rac GTPase binding"	"15.313"
"GO:0008321"	"Ral guanyl-nucleotide exchange factor activity"	"15.075"
"GO:0004715"	"non-membrane spanning protein tyrosine kinase activity"	"14.995"
"GO:0005068"	"transmembrane receptor protein tyrosine kinase adaptor activity"	"14.621"
"GO:0005005"	"transmembrane-ephrin receptor activity"	"14.611"
"GO:0008083"	"growth factor activity"	"13.766"
"GO:0042802"	"identical protein binding"	"13.485"
"GO:0016301"	"kinase activity"	"13.474"
"GO:0043548"	"phosphatidylinositol 3-kinase binding"	"13.297"
"GO:0005070"	"SH3/SH2 adaptor activity"	"13.169"
"GO:0004708"	"MAP kinase kinase activity"	"13.151"
"GO:0005524"	"ATP binding"	"13.025"
"GO:0046875"	"ephrin receptor binding"	"13.001"
"GO:0005089"	"Rho guanyl-nucleotide exchange factor activity"	"12.774"
"GO:0003779"	"actin binding"	"12.366"
"GO:0019903"	"protein phosphatase binding"	"12.212"
"GO:0005085"	"guanyl-nucleotide exchange factor activity"	"11.581"
"GO:0003823"	"antigen binding"	"11.551"
"GO:0005096"	"GTPase activator activity"	"11.403"
"GO:0004725"	"protein tyrosine phosphatase activity"	"11.395"
"GO:0005547"	"phosphatidylinositol-3,4,5-trisphosphate binding"	"11.153"
"GO:0030295"	"protein kinase activator activity"	"10.876"
"GO:0005509"	"calcium ion binding"	"10.865"
"GO:0008330"	"protein tyrosine/threonine phosphatase activity"	"10.777"
"GO:0043560"	"insulin receptor substrate binding"	"10.671"
"GO:0035091"	"phosphatidylinositol binding"	"10.498"
"GO:0030971"	"receptor tyrosine kinase binding"	"10.401"
"GO:0035615"	"clathrin adaptor activity"	"10.389"
"GO:0005111"	"type 2 fibroblast growth factor receptor binding"	"10.383"
"GO:0031435"	"mitogen-activated protein kinase kinase kinase binding"	"10.378"
"GO:0005003"	"ephrin receptor activity"	"10.365"
"GO:0035005"	"1-phosphatidylinositol-4-phosphate 3-kinase activity"	"10.26"
"GO:0071889"	"14-3-3 protein binding"	"10.249"
"GO:0097110"	"scaffold protein binding"	"10.225"
"GO:0015347"	"sodium-independent organic anion transmembrane transporter activity"	"9.975"
"GO:0097260"	"eoxin A4 synthase activity"	"9.945"
"GO:0008432"	"JUN kinase binding"	"9.927"
"GO:0008046"	"axon guidance receptor activity"	"9.924"
"GO:0005154"	"epidermal growth factor receptor binding"	"9.887"
"GO:0043539"	"protein serine/threonine kinase activator activity"	"9.86"
"GO:0005158"	"insulin receptor binding"	"9.859"
"GO:0034987"	"immunoglobulin receptor binding"	"9.841"
"GO:0043325"	"phosphatidylinositol-3,4-bisphosphate binding"	"9.784"
"GO:0005144"	"interleukin-13 receptor binding"	"9.746"
"GO:0030276"	"clathrin binding"	"9.7"
"GO:0004896"	"cytokine receptor activity"	"9.675"
"GO:0019955"	"cytokine binding"	"9.511"
"GO:0004709"	"MAP kinase kinase kinase activity"	"9.508"
"GO:0042169"	"SH2 domain binding"	"9.479"
"GO:0001567"	"cholesterol 25-hydroxylase activity"	"9.477"
"GO:0008273"	"calcium, potassium:sodium antiporter activity"	"9.416"
"GO:0016176"	"superoxide-generating NADPH oxidase activator activity"	"9.407"
"GO:0035004"	"phosphatidylinositol 3-kinase activity"	"9.371"
"GO:0004510"	"tryptophan 5-monooxygenase activity"	"9.323"
"GO:0004707"	"MAP kinase activity"	"9.321"
"GO:0004711"	"ribosomal protein S6 kinase activity"	"9.287"
"GO:0036312"	"phosphatidylinositol 3-kinase regulatory subunit binding"	"9.285"
"GO:0005007"	"fibroblast growth factor-activated receptor activity"	"9.234"
"GO:0005105"	"type 1 fibroblast growth factor receptor binding"	"9.199"
"GO:0008349"	"MAP kinase kinase kinase kinase activity"	"9.014"
"GO:0051015"	"actin filament binding"	"8.853"
"GO:0045296"	"cadherin binding"	"8.848"
"GO:0035594"	"ganglioside binding"	"8.726"
"GO:0030676"	"Rac guanyl-nucleotide exchange factor activity"	"8.681"
"GO:0004860"	"protein kinase inhibitor activity"	"8.655"
"GO:0005164"	"tumor necrosis factor receptor binding"	"8.59"
"GO:0005515"	"protein binding"	"8.556"
"GO:0043027"	"cysteine-type endopeptidase inhibitor activity involved in apoptotic process"	"8.446"
"GO:0008329"	"signaling pattern recognition receptor activity"	"8.395"
"GO:0005078"	"MAP-kinase scaffold activity"	"8.36"
"GO:0004972"	"NMDA glutamate receptor activity"	"8.323"
"GO:0019209"	"kinase activator activity"	"8.307"
"GO:0008545"	"JUN kinase kinase activity"	"8.261"
"GO:0023024"	"MHC class I protein complex binding"	"8.168"
"GO:0004706"	"JUN kinase kinase kinase activity"	"8.161"
"GO:0042803"	"protein homodimerization activity"	"8.039"
"GO:0005031"	"tumor necrosis factor-activated receptor activity"	"7.984"
"GO:0019902"	"phosphatase binding"	"7.937"
"GO:0005123"	"death receptor binding"	"7.921"
"GO:0046935"	"1-phosphatidylinositol-3-kinase regulator activity"	"7.909"
"GO:0005132"	"type I interferon receptor binding"	"7.902"
