"ID"	"Pathway"	"zscore"	"obs"	"mean"	"std"
"hsa03018"	"RNA degradation"	"23.655"	"804"	"343.695"	"19.459"
"hsa03008"	"Ribosome biogenesis in eukaryotes"	"22.618"	"1418"	"727.467"	"30.53"
"hsa03010"	"Ribosome"	"18.027"	"724"	"371.454"	"19.557"
"hsa03013"	"RNA transport"	"13.152"	"1311"	"862.097"	"34.133"
"hsa04141"	"Protein processing in endoplasmic reticulum"	"11.138"	"1135"	"784.029"	"31.512"
"hsa00270"	"Cysteine and methionine metabolism"	"8.255"	"203"	"119.498"	"10.115"
"hsa03015"	"mRNA surveillance pathway"	"8.027"	"664"	"480.975"	"22.802"
"hsa04612"	"Antigen processing and presentation"	"7.98"	"543"	"378.439"	"20.621"
"hsa00520"	"Amino sugar and nucleotide sugar metabolism"	"7.741"	"198"	"118.692"	"10.246"
"hsa04145"	"Phagosome"	"7.114"	"786"	"606.706"	"25.204"
"hsa00010"	"Glycolysis / Gluconeogenesis"	"6.898"	"473"	"343.481"	"18.776"
"hsa00970"	"Aminoacyl-tRNA biosynthesis"	"6.723"	"172"	"103.473"	"10.193"
"hsa00030"	"Pentose phosphate pathway"	"6.401"	"178"	"112.094"	"10.295"
"hsa05134"	"Legionellosis"	"6.247"	"530"	"396.783"	"21.325"
"hsa00620"	"Pyruvate metabolism"	"6.104"	"218"	"148.556"	"11.377"
"hsa00051"	"Fructose and mannose metabolism"	"6.002"	"170"	"110.835"	"9.857"
"hsa05110"	"Vibrio cholerae infection"	"5.847"	"345"	"250.562"	"16.15"
"hsa03060"	"Protein export"	"5.658"	"130"	"80.285"	"8.786"
"hsa00250"	"Alanine, aspartate and glutamate metabolism"	"5.596"	"110"	"67.22"	"7.645"
"hsa00561"	"Glycerolipid metabolism"	"5.564"	"101"	"61.086"	"7.173"
"hsa05322"	"Systemic lupus erythematosus"	"5.295"	"669"	"537.07"	"24.914"
"hsa00630"	"Glyoxylate and dicarboxylate metabolism"	"5.014"	"112"	"72.573"	"7.863"
"hsa00052"	"Galactose metabolism"	"4.892"	"144"	"98.48"	"9.304"
"hsa04213"	"Longevity regulating pathway - multiple species"	"4.653"	"484"	"389.998"	"20.203"
"hsa03040"	"Spliceosome"	"4.55"	"1028"	"869.431"	"34.851"
"hsa00500"	"Starch and sucrose metabolism"	"4.514"	"129"	"89.784"	"8.688"
"hsa00020"	"Citrate cycle (TCA cycle)"	"4.508"	"188"	"138.169"	"11.054"
"hsa04217"	"Necroptosis"	"4.433"	"673"	"568.747"	"23.52"
"hsa00670"	"One carbon pool by folate"	"4.419"	"67"	"39.884"	"6.136"
"hsa00900"	"Terpenoid backbone biosynthesis"	"4.412"	"59"	"34.263"	"5.607"
"hsa00380"	"Tryptophan metabolism"	"4.338"	"102"	"68.191"	"7.794"
"hsa00260"	"Glycine, serine and threonine metabolism"	"4.269"	"155"	"112.661"	"9.917"
"hsa05162"	"Measles"	"4.176"	"635"	"536.203"	"23.657"
"hsa04966"	"Collecting duct acid secretion"	"4.144"	"148"	"105.75"	"10.196"
"hsa05164"	"Influenza A"	"4.051"	"851"	"736.83"	"28.183"
"hsa00480"	"Glutathione metabolism"	"3.924"	"87"	"58.662"	"7.222"
"hsa04066"	"HIF-1 signaling pathway"	"3.798"	"513"	"433.573"	"20.914"
"hsa00220"	"Arginine biosynthesis"	"3.783"	"63"	"40.028"	"6.072"
"hsa00330"	"Arginine and proline metabolism"	"3.747"	"110"	"79.352"	"8.18"
"hsa04150"	"mTOR signaling pathway"	"3.595"	"530"	"454.238"	"21.073"
"hsa00770"	"Pantothenate and CoA biosynthesis"	"3.568"	"19"	"8.917"	"2.826"
"hsa05130"	"Pathogenic Escherichia coli infection"	"3.542"	"554"	"472.541"	"22.995"
"hsa00280"	"Valine, leucine and isoleucine degradation"	"3.524"	"119"	"87.881"	"8.831"
"hsa00061"	"Fatty acid biosynthesis"	"3.391"	"45"	"28.153"	"4.968"
"hsa04910"	"Insulin signaling pathway"	"3.35"	"626"	"547.255"	"23.508"
"hsa00450"	"Selenocompound metabolism"	"3.231"	"24"	"12.564"	"3.54"
"hsa00531"	"Glycosaminoglycan degradation"	"3.219"	"10"	"3.502"	"2.018"
"hsa00350"	"Tyrosine metabolism"	"3.163"	"40"	"25.125"	"4.703"
"hsa04918"	"Thyroid hormone synthesis"	"3.14"	"192"	"153.642"	"12.217"
"hsa00640"	"Propanoate metabolism"	"3.109"	"95"	"70.363"	"7.925"
"hsa05034"	"Alcoholism"	"3.08"	"926"	"824.664"	"32.901"
"hsa00360"	"Phenylalanine metabolism"	"3.059"	"36"	"22.461"	"4.426"
"hsa04922"	"Glucagon signaling pathway"	"2.971"	"437"	"379.204"	"19.457"
"hsa00524"	"Neomycin, kanamycin and gentamicin biosynthesis"	"2.953"	"38"	"24.701"	"4.503"
"hsa00230"	"Purine metabolism"	"2.931"	"426"	"369.83"	"19.163"
"hsa00072"	"Synthesis and degradation of ketone bodies"	"2.91"	"29"	"17.919"	"3.807"
"hsa00290"	"Valine, leucine and isoleucine biosynthesis"	"2.907"	"30"	"18.44"	"3.976"
"hsa00071"	"Fatty acid degradation"	"2.905"	"97"	"73.718"	"8.016"
"hsa04915"	"Estrogen signaling pathway"	"2.801"	"771"	"690.55"	"28.726"
"hsa05169"	"Epstein-Barr virus infection"	"2.783"	"1448"	"1318.147"	"46.661"
"hsa05020"	"Prion diseases"	"2.708"	"197"	"164.712"	"11.925"
"hsa04010"	"MAPK signaling pathway"	"2.671"	"1047"	"960.994"	"32.198"
"hsa05230"	"Central carbon metabolism in cancer"	"2.614"	"428"	"376.984"	"19.516"
"hsa00983"	"Drug metabolism - other enzymes"	"2.554"	"110"	"86.667"	"9.137"
"hsa04540"	"Gap junction"	"2.488"	"598"	"539.614"	"23.465"
"hsa00340"	"Histidine metabolism"	"2.418"	"61"	"45.995"	"6.205"
"hsa00910"	"Nitrogen metabolism"	"2.392"	"16"	"8.928"	"2.957"
"hsa00400"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"2.374"	"16"	"8.996"	"2.95"
"hsa05418"	"Fluid shear stress and atherosclerosis"	"2.356"	"660"	"600.743"	"25.148"
"hsa04136"	"Autophagy - other"	"2.321"	"133"	"110.061"	"9.882"
"hsa05031"	"Amphetamine addiction"	"2.292"	"290"	"254.062"	"15.679"
"hsa00410"	"beta-Alanine metabolism"	"2.205"	"73"	"57.633"	"6.97"
"hsa03050"	"Proteasome"	"2.079"	"281"	"247.514"	"16.104"
"hsa05145"	"Toxoplasmosis"	"2.025"	"543"	"495.789"	"23.316"
"hsa04146"	"Peroxisome"	"1.952"	"109"	"91.457"	"8.989"
"hsa04210"	"Apoptosis"	"1.942"	"622"	"573.56"	"24.941"
"hsa04152"	"AMPK signaling pathway"	"1.935"	"497"	"455.257"	"21.571"
"hsa00650"	"Butanoate metabolism"	"1.866"	"33"	"24.441"	"4.586"
