"GO.ID"	"GO.Term"	"Z-score"
"GO:0006364"	"rRNA processing"	"31.834"
"GO:0006413"	"translational initiation"	"31.534"
"GO:0006614"	"SRP-dependent cotranslational protein targeting to membrane"	"28.206"
"GO:0000184"	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"	"27.594"
"GO:0043928"	"exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay"	"24.131"
"GO:0006412"	"translation"	"23.811"
"GO:0090503"	"RNA phosphodiester bond hydrolysis, exonucleolytic"	"21.355"
"GO:0016075"	"rRNA catabolic process"	"20.235"
"GO:0034475"	"U4 snRNA 3'-end processing"	"19.127"
"GO:0034427"	"nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'"	"19.015"
"GO:0000289"	"nuclear-transcribed mRNA poly(A) tail shortening"	"18.689"
"GO:0002181"	"cytoplasmic translation"	"18.453"
"GO:0071051"	"polyadenylation-dependent snoRNA 3'-end processing"	"18.037"
"GO:0071028"	"nuclear mRNA surveillance"	"16.793"
"GO:0000467"	"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	"15.491"
"GO:0000462"	"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	"15.375"
"GO:0071038"	"nuclear polyadenylation-dependent tRNA catabolic process"	"15.273"
"GO:0002642"	"positive regulation of immunoglobulin biosynthetic process"	"14.9"
"GO:0071035"	"nuclear polyadenylation-dependent rRNA catabolic process"	"14.716"
"GO:0042274"	"ribosomal small subunit biogenesis"	"14.644"
"GO:0009451"	"RNA modification"	"14.265"
"GO:0110008"	NA	"14.265"
"GO:0045006"	"DNA deamination"	"14.005"
"GO:0000290"	"deadenylation-dependent decapping of nuclear-transcribed mRNA"	"13.776"
"GO:0034473"	"U1 snRNA 3'-end processing"	"13.024"
"GO:0034476"	"U5 snRNA 3'-end processing"	"13.024"
"GO:0071042"	"nuclear polyadenylation-dependent mRNA catabolic process"	"12.808"
"GO:0071034"	"CUT catabolic process"	"12.695"
"GO:0015705"	"iodide transport"	"12.475"
"GO:0000447"	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	"12.149"
"GO:0000028"	"ribosomal small subunit assembly"	"11.736"
