"GO.ID"	"GO.Term"	"zscore"	"obs"	"mean"	"std"
"GO:0006364"	"rRNA processing"	"31.834"	"1266"	"504.875"	"23.909"
"GO:0006413"	"translational initiation"	"31.534"	"1938"	"845.635"	"34.641"
"GO:0006614"	"SRP-dependent cotranslational protein targeting to membrane"	"28.206"	"1400"	"612.409"	"27.922"
"GO:0000184"	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"	"27.594"	"1651"	"765.886"	"32.076"
"GO:0043928"	"exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay"	"24.131"	"328"	"96.683"	"9.586"
"GO:0006412"	"translation"	"23.811"	"1660"	"863.194"	"33.464"
"GO:0090503"	"RNA phosphodiester bond hydrolysis, exonucleolytic"	"21.355"	"244"	"70.458"	"8.126"
"GO:0016075"	"rRNA catabolic process"	"20.235"	"129"	"27.843"	"4.999"
"GO:0034475"	"U4 snRNA 3'-end processing"	"19.127"	"93"	"16.4"	"4.005"
"GO:0034427"	"nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'"	"19.015"	"93"	"16.529"	"4.022"
"GO:0000289"	"nuclear-transcribed mRNA poly(A) tail shortening"	"18.689"	"166"	"45.746"	"6.434"
"GO:0002181"	"cytoplasmic translation"	"18.453"	"430"	"181.561"	"13.463"
"GO:0071051"	"polyadenylation-dependent snoRNA 3'-end processing"	"18.037"	"72"	"12.193"	"3.316"
"GO:0071028"	"nuclear mRNA surveillance"	"16.793"	"110"	"27.206"	"4.93"
"GO:0000467"	"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	"15.491"	"60"	"10.246"	"3.212"
"GO:0000462"	"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	"15.375"	"290"	"122.254"	"10.911"
"GO:0071038"	"nuclear polyadenylation-dependent tRNA catabolic process"	"15.273"	"58"	"9.851"	"3.153"
"GO:0071035"	"nuclear polyadenylation-dependent rRNA catabolic process"	"14.716"	"68"	"13.383"	"3.711"
"GO:0042274"	"ribosomal small subunit biogenesis"	"14.644"	"216"	"87.597"	"8.768"
"GO:0045006"	"DNA deamination"	"14.005"	"47"	"8.532"	"2.747"
"GO:0000290"	"deadenylation-dependent decapping of nuclear-transcribed mRNA"	"13.776"	"72"	"17.119"	"3.984"
"GO:0034473"	"U1 snRNA 3'-end processing"	"13.024"	"34"	"4.959"	"2.23"
"GO:0034476"	"U5 snRNA 3'-end processing"	"13.024"	"34"	"4.959"	"2.23"
"GO:0071042"	"nuclear polyadenylation-dependent mRNA catabolic process"	"12.808"	"34"	"5.138"	"2.253"
"GO:0071034"	"CUT catabolic process"	"12.695"	"57"	"12.641"	"3.494"
"GO:0009451"	"RNA modification"	"12.248"	"13"	"0.752"	"0.859"
"GO:0110008"	NA	"12.248"	"13"	"0.752"	"0.859"
"GO:0000447"	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	"12.149"	"125"	"47.044"	"6.416"
"GO:0000028"	"ribosomal small subunit assembly"	"11.736"	"150"	"64.047"	"7.324"
"GO:0017148"	"negative regulation of translation"	"11.583"	"341"	"186.011"	"13.381"
"GO:0031047"	"gene silencing by RNA"	"11.02"	"146"	"63.334"	"7.502"
"GO:0043488"	"regulation of mRNA stability"	"10.629"	"737"	"467.748"	"25.332"
"GO:1904872"	"regulation of telomerase RNA localization to Cajal body"	"10.592"	"52"	"13.488"	"3.636"
"GO:0071044"	"histone mRNA catabolic process"	"10.57"	"105"	"40.442"	"6.108"
"GO:0006446"	"regulation of translational initiation"	"10.29"	"199"	"101.112"	"9.513"
"GO:0031087"	"deadenylation-independent decapping of nuclear-transcribed mRNA"	"10.191"	"29"	"5.234"	"2.332"
"GO:0001732"	"formation of cytoplasmic translation initiation complex"	"9.996"	"152"	"70.396"	"8.163"
