goId	name	refNum	interestNum	interestGene	expect	ratio	pValue	FDR
GO:0006928	movement of cell or subcellular component	1802	73	ACTA1|1;ACTB|1;ACTC1|1;ACTN4|1;ACTN1|1;ACTN2|1;ACTN3|1;AKT2|1;APP|0;SHROOM2|1;CD34|1;CDH1|1;CRKL|0;MAPK14|1;CTNNA1|1;CTNNB1|0;CX3CR1|0;DLG1|1;EGFR|1;FN1|0;B4GALT1|1;GNAI2|1;GRB7|1;HRAS|1;ICAM1|1;ITGA2|1;ITGA3|1;ITGA9|1;ITGB1|1;ITGB4|1;JUP|1;LAMA3|1;MDK|1;MMP9|1;MSN|1;MYH9|1;MYH10|1;NF1|1;NF2|1;PECAM1|1;PFN1|1;PIK3CB|1;PLCG1|1;PTEN|1;PTK2|1;RAC2|1;CX3CL1|1;SHC1|1;FSCN1|1;SRC|1;STX4|1;SYK|1;THY1|1;VASP|1;VAV2|1;VCAM1|1;VCL|1;PIK3R3|1;ADAM15|1;ADAM9|1;WASL|1;SDC3|1;ARPC2|1;CAP1|1;NFASC|1;CD274|1;EVL|1;LIMA1|1;RHOF|1;PARVA|1;JAM3|1;NEXN|1;SIRPA|1	19.99831425159795	3.6503076750165073	0	0
GO:0007010	cytoskeleton organization	1201	54	ACTA1|1;ACTB|1;ACTC1|1;ACTG1|1;ACTN4|1;ACTN1|1;ACTN2|1;SHROOM2|1;CNN2|1;CTNNA1|1;CTNNB1|0;DLG1|1;EPB41L2|1;GNAI1|1;HRAS|1;ICAM1|1;INPPL1|1;ITGB1|1;JUP|1;KRT31|1;MSN|1;MYH9|1;MYH10|1;NF1|1;NF2|1;NRAP|1;PFN1|1;PKD1|1;PTK2|1;RAC2|1;RASA1|1;RNF4|0;CX3CL1|1;SHC1|1;FSCN1|1;SRC|1;THY1|1;TSC1|1;TUBG1|1;VASP|1;ZYX|1;WASL|1;ARPC2|1;SORBS3|1;BAIAP2|1;CAP1|1;EVL|1;LIMA1|1;RHOF|1;PARVA|1;RHOU|0;JAM3|1;PARD6G|1;NEXN|1	13.328510219849687	4.051465550859516	0	0
GO:0007015	actin filament organization	354	31	ACTA1|1;ACTC1|1;ACTN4|1;ACTN1|1;ACTN2|1;SHROOM2|1;CTNNA1|1;DLG1|1;ICAM1|1;INPPL1|1;ITGB1|1;NF2|1;NRAP|1;PFN1|1;RAC2|1;RASA1|1;CX3CL1|1;FSCN1|1;SRC|1;TSC1|1;VASP|1;ZYX|1;WASL|1;ARPC2|1;SORBS3|1;BAIAP2|1;CAP1|1;EVL|1;LIMA1|1;RHOF|1;RHOU|0	3.928636650979841	7.890778087677894	0	0
GO:0007155	cell adhesion	1239	100	ACTB|1;ACTG1|1;ACTN4|1;ACTN1|1;ACTN2|1;ACTN3|1;APP|0;CD34|1;CDH1|1;CDH3|1;CDH6|1;CDH8|1;CDH11|1;CDH15|1;CNTN1|1;COL17A1|1;CLDN4|1;CLDN7|1;CRKL|0;MAPK14|1;VCAN|1;CTNNA1|1;CTNNB1|0;CTNND1|1;CX3CR1|0;DLG1|1;DSC1|1;DSC3|1;EGFR|1;FBN1|1;FN1|0;B4GALT1|1;ICAM1|1;ICAM2|1;ICAM4|1;INPPL1|1;ITGA2|1;ITGA3|1;ITGA9|1;ITGB1|1;ITGB4|1;JUP|1;LAMA3|1;LAMB3|1;CD99|1;MSN|1;MYH9|1;MYH10|1;NF1|1;NF2|1;PCDH1|1;PECAM1|1;PIK3CB|1;PKD1|1;PTEN|1;PTK2|1;RAC2|1;RASA1|1;RSU1|1;CX3CL1|1;SHC1|1;SRC|1;STX4|1;SYK|1;TGFBI|1;THBS3|1;THY1|1;CLDN5|1;TRO|1;TSC1|1;VCAM1|1;VCL|1;ZYX|1;SYMPK|1;ITGA10|1;ADAM23|1;ADAM15|1;ADAM9|1;CLDN8|1;CLDN6|1;NRXN2|1;ARPC2|1;SORBS3|1;MPZL2|1;MYL9|1;BAIAP2|1;NFASC|1;CD274|1;TMEM8B|1;NLGN3|1;PARVA|1;AMIGO1|1;NLGN2|1;CADM3|1;CD276|1;JAM3|1;NEXN|1;SIRPA|1;CADM2|1;AMIGO2|1	13.750228278429445	7.272606532422023	0	0
GO:0007160	cell-matrix adhesion	197	33	ACTN1|1;ACTN2|1;ACTN3|1;CD34|1;COL17A1|1;CTNNB1|0;FN1|0;ITGA2|1;ITGA3|1;ITGB1|1;ITGB4|1;JUP|1;NF1|1;NF2|1;PECAM1|1;PIK3CB|1;PKD1|1;PTEN|1;PTK2|1;RASA1|1;CX3CL1|1;SRC|1;THBS3|1;THY1|1;TSC1|1;VCAM1|1;VCL|1;ZYX|1;ITGA10|1;ADAM15|1;ADAM9|1;TMEM8B|1;JAM3|1	2.186275198426635	15.094165649296407	0	0
GO:0007166	cell surface receptor signaling pathway	2546	75	ACTB|1;ACTG1|1;ACTN4|1;AKT2|1;APP|0;CDH3|1;CDH6|1;CNN2|1;CNTN1|1;CRKL|0;MAPK14|1;CTNNA1|1;CTNNB1|0;CTNND1|1;CX3CR1|0;EGFR|1;FBN1|1;FN1|0;GNAI2|1;GRB7|1;GTF2F1|1;HRAS|1;ICAM1|1;ICAM2|1;INPPL1|1;IRS1|1;ITGA2|1;ITGA3|1;ITGA9|1;ITGB1|1;ITGB4|1;JUP|1;MDK|1;MMP2|1;MMP9|1;MSN|1;MYH9|1;NF1|1;PFN1|1;PIK3CB|1;PKD1|1;PLCG1|1;PTEN|1;PTK2|1;RASA1|1;CX3CL1|1;SHC1|1;FSCN1|1;SRC|1;STX4|1;SYK|1;THY1|1;TIAL1|1;TSPAN4|1;CLDN5|1;TRAF1|1;TSC1|1;VAV2|1;VCAM1|1;ZYX|1;PIK3R3|1;ITGA10|1;IKBKG|1;ADAM15|1;ADAM9|1;WASL|1;MPZL1|1;ARPC2|1;BAIAP2|1;CD274|1;EVL|1;NLGN3|1;NLGN2|1;RHOU|0;CD276|1	28.255109924843715	2.654387125001243	0	0
GO:0009653	anatomical structure morphogenesis	2318	82	ACTA1|1;ACTC1|1;ACTG1|1;ACTN4|1;ACTN1|1;ACTN2|1;APP|0;SHROOM2|1;CD34|1;CDH11|1;CRKL|0;MAPK14|1;CTNNA1|1;CTNNB1|0;CX3CR1|0;DLG1|1;EGFR|1;FBN1|1;FN1|0;B4GALT1|1;GRB7|1;HRAS|1;ICAM1|1;INPPL1|1;INSIG1|1;ITGA2|1;ITGA3|1;ITGB1|1;ITGB4|1;JUP|1;LAMA3|1;LAMB3|1;MMP2|1;MMP9|1;MSN|1;MYH9|1;MYH10|1;NF1|1;NF2|1;NRAP|1;PBX2|1;PECAM1|1;PFN1|1;PIK3CB|1;PKD1|1;PLCG1|1;PTEN|1;PTK2|1;RAC2|1;RASA1|1;CX3CL1|1;SHC1|1;SRC|1;SYK|1;TGFBI|1;THBS3|1;THY1|1;CLDN5|1;TSC1|1;VASP|1;VAV2|1;VCL|1;YWHAH|1;PIK3R3|1;ADAM15|1;ADAM9|1;WASL|1;ARPC2|1;MPZL2|1;BAIAP2|1;CAP1|1;NFASC|1;EVL|1;NLGN3|1;RHOF|1;PARVA|1;AMIGO1|1;RHOU|0;EXOC4|1;JAM3|1;NEXN|1;MYL12B|1	25.724801573365173	3.1875853256299083	0	0
GO:0016043	cellular component organization	5638	122	ACTA1|1;ACTB|1;ACTC1|1;ACTG1|1;ACTN4|1;ACTN1|1;ACTN2|1;ACTN3|1;AKT2|1;APP|0;SHROOM2|1;CD34|1;CDH1|1;CDH3|1;CDH6|1;CDH8|1;CDH11|1;CDH15|1;CNN2|1;CNTN1|1;COL17A1|1;CRKL|0;MAPK14|1;VCAN|1;CTNNA1|1;CTNNB1|0;CTNND1|1;CX3CR1|0;DLG1|1;EGFR|1;ELAVL1|0;EPB41L2|1;FBN1|1;FLNC|1;FN1|0;B4GALT1|1;GNAI1|1;GRB7|1;HRAS|1;ICAM1|1;ICAM2|1;ICAM4|1;INPPL1|1;INSIG1|1;ITGA2|1;ITGA3|1;ITGA9|1;ITGB1|1;ITGB4|1;JUP|1;KRT31|1;LAMA3|1;LAMB3|1;MMP2|1;MMP9|1;MSN|1;MYH9|1;MYH10|1;NF1|1;NF2|1;NRAP|1;PECAM1|1;PFN1|1;PIK3CB|1;PKD1|1;PLCG1|1;PTEN|1;PTK2|1;RAC2|1;RASA1|1;RNF4|0;CX3CL1|1;SHC1|1;FSCN1|1;SRC|1;STX4|1;SYK|1;TGFBI|1;THY1|1;TJP1|1;TSPAN4|1;CLDN5|1;TRAF1|1;TSC1|1;TUBG1|1;VASP|1;VAV2|1;VCAM1|1;VCL|1;YWHAH|1;ZYX|1;ITGA10|1;ADAM15|1;ADAM9|1;SKAP2|1;WASL|1;CLDN6|1;NRXN2|1;ARHGEF6|1;ARPC2|1;SORBS3|1;BAIAP2|1;CAP1|1;NFASC|1;NUFIP1|0;EVL|1;LIMA1|1;NLGN3|1;RHOF|1;PARVA|1;AMIGO1|1;NLGN2|1;CADM3|1;RHOU|0;EXOC4|1;JAM3|1;PARD6G|1;NEXN|1;MYL12B|1;SIRPA|1;CADM2|1;AMIGO2|1	62.56964248085973	1.9498273469809297	0	0
GO:0016477	cell migration	1250	62	ACTN4|1;AKT2|1;APP|0;SHROOM2|1;CD34|1;CDH1|1;CRKL|0;MAPK14|1;CTNNB1|0;CX3CR1|0;EGFR|1;FN1|0;B4GALT1|1;GNAI2|1;GRB7|1;HRAS|1;ICAM1|1;ITGA2|1;ITGA3|1;ITGA9|1;ITGB1|1;ITGB4|1;JUP|1;LAMA3|1;MDK|1;MMP9|1;MSN|1;MYH9|1;MYH10|1;NF1|1;NF2|1;PECAM1|1;PFN1|1;PIK3CB|1;PLCG1|1;PTEN|1;PTK2|1;RAC2|1;CX3CL1|1;SHC1|1;FSCN1|1;SRC|1;STX4|1;SYK|1;THY1|1;VAV2|1;VCAM1|1;VCL|1;PIK3R3|1;ADAM15|1;ADAM9|1;WASL|1;SDC3|1;CAP1|1;CD274|1;EVL|1;LIMA1|1;RHOF|1;PARVA|1;JAM3|1;NEXN|1;SIRPA|1	13.872304558544638	4.46933670886076	0	0
GO:0022607	cellular component assembly	2741	83	ACTA1|1;ACTB|1;ACTC1|1;ACTG1|1;ACTN4|1;ACTN1|1;ACTN2|1;ACTN3|1;APP|0;SHROOM2|1;CD34|1;CDH1|1;CDH3|1;CDH6|1;CDH8|1;CDH11|1;CDH15|1;COL17A1|1;CRKL|0;CTNNA1|1;CTNNB1|0;CTNND1|1;DLG1|1;ELAVL1|0;FLNC|1;FN1|0;B4GALT1|1;GRB7|1;HRAS|1;ICAM1|1;INPPL1|1;INSIG1|1;ITGA2|1;ITGB1|1;ITGB4|1;JUP|1;LAMA3|1;LAMB3|1;MSN|1;MYH10|1;NF2|1;NRAP|1;PFN1|1;PKD1|1;PTEN|1;PTK2|1;RAC2|1;RASA1|1;RNF4|0;CX3CL1|1;FSCN1|1;SRC|1;STX4|1;THY1|1;TJP1|1;TSPAN4|1;CLDN5|1;TRAF1|1;TSC1|1;TUBG1|1;VASP|1;VAV2|1;VCL|1;ZYX|1;SKAP2|1;WASL|1;NRXN2|1;ARHGEF6|1;ARPC2|1;SORBS3|1;BAIAP2|1;NFASC|1;NUFIP1|0;EVL|1;LIMA1|1;NLGN3|1;RHOF|1;PARVA|1;AMIGO1|1;NLGN2|1;RHOU|0;PARD6G|1;AMIGO2|1	30.41918943597668	2.7285408171276306	0	0
GO:0022610	biological adhesion	1247	100	ACTB|1;ACTG1|1;ACTN4|1;ACTN1|1;ACTN2|1;ACTN3|1;APP|0;CD34|1;CDH1|1;CDH3|1;CDH6|1;CDH8|1;CDH11|1;CDH15|1;CNTN1|1;COL17A1|1;CLDN4|1;CLDN7|1;CRKL|0;MAPK14|1;VCAN|1;CTNNA1|1;CTNNB1|0;CTNND1|1;CX3CR1|0;DLG1|1;DSC1|1;DSC3|1;EGFR|1;FBN1|1;FN1|0;B4GALT1|1;ICAM1|1;ICAM2|1;ICAM4|1;INPPL1|1;ITGA2|1;ITGA3|1;ITGA9|1;ITGB1|1;ITGB4|1;JUP|1;LAMA3|1;LAMB3|1;CD99|1;MSN|1;MYH9|1;MYH10|1;NF1|1;NF2|1;PCDH1|1;PECAM1|1;PIK3CB|1;PKD1|1;PTEN|1;PTK2|1;RAC2|1;RASA1|1;RSU1|1;CX3CL1|1;SHC1|1;SRC|1;STX4|1;SYK|1;TGFBI|1;THBS3|1;THY1|1;CLDN5|1;TRO|1;TSC1|1;VCAM1|1;VCL|1;ZYX|1;SYMPK|1;ITGA10|1;ADAM23|1;ADAM15|1;ADAM9|1;CLDN8|1;CLDN6|1;NRXN2|1;ARPC2|1;SORBS3|1;MPZL2|1;MYL9|1;BAIAP2|1;NFASC|1;CD274|1;TMEM8B|1;NLGN3|1;PARVA|1;AMIGO1|1;NLGN2|1;CADM3|1;CD276|1;JAM3|1;NEXN|1;SIRPA|1;CADM2|1;AMIGO2|1	13.83901102760413	7.225949874635835	0	0
GO:0030029	actin filament-based process	670	44	ACTA1|1;ACTB|1;ACTC1|1;ACTG1|1;ACTN4|1;ACTN1|1;ACTN2|1;ACTN3|1;SHROOM2|1;CNN2|1;CTNNA1|1;DLG1|1;EPB41L2|1;HRAS|1;ICAM1|1;INPPL1|1;ITGB1|1;JUP|1;MYH9|1;MYH10|1;NF1|1;NF2|1;NRAP|1;PFN1|1;RAC2|1;RASA1|1;CX3CL1|1;SHC1|1;FSCN1|1;SRC|1;TSC1|1;VASP|1;ZYX|1;WASL|1;ARPC2|1;SORBS3|1;BAIAP2|1;CAP1|1;EVL|1;LIMA1|1;RHOF|1;PARVA|1;RHOU|0;JAM3|1	7.435555243379925	5.917513697336105	0	0
GO:0030036	actin cytoskeleton organization	584	42	ACTA1|1;ACTB|1;ACTC1|1;ACTG1|1;ACTN4|1;ACTN1|1;ACTN2|1;SHROOM2|1;CNN2|1;CTNNA1|1;DLG1|1;EPB41L2|1;HRAS|1;ICAM1|1;INPPL1|1;ITGB1|1;MYH9|1;MYH10|1;NF1|1;NF2|1;NRAP|1;PFN1|1;RAC2|1;RASA1|1;CX3CL1|1;SHC1|1;FSCN1|1;SRC|1;TSC1|1;VASP|1;ZYX|1;WASL|1;ARPC2|1;SORBS3|1;BAIAP2|1;CAP1|1;EVL|1;LIMA1|1;RHOF|1;PARVA|1;RHOU|0;JAM3|1	6.4811406897520545	6.48034073174961	0	0
GO:0030198	extracellular matrix organization	312	28	APP|0;CDH1|1;COL17A1|1;VCAN|1;FBN1|1;FN1|0;B4GALT1|1;ICAM1|1;ICAM2|1;ICAM4|1;ITGA2|1;ITGA3|1;ITGA9|1;ITGB1|1;ITGB4|1;LAMA3|1;LAMB3|1;MMP2|1;MMP9|1;NF1|1;PECAM1|1;PTK2|1;FSCN1|1;TGFBI|1;VCAM1|1;ITGA10|1;ADAM15|1;JAM3|1	3.4625272178127413	8.086579032781565	0	0
GO:0030334	regulation of cell migration	737	41	ACTN4|1;AKT2|1;APP|0;CDH1|1;CRKL|0;MAPK14|1;CX3CR1|0;EGFR|1;FN1|0;GNAI2|1;GRB7|1;HRAS|1;ICAM1|1;ITGA2|1;ITGA3|1;JUP|1;LAMA3|1;MMP9|1;MSN|1;NF1|1;NF2|1;PECAM1|1;PFN1|1;PLCG1|1;PTEN|1;PTK2|1;RAC2|1;CX3CL1|1;SRC|1;STX4|1;THY1|1;VCL|1;PIK3R3|1;ADAM15|1;ADAM9|1;WASL|1;CD274|1;EVL|1;RHOF|1;JAM3|1;NEXN|1	8.179110767717917	5.012769867578105	0	0
GO:0031589	cell-substrate adhesion	304	40	ACTN4|1;ACTN1|1;ACTN2|1;ACTN3|1;CD34|1;COL17A1|1;CRKL|0;CTNNB1|0;FN1|0;ITGA2|1;ITGA3|1;ITGB1|1;ITGB4|1;JUP|1;NF1|1;NF2|1;PECAM1|1;PIK3CB|1;PKD1|1;PTEN|1;PTK2|1;RAC2|1;RASA1|1;RSU1|1;CX3CL1|1;SRC|1;THBS3|1;THY1|1;TSC1|1;VCAM1|1;VCL|1;ZYX|1;ITGA10|1;ADAM15|1;ADAM9|1;ARPC2|1;SORBS3|1;TMEM8B|1;PARVA|1;JAM3|1	3.3737444686380558	11.856262491672219	0	0
