"ID"	"Pathway"	"zscore"	"obs"	"mean"	"std"
"hsa04810"	"Regulation of actin cytoskeleton"	"43.193"	"1760"	"666.18"	"25.324"
"hsa04510"	"Focal adhesion"	"38.862"	"1662"	"661.726"	"25.739"
"hsa04015"	"Rap1 signaling pathway"	"34.213"	"1461"	"606.158"	"24.986"
"hsa04014"	"Ras signaling pathway"	"32.96"	"1496"	"670.152"	"25.056"
"hsa04360"	"Axon guidance"	"32.702"	"1085"	"448.29"	"19.47"
"hsa04670"	"Leukocyte transendothelial migration"	"30.809"	"916"	"336.371"	"18.814"
"hsa04666"	"Fc gamma R-mediated phagocytosis"	"29.119"	"812"	"315.198"	"17.061"
"hsa05205"	"Proteoglycans in cancer"	"28.697"	"1622"	"817.429"	"28.037"
"hsa05100"	"Bacterial invasion of epithelial cells"	"28.364"	"874"	"363.699"	"17.991"
"hsa04151"	"PI3K-Akt signaling pathway"	"26.056"	"2033"	"1191.621"	"32.291"
"hsa04512"	"ECM-receptor interaction"	"25.088"	"339"	"95.236"	"9.716"
"hsa04012"	"ErbB signaling pathway"	"25.067"	"940"	"430.177"	"20.338"
"hsa04650"	"Natural killer cell mediated cytotoxicity"	"24.068"	"736"	"318.298"	"17.355"
"hsa04611"	"Platelet activation"	"24.038"	"889"	"412.599"	"19.819"
"hsa04664"	"Fc epsilon RI signaling pathway"	"23.593"	"641"	"265.938"	"15.897"
"hsa04660"	"T cell receptor signaling pathway"	"23.51"	"921"	"438.658"	"20.517"
"hsa04520"	"Adherens junction"	"22.446"	"841"	"397.082"	"19.777"
"hsa04370"	"VEGF signaling pathway"	"21.635"	"570"	"243.488"	"15.092"
"hsa04072"	"Phospholipase D signaling pathway"	"20.771"	"855"	"436.066"	"20.169"
"hsa04514"	"Cell adhesion molecules (CAMs)"	"20.666"	"372"	"130.442"	"11.689"
"hsa04722"	"Neurotrophin signaling pathway"	"20.598"	"1068"	"573.85"	"23.99"
"hsa05231"	"Choline metabolism in cancer"	"20.597"	"678"	"316.001"	"17.576"
"hsa05200"	"Pathways in cancer"	"20.179"	"2552"	"1728.938"	"40.789"
"hsa05412"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"19.965"	"402"	"158.38"	"12.202"
"hsa04010"	"MAPK signaling pathway"	"19.594"	"1714"	"1071.168"	"32.807"
"hsa05211"	"Renal cell carcinoma"	"19.549"	"688"	"343.341"	"17.63"
"hsa04062"	"Chemokine signaling pathway"	"19.503"	"1226"	"694.574"	"27.248"
"hsa05131"	"Shigellosis"	"19.338"	"693"	"351.03"	"17.684"
"hsa04910"	"Insulin signaling pathway"	"18.969"	"1058"	"599.322"	"24.181"
"hsa04662"	"B cell receptor signaling pathway"	"18.61"	"650"	"325.188"	"17.453"
"hsa04530"	"Tight junction"	"17.995"	"1240"	"753.732"	"27.023"
"hsa05214"	"Glioma"	"17.94"	"699"	"365.716"	"18.578"
"hsa04912"	"GnRH signaling pathway"	"17.651"	"687"	"366.995"	"18.129"
"hsa04640"	"Hematopoietic cell lineage"	"17.608"	"281"	"104.282"	"10.036"
"hsa05218"	"Melanoma"	"17.442"	"567"	"285.827"	"16.121"
"hsa05165"	"Human papillomavirus infection"	"17.327"	"1574"	"1042.951"	"30.649"
"hsa04625"	"C-type lectin receptor signaling pathway"	"17.142"	"736"	"404.539"	"19.336"
"hsa05414"	"Dilated cardiomyopathy (DCM)"	"17.001"	"441"	"208.015"	"13.704"
"hsa04917"	"Prolactin signaling pathway"	"16.787"	"610"	"320.069"	"17.271"
"hsa05226"	"Gastric cancer"	"16.699"	"886"	"517.507"	"22.067"
"hsa05213"	"Endometrial cancer"	"16.582"	"605"	"316.959"	"17.37"
"hsa04380"	"Osteoclast differentiation"	"16.222"	"755"	"429.758"	"20.049"
"hsa04926"	"Relaxin signaling pathway"	"15.799"	"920"	"559.288"	"22.831"
"hsa05410"	"Hypertrophic cardiomyopathy (HCM)"	"15.738"	"409"	"194.856"	"13.607"
"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"15.633"	"698"	"395.326"	"19.362"
"hsa04921"	"Oxytocin signaling pathway"	"15.566"	"850"	"515.526"	"21.487"
"hsa05206"	"MicroRNAs in cancer"	"15.378"	"988"	"613.412"	"24.359"
"hsa04630"	"Jak-STAT signaling pathway"	"14.709"	"557"	"311.212"	"16.71"
"hsa05132"	"Salmonella infection"	"14.453"	"650"	"372.81"	"19.178"
"hsa04725"	"Cholinergic synapse"	"14.416"	"579"	"331.33"	"17.18"
"hsa05418"	"Fluid shear stress and atherosclerosis"	"14.205"	"1018"	"665.338"	"24.827"
"hsa04930"	"Type II diabetes mellitus"	"14.148"	"370"	"182.982"	"13.219"
"hsa04720"	"Long-term potentiation"	"14.122"	"536"	"306.535"	"16.248"
"hsa05221"	"Acute myeloid leukemia"	"13.996"	"526"	"295.42"	"16.475"
"hsa05130"	"Pathogenic Escherichia coli infection"	"13.886"	"822"	"521.304"	"21.654"
"hsa04024"	"cAMP signaling pathway"	"13.871"	"1005"	"663.226"	"24.64"
"hsa05215"	"Prostate cancer"	"13.86"	"820"	"513.671"	"22.101"
"hsa04070"	"Phosphatidylinositol signaling system"	"13.787"	"314"	"151.813"	"11.764"
