"Pathway"	"Z-score"
"Leukocyte transendothelial migration"	"37.558"
"Cell adhesion molecules (CAMs)"	"31.022"
"Tight junction"	"23.684"
"Focal adhesion"	"22.856"
"Regulation of actin cytoskeleton"	"18.918"
"Hepatitis C"	"17.966"
"Adherens junction"	"15.176"
"Rap1 signaling pathway"	"15.079"
"Platelet activation"	"14.892"
"VEGF signaling pathway"	"14.344"
"Proteoglycans in cancer"	"13.914"
"Human papillomavirus infection"	"13.9"
"Bacterial invasion of epithelial cells"	"13.891"
"Shigellosis"	"13.891"
"Fluid shear stress and atherosclerosis"	"13.791"
"Fc epsilon RI signaling pathway"	"13.608"
"Small cell lung cancer"	"13.452"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"13.105"
"Fc gamma R-mediated phagocytosis"	"12.5"
"ECM-receptor interaction"	"12.387"
"Salmonella infection"	"11.943"
"PI3K-Akt signaling pathway"	"11.881"
"T cell receptor signaling pathway"	"11.722"
"Relaxin signaling pathway"	"11.672"
"C-type lectin receptor signaling pathway"	"11.462"
"TNF signaling pathway"	"11.013"
"Prolactin signaling pathway"	"10.998"
"Endometrial cancer"	"10.911"
"AGE-RAGE signaling pathway in diabetic complications"	"10.819"
"B cell receptor signaling pathway"	"10.799"
"Sphingolipid signaling pathway"	"10.518"
"Toxoplasmosis"	"9.977"
"Epithelial cell signaling in Helicobacter pylori infection"	"9.88"
"Estrogen signaling pathway"	"9.789"
"ErbB signaling pathway"	"9.736"
"Chagas disease (American trypanosomiasis)"	"9.693"
"Glioma"	"9.66"
"Chemokine signaling pathway"	"9.486"
"Choline metabolism in cancer"	"8.95"
"Axon guidance"	"8.939"
"Hypertrophic cardiomyopathy (HCM)"	"8.843"
"Kaposi's sarcoma-associated herpesvirus infection"	"8.824"
"Neurotrophin signaling pathway"	"8.656"
"Regulation of lipolysis in adipocytes"	"8.501"
"Pathways in cancer"	"8.48"
"Bladder cancer"	"8.446"
"Dilated cardiomyopathy (DCM)"	"8.419"
"FoxO signaling pathway"	"8.418"
"Melanoma"	"8.38"
"Osteoclast differentiation"	"8.333"
"Pancreatic cancer"	"8.178"
"Thyroid hormone signaling pathway"	"8.098"
"Amoebiasis"	"8.066"
"Progesterone-mediated oocyte maturation"	"8.048"
"Prostate cancer"	"7.872"
"Phospholipase D signaling pathway"	"7.834"
"Adrenergic signaling in cardiomyocytes"	"7.7"
"Central carbon metabolism in cancer"	"7.695"
"Epstein-Barr virus infection"	"7.688"
"Toll-like receptor signaling pathway"	"7.681"
"Non-small cell lung cancer"	"7.65"
"Acute myeloid leukemia"	"7.628"
"Hippo signaling pathway"	"7.536"
"Natural killer cell mediated cytotoxicity"	"7.451"
"Cellular senescence"	"7.303"
"Hepatocellular carcinoma"	"7.173"
"Pathogenic Escherichia coli infection"	"7.068"
"cAMP signaling pathway"	"6.976"
"Chronic myeloid leukemia"	"6.913"
"Gastric cancer"	"6.908"
"Ras signaling pathway"	"6.834"
"MAPK signaling pathway"	"6.822"
"Carbohydrate digestion and absorption"	"6.742"
"Autophagy - animal"	"6.675"
"Longevity regulating pathway - multiple species"	"6.674"
"Colorectal cancer"	"6.503"
"Insulin signaling pathway"	"6.386"
"Apoptosis"	"6.362"
"Longevity regulating pathway"	"6.341"
"Viral carcinogenesis"	"6.261"
"Influenza A"	"6.209"
"Hepatitis B"	"6.182"
"GnRH signaling pathway"	"6.142"
"Inflammatory mediator regulation of TRP channels"	"6.041"
"Aldosterone-regulated sodium reabsorption"	"5.818"
"Pertussis"	"5.813"
"Dopaminergic synapse"	"5.694"
"cGMP-PKG signaling pathway"	"5.686"
"Viral myocarditis"	"5.579"
"Signaling pathways regulating pluripotency of stem cells"	"5.526"
"Cholinergic synapse"	"5.443"
"Breast cancer"	"5.308"
"Gap junction"	"5.277"
"AMPK signaling pathway"	"5.245"
"mTOR signaling pathway"	"5.206"
"Oxytocin signaling pathway"	"5.158"
"MicroRNAs in cancer"	"5.104"
"NF-kappa B signaling pathway"	"5.074"
"Renal cell carcinoma"	"5.052"
"HIF-1 signaling pathway"	"4.954"
"Vibrio cholerae infection"	"4.953"
"Malaria"	"4.923"
"Apelin signaling pathway"	"4.835"
"Insulin resistance"	"4.723"
"Tuberculosis"	"4.616"
"HTLV-I infection"	"4.575"
"Th1 and Th2 cell differentiation"	"4.117"
"IL-17 signaling pathway"	"4.092"
"Measles"	"3.904"
"RIG-I-like receptor signaling pathway"	"3.901"
"Phosphatidylinositol signaling system"	"3.896"
"Adipocytokine signaling pathway"	"3.887"
"Leishmaniasis"	"3.743"
"Inositol phosphate metabolism"	"3.715"
"Th17 cell differentiation"	"3.681"
"Type II diabetes mellitus"	"3.669"
"Gastric acid secretion"	"3.665"
"Phagosome"	"3.613"
"Amyotrophic lateral sclerosis (ALS)"	"3.392"
"Jak-STAT signaling pathway"	"3.368"
"Long-term depression"	"3.058"
"Thermogenesis"	"3.041"
"Mitophagy - animal"	"2.864"
"Endocytosis"	"2.856"
"Retrograde endocannabinoid signaling"	"2.819"
"Non-alcoholic fatty liver disease (NAFLD)"	"2.817"
"African trypanosomiasis"	"2.783"
"Primary immunodeficiency"	"2.669"
"Thyroid cancer"	"2.648"
"Serotonergic synapse"	"2.644"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"2.288"
"Transcriptional misregulation in cancer"	"2.25"
"GABAergic synapse"	"2.21"
"Intestinal immune network for IgA production"	"2.188"
"Protein digestion and absorption"	"2.136"
"Cocaine addiction"	"2.047"
"Hematopoietic cell lineage"	"2.011"
"Melanogenesis"	"1.896"
"NOD-like receptor signaling pathway"	"1.731"
"Terpenoid backbone biosynthesis"	"1.638"
"Other types of O-glycan biosynthesis"	"1.625"
"Mannose type O-glycan biosynthesis"	"1.607"
"Renin secretion"	"1.597"
"Vascular smooth muscle contraction"	"1.581"
"Proximal tubule bicarbonate reclamation"	"1.574"
"Alcoholism"	"1.539"
"Systemic lupus erythematosus"	"1.426"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"1.377"
"Fatty acid elongation"	"1.366"
"Butanoate metabolism"	"1.354"
"Hippo signaling pathway - multiple species"	"1.325"
"Cardiac muscle contraction"	"1.324"
"Galactose metabolism"	"1.187"
"Rheumatoid arthritis"	"1.111"
"Cushing's syndrome"	"1.11"
"mRNA surveillance pathway"	"1.11"
"SNARE interactions in vesicular transport"	"1.106"
"Salivary secretion"	"1.092"
"Morphine addiction"	"1.089"
"Circadian entrainment"	"1.01"
"Allograft rejection"	"0.999"
"Tryptophan metabolism"	"0.913"
"Glucagon signaling pathway"	"0.912"
"Glycine, serine and threonine metabolism"	"0.903"
"Graft-versus-host disease"	"0.898"
"Type I diabetes mellitus"	"0.846"
"Calcium signaling pathway"	"0.821"
"Fatty acid degradation"	"0.815"
"Vasopressin-regulated water reabsorption"	"0.815"
"Basal transcription factors"	"0.761"
"Glutamatergic synapse"	"0.76"
"Valine, leucine and isoleucine degradation"	"0.746"
"Cytokine-cytokine receptor interaction"	"0.739"
"Endocrine and other factor-regulated calcium reabsorption"	"0.738"
"Cholesterol metabolism"	"0.698"
"Arginine and proline metabolism"	"0.681"
"Mineral absorption"	"0.657"
"N-Glycan biosynthesis"	"0.657"
"Autoimmune thyroid disease"	"0.63"
"Staphylococcus aureus infection"	"0.547"
"Lysine degradation"	"0.486"
"Parkinson's disease"	"0.466"
"Arachidonic acid metabolism"	"0.445"
"Cytosolic DNA-sensing pathway"	"0.43"
"Long-term potentiation"	"0.381"
"p53 signaling pathway"	"0.351"
"Bile secretion"	"0.302"
"Thyroid hormone synthesis"	"0.259"
"Peroxisome"	"0.169"
"Complement and coagulation cascades"	"0.167"
"TGF-beta signaling pathway"	"0.167"
"Insulin secretion"	"0.112"
"Herpes simplex infection"	"0.058"
"Aldosterone synthesis and secretion"	"-0.006"
"Pancreatic secretion"	"-0.016"
"D-Arginine and D-ornithine metabolism"	"-0.108"
"Lipoic acid metabolism"	"-0.179"
"Biotin metabolism"	"-0.18"
"Valine, leucine and isoleucine biosynthesis"	"-0.208"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-0.219"
"D-Glutamine and D-glutamate metabolism"	"-0.225"
"Caffeine metabolism"	"-0.234"
"Neomycin, kanamycin and gentamicin biosynthesis"	"-0.234"
"Oocyte meiosis"	"-0.249"
"Vitamin B6 metabolism"	"-0.249"
"Phosphonate and phosphinate metabolism"	"-0.264"
"Cell cycle"	"-0.282"
"Sulfur relay system"	"-0.296"
"Riboflavin metabolism"	"-0.299"
"Synthesis and degradation of ketone bodies"	"-0.318"
"Sulfur metabolism"	"-0.322"
"Spliceosome"	"-0.328"
"Taurine and hypotaurine metabolism"	"-0.337"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"-0.342"
"Non-homologous end-joining"	"-0.363"
"Fatty acid biosynthesis"	"-0.377"
"Thiamine metabolism"	"-0.393"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.396"
