"Pathway"	"Z-score"
"Regulation of actin cytoskeleton"	"43.193"
"Focal adhesion"	"38.862"
"Rap1 signaling pathway"	"34.213"
"Ras signaling pathway"	"32.96"
"Axon guidance"	"32.702"
"Leukocyte transendothelial migration"	"30.809"
"Fc gamma R-mediated phagocytosis"	"29.119"
"Proteoglycans in cancer"	"28.697"
"Bacterial invasion of epithelial cells"	"28.364"
"PI3K-Akt signaling pathway"	"26.056"
"ECM-receptor interaction"	"25.088"
"ErbB signaling pathway"	"25.067"
"Natural killer cell mediated cytotoxicity"	"24.068"
"Platelet activation"	"24.038"
"Fc epsilon RI signaling pathway"	"23.593"
"T cell receptor signaling pathway"	"23.51"
"Adherens junction"	"22.446"
"VEGF signaling pathway"	"21.635"
"Phospholipase D signaling pathway"	"20.771"
"Cell adhesion molecules (CAMs)"	"20.666"
"Neurotrophin signaling pathway"	"20.598"
"Choline metabolism in cancer"	"20.597"
"Pathways in cancer"	"20.179"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"19.965"
"MAPK signaling pathway"	"19.594"
"Renal cell carcinoma"	"19.549"
"Chemokine signaling pathway"	"19.503"
"Shigellosis"	"19.338"
"Insulin signaling pathway"	"18.969"
"B cell receptor signaling pathway"	"18.61"
"Tight junction"	"17.995"
"Glioma"	"17.94"
"GnRH signaling pathway"	"17.651"
"Hematopoietic cell lineage"	"17.608"
"Melanoma"	"17.442"
"Human papillomavirus infection"	"17.327"
"C-type lectin receptor signaling pathway"	"17.142"
"Dilated cardiomyopathy (DCM)"	"17.001"
"Prolactin signaling pathway"	"16.787"
"Gastric cancer"	"16.699"
"Endometrial cancer"	"16.582"
"Osteoclast differentiation"	"16.222"
"Relaxin signaling pathway"	"15.799"
"Hypertrophic cardiomyopathy (HCM)"	"15.738"
"AGE-RAGE signaling pathway in diabetic complications"	"15.633"
"Oxytocin signaling pathway"	"15.566"
"MicroRNAs in cancer"	"15.378"
"Jak-STAT signaling pathway"	"14.709"
"Salmonella infection"	"14.453"
"Cholinergic synapse"	"14.416"
"Fluid shear stress and atherosclerosis"	"14.205"
"Type II diabetes mellitus"	"14.148"
"Long-term potentiation"	"14.122"
"Acute myeloid leukemia"	"13.996"
"Pathogenic Escherichia coli infection"	"13.886"
"cAMP signaling pathway"	"13.871"
"Prostate cancer"	"13.86"
"Phosphatidylinositol signaling system"	"13.787"
"Sphingolipid signaling pathway"	"13.741"
"Non-small cell lung cancer"	"13.536"
"Endocytosis"	"13.313"
"Breast cancer"	"13.299"
"Aldosterone-regulated sodium reabsorption"	"13.169"
"Vascular smooth muscle contraction"	"13.132"
"Amoebiasis"	"12.945"
"Chronic myeloid leukemia"	"12.697"
"Inflammatory mediator regulation of TRP channels"	"12.604"
"Colorectal cancer"	"12.596"
"Circadian entrainment"	"12.488"
"Adrenergic signaling in cardiomyocytes"	"12.456"
"Estrogen signaling pathway"	"12.341"
"Hepatocellular carcinoma"	"12.185"
"cGMP-PKG signaling pathway"	"12.1"
"Central carbon metabolism in cancer"	"12.065"
"Pancreatic cancer"	"11.927"
"Hepatitis C"	"11.651"
"HIF-1 signaling pathway"	"11.588"
"Glutamatergic synapse"	"11.32"
"Apelin signaling pathway"	"11.091"
"Progesterone-mediated oocyte maturation"	"10.939"
"Tuberculosis"	"10.794"
"Kaposi's sarcoma-associated herpesvirus infection"	"10.735"
"Regulation of lipolysis in adipocytes"	"10.531"
"Inositol phosphate metabolism"	"10.505"
"Th1 and Th2 cell differentiation"	"10.472"
"Autophagy - animal"	"10.454"
"mTOR signaling pathway"	"10.34"
"Long-term depression"	"10.335"
"Leishmaniasis"	"10.333"
"Epithelial cell signaling in Helicobacter pylori infection"	"10.237"
"FoxO signaling pathway"	"10.175"
"Viral myocarditis"	"10.037"
"Insulin resistance"	"10.035"
"TNF signaling pathway"	"9.915"
"Gap junction"	"9.786"
"Melanogenesis"	"9.752"
"Signaling pathways regulating pluripotency of stem cells"	"9.709"
"Toll-like receptor signaling pathway"	"9.704"
"Bladder cancer"	"9.512"
"Hepatitis B"	"9.316"
"Carbohydrate digestion and absorption"	"9.268"
"Malaria"	"9.22"
"Thyroid hormone signaling pathway"	"9.177"
"Oocyte meiosis"	"9"
"Apoptosis"	"8.915"
"Longevity regulating pathway"	"8.677"
"Th17 cell differentiation"	"8.489"
"Dopaminergic synapse"	"8.356"
"Toxoplasmosis"	"8.346"
"Gastric acid secretion"	"8.3"
"Protein digestion and absorption"	"8.181"
"Pertussis"	"8.094"
"Chagas disease (American trypanosomiasis)"	"7.813"
"Pancreatic secretion"	"7.46"
"Small cell lung cancer"	"7.429"
"Primary immunodeficiency"	"7.403"
"Amyotrophic lateral sclerosis (ALS)"	"7.388"
"Nicotine addiction"	"7.324"
"HTLV-I infection"	"7.265"
"Prion diseases"	"6.913"
"Aldosterone synthesis and secretion"	"6.812"
"Longevity regulating pathway - multiple species"	"6.594"
"Thyroid cancer"	"6.534"
"Amphetamine addiction"	"6.533"
"Salivary secretion"	"6.499"
"Hippo signaling pathway"	"6.341"
"Cushing's syndrome"	"6.283"
