"GO.ID"	"GO.Term"	"zscore"
"GO:0005178"	"integrin binding"	"25.147"
"GO:0098639"	"collagen binding involved in cell-matrix adhesion"	"12.907"
"GO:0050839"	"cell adhesion molecule binding"	"12.206"
"GO:0008092"	"cytoskeletal protein binding"	"11.82"
"GO:0003779"	"actin binding"	"11.552"
"GO:0045296"	"cadherin binding"	"11.548"
"GO:0001784"	"phosphotyrosine binding"	"10.558"
"GO:0030731"	"guanidinoacetate N-methyltransferase activity"	"10.265"
"GO:0005198"	"structural molecule activity"	"10.17"
"GO:0015633"	"zinc-transporting ATPase activity"	"10.104"
"GO:0005199"	"structural constituent of cell wall"	"10.051"
"GO:1990450"	"linear polyubiquitin binding"	"9.899"
"GO:0048408"	"epidermal growth factor binding"	"9.85"
"GO:0099520"	"ion antiporter activity involved in regulation of presynaptic membrane potential"	"9.85"
"GO:0004163"	"diphosphomevalonate decarboxylase activity"	"9.661"
"GO:0030251"	"guanylate cyclase inhibitor activity"	"9.661"
"GO:0036403"	"arachidonate 8(S)-lipoxygenase activity"	"9.615"
"GO:0043236"	"laminin binding"	"9.535"
"GO:0051015"	"actin filament binding"	"9.525"
"GO:0004092"	"carnitine O-acetyltransferase activity"	"9.312"
"GO:0005522"	"profilin binding"	"9.189"
"GO:0005518"	"collagen binding"	"9.069"
"GO:0017166"	"vinculin binding"	"8.962"
"GO:0031737"	"CX3C chemokine receptor binding"	"8.548"
"GO:0045237"	"CXCR1 chemokine receptor binding"	"8.548"
"GO:0001618"	"virus receptor activity"	"8.074"
"GO:0005168"	"neurotrophin TRKA receptor binding"	"8.038"
"GO:0042169"	"SH2 domain binding"	"7.984"
"GO:0008237"	"metallopeptidase activity"	"7.899"
"GO:0032794"	"GTPase activating protein binding"	"7.697"
"GO:0004707"	"MAP kinase activity"	"7.516"
"GO:0098973"	"structural constituent of postsynaptic actin cytoskeleton"	"7.324"
"GO:0005509"	"calcium ion binding"	"7.305"
"GO:0099534"	"calcium ion binding involved in regulation of presynaptic cytosolic calcium ion concentration"	"7.166"
"GO:0042802"	"identical protein binding"	"7.122"
"GO:0035250"	"UDP-galactosyltransferase activity"	"7.091"
"GO:0016230"	"sphingomyelin phosphodiesterase activator activity"	"7.018"
"GO:0005159"	"insulin-like growth factor receptor binding"	"6.977"
"GO:0005006"	"epidermal growth factor-activated receptor activity"	"6.912"
"GO:0004937"	"alpha1-adrenergic receptor activity"	"6.844"
"GO:0005200"	"structural constituent of cytoskeleton"	"6.799"
"GO:0051717"	"inositol-1,3,4,5-tetrakisphosphate 3-phosphatase activity"	"6.795"
"GO:0070080"	"titin Z domain binding"	"6.762"
"GO:0051800"	"phosphatidylinositol-3,4-bisphosphate 3-phosphatase activity"	"6.746"
"GO:0098640"	"integrin binding involved in cell-matrix adhesion"	"6.698"
"GO:0016165"	"linoleate 13S-lipoxygenase activity"	"6.683"
"GO:0099186"	NA	"6.503"
"GO:0045294"	"alpha-catenin binding"	"6.13"
"GO:0044325"	"ion channel binding"	"6.039"
"GO:0005515"	"protein binding"	"6.016"
"GO:0005158"	"insulin receptor binding"	"5.895"
"GO:0004461"	"lactose synthase activity"	"5.786"
"GO:0098919"	"structural constituent of postsynaptic density"	"5.776"
"GO:0050473"	"arachidonate 15-lipoxygenase activity"	"5.667"
