"ID"	"Pathway"	"Z-score"
"hsa03050"	"Proteasome"	"31.533"
"hsa00010"	"Glycolysis / Gluconeogenesis"	"25.354"
"hsa00620"	"Pyruvate metabolism"	"17.457"
"hsa00520"	"Amino sugar and nucleotide sugar metabolism"	"17.063"
"hsa04141"	"Protein processing in endoplasmic reticulum"	"16.799"
"hsa04145"	"Phagosome"	"16.179"
"hsa00020"	"Citrate cycle (TCA cycle)"	"15.809"
"hsa00260"	"Glycine, serine and threonine metabolism"	"14.995"
"hsa00270"	"Cysteine and methionine metabolism"	"14.477"
"hsa00051"	"Fructose and mannose metabolism"	"14.173"
"hsa00640"	"Propanoate metabolism"	"13.452"
"hsa00970"	"Aminoacyl-tRNA biosynthesis"	"13.399"
"hsa04612"	"Antigen processing and presentation"	"13.233"
"hsa00052"	"Galactose metabolism"	"13.012"
"hsa00250"	"Alanine, aspartate and glutamate metabolism"	"12.941"
"hsa00030"	"Pentose phosphate pathway"	"12.898"
"hsa05134"	"Legionellosis"	"12.549"
"hsa05130"	"Pathogenic Escherichia coli infection"	"12.409"
"hsa00500"	"Starch and sucrose metabolism"	"11.365"
"hsa05230"	"Central carbon metabolism in cancer"	"11.318"
"hsa00280"	"Valine, leucine and isoleucine degradation"	"11.252"
"hsa04922"	"Glucagon signaling pathway"	"11.013"
"hsa04966"	"Collecting duct acid secretion"	"10.783"
"hsa00071"	"Fatty acid degradation"	"10.764"
"hsa05169"	"Epstein-Barr virus infection"	"10.7"
"hsa05110"	"Vibrio cholerae infection"	"10.501"
"hsa00380"	"Tryptophan metabolism"	"10.46"
"hsa00330"	"Arginine and proline metabolism"	"10.123"
"hsa00480"	"Glutathione metabolism"	"9.41"
"hsa00561"	"Glycerolipid metabolism"	"9.127"
"hsa00630"	"Glyoxylate and dicarboxylate metabolism"	"8.935"
"hsa04721"	"Synaptic vesicle cycle"	"8.525"
"hsa00220"	"Arginine biosynthesis"	"8.362"
"hsa00290"	"Valine, leucine and isoleucine biosynthesis"	"8.356"
"hsa04217"	"Necroptosis"	"8.237"
"hsa03018"	"RNA degradation"	"7.967"
"hsa04146"	"Peroxisome"	"7.9"
"hsa04540"	"Gap junction"	"7.713"
"hsa05145"	"Toxoplasmosis"	"7.385"
"hsa00900"	"Terpenoid backbone biosynthesis"	"7.177"
"hsa04152"	"AMPK signaling pathway"	"7.01"
