"GO.ID"	"GO.Term"	"Z-score"
"GO:0000502"	"proteasome complex"	"31.196"
"GO:0070062"	"extracellular exosome"	"25.058"
"GO:0005759"	"mitochondrial matrix"	"22.777"
"GO:1904813"	"ficolin-1-rich granule lumen"	"22.565"
"GO:0005839"	"proteasome core complex"	"22.089"
"GO:0022624"	"proteasome accessory complex"	"21.86"
"GO:0034774"	"secretory granule lumen"	"20.773"
"GO:0008540"	"proteasome regulatory particle, base subcomplex"	"18.557"
"GO:0019774"	"proteasome core complex, beta-subunit complex"	"17.662"
"GO:0005838"	"proteasome regulatory particle"	"16.746"
"GO:0005829"	"cytosol"	"16.676"
"GO:0005737"	"cytoplasm"	"15.445"
"GO:0043209"	"myelin sheath"	"14.445"
"GO:0008541"	"proteasome regulatory particle, lid subcomplex"	"14.409"
"GO:0019773"	"proteasome core complex, alpha-subunit complex"	"13.94"
"GO:0005739"	"mitochondrion"	"13.843"
"GO:1990111"	"spermatoproteasome complex"	"13.299"
"GO:0005783"	"endoplasmic reticulum"	"12.864"
"GO:0005789"	"endoplasmic reticulum membrane"	"12.655"
"GO:0016020"	"membrane"	"12.323"
"GO:0031597"	"cytosolic proteasome complex"	"11.664"
"GO:0005885"	"Arp2/3 protein complex"	"11.503"
"GO:0042470"	"melanosome"	"11.005"
"GO:0005832"	"chaperonin-containing T-complex"	"10.759"
"GO:0072562"	"blood microparticle"	"10.553"
"GO:0016234"	"inclusion body"	"10.112"
"GO:0002199"	"zona pellucida receptor complex"	"9.905"
"GO:0035578"	"azurophil granule lumen"	"9.102"
"GO:0044322"	"endoplasmic reticulum quality control compartment"	"9.037"
"GO:0017101"	"aminoacyl-tRNA synthetase multienzyme complex"	"8.612"
"GO:0044297"	"cell body"	"8.542"
"GO:0045254"	"pyruvate dehydrogenase complex"	"8.468"
"GO:0030176"	"integral component of endoplasmic reticulum membrane"	"8.32"
"GO:0005793"	"endoplasmic reticulum-Golgi intermediate compartment"	"8.238"
"GO:0034515"	"proteasome storage granule"	"8.102"
"GO:0008537"	"proteasome activator complex"	"8.023"
"GO:0005874"	"microtubule"	"8.017"
"GO:0034663"	"endoplasmic reticulum chaperone complex"	"7.928"
"GO:0005811"	"lipid particle"	"7.832"
"GO:0008180"	"COP9 signalosome"	"7.793"
"GO:0030135"	"coated vesicle"	"7.724"
"GO:0005945"	"6-phosphofructokinase complex"	"7.504"
"GO:0048471"	"perinuclear region of cytoplasm"	"7.416"
"GO:0005741"	"mitochondrial outer membrane"	"7.393"
"GO:0000159"	"protein phosphatase type 2A complex"	"7.306"
"GO:0036513"	"Derlin-1 retrotranslocation complex"	"7.222"
"GO:0045252"	"oxoglutarate dehydrogenase complex"	"6.852"
"GO:0033180"	"proton-transporting V-type ATPase, V1 domain"	"6.759"
"GO:0016469"	"proton-transporting two-sector ATPase complex"	"6.638"
"GO:0005576"	"extracellular region"	"6.629"
"GO:0042645"	"mitochondrial nucleoid"	"6.628"
"GO:0015630"	"microtubule cytoskeleton"	"6.581"
"GO:0005777"	"peroxisome"	"6.502"
"GO:0000015"	"phosphopyruvate hydratase complex"	"6.489"
"GO:0031595"	"nuclear proteasome complex"	"6.475"
"GO:0005765"	"lysosomal membrane"	"6.403"
"GO:0000786"	"nucleosome"	"6.342"
"GO:0033178"	"proton-transporting two-sector ATPase complex, catalytic domain"	"6.292"
"GO:0016235"	"aggresome"	"6.192"
"GO:0035686"	"sperm fibrous sheath"	"6.126"
"GO:0005902"	"microvillus"	"6.039"
"GO:0030130"	"clathrin coat of trans-Golgi network vesicle"	"5.936"
"GO:0032991"	"macromolecular complex"	"5.853"
"GO:0030017"	"sarcomere"	"5.695"
"GO:0071439"	"clathrin complex"	"5.67"
"GO:0097452"	"GAIT complex"	"5.568"
"GO:0031312"	"extrinsic component of organelle membrane"	"5.529"
"GO:0005853"	"eukaryotic translation elongation factor 1 complex"	"5.506"
"GO:0042555"	"MCM complex"	"5.476"
"GO:0005764"	"lysosome"	"5.428"
"GO:0032432"	"actin filament bundle"	"5.417"
"GO:0072687"	"meiotic spindle"	"5.374"
"GO:0098562"	"cytoplasmic side of membrane"	"5.357"
"GO:0071817"	"MMXD complex"	"5.344"
"GO:0005925"	"focal adhesion"	"5.311"
"GO:0098575"	"lumenal side of lysosomal membrane"	"5.286"
"GO:0030175"	"filopodium"	"5.259"
"GO:0005778"	"peroxisomal membrane"	"5.224"
"GO:0031982"	"vesicle"	"5.189"
"GO:0030126"	"COPI vesicle coat"	"5.171"
"GO:0005788"	"endoplasmic reticulum lumen"	"5.164"
"GO:0045202"	"synapse"	"5.124"
"GO:0036128"	"CatSper complex"	"5.088"
"GO:0098574"	"cytoplasmic side of lysosomal membrane"	"5.079"
"GO:0071942"	"XPC complex"	"5.031"
"GO:0030137"	"COPI-coated vesicle"	"4.996"
"GO:0045334"	"clathrin-coated endocytic vesicle"	"4.991"
"GO:0005851"	"eukaryotic translation initiation factor 2B complex"	"4.974"
"GO:0044233"	"ER-mitochondrion membrane contact site"	"4.924"
"GO:0060473"	"cortical granule"	"4.897"
"GO:0016282"	"eukaryotic 43S preinitiation complex"	"4.894"
"GO:0005858"	"axonemal dynein complex"	"4.882"
"GO:0101031"	NA	"4.873"
"GO:0000221"	"vacuolar proton-transporting V-type ATPase, V1 domain"	"4.872"
"GO:0046696"	"lipopolysaccharide receptor complex"	"4.826"
"GO:0030136"	"clathrin-coated vesicle"	"4.809"
"GO:0036284"	"tubulobulbar complex"	"4.762"
"GO:0097228"	"sperm principal piece"	"4.756"
"GO:0016471"	"vacuolar proton-transporting V-type ATPase complex"	"4.752"
"GO:1990393"	"3M complex"	"4.741"
