"GO.ID"	"GO.Term"	"zscore"	"obs"	"mean"	"std"
"GO:0010499"	"proteasomal ubiquitin-independent protein catabolic process"	"21.195"	"406"	"145.076"	"12.311"
"GO:0006096"	"glycolytic process"	"20.304"	"669"	"324.103"	"16.987"
"GO:0043312"	"neutrophil degranulation"	"19.615"	"2711"	"1888.016"	"41.958"
"GO:0043687"	"post-translational protein modification"	"19.479"	"2321"	"1514.398"	"41.409"
"GO:0061621"	"canonical glycolysis"	"19.174"	"673"	"337.796"	"17.483"
"GO:0010498"	"proteasomal protein catabolic process"	"18.593"	"513"	"228.706"	"15.291"
"GO:0006094"	"gluconeogenesis"	"17.743"	"600"	"301.662"	"16.815"
"GO:0016579"	"protein deubiquitination"	"17.113"	"2598"	"1701.88"	"52.365"
"GO:0042026"	"protein refolding"	"16.488"	"910"	"535.09"	"22.739"
"GO:0006986"	"response to unfolded protein"	"16.381"	"1207"	"746.781"	"28.095"
"GO:0006099"	"tricarboxylic acid cycle"	"15.63"	"422"	"201.507"	"14.107"
"GO:0043161"	"proteasome-mediated ubiquitin-dependent protein catabolic process"	"15.355"	"1336"	"869.081"	"30.409"
"GO:0006457"	"protein folding"	"14.706"	"1462"	"996.952"	"31.623"
"GO:0055114"	"oxidation-reduction process"	"14.656"	"1316"	"854.915"	"31.462"
"GO:0051603"	"proteolysis involved in cellular protein catabolic process"	"14.637"	"286"	"128.958"	"10.729"
"GO:0051085"	"chaperone mediated protein folding requiring cofactor"	"14.466"	"816"	"497.227"	"22.037"
"GO:0006541"	"glutamine metabolic process"	"13.482"	"237"	"111.066"	"9.341"
"GO:0007017"	"microtubule-based process"	"13.477"	"790"	"486.577"	"22.514"
"GO:0005975"	"carbohydrate metabolic process"	"13.331"	"465"	"266.222"	"14.911"
"GO:0006418"	"tRNA aminoacylation for protein translation"	"13.295"	"348"	"178.159"	"12.775"
"GO:0034620"	"cellular response to unfolded protein"	"13.151"	"653"	"400.111"	"19.229"
"GO:0043248"	"proteasome assembly"	"12.962"	"138"	"52.928"	"6.563"
"GO:0000226"	"microtubule cytoskeleton organization"	"12.346"	"1073"	"737.257"	"27.193"
"GO:1901800"	"positive regulation of proteasomal protein catabolic process"	"12.155"	"249"	"121.904"	"10.457"
"GO:0006048"	"UDP-N-acetylglucosamine biosynthetic process"	"12.14"	"107"	"37.863"	"5.695"
"GO:0006090"	"pyruvate metabolic process"	"12.029"	"172"	"74.589"	"8.098"
"GO:0006487"	"protein N-linked glycosylation"	"11.949"	"207"	"96.384"	"9.257"
"GO:0010950"	"positive regulation of endopeptidase activity"	"11.783"	"110"	"40.13"	"5.93"
"GO:0034605"	"cellular response to heat"	"11.755"	"955"	"649.899"	"25.955"
"GO:0006002"	"fructose 6-phosphate metabolic process"	"11.745"	"233"	"114.197"	"10.115"
"GO:0046034"	"ATP metabolic process"	"11.058"	"555"	"351.802"	"18.376"
"GO:0030433"	"ER-associated ubiquitin-dependent protein catabolic process"	"11.012"	"464"	"284.823"	"16.271"
"GO:0006511"	"ubiquitin-dependent protein catabolic process"	"10.971"	"1658"	"1227.145"	"39.272"
"GO:0006047"	"UDP-N-acetylglucosamine metabolic process"	"10.703"	"90"	"33.725"	"5.258"
"GO:0051131"	"chaperone-mediated protein complex assembly"	"10.394"	"420"	"264.483"	"14.962"
"GO:0006069"	"ethanol oxidation"	"10.393"	"160"	"75.644"	"8.116"
"GO:0045454"	"cell redox homeostasis"	"10.302"	"320"	"188.677"	"12.748"
"GO:0033572"	"transferrin transport"	"10.246"	"386"	"235.562"	"14.682"
"GO:0090084"	"negative regulation of inclusion body assembly"	"10.23"	"342"	"206.13"	"13.281"
"GO:0034314"	"Arp2/3 complex-mediated actin nucleation"	"10.228"	"204"	"101.63"	"10.009"
"GO:0070682"	"proteasome regulatory particle assembly"	"10.215"	"49"	"13.127"	"3.512"
"GO:0000278"	"mitotic cell cycle"	"10.177"	"1350"	"1018.996"	"32.523"
