"Pathway"	"Z-score"
"Proteasome"	"14.187"
"Steroid biosynthesis"	"13.231"
"HIF-1 signaling pathway"	"11.819"
"Central carbon metabolism in cancer"	"11.199"
"Glycolysis / Gluconeogenesis"	"11.13"
"Biosynthesis of unsaturated fatty acids"	"9.858"
"One carbon pool by folate"	"8.577"
"Pentose phosphate pathway"	"8.516"
"Antigen processing and presentation"	"8.104"
"Fructose and mannose metabolism"	"7.95"
"Epstein-Barr virus infection"	"7.683"
"Protein processing in endoplasmic reticulum"	"7.178"
"Glycine, serine and threonine metabolism"	"7.119"
"Cysteine and methionine metabolism"	"6.712"
"Galactose metabolism"	"6.592"
"Starch and sucrose metabolism"	"6.084"
"Terpenoid backbone biosynthesis"	"6.072"
"Glutathione metabolism"	"5.972"
"Ferroptosis"	"5.612"
"Cell cycle"	"5.112"
"Phagosome"	"5.107"
"Fatty acid biosynthesis"	"5.089"
"Valine, leucine and isoleucine biosynthesis"	"4.88"
"RNA degradation"	"4.811"
"AMPK signaling pathway"	"4.343"
"Selenocompound metabolism"	"4.302"
"DNA replication"	"4.239"
"Neomycin, kanamycin and gentamicin biosynthesis"	"4.125"
"Progesterone-mediated oocyte maturation"	"4.074"
"Pyruvate metabolism"	"4.068"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"4.049"
"Hepatitis C"	"4.022"
"Adipocytokine signaling pathway"	"3.937"
"Purine metabolism"	"3.916"
"Renal cell carcinoma"	"3.914"
"Vitamin B6 metabolism"	"3.853"
"B cell receptor signaling pathway"	"3.837"
"Carbohydrate digestion and absorption"	"3.782"
"PPAR signaling pathway"	"3.78"
"Thyroid hormone synthesis"	"3.701"
"Protein export"	"3.595"
"Amino sugar and nucleotide sugar metabolism"	"3.591"
"HTLV-I infection"	"3.419"
"Lysosome"	"3.339"
"Folate biosynthesis"	"3.336"
"Fatty acid elongation"	"3.324"
"Legionellosis"	"3.24"
"Nicotinate and nicotinamide metabolism"	"3.154"
"Endometrial cancer"	"3.129"
"Prostate cancer"	"3.005"
"Propanoate metabolism"	"2.997"
"Citrate cycle (TCA cycle)"	"2.982"
"Cytosolic DNA-sensing pathway"	"2.977"
"Porphyrin and chlorophyll metabolism"	"2.876"
"Insulin resistance"	"2.859"
"Non-alcoholic fatty liver disease (NAFLD)"	"2.855"
"Glucagon signaling pathway"	"2.854"
"mTOR signaling pathway"	"2.787"
"p53 signaling pathway"	"2.776"
"Synthesis and degradation of ketone bodies"	"2.756"
"Alanine, aspartate and glutamate metabolism"	"2.753"
"Prion diseases"	"2.738"
"Drug metabolism - other enzymes"	"2.707"
"Bile secretion"	"2.678"
"Cellular senescence"	"2.626"
"Thyroid hormone signaling pathway"	"2.515"
"Influenza A"	"2.452"
"Tight junction"	"2.421"
"Tuberculosis"	"2.347"
"Peroxisome"	"2.329"
"ErbB signaling pathway"	"2.266"
"Aminoacyl-tRNA biosynthesis"	"2.263"
"Colorectal cancer"	"2.253"
"Measles"	"2.249"
"Insulin signaling pathway"	"2.231"
"Thiamine metabolism"	"2.227"
"Type II diabetes mellitus"	"2.213"
"Nucleotide excision repair"	"2.205"
"Valine, leucine and isoleucine degradation"	"2.18"
"Apoptosis"	"2.166"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"2.158"
"Arginine and proline metabolism"	"2.118"
"IL-17 signaling pathway"	"2.099"
"Amyotrophic lateral sclerosis (ALS)"	"2.057"
"MicroRNAs in cancer"	"1.99"
"Phenylalanine metabolism"	"1.959"
"Pyrimidine metabolism"	"1.949"
"Pathogenic Escherichia coli infection"	"1.924"
"T cell receptor signaling pathway"	"1.909"
"Toll-like receptor signaling pathway"	"1.877"
"Pantothenate and CoA biosynthesis"	"1.79"
"Hepatocellular carcinoma"	"1.756"
"Toxoplasmosis"	"1.746"
"Arginine biosynthesis"	"1.723"
"Basal cell carcinoma"	"1.705"
"Leukocyte transendothelial migration"	"1.698"
"Shigellosis"	"1.635"
"Mitophagy - animal"	"1.631"
"Axon guidance"	"1.598"
"Oocyte meiosis"	"1.584"
"Neurotrophin signaling pathway"	"1.576"
"Fc epsilon RI signaling pathway"	"1.573"
"Non-small cell lung cancer"	"1.564"
"Mismatch repair"	"1.551"
"RIG-I-like receptor signaling pathway"	"1.548"
"Pentose and glucuronate interconversions"	"1.539"
"Chemokine signaling pathway"	"1.512"
"Kaposi's sarcoma-associated herpesvirus infection"	"1.496"
"Human papillomavirus infection"	"1.493"
"alpha-Linolenic acid metabolism"	"1.492"
"Prolactin signaling pathway"	"1.476"
"Glioma"	"1.469"
"Melanoma"	"1.457"
"Leishmaniasis"	"1.455"
"FoxO signaling pathway"	"1.425"
"Bacterial invasion of epithelial cells"	"1.424"
"Pancreatic cancer"	"1.398"
"Chronic myeloid leukemia"	"1.375"
"Fluid shear stress and atherosclerosis"	"1.332"
"Glyoxylate and dicarboxylate metabolism"	"1.332"
"Collecting duct acid secretion"	"1.329"
"Butanoate metabolism"	"1.295"
"Hepatitis B"	"1.246"
"Circadian rhythm"	"1.244"
"Gastric cancer"	"1.233"
"Breast cancer"	"1.21"
"RNA polymerase"	"1.201"
"Longevity regulating pathway"	"1.148"
"Rheumatoid arthritis"	"1.13"
"Cushing's syndrome"	"1.126"
"Base excision repair"	"1.124"
"Pathways in cancer"	"1.116"
"SNARE interactions in vesicular transport"	"1.094"
"Fc gamma R-mediated phagocytosis"	"1.088"
"Small cell lung cancer"	"1.063"
"Amoebiasis"	"1.024"
"Tyrosine metabolism"	"1.024"
"Inflammatory mediator regulation of TRP channels"	"1.004"
"Hematopoietic cell lineage"	"1.003"
"Primary immunodeficiency"	"0.997"
"Thyroid cancer"	"0.982"
"NOD-like receptor signaling pathway"	"0.979"
"Aldosterone-regulated sodium reabsorption"	"0.967"
"Alzheimer's disease"	"0.963"
"Endocytosis"	"0.944"
"Chagas disease (American trypanosomiasis)"	"0.921"
"Homologous recombination"	"0.894"
"Bladder cancer"	"0.867"
"TNF signaling pathway"	"0.825"
"Type I diabetes mellitus"	"0.822"
"Fatty acid degradation"	"0.82"
"Basal transcription factors"	"0.818"
"Herpes simplex infection"	"0.795"
"Transcriptional misregulation in cancer"	"0.781"
"Hedgehog signaling pathway"	"0.738"
"Sphingolipid metabolism"	"0.736"
"PI3K-Akt signaling pathway"	"0.727"
"Intestinal immune network for IgA production"	"0.725"
"Malaria"	"0.721"
"Ovarian steroidogenesis"	"0.712"
"Steroid hormone biosynthesis"	"0.712"
"Cholesterol metabolism"	"0.683"
"N-Glycan biosynthesis"	"0.676"
"Vibrio cholerae infection"	"0.643"
"Viral carcinogenesis"	"0.642"
"Fanconi anemia pathway"	"0.614"
"Osteoclast differentiation"	"0.613"
"Retinol metabolism"	"0.609"
"Regulation of lipolysis in adipocytes"	"0.583"
"Autophagy - animal"	"0.575"
"Rap1 signaling pathway"	"0.568"
"Regulation of actin cytoskeleton"	"0.566"
"Staphylococcus aureus infection"	"0.566"
"Natural killer cell mediated cytotoxicity"	"0.549"
"Oxidative phosphorylation"	"0.529"
"Lysine degradation"	"0.513"
"Viral myocarditis"	"0.506"
"Estrogen signaling pathway"	"0.498"
"VEGF signaling pathway"	"0.498"
"Arachidonic acid metabolism"	"0.48"
"Glycerolipid metabolism"	"0.472"
"Signaling pathways regulating pluripotency of stem cells"	"0.466"
"Longevity regulating pathway - multiple species"	"0.446"
"Cortisol synthesis and secretion"	"0.434"
"Wnt signaling pathway"	"0.43"
"Synaptic vesicle cycle"	"0.427"
"Acute myeloid leukemia"	"0.362"
"Epithelial cell signaling in Helicobacter pylori infection"	"0.359"
"Hippo signaling pathway"	"0.331"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"0.308"
"Inositol phosphate metabolism"	"0.296"
"Necroptosis"	"0.244"
"Pertussis"	"0.244"
"Jak-STAT signaling pathway"	"0.243"
"RNA transport"	"0.219"
"Cardiac muscle contraction"	"0.207"
"Complement and coagulation cascades"	"0.195"
"Hypertrophic cardiomyopathy (HCM)"	"0.15"
"Insulin secretion"	"0.117"
"Salmonella infection"	"0.108"
"Dilated cardiomyopathy (DCM)"	"0.078"
"Gap junction"	"0.078"
"mRNA surveillance pathway"	"0.073"
"Protein digestion and absorption"	"0.056"
"GnRH signaling pathway"	"0.05"
"Th1 and Th2 cell differentiation"	"0.037"
"Aldosterone synthesis and secretion"	"-0.005"
"Pancreatic secretion"	"-0.007"
"Phosphatidylinositol signaling system"	"-0.015"
"AGE-RAGE signaling pathway in diabetic complications"	"-0.026"
"Choline metabolism in cancer"	"-0.029"
"Proteoglycans in cancer"	"-0.044"
"Focal adhesion"	"-0.048"
"Melanogenesis"	"-0.051"
"cAMP signaling pathway"	"-0.057"
"C-type lectin receptor signaling pathway"	"-0.073"
"D-Arginine and D-ornithine metabolism"	"-0.095"
"Th17 cell differentiation"	"-0.105"
"Cholinergic synapse"	"-0.169"
"Lipoic acid metabolism"	"-0.176"
"Biotin metabolism"	"-0.182"
"Sphingolipid signaling pathway"	"-0.202"
"Caffeine metabolism"	"-0.222"
"D-Glutamine and D-glutamate metabolism"	"-0.224"
"Platelet activation"	"-0.226"
"Thermogenesis"	"-0.243"
"Phosphonate and phosphinate metabolism"	"-0.253"
"Riboflavin metabolism"	"-0.279"
"Ras signaling pathway"	"-0.28"
"Sulfur relay system"	"-0.287"
"Relaxin signaling pathway"	"-0.307"
"Dopaminergic synapse"	"-0.32"
"Sulfur metabolism"	"-0.325"
"Taurine and hypotaurine metabolism"	"-0.343"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"-0.345"
"Ubiquitin mediated proteolysis"	"-0.354"
"Non-homologous end-joining"	"-0.369"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"-0.377"
"Cell adhesion molecules (CAMs)"	"-0.392"
"Glycosphingolipid biosynthesis - ganglio series"	"-0.392"
"Phospholipase D signaling pathway"	"-0.409"
"Adrenergic signaling in cardiomyocytes"	"-0.413"
"Other glycan degradation"	"-0.413"
"Primary bile acid biosynthesis"	"-0.415"
"Ascorbate and aldarate metabolism"	"-0.416"
"Nitrogen metabolism"	"-0.426"
"Glycosaminoglycan degradation"	"-0.437"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-0.462"
"Oxytocin signaling pathway"	"-0.468"
"Other types of O-glycan biosynthesis"	"-0.475"
"Proximal tubule bicarbonate reclamation"	"-0.485"
"Renin-angiotensin system"	"-0.488"
"Histidine metabolism"	"-0.49"
"Mannose type O-glycan biosynthesis"	"-0.492"
"Vitamin digestion and absorption"	"-0.498"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-0.502"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-0.52"
"Maturity onset diabetes of the young"	"-0.522"
"cGMP-PKG signaling pathway"	"-0.536"
"Phototransduction"	"-0.543"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-0.545"
"Hippo signaling pathway - multiple species"	"-0.551"
"Linoleic acid metabolism"	"-0.553"
"Asthma"	"-0.558"
"Mucin type O-glycan biosynthesis"	"-0.568"
"beta-Alanine metabolism"	"-0.577"
"Apoptosis - multiple species"	"-0.58"
"Autophagy - other"	"-0.585"
"African trypanosomiasis"	"-0.595"
"Allograft rejection"	"-0.619"
"MAPK signaling pathway"	"-0.625"
"Tryptophan metabolism"	"-0.638"
"Nicotine addiction"	"-0.644"
"Fat digestion and absorption"	"-0.657"
"Graft-versus-host disease"	"-0.659"
"Calcium signaling pathway"	"-0.669"
"ABC transporters"	"-0.679"
"Vasopressin-regulated water reabsorption"	"-0.681"
"Endocrine and other factor-regulated calcium reabsorption"	"-0.696"
"Ether lipid metabolism"	"-0.704"
"Notch signaling pathway"	"-0.714"
"Cocaine addiction"	"-0.718"
"Autoimmune thyroid disease"	"-0.725"
"Mineral absorption"	"-0.736"
"Long-term depression"	"-0.786"
"Drug metabolism - cytochrome P450"	"-0.787"
"Metabolism of xenobiotics by cytochrome P450"	"-0.812"
"Inflammatory bowel disease (IBD)"	"-0.816"
"Renin secretion"	"-0.823"
"Long-term potentiation"	"-0.837"
"Amphetamine addiction"	"-0.854"
"Chemical carcinogenesis"	"-0.859"
"Adherens junction"	"-0.869"
"Gastric acid secretion"	"-0.892"
"Ribosome biogenesis in eukaryotes"	"-0.909"
"Taste transduction"	"-0.927"
"ECM-receptor interaction"	"-0.933"
"TGF-beta signaling pathway"	"-0.95"
"GABAergic synapse"	"-0.969"
"Salivary secretion"	"-0.979"
"Morphine addiction"	"-0.983"
"NF-kappa B signaling pathway"	"-1.003"
"Circadian entrainment"	"-1.012"
"Glycerophospholipid metabolism"	"-1.024"
"Cytokine-cytokine receptor interaction"	"-1.089"
"Glutamatergic synapse"	"-1.097"
"Serotonergic synapse"	"-1.103"
"Vascular smooth muscle contraction"	"-1.129"
"Systemic lupus erythematosus"	"-1.163"
"Spliceosome"	"-1.177"
"Ribosome"	"-1.178"
"Parkinson's disease"	"-1.199"
"Apelin signaling pathway"	"-1.203"
"Retrograde endocannabinoid signaling"	"-1.25"
"Alcoholism"	"-1.388"
"Huntington's disease"	"-1.416"
"Neuroactive ligand-receptor interaction"	"-1.722"
"Olfactory transduction"	"-2.122"
