"GO.ID"	"GO.Term"	"Z-score"
"GO:0010499"	"proteasomal ubiquitin-independent protein catabolic process"	"21.195"
"GO:0006096"	"glycolytic process"	"20.304"
"GO:0043312"	"neutrophil degranulation"	"19.615"
"GO:0043687"	"post-translational protein modification"	"19.479"
"GO:0061621"	"canonical glycolysis"	"19.174"
"GO:0010498"	"proteasomal protein catabolic process"	"18.593"
"GO:0006094"	"gluconeogenesis"	"17.743"
"GO:0016579"	"protein deubiquitination"	"17.113"
"GO:0042026"	"protein refolding"	"16.488"
"GO:0006986"	"response to unfolded protein"	"16.381"
"GO:0006099"	"tricarboxylic acid cycle"	"15.63"
"GO:0043161"	"proteasome-mediated ubiquitin-dependent protein catabolic process"	"15.355"
"GO:0006457"	"protein folding"	"14.706"
"GO:0055114"	"oxidation-reduction process"	"14.656"
"GO:0051603"	"proteolysis involved in cellular protein catabolic process"	"14.637"
"GO:0051085"	"chaperone mediated protein folding requiring cofactor"	"14.466"
"GO:0006541"	"glutamine metabolic process"	"13.482"
"GO:0007017"	"microtubule-based process"	"13.477"
"GO:0005975"	"carbohydrate metabolic process"	"13.331"
"GO:0006418"	"tRNA aminoacylation for protein translation"	"13.295"
"GO:0034620"	"cellular response to unfolded protein"	"13.151"
"GO:0043248"	"proteasome assembly"	"12.962"
"GO:0000226"	"microtubule cytoskeleton organization"	"12.346"
"GO:1901800"	"positive regulation of proteasomal protein catabolic process"	"12.155"
"GO:0006048"	"UDP-N-acetylglucosamine biosynthetic process"	"12.14"
"GO:0006090"	"pyruvate metabolic process"	"12.029"
"GO:0006487"	"protein N-linked glycosylation"	"11.949"
"GO:0010950"	"positive regulation of endopeptidase activity"	"11.783"
"GO:0034605"	"cellular response to heat"	"11.755"
"GO:0006002"	"fructose 6-phosphate metabolic process"	"11.745"
"GO:0046034"	"ATP metabolic process"	"11.058"
"GO:0030433"	"ER-associated ubiquitin-dependent protein catabolic process"	"11.012"
"GO:0006511"	"ubiquitin-dependent protein catabolic process"	"10.971"
"GO:0006047"	"UDP-N-acetylglucosamine metabolic process"	"10.703"
"GO:0002642"	"positive regulation of immunoglobulin biosynthetic process"	"10.687"
"GO:0051131"	"chaperone-mediated protein complex assembly"	"10.394"
"GO:0006069"	"ethanol oxidation"	"10.393"
"GO:0045454"	"cell redox homeostasis"	"10.302"
"GO:0033572"	"transferrin transport"	"10.246"
"GO:0090084"	"negative regulation of inclusion body assembly"	"10.23"
"GO:0034314"	"Arp2/3 complex-mediated actin nucleation"	"10.228"
"GO:0070682"	"proteasome regulatory particle assembly"	"10.215"
"GO:0000278"	"mitotic cell cycle"	"10.177"
"GO:0007339"	"binding of sperm to zona pellucida"	"10.1"
"GO:0032436"	"positive regulation of proteasomal ubiquitin-dependent protein catabolic process"	"9.961"
"GO:0015949"	"nucleobase-containing small molecule interconversion"	"9.508"
"GO:1904874"	"positive regulation of telomerase RNA localization to Cajal body"	"9.477"
"GO:0009408"	"response to heat"	"9.428"
"GO:0009298"	"GDP-mannose biosynthetic process"	"9.415"
"GO:1904851"	"positive regulation of establishment of protein localization to telomere"	"9.398"
"GO:0055085"	"transmembrane transport"	"9.394"
"GO:1904871"	"positive regulation of protein localization to Cajal body"	"9.391"
"GO:0015991"	"ATP hydrolysis coupled proton transport"	"9.207"
"GO:0034599"	"cellular response to oxidative stress"	"8.985"
"GO:0009263"	"deoxyribonucleotide biosynthetic process"	"8.696"
"GO:0046835"	"carbohydrate phosphorylation"	"8.687"
"GO:0030388"	"fructose 1,6-bisphosphate metabolic process"	"8.676"
"GO:0045899"	"positive regulation of RNA polymerase II transcriptional preinitiation complex assembly"	"8.642"
"GO:0022900"	"electron transport chain"	"8.596"
"GO:0016241"	"regulation of macroautophagy"	"8.586"
"GO:0006458"	"'de novo' protein folding"	"8.583"
"GO:0061136"	"regulation of proteasomal protein catabolic process"	"8.522"
"GO:0090131"	"mesenchyme migration"	"8.458"
"GO:1901998"	"toxin transport"	"8.437"
"GO:0034220"	"ion transmembrane transport"	"8.313"
"GO:0006103"	"2-oxoglutarate metabolic process"	"8.311"
"GO:0051156"	"glucose 6-phosphate metabolic process"	"8.274"
"GO:0070370"	"cellular heat acclimation"	"8.234"
"GO:0044210"	"'de novo' CTP biosynthetic process"	"8.135"
"GO:0006730"	"one-carbon metabolic process"	"8.092"
"GO:0035338"	"long-chain fatty-acyl-CoA biosynthetic process"	"7.987"
"GO:0005980"	"glycogen catabolic process"	"7.975"
"GO:0042176"	"regulation of protein catabolic process"	"7.944"
"GO:1900034"	"regulation of cellular response to heat"	"7.892"
"GO:0006241"	"CTP biosynthetic process"	"7.877"
"GO:0008637"	"apoptotic mitochondrial changes"	"7.82"
"GO:0035690"	"cellular response to drug"	"7.679"
"GO:0042098"	"T cell proliferation"	"7.617"
"GO:0009168"	"purine ribonucleoside monophosphate biosynthetic process"	"7.598"
"GO:0006086"	"acetyl-CoA biosynthetic process from pyruvate"	"7.588"
"GO:0006508"	"proteolysis"	"7.516"
"GO:0007010"	"cytoskeleton organization"	"7.455"
"GO:0006104"	"succinyl-CoA metabolic process"	"7.452"
"GO:0046716"	"muscle cell cellular homeostasis"	"7.423"
"GO:0050821"	"protein stabilization"	"7.422"
"GO:0097435"	"fibril organization"	"7.388"
"GO:0010043"	"response to zinc ion"	"7.369"
"GO:0031396"	"regulation of protein ubiquitination"	"7.363"
"GO:0006270"	"DNA replication initiation"	"7.292"
"GO:0006565"	"L-serine catabolic process"	"7.219"
"GO:0006414"	"translational elongation"	"7.198"
"GO:0006695"	"cholesterol biosynthetic process"	"7.153"
"GO:0006098"	"pentose-phosphate shunt"	"7.113"
"GO:0006734"	"NADH metabolic process"	"7.103"
"GO:0043456"	"regulation of pentose-phosphate shunt"	"7.088"
"GO:0036498"	"IRE1-mediated unfolded protein response"	"7.067"
"GO:0006007"	"glucose catabolic process"	"7.054"
"GO:1902254"	"negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator"	"7.026"
"GO:0070434"	"positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway"	"7.025"
"GO:1902600"	"hydrogen ion transmembrane transport"	"7.024"
