"ID"	"Pathway"	"zscore"	"obs"	"mean"	"std"
"hsa03050"	"Proteasome"	"31.533"	"1054"	"402.68"	"20.655"
"hsa00010"	"Glycolysis / Gluconeogenesis"	"25.354"	"1145"	"556.336"	"23.218"
"hsa00620"	"Pyruvate metabolism"	"17.457"	"511"	"243.002"	"15.352"
"hsa00520"	"Amino sugar and nucleotide sugar metabolism"	"17.063"	"417"	"192.535"	"13.155"
"hsa04141"	"Protein processing in endoplasmic reticulum"	"16.799"	"1945"	"1283.928"	"39.352"
"hsa04145"	"Phagosome"	"16.179"	"1502"	"989.821"	"31.657"
"hsa00020"	"Citrate cycle (TCA cycle)"	"15.809"	"462"	"225.583"	"14.955"
"hsa00260"	"Glycine, serine and threonine metabolism"	"14.995"	"379"	"183.498"	"13.038"
"hsa00270"	"Cysteine and methionine metabolism"	"14.477"	"391"	"194.861"	"13.548"
"hsa00051"	"Fructose and mannose metabolism"	"14.173"	"364"	"180.221"	"12.967"
"hsa00640"	"Propanoate metabolism"	"13.452"	"262"	"115.893"	"10.862"
"hsa00970"	"Aminoacyl-tRNA biosynthesis"	"13.399"	"339"	"170.208"	"12.598"
"hsa04612"	"Antigen processing and presentation"	"13.233"	"959"	"620.761"	"25.561"
"hsa00052"	"Galactose metabolism"	"13.012"	"315"	"160.105"	"11.904"
"hsa00250"	"Alanine, aspartate and glutamate metabolism"	"12.941"	"233"	"110.294"	"9.482"
"hsa00030"	"Pentose phosphate pathway"	"12.898"	"352"	"181.855"	"13.192"
"hsa05134"	"Legionellosis"	"12.549"	"974"	"650.941"	"25.745"
"hsa05130"	"Pathogenic Escherichia coli infection"	"12.409"	"1139"	"770.022"	"29.734"
"hsa00500"	"Starch and sucrose metabolism"	"11.365"	"274"	"146.737"	"11.198"
"hsa05230"	"Central carbon metabolism in cancer"	"11.318"	"897"	"615.141"	"24.904"
"hsa00280"	"Valine, leucine and isoleucine degradation"	"11.252"	"272"	"143.66"	"11.406"
"hsa04922"	"Glucagon signaling pathway"	"11.013"	"900"	"618.016"	"25.604"
"hsa04966"	"Collecting duct acid secretion"	"10.783"	"308"	"172.47"	"12.569"
"hsa00071"	"Fatty acid degradation"	"10.764"	"230"	"120.901"	"10.135"
"hsa05169"	"Epstein-Barr virus infection"	"10.7"	"2794"	"2153.655"	"59.843"
"hsa05110"	"Vibrio cholerae infection"	"10.501"	"622"	"407.311"	"20.445"
"hsa00380"	"Tryptophan metabolism"	"10.46"	"212"	"112.088"	"9.552"
"hsa00330"	"Arginine and proline metabolism"	"10.123"	"240"	"130.294"	"10.838"
"hsa00480"	"Glutathione metabolism"	"9.41"	"190"	"96.613"	"9.924"
"hsa00561"	"Glycerolipid metabolism"	"9.127"	"188"	"100.454"	"9.592"
"hsa00630"	"Glyoxylate and dicarboxylate metabolism"	"8.935"	"211"	"118.808"	"10.318"
"hsa04721"	"Synaptic vesicle cycle"	"8.525"	"547"	"379.667"	"19.63"
"hsa00220"	"Arginine biosynthesis"	"8.362"	"131"	"65.544"	"7.828"
"hsa00290"	"Valine, leucine and isoleucine biosynthesis"	"8.356"	"74"	"29.881"	"5.28"
"hsa04217"	"Necroptosis"	"8.237"	"1180"	"928.19"	"30.572"
"hsa03018"	"RNA degradation"	"7.967"	"752"	"558.857"	"24.243"
"hsa04146"	"Peroxisome"	"7.9"	"245"	"149.688"	"12.065"
"hsa04540"	"Gap junction"	"7.713"	"1127"	"880.609"	"31.946"
"hsa05145"	"Toxoplasmosis"	"7.385"	"1037"	"811.799"	"30.492"
