"GO.ID"	"GO.Term"	"Z-score"
"GO:0017159"	"pantetheine hydrolase activity"	"22.327"
"GO:0004298"	"threonine-type endopeptidase activity"	"21.145"
"GO:0004175"	"endopeptidase activity"	"20.654"
"GO:0005524"	"ATP binding"	"20.486"
"GO:0051082"	"unfolded protein binding"	"16.948"
"GO:0047734"	"CDP-glycerol diphosphatase activity"	"15.772"
"GO:0051087"	"chaperone binding"	"15.437"
"GO:0031072"	"heat shock protein binding"	"15.346"
"GO:0042623"	"ATPase activity, coupled"	"14.647"
"GO:0016887"	"ATPase activity"	"14.291"
"GO:0070628"	"proteasome binding"	"14.227"
"GO:0051787"	"misfolded protein binding"	"14.221"
"GO:0044183"	"protein binding involved in protein folding"	"13.682"
"GO:0051287"	"NAD binding"	"13.547"
"GO:0004082"	"bisphosphoglycerate mutase activity"	"13.069"
"GO:0005200"	"structural constituent of cytoskeleton"	"12.878"
"GO:0030170"	"pyridoxal phosphate binding"	"12.687"
"GO:0000016"	"lactase activity"	"12.398"
"GO:0004619"	"phosphoglycerate mutase activity"	"11.954"
"GO:0061133"	"endopeptidase activator activity"	"11.685"
"GO:0016787"	"hydrolase activity"	"11.183"
"GO:0005525"	"GTP binding"	"11.138"
"GO:0004360"	"glutamine-fructose-6-phosphate transaminase (isomerizing) activity"	"10.96"
"GO:0097367"	"carbohydrate derivative binding"	"10.96"
"GO:0050661"	"NADP binding"	"10.821"
"GO:0004459"	"L-lactate dehydrogenase activity"	"10.349"
"GO:0031593"	"polyubiquitin binding"	"10.111"
"GO:0004029"	"aldehyde dehydrogenase (NAD) activity"	"9.842"
"GO:0046961"	"proton-transporting ATPase activity, rotational mechanism"	"9.641"
"GO:0055131"	"C3HC4-type RING finger domain binding"	"9.598"
"GO:0031625"	"ubiquitin protein ligase binding"	"9.454"
"GO:0016208"	"AMP binding"	"9.321"
"GO:0001758"	"retinal dehydrogenase activity"	"9.299"
"GO:0030234"	"enzyme regulator activity"	"9.168"
"GO:0097718"	"disordered domain specific binding"	"8.941"
"GO:0048029"	"monosaccharide binding"	"8.864"
"GO:0004748"	"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor"	"8.696"
"GO:0003924"	"GTPase activity"	"8.601"
"GO:0000049"	"tRNA binding"	"8.483"
"GO:0034604"	"pyruvate dehydrogenase (NAD+) activity"	"8.468"
"GO:1990381"	"ubiquitin-specific protease binding"	"8.435"
"GO:0017042"	"glycosylceramidase activity"	"8.368"
"GO:0008553"	"hydrogen-exporting ATPase activity, phosphorylative mechanism"	"8.319"
"GO:0000287"	"magnesium ion binding"	"8.281"
"GO:0005536"	"glucose binding"	"8.237"
"GO:0031386"	"protein tag"	"8.237"
"GO:0008106"	"alcohol dehydrogenase (NADP+) activity"	"8.233"
"GO:0004032"	"alditol:NADP+ 1-oxidoreductase activity"	"8.147"
"GO:0003883"	"CTP synthase activity"	"8.135"
"GO:0030544"	"Hsp70 protein binding"	"8.124"
"GO:0003746"	"translation elongation factor activity"	"8.084"
"GO:0043531"	"ADP binding"	"8.009"
"GO:0009055"	"electron carrier activity"	"7.988"
"GO:0016491"	"oxidoreductase activity"	"7.756"
"GO:0004618"	"phosphoglycerate kinase activity"	"7.711"
"GO:0043022"	"ribosome binding"	"7.682"
"GO:0005198"	"structural molecule activity"	"7.659"
"GO:0070095"	"fructose-6-phosphate binding"	"7.612"
"GO:0051015"	"actin filament binding"	"7.505"
"GO:0003872"	"6-phosphofructokinase activity"	"7.504"
"GO:0004449"	"isocitrate dehydrogenase (NAD+) activity"	"7.468"
"GO:0048037"	"cofactor binding"	"7.389"
"GO:0042802"	"identical protein binding"	"7.355"
"GO:0004365"	"glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity"	"7.324"
"GO:0070061"	"fructose binding"	"7.301"
"GO:0005471"	"ATP:ADP antiporter activity"	"7.239"
"GO:0003941"	"L-serine ammonia-lyase activity"	"7.171"
"GO:0004615"	"phosphomannomutase activity"	"7.148"
"GO:0004303"	"estradiol 17-beta-dehydrogenase activity"	"7.121"
"GO:0001671"	"ATPase activator activity"	"7.058"
"GO:0015037"	"peptide disulfide oxidoreductase activity"	"7.054"
"GO:0008445"	"D-aspartate oxidase activity"	"6.996"
"GO:0004794"	"L-threonine ammonia-lyase activity"	"6.942"
"GO:0042803"	"protein homodimerization activity"	"6.832"
"GO:0000048"	"peptidyltransferase activity"	"6.812"
"GO:0036374"	"glutathione hydrolase activity"	"6.796"
"GO:0016836"	"hydro-lyase activity"	"6.793"
"GO:0004340"	"glucokinase activity"	"6.787"
"GO:0008865"	"fructokinase activity"	"6.787"
"GO:0019158"	"mannokinase activity"	"6.787"
"GO:0019888"	"protein phosphatase regulator activity"	"6.64"
"GO:0003987"	"acetate-CoA ligase activity"	"6.639"
"GO:0019899"	"enzyme binding"	"6.585"
"GO:0004467"	"long-chain fatty acid-CoA ligase activity"	"6.513"
"GO:0032051"	"clathrin light chain binding"	"6.513"
"GO:0004634"	"phosphopyruvate hydratase activity"	"6.489"
"GO:0004739"	"pyruvate dehydrogenase (acetyl-transferring) activity"	"6.467"
"GO:0002161"	"aminoacyl-tRNA editing activity"	"6.385"
"GO:0050660"	"flavin adenine dinucleotide binding"	"6.375"
"GO:0004616"	"phosphogluconate dehydrogenase (decarboxylating) activity"	"6.327"
"GO:0002951"	NA	"6.297"
"GO:0102391"	"decanoate--CoA ligase activity"	"6.21"
"GO:0004478"	"methionine adenosyltransferase activity"	"6.18"
"GO:0003688"	"DNA replication origin binding"	"6.174"
"GO:0015207"	"adenine transmembrane transporter activity"	"6.174"
"GO:0004030"	"aldehyde dehydrogenase [NAD(P)+] activity"	"6.167"
"GO:0036435"	"K48-linked polyubiquitin binding"	"6.15"
"GO:0023026"	"MHC class II protein complex binding"	"6.145"
"GO:0003743"	"translation initiation factor activity"	"6.133"
"GO:0019135"	"deoxyhypusine monooxygenase activity"	"6.132"
