"GO.ID"	"GO.Term"	"HMK"	"Background"
"GO:0007186"	"G-protein coupled receptor signaling pathway"	"-10.37"	"10.37"
"GO:0000398"	"mRNA splicing, via spliceosome"	"-8.347"	"8.347"
"GO:0006888"	"ER to Golgi vesicle-mediated transport"	"-7.182"	"7.182"
"GO:0015031"	"protein transport"	"-6.073"	"6.073"
"GO:0007218"	"neuropeptide signaling pathway"	"-6.049"	"6.049"
"GO:0031124"	"mRNA 3'-end processing"	"-5.947"	"5.947"
"GO:0006886"	"intracellular protein transport"	"-5.888"	"5.888"
"GO:0006368"	"transcription elongation from RNA polymerase II promoter"	"-5.738"	"5.738"
"GO:0006370"	"7-methylguanosine mRNA capping"	"-5.73"	"5.73"
"GO:0006406"	"mRNA export from nucleus"	"-5.661"	"5.661"
"GO:0006890"	"retrograde vesicle-mediated transport, Golgi to ER"	"-5.61"	"5.61"
"GO:0043928"	"exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay"	"-5.157"	"5.157"
"GO:0032482"	"Rab protein signal transduction"	"-5.152"	"5.152"
"GO:0008543"	"fibroblast growth factor receptor signaling pathway"	"-5.132"	"5.132"
"GO:0070126"	"mitochondrial translational termination"	"-5.069"	"5.069"
"GO:0070125"	"mitochondrial translational elongation"	"-5.059"	"5.059"
"GO:0042795"	"snRNA transcription from RNA polymerase II promoter"	"-5.049"	"5.049"
"GO:0007204"	"positive regulation of cytosolic calcium ion concentration"	"-5.033"	"5.033"
"GO:0007268"	"chemical synaptic transmission"	"-4.788"	"4.788"
"GO:0007188"	"adenylate cyclase-modulating G-protein coupled receptor signaling pathway"	"-4.757"	"4.757"
"GO:0006405"	"RNA export from nucleus"	"-4.724"	"4.724"
"GO:0007187"	"G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger"	"-4.724"	"4.724"
"GO:0007189"	"adenylate cyclase-activating G-protein coupled receptor signaling pathway"	"-4.683"	"4.683"
"GO:0051482"	"positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G-protein coupled signaling pathway"	"-4.639"	"4.639"
"GO:0060964"	"regulation of gene silencing by miRNA"	"-4.636"	"4.636"
"GO:0038096"	"Fc-gamma receptor signaling pathway involved in phagocytosis"	"-4.497"	"4.497"
"GO:0006369"	"termination of RNA polymerase II transcription"	"-4.462"	"4.462"
"GO:0007200"	"phospholipase C-activating G-protein coupled receptor signaling pathway"	"-4.46"	"4.46"
"GO:1902600"	"hydrogen ion transmembrane transport"	"-4.252"	"4.252"
"GO:0034220"	"ion transmembrane transport"	"-4.22"	"4.22"
"GO:0006891"	"intra-Golgi vesicle-mediated transport"	"-4.216"	"4.216"
"GO:0042147"	"retrograde transport, endosome to Golgi"	"-4.188"	"4.188"
"GO:0019722"	"calcium-mediated signaling"	"-4.186"	"4.186"
"GO:0046034"	"ATP metabolic process"	"-4.094"	"4.094"
"GO:0016192"	"vesicle-mediated transport"	"-4.047"	"4.047"
"GO:0051056"	"regulation of small GTPase mediated signal transduction"	"-3.994"	"3.994"
"GO:0042026"	"protein refolding"	"-3.866"	"3.866"
"GO:0048208"	"COPII vesicle coating"	"-3.86"	"3.86"
"GO:0006906"	"vesicle fusion"	"-3.822"	"3.822"
"GO:0015991"	"ATP hydrolysis coupled proton transport"	"-3.765"	"3.765"
"GO:0032543"	"mitochondrial translation"	"-3.752"	"3.752"
"GO:0007017"	"microtubule-based process"	"-3.686"	"3.686"
"GO:0007190"	"activation of adenylate cyclase activity"	"-3.656"	"3.656"
"GO:0016241"	"regulation of macroautophagy"	"-3.656"	"3.656"
"GO:0048013"	"ephrin receptor signaling pathway"	"-3.653"	"3.653"
"GO:0033572"	"transferrin transport"	"-3.634"	"3.634"
"GO:0039702"	"viral budding via host ESCRT complex"	"-3.624"	"3.624"
"GO:0016236"	"macroautophagy"	"-3.62"	"3.62"
"GO:0050900"	"leukocyte migration"	"-3.575"	"3.575"
"GO:0036092"	"phosphatidylinositol-3-phosphate biosynthetic process"	"-3.559"	"3.559"
"GO:0006986"	"response to unfolded protein"	"-3.533"	"3.533"
"GO:0007202"	"activation of phospholipase C activity"	"-3.51"	"3.51"
"GO:0035025"	"positive regulation of Rho protein signal transduction"	"-3.51"	"3.51"
"GO:0008202"	"steroid metabolic process"	"-3.463"	"3.463"
"GO:0005975"	"carbohydrate metabolic process"	"-3.443"	"3.443"
"GO:0006378"	"mRNA polyadenylation"	"-3.417"	"3.417"
"GO:0061621"	"canonical glycolysis"	"-3.375"	"3.375"
"GO:0097352"	"autophagosome maturation"	"-3.343"	"3.343"
"GO:0090503"	"RNA phosphodiester bond hydrolysis, exonucleolytic"	"-3.336"	"3.336"
"GO:0007166"	"cell surface receptor signaling pathway"	"-3.335"	"3.335"
"GO:0000045"	"autophagosome assembly"	"-3.333"	"3.333"
"GO:0006910"	"phagocytosis, recognition"	"-3.313"	"3.313"
"GO:0006096"	"glycolytic process"	"-3.268"	"3.268"
"GO:0006887"	"exocytosis"	"-3.25"	"3.25"
"GO:0019886"	"antigen processing and presentation of exogenous peptide antigen via MHC class II"	"-3.237"	"3.237"
"GO:0051085"	"chaperone mediated protein folding requiring cofactor"	"-3.224"	"3.224"
"GO:0030593"	"neutrophil chemotaxis"	"-3.198"	"3.198"
"GO:0016070"	"RNA metabolic process"	"-3.183"	"3.183"
"GO:0007080"	"mitotic metaphase plate congression"	"-3.163"	"3.163"
"GO:0036258"	"multivesicular body assembly"	"-3.156"	"3.156"
"GO:0030168"	"platelet activation"	"-3.149"	"3.149"
"GO:0051930"	"regulation of sensory perception of pain"	"-3.148"	"3.148"
"GO:0043001"	"Golgi to plasma membrane protein transport"	"-3.145"	"3.145"
"GO:0043410"	"positive regulation of MAPK cascade"	"-3.118"	"3.118"
"GO:0050871"	"positive regulation of B cell activation"	"-3.105"	"3.105"
"GO:0070098"	"chemokine-mediated signaling pathway"	"-3.016"	"3.016"
