Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0007219~Notch signaling pathway	13	30.952380952380953	1.9537366145398063E-17	ENSG00000168214, ENSG00000161021, ENSG00000136997, ENSG00000143801, ENSG00000204301, ENSG00000164683, ENSG00000162736, ENSG00000184916, ENSG00000151694, ENSG00000135547, ENSG00000101384, ENSG00000198719, ENSG00000148400	40	115	16792	47.455652173913045	1.7759465826166838E-14	1.7759465826166838E-14	3.049298367522354E-14
GOTERM_BP_DIRECT	GO:0016055~Wnt signaling pathway	13	30.952380952380953	7.726018111547387E-15	ENSG00000138795, ENSG00000115596, ENSG00000004975, ENSG00000103126, ENSG00000111186, ENSG00000140807, ENSG00000168036, ENSG00000081059, ENSG00000055130, ENSG00000104371, ENSG00000168646, ENSG00000125084, ENSG00000213923	40	187	16792	29.18395721925134	7.064349105689871E-12	3.5321745528449355E-12	1.2134737659152961E-11
GOTERM_BP_DIRECT	GO:0007220~Notch receptor processing	7	16.666666666666664	8.258024390400049E-13	ENSG00000143801, ENSG00000162736, ENSG00000204301, ENSG00000184916, ENSG00000151694, ENSG00000101384, ENSG00000198719	40	16	16792	183.6625	7.50637552116018E-10	2.50212517372006E-10	1.288846807057098E-9
GOTERM_BP_DIRECT	GO:0045893~positive regulation of transcription, DNA-templated	14	33.33333333333333	7.15810442806118E-11	ENSG00000136997, ENSG00000138795, ENSG00000204301, ENSG00000112033, ENSG00000157240, ENSG00000196591, ENSG00000115596, ENSG00000004975, ENSG00000103126, ENSG00000168036, ENSG00000185920, ENSG00000141510, ENSG00000125084, ENSG00000148400	40	515	16792	11.412038834951456	6.50671945212622E-8	1.6266799018893607E-8	1.1172031078032774E-7
GOTERM_BP_DIRECT	GO:0090090~negative regulation of canonical Wnt signaling pathway	10	23.809523809523807	1.012128052921625E-10	ENSG00000138795, ENSG00000107984, ENSG00000104371, ENSG00000157240, ENSG00000004975, ENSG00000103126, ENSG00000111186, ENSG00000140807, ENSG00000168646, ENSG00000148400	40	163	16792	25.754601226993863	9.20024454398316E-8	1.8400489798509057E-8	1.579681052632509E-7
GOTERM_BP_DIRECT	GO:0000122~negative regulation of transcription from RNA polymerase II promoter	15	35.714285714285715	3.487981481369142E-10	ENSG00000168214, ENSG00000136997, ENSG00000138795, ENSG00000112033, ENSG00000196591, ENSG00000164683, ENSG00000168036, ENSG00000196498, ENSG00000107984, ENSG00000081059, ENSG00000108840, ENSG00000185920, ENSG00000141510, ENSG00000135547, ENSG00000148400	40	720	16792	8.745833333333334	3.170574240929369E-7	5.2842911046901975E-8	5.443873352106721E-7
GOTERM_BP_DIRECT	GO:0060070~canonical Wnt signaling pathway	8	19.047619047619047	7.539255382905093E-10	ENSG00000136997, ENSG00000138795, ENSG00000081059, ENSG00000157240, ENSG00000004975, ENSG00000103126, ENSG00000168036, ENSG00000125084	40	83	16792	40.46265060240964	6.853181254706797E-7	9.790261812359091E-8	1.176690878068598E-6
GOTERM_BP_DIRECT	GO:1904886~beta-catenin destruction complex disassembly	6	14.285714285714285	1.324987848839447E-9	ENSG00000165879, ENSG00000157240, ENSG00000004975, ENSG00000103126, ENSG00000168036, ENSG00000125084	40	22	16792	114.4909090909091	1.2044132740030022E-6	1.5055173863132154E-7	2.0679775114551546E-6
GOTERM_BP_DIRECT	GO:0061314~Notch signaling involved in heart development	5	11.904761904761903	3.103443682500784E-9	ENSG00000168214, ENSG00000164683, ENSG00000135547, ENSG00000101384, ENSG00000148400	40	9	16792	233.22222222222223	2.8210263706140992E-6	3.134477675192926E-7	4.843705947443766E-6
GOTERM_BP_DIRECT	GO:0045892~negative regulation of transcription, DNA-templated	11	26.190476190476193	1.438002315283553E-7	ENSG00000168214, ENSG00000138795, ENSG00000108840, ENSG00000112033, ENSG00000141510, ENSG00000157240, ENSG00000196591, ENSG00000164683, ENSG00000135547, ENSG00000168036, ENSG00000148400	40	499	16792	9.254108216432867	1.3070587707453285E-4	1.3071356552263325E-5	2.2443626606083455E-4
GOTERM_BP_DIRECT	GO:0045944~positive regulation of transcription from RNA polymerase II promoter	14	33.33333333333333	1.6699209347855113E-7	ENSG00000168214, ENSG00000161021, ENSG00000136997, ENSG00000138795, ENSG00000108840, ENSG00000141510, ENSG00000196591, ENSG00000164683, ENSG00000135547, ENSG00000101384, ENSG00000168036, ENSG00000198719, ENSG00000148400, ENSG00000125084	40	981	16792	5.9910295616717635	1.5178430525020215E-4	1.3799525299673654E-5	2.6063292932754223E-4
GOTERM_BP_DIRECT	GO:0007221~positive regulation of transcription of Notch receptor target	4	9.523809523809524	4.028028813926295E-7	ENSG00000168214, ENSG00000161021, ENSG00000204301, ENSG00000148400	40	7	16792	239.8857142857143	3.660808689605055E-4	3.0511858913784273E-5	6.28673561198223E-4
GOTERM_BP_DIRECT	GO:0001934~positive regulation of protein phosphorylation	7	16.666666666666664	4.419767369070898E-7	ENSG00000118971, ENSG00000157240, ENSG00000004975, ENSG00000151694, ENSG00000103126, ENSG00000168646, ENSG00000125084	40	127	16792	23.138582677165353	4.016762490899328E-4	3.090390266480281E-5	6.898138580457847E-4
GOTERM_BP_DIRECT	GO:0045747~positive regulation of Notch signaling pathway	5	11.904761904761903	9.68313726634339E-7	ENSG00000184916, ENSG00000101384, ENSG00000198719, ENSG00000148400, ENSG00000125084	40	33	16792	63.6060606060606	8.798103433942384E-4	6.286928104926037E-5	0.0015112869164224385
GOTERM_BP_DIRECT	GO:0010718~positive regulation of epithelial to mesenchymal transition	5	11.904761904761903	9.68313726634339E-7	ENSG00000138795, ENSG00000196591, ENSG00000168036, ENSG00000168646, ENSG00000148400	40	33	16792	63.6060606060606	8.798103433942384E-4	6.286928104926037E-5	0.0015112869164224385
GOTERM_BP_DIRECT	GO:0003184~pulmonary valve morphogenesis	4	9.523809523809524	1.3743882076788758E-6	ENSG00000164683, ENSG00000135547, ENSG00000101384, ENSG00000148400	40	10	16792	167.92000000000002	0.0012485396642951674	8.328451427308536E-5	0.002145057638691661
GOTERM_BP_DIRECT	GO:0060411~cardiac septum morphogenesis	4	9.523809523809524	1.3743882076788758E-6	ENSG00000164683, ENSG00000135547, ENSG00000101384, ENSG00000148400	40	10	16792	167.92000000000002	0.0012485396642951674	8.328451427308536E-5	0.002145057638691661
GOTERM_BP_DIRECT	GO:0001658~branching involved in ureteric bud morphogenesis	5	11.904761904761903	2.6091971151142704E-6	ENSG00000136997, ENSG00000185920, ENSG00000115596, ENSG00000168036, ENSG00000125084	40	42	16792	49.976190476190474	0.0023689528636710033	1.4822421819660203E-4	0.004072232062934944
GOTERM_BP_DIRECT	GO:1904837~beta-catenin-TCF complex assembly	5	11.904761904761903	2.872012742230989E-6	ENSG00000136997, ENSG00000138795, ENSG00000081059, ENSG00000168036, ENSG00000168646	40	43	16792	48.81395348837209	0.002607258513649069	1.5355664024119253E-4	0.0044824056626868725
GOTERM_BP_DIRECT	GO:0034613~cellular protein localization	5	11.904761904761903	2.872012742230989E-6	ENSG00000141510, ENSG00000004975, ENSG00000168036, ENSG00000168646, ENSG00000213923	40	43	16792	48.81395348837209	0.002607258513649069	1.5355664024119253E-4	0.0044824056626868725
GOTERM_BP_DIRECT	GO:0042475~odontogenesis of dentin-containing tooth	5	11.904761904761903	7.779812714244428E-6	ENSG00000138795, ENSG00000184916, ENSG00000115596, ENSG00000196591, ENSG00000168036	40	55	16792	38.163636363636364	0.007046930383949879	3.928049022927649E-4	0.01214166848099163
GOTERM_BP_DIRECT	GO:0001709~cell fate determination	4	9.523809523809524	9.226349875197976E-6	ENSG00000204301, ENSG00000185920, ENSG00000101384, ENSG00000198719	40	18	16792	93.2888888888889	0.008351719709927208	4.413126311513249E-4	0.014399073868331946
GOTERM_BP_DIRECT	GO:0044336~canonical Wnt signaling pathway involved in negative regulation of apoptotic process	3	7.142857142857142	1.5745337264733162E-5	ENSG00000081059, ENSG00000168036, ENSG00000125084	40	3	16792	419.8	0.01421068556226679	7.15375209681901E-4	0.024571741062773267
