"GO.ID"	"GO.Term"	"zscore"
"GO:0000082"	"G1/S transition of mitotic cell cycle"	"27.477"
"GO:0051301"	"cell division"	"20.927"
"GO:0031145"	"anaphase-promoting complex-dependent catabolic process"	"20.684"
"GO:0006270"	"DNA replication initiation"	"20.307"
"GO:0006260"	"DNA replication"	"20.113"
"GO:0000070"	"mitotic sister chromatid segregation"	"19.237"
"GO:0000278"	"mitotic cell cycle"	"17.995"
"GO:0098963"	"dendritic transport of messenger ribonucleoprotein complex"	"17.494"
"GO:0007094"	"mitotic spindle assembly checkpoint"	"15.443"
"GO:0016202"	"regulation of striated muscle tissue development"	"14.982"
"GO:0040001"	"establishment of mitotic spindle localization"	"14.776"
"GO:0045143"	"homologous chromosome segregation"	"14.58"
"GO:0000079"	"regulation of cyclin-dependent protein serine/threonine kinase activity"	"14.483"
"GO:0000320"	"re-entry into mitotic cell cycle"	"14.434"
"GO:0000022"	"mitotic spindle elongation"	"14.249"
"GO:0006268"	"DNA unwinding involved in DNA replication"	"14.184"
"GO:0007059"	"chromosome segregation"	"13.955"
"GO:0007057"	"spindle assembly involved in female meiosis I"	"13.901"
"GO:0051310"	"metaphase plate congression"	"13.809"
"GO:2000816"	"negative regulation of mitotic sister chromatid separation"	"13.801"
"GO:0051983"	"regulation of chromosome segregation"	"13.589"
"GO:0045841"	"negative regulation of mitotic metaphase/anaphase transition"	"13.481"
"GO:0070345"	"negative regulation of fat cell proliferation"	"13.316"
"GO:0045737"	"positive regulation of cyclin-dependent protein serine/threonine kinase activity"	"13.165"
"GO:0007052"	"mitotic spindle organization"	"13.142"
"GO:0000727"	"double-strand break repair via break-induced replication"	"13.134"
"GO:0019049"	"evasion or tolerance of host defenses by virus"	"13.127"
"GO:0046602"	"regulation of mitotic centrosome separation"	"12.847"
"GO:0051256"	"mitotic spindle midzone assembly"	"12.033"
"GO:0000083"	"regulation of transcription involved in G1/S transition of mitotic cell cycle"	"12.023"
"GO:0007088"	"regulation of mitotic nuclear division"	"11.857"
"GO:0000281"	"mitotic cytokinesis"	"11.656"
"GO:0043988"	"histone H3-S28 phosphorylation"	"11.644"
"GO:0110032"	NA	"11.523"
"GO:0051383"	"kinetochore organization"	"11.511"
"GO:0007050"	"cell cycle arrest"	"11.487"
"GO:0010971"	"positive regulation of G2/M transition of mitotic cell cycle"	"11.236"
"GO:0044346"	"fibroblast apoptotic process"	"11.181"
"GO:0097681"	"double-strand break repair via alternative nonhomologous end joining"	"10.992"
"GO:1904668"	"positive regulation of ubiquitin protein ligase activity"	"10.969"
"GO:0032467"	"positive regulation of cytokinesis"	"10.949"
"GO:0040016"	"embryonic cleavage"	"10.79"
"GO:0008283"	"cell proliferation"	"10.789"
"GO:0055048"	"anastral spindle assembly"	"10.674"
"GO:1902365"	"positive regulation of protein localization to spindle pole body"	"10.674"
"GO:1902846"	"positive regulation of mitotic spindle elongation"	"10.674"
"GO:1905820"	NA	"10.674"
"GO:0035128"	"post-embryonic forelimb morphogenesis"	"10.552"
"GO:1901581"	"negative regulation of telomeric RNA transcription from RNA pol II promoter"	"10.552"
"GO:1901582"	"positive regulation of telomeric RNA transcription from RNA pol II promoter"	"10.552"
"GO:0072423"	"response to DNA damage checkpoint signaling"	"10.493"
"GO:0033316"	"meiotic spindle assembly checkpoint"	"10.435"
"GO:1903096"	"protein localization to meiotic spindle midzone"	"10.435"
"GO:0006281"	"DNA repair"	"10.385"
"GO:0007063"	"regulation of sister chromatid cohesion"	"10.321"
"GO:1901673"	"regulation of mitotic spindle assembly"	"10.279"
"GO:0006238"	"CMP salvage"	"10.265"
"GO:1902889"	"protein localization to spindle microtubule"	"10.265"
"GO:1990280"	"RNA localization to chromatin"	"10.265"
"GO:0031935"	"regulation of chromatin silencing"	"10.21"
"GO:0007018"	"microtubule-based movement"	"10.193"
"GO:0031938"	"regulation of chromatin silencing at telomere"	"10.104"
"GO:1902977"	"mitotic DNA replication preinitiation complex assembly"	"10.104"
"GO:1905775"	NA	"10.104"
"GO:0007344"	"pronuclear fusion"	"10.051"
"GO:0014038"	"regulation of Schwann cell differentiation"	"10.051"
"GO:0033979"	"box H/ACA snoRNA metabolic process"	"10.051"
"GO:0044772"	"mitotic cell cycle phase transition"	"10.047"
"GO:0086001"	"cardiac muscle cell action potential"	"10"
"GO:0099606"	"microtubule plus-end directed mitotic chromosome migration"	"9.949"
"GO:0099607"	"lateral attachment of mitotic spindle microtubules to kinetochore"	"9.949"
