"ID"	"Pathway"	"zscore"	"obs"	"mean"	"std"
"hsa04110"	"Cell cycle"	"35.262"	"3027"	"1330.929"	"48.099"
"hsa03440"	"Homologous recombination"	"21.003"	"567"	"246.955"	"15.238"
"hsa03030"	"DNA replication"	"19.291"	"686"	"318.495"	"19.05"
"hsa03460"	"Fanconi anemia pathway"	"18.906"	"555"	"262.897"	"15.45"
"hsa04115"	"p53 signaling pathway"	"17.88"	"764"	"407.258"	"19.952"
"hsa04114"	"Oocyte meiosis"	"15.187"	"1612"	"1057.349"	"36.521"
"hsa04914"	"Progesterone-mediated oocyte maturation"	"15.122"	"1132"	"705.173"	"28.225"
"hsa03430"	"Mismatch repair"	"15.029"	"453"	"219.649"	"15.527"
"hsa04218"	"Cellular senescence"	"14.16"	"1956"	"1347.606"	"42.966"
"hsa03420"	"Nucleotide excision repair"	"13.535"	"743"	"435.187"	"22.741"
"hsa05202"	"Transcriptional misregulation in cancer"	"13.094"	"1428"	"1012.87"	"31.703"
"hsa03410"	"Base excision repair"	"11.312"	"249"	"127.494"	"10.741"
"hsa05203"	"Viral carcinogenesis"	"10.077"	"2758"	"2090.876"	"66.206"
"hsa04120"	"Ubiquitin mediated proteolysis"	"9.864"	"1379"	"1024.032"	"35.986"
"hsa05166"	"HTLV-I infection"	"9.767"	"2199"	"1703.651"	"50.715"
"hsa03013"	"RNA transport"	"9.134"	"2191"	"1665.754"	"57.502"
"hsa05222"	"Small cell lung cancer"	"8.714"	"937"	"693.07"	"27.994"
"hsa05322"	"Systemic lupus erythematosus"	"8.306"	"1345"	"1033.465"	"37.509"
"hsa03450"	"Non-homologous end-joining"	"7.852"	"133"	"70.934"	"7.905"
"hsa05206"	"MicroRNAs in cancer"	"7.792"	"1378"	"1086.133"	"37.458"
"hsa04934"	"Cushing's syndrome"	"7.039"	"926"	"743.049"	"25.993"
"hsa05219"	"Bladder cancer"	"7.033"	"597"	"443.189"	"21.871"
"hsa03040"	"Spliceosome"	"6.714"	"2083"	"1676.545"	"60.539"
"hsa05161"	"Hepatitis B"	"6.455"	"1447"	"1185.706"	"40.476"
"hsa04330"	"Notch signaling pathway"	"6.157"	"397"	"298.119"	"16.06"
"hsa04350"	"TGF-beta signaling pathway"	"5.464"	"724"	"589.275"	"24.659"
"hsa05220"	"Chronic myeloid leukemia"	"5.316"	"971"	"796.814"	"32.764"
"hsa04068"	"FoxO signaling pathway"	"5.047"	"1286"	"1089.982"	"38.835"
"hsa05212"	"Pancreatic cancer"	"4.995"	"829"	"686.172"	"28.592"
"hsa05215"	"Prostate cancer"	"4.933"	"1069"	"899.773"	"34.304"
"hsa05165"	"Human papillomavirus infection"	"4.63"	"2083"	"1853.843"	"49.491"
"hsa05216"	"Thyroid cancer"	"4.468"	"488"	"393.699"	"21.104"
"hsa05224"	"Breast cancer"	"4.454"	"1117"	"968.209"	"33.404"
"hsa05168"	"Herpes simplex infection"	"4.419"	"1481"	"1300.903"	"40.755"
"hsa00565"	"Ether lipid metabolism"	"4.096"	"52"	"30.15"	"5.335"
"hsa05034"	"Alcoholism"	"4.08"	"1800"	"1589.241"	"51.662"
"hsa05226"	"Gastric cancer"	"3.918"	"1038"	"913.102"	"31.881"
"hsa05217"	"Basal cell carcinoma"	"3.216"	"280"	"233.925"	"14.328"
"hsa05218"	"Melanoma"	"3.183"	"579"	"507.914"	"22.333"
"hsa05223"	"Non-small cell lung cancer"	"3.036"	"650"	"570.727"	"26.115"
"hsa05225"	"Hepatocellular carcinoma"	"3.002"	"1164"	"1056.316"	"35.873"
"hsa05169"	"Epstein-Barr virus infection"	"2.99"	"2787"	"2540.897"	"82.308"
"hsa04310"	"Wnt signaling pathway"	"2.728"	"1020"	"932.139"	"32.205"
"hsa00750"	"Vitamin B6 metabolism"	"2.634"	"15"	"7.868"	"2.708"
"hsa03022"	"Basal transcription factors"	"2.439"	"451"	"398.019"	"21.723"
"hsa04137"	"Mitophagy - animal"	"2.368"	"632"	"571.969"	"25.346"
"hsa00430"	"Taurine and hypotaurine metabolism"	"2.359"	"9"	"3.912"	"2.157"
