goId	name	refNum	interestNum	interestGene	expect	ratio	pValue	FDR
GO:0000070	mitotic sister chromatid segregation	149	37	ATRX|1;BUB1|1;CDC6|1;CDC20|1;CDC27|1;CENPE|1;CENPF|1;HNRNPU|1;INCENP|1;KIF22|1;KPNB1|1;MAD2L1|1;NEK2|1;NUMA1|1;CHMP1A|1;PLK1|1;RAD21|1;TTK|1;HIRA|1;SMC1A|1;CUL3|1;PRC1|1;BUB3|1;AURKB|1;PTTG1|1;KIF23|1;ESPL1|1;SMC4|1;NDC80|1;TACC3|1;SMC2|1;KIF2C|1;PDS5B|1;KIF4A|1;FBXO5|1;RACGAP1|1;NUSAP1|1	2.051274847229051	18.037563347486646	0	0
GO:0000075	cell cycle checkpoint	208	30	CCND1|1;BRCA1|0;BUB1|1;CDK1|1;CDC6|1;CDC20|1;CDK2|0;CDKN1B|1;CENPF|1;CHEK1|1;FOXN3|1;MAPK14|1;E2F1|1;E2F4|1;H2AFX|1;HUS1|1;MAD2L1|1;PLK1|1;PML|1;RPA2|1;AURKA|1;TFDP1|1;TGFB1|1;TOP2A|1;TTK|1;CDC45|1;CUL4A|1;BUB3|1;AURKB|1;NDC80|1	2.863524618950622	10.476599293563579	0	0
GO:0000082	G1/S transition of mitotic cell cycle	230	38	CCND1|1;CDK1|1;CDC6|1;CDC25A|1;CDK2|0;CDK4|1;CDKN1B|1;CDKN2C|1;CDKN3|1;E2F1|1;E2F4|1;EZH2|1;GSPT1|1;MCM2|1;MCM3|1;MCM5|1;MCM6|1;MNAT1|1;MYC|1;NASP|1;ORC5|1;PML|1;POLE|1;PRIM2|1;RBL1|1;RPA2|1;AURKA|1;TFDP1|1;CUL5|1;CDC7|1;CDC45|1;CUL4A|1;CUL3|1;CUL1|1;DBF4|1;ORC6|1;POLA2|1;FBXO5|1	3.166397415185784	12.001020408163264	0	0
GO:0000086	G2/M transition of mitotic cell cycle	188	27	APP|0;CCND1|1;BRCA1|0;CCNA2|1;CDK1|1;CDC6|1;CDC25A|1;CDC25B|1;CDK2|0;CDK4|1;CENPF|1;FOXN3|1;HMMR|1;HUS1|1;NEK2|1;ODF2|1;PAFAH1B1|1;PLK1|1;RAD21|1;AURKA|1;CDC7|1;CUL1|1;CCNB2|1;AURKB|1;PLK4|1;TPX2|1;FBXO5|1	2.588185713282293	10.432018019973945	0	0
GO:0000226	microtubule cytoskeleton organization	497	46	ABL1|1;ATRX|1;BRCA1|0;BRCA2|1;CCNF|1;CDK1|1;CDC20|1;CDK2|0;CDKN1B|1;CENPA|1;CENPE|1;CHEK1|1;E2F4|1;EFNA5|1;HNRNPU|1;KIF11|1;KPNB1|1;STMN1|1;MYBL2|1;NEK2|1;NUMA1|1;ODF2|1;PAFAH1B1|1;CHMP1A|1;PLK1|1;STIL|1;SS18|1;AURKA|1;TTK|1;XPO1|1;SMC1A|1;PRC1|1;AURKB|1;KIF23|1;ESPL1|1;STAG1|1;NDC80|1;TACC3|1;PLK4|1;KIF2C|1;KATNA1|1;TPX2|1;KIF4A|1;FBXO5|1;RACGAP1|1;NUSAP1|1	6.842171805857976	6.723011538619471	0	0
GO:0000278	mitotic cell cycle	900	110	ABL1|1;APP|0;ATRX|1;CCND1|1;BRCA1|0;BRCA2|1;BUB1|1;CCNA2|1;CCNF|1;CDK1|1;CDC6|1;CDC20|1;CDC25A|1;CDC25B|1;CDC27|1;CDK2|0;CDK4|1;CDKN1B|1;CDKN2C|1;CDKN3|1;CENPA|1;CENPE|1;CENPF|1;CHEK1|1;FOXN3|1;CKS1B|1;CKS2|1;E2F1|1;E2F4|1;EGF|1;EGFR|0;EZH2|1;GSPT1|1;HMMR|1;HNRNPU|1;HUS1|1;INCENP|1;KIF11|1;KIF22|1;KPNB1|1;STMN1|1;MAD2L1|1;SMAD3|1;MCM2|1;MCM3|1;MCM5|1;MCM6|1;MEIS2|1;MKI67|1;MNAT1|1;MYBL2|1;MYC|1;NASP|1;NEK2|1;NUMA1|1;ODF2|1;ORC5|1;PAFAH1B1|1;CHMP1A|1;PLK1|1;PML|1;POLE|1;PRIM2|1;RAD21|1;RBL1|1;RPA2|1;STIL|1;AURKA|1;TFDP1|1;TGFB1|1;TOP2A|1;TTK|1;HIRA|1;CUL5|1;SMC1A|1;CDC7|1;CDC45|1;CUL4A|1;CUL3|1;CUL1|1;PRC1|1;CCNB2|1;BUB3|1;AURKB|1;NOLC1|1;PTTG1|1;KIF23|1;KIF20B|1;ESPL1|1;SMC4|1;STAG1|1;NDC80|1;PRMT5|1;TACC3|1;SMC2|1;PLK4|1;DBF4|1;KIF2C|1;UBE2C|1;TPX2|1;PDS5B|1;ORC6|1;POLA2|1;KIF4A|1;FBXO5|1;UBE2S|1;RACGAP1|1;NUSAP1|1;PBK|1;KIF15|1	12.390250755074806	8.877947845804988	0	0
GO:0000280	nuclear division	385	60	ATRX|1;CCND1|1;BRCA2|1;BUB1|1;CCNA2|1;CCNF|1;CDC6|1;CDC20|1;CDC25B|1;CDC27|1;CDKN1B|1;CENPE|1;CENPF|1;CHEK1|1;CKS2|1;EGF|1;HNRNPU|1;INCENP|1;KIF11|1;KIF22|1;KPNB1|1;MAD2L1|1;MKI67|1;MYBL2|1;NEK2|1;NUMA1|1;CHMP1A|1;PLK1|1;RAD21|1;RPA2|1;AURKA|1;TGFB1|1;TOP2A|1;TTK|1;HIRA|1;SMC1A|1;CUL3|1;PRC1|1;CCNB2|1;BUB3|1;AURKB|1;PTTG1|1;KIF23|1;KIF20B|1;ESPL1|1;SMC4|1;STAG1|1;NDC80|1;PRMT5|1;TACC3|1;SMC2|1;KIF2C|1;UBE2C|1;TPX2|1;PDS5B|1;KIF4A|1;FBXO5|1;UBE2S|1;RACGAP1|1;NUSAP1|1	5.300273934115333	11.320169626292076	0	0
GO:0000819	sister chromatid segregation	174	40	ATRX|1;BUB1|1;CDC6|1;CDC20|1;CDC27|1;CENPE|1;CENPF|1;HNRNPU|1;INCENP|1;KIF22|1;KPNB1|1;MAD2L1|1;NEK2|1;NUMA1|1;CHMP1A|1;PLK1|1;RAD21|1;SFPQ|1;TOP2A|1;TTK|1;HIRA|1;SMC1A|1;CUL3|1;PRC1|1;BUB3|1;AURKB|1;PTTG1|1;KIF23|1;ESPL1|1;SMC4|1;NDC80|1;TACC3|1;SMC2|1;CTCF|1;KIF2C|1;PDS5B|1;KIF4A|1;FBXO5|1;RACGAP1|1;NUSAP1|1	2.3954484793144624	16.69833450621628	0	0
GO:0006139	nucleobase-containing compound metabolic process	5102	133	ABL1|1;AMD1|1;BIRC5|1;APP|0;ATRX|1;BARD1|1;CCND1|1;BCL3|1;BRCA1|0;BRCA2|1;CCNA2|1;CCNT1|1;CDK1|1;CDC6|1;CDK2|0;CDK4|1;CDKN1B|1;CENPF|1;CHEK1|1;FOXN3|1;CKS1B|1;CKS2|1;MAPK14|1;DKC1|1;DR1|1;E2F1|1;E2F2|1;E2F3|1;E2F4|1;EGF|1;EGFR|0;ELAVL1|0;EWSR1|1;EZH2|1;FANCC|1;GSPT1|1;H2AFX|1;H2AFZ|1;HIF1A|1;HMGB3|1;HMGA1|1;HNRNPD|1;HNRNPU|1;HOXC10|1;HSPA8|1;HUS1|1;ILF3|1;KIF22|1;KPNB1|1;KPNA2|1;LIG3|1;SMAD3|1;MCM2|1;MCM3|1;MCM5|1;MCM6|1;MEIS1|1;MEIS2|1;MNAT1|1;MYBL2|1;MYC|1;NASP|1;NCL|1;NEK2|1;NOTCH2|1;NTRK1|0;NUMA1|1;NUP98|1;ORC5|1;CHMP1A|1;PLK1|1;PML|1;POLE|1;PRIM2|1;PURA|1;RAD21|1;RAD23B|1;ARID4A|1;RBL1|1;UPF1|1;RPA2|1;SFPQ|1;SRSF1|1;SRSF2|1;TRA2B|1;SMARCC1|1;SNRPD1|1;SS18|1;SUV39H1|1;TFDP1|1;TGFB1|1;TLE3|1;TMPO|1;TOP1|1;TOP2A|1;HIRA|1;UCK2|1;WRN|1;XPO1|1;TRIM25|0;SMC1A|1;CDC7|1;CDC45|1;CUL4A|1;CUL3|1;SAP30|1;PRPF4B|1;EXO1|1;AURKB|1;NOLC1|1;PTTG1|1;RPS6KA5|1;EFTUD2|0;CASP8AP2|1;CHAF1A|1;G3BP1|1;DDX39A|1;STAG1|1;TRAIP|1;PRMT5|1;SYNCRIP|1;CTCF|1;SRSF10|1;DBF4|1;CBX1|1;MTF2|1;PDS5B|1;ORC6|1;POLA2|1;FBXO5|1;GINS2|1;YTHDC1|1;EGLN3|0	70.23895483599074	1.893536148289186	0	0
GO:0006259	DNA metabolic process	900	66	ABL1|1;ATRX|1;BARD1|1;BRCA1|0;BRCA2|1;CCNA2|1;CDK1|1;CDC6|1;CDK2|0;CENPF|1;CHEK1|1;DKC1|1;EGFR|0;EZH2|1;FANCC|1;H2AFX|1;HMGB3|1;HMGA1|1;HNRNPD|1;HNRNPU|1;HUS1|1;KIF22|1;KPNB1|1;KPNA2|1;LIG3|1;MCM2|1;MCM3|1;MCM5|1;MCM6|1;MNAT1|1;MYC|1;NASP|1;NEK2|1;NUP98|1;ORC5|1;PML|1;POLE|1;PRIM2|1;PURA|1;RAD21|1;RAD23B|1;UPF1|1;RPA2|1;SFPQ|1;TFDP1|1;TGFB1|1;TOP1|1;TOP2A|1;WRN|1;TRIM25|0;SMC1A|1;CDC7|1;CDC45|1;CUL4A|1;EXO1|1;AURKB|1;PTTG1|1;CHAF1A|1;PRMT5|1;CTCF|1;DBF4|1;PDS5B|1;ORC6|1;POLA2|1;FBXO5|1;GINS2|1	12.390250755074806	5.326768707482993	0	0
