"GO.ID"	"GO.Term"	"HMK"	"Background"
"GO:0008134"	"transcription factor binding"	"23.409"	"-23.409"
"GO:0000978"	"RNA polymerase II core promoter proximal region sequence-specific DNA binding"	"23.401"	"-23.401"
"GO:0001077"	"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding"	"21.684"	"-21.684"
"GO:0004930"	"G-protein coupled receptor activity"	"20.135"	"-20.135"
"GO:0003700"	"transcription factor activity, sequence-specific DNA binding"	"19.442"	"-19.442"
"GO:0005164"	"tumor necrosis factor receptor binding"	"18.061"	"-18.061"
"GO:0008009"	"chemokine activity"	"17.646"	"-17.646"
"GO:0000977"	"RNA polymerase II regulatory region sequence-specific DNA binding"	"17.076"	"-17.076"
"GO:0005125"	"cytokine activity"	"16.808"	"-16.808"
"GO:0000980"	"RNA polymerase II distal enhancer sequence-specific DNA binding"	"16.267"	"-16.267"
"GO:0044212"	"transcription regulatory region DNA binding"	"14.978"	"-14.978"
"GO:0001085"	"RNA polymerase II transcription factor binding"	"14.638"	"-14.638"
"GO:0033038"	"bitter taste receptor activity"	"14.274"	"-14.274"
"GO:0001228"	"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding"	"13.547"	"-13.547"
"GO:0003713"	"transcription coactivator activity"	"13.414"	"-13.414"
"GO:0051059"	"NF-kappaB binding"	"13.404"	"-13.404"
"GO:0001078"	"transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding"	"13.297"	"-13.297"
"GO:0003705"	"transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding"	"13.146"	"-13.146"
"GO:0043565"	"sequence-specific DNA binding"	"12.958"	"-12.958"
"GO:0019955"	"cytokine binding"	"12.927"	"-12.927"
"GO:0019957"	"C-C chemokine binding"	"12.918"	"-12.918"
"GO:0004896"	"cytokine receptor activity"	"12.781"	"-12.781"
"GO:0016493"	"C-C chemokine receptor activity"	"12.365"	"-12.365"
"GO:0019956"	"chemokine binding"	"12.276"	"-12.276"
