geneSet	description	link	C	O	E	R	pValue	FDR	overlapId	userId
hsa04510	Focal adhesion	http://www.kegg.jp/kegg-bin/show_pathway?hsa04510+10398+1277+1278+1282+1284+1292+1293+1311+2316+2335+284217+3371+3673+3678+3685+3688+3690+3693+3725+3908+3909+3915+3918+4638+5159+6696+7057+7058+7422+7424	190	30	3.9132791327913283	7.666204986149584	0	0	10398;1277;1278;1282;1284;1292;1293;1311;2316;2335;284217;3371;3673;3678;3685;3688;3690;3693;3725;3908;3909;3915;3918;4638;5159;6696;7057;7058;7422;7424	ENSG00000108821;ENSG00000164692;ENSG00000187498;ENSG00000134871;ENSG00000142173;ENSG00000163359;ENSG00000105664;ENSG00000196924;ENSG00000115414;ENSG00000164171;ENSG00000161638;ENSG00000138448;ENSG00000150093;ENSG00000259207;ENSG00000082781;ENSG00000177606;ENSG00000101680;ENSG00000196569;ENSG00000053747;ENSG00000135862;ENSG00000058085;ENSG00000101335;ENSG00000065534;ENSG00000113721;ENSG00000118785;ENSG00000137801;ENSG00000186340;ENSG00000041982;ENSG00000112715;ENSG00000150630
hsa04512	ECM-receptor interaction	http://www.kegg.jp/kegg-bin/show_pathway?hsa04512+1277+1278+1282+1284+1292+1293+1311+2335+284217+3371+3673+3678+3685+3688+3690+3693+3908+3909+3915+3918+6382+6385+6696+7057+7058+960	81	26	1.6682926829268294	15.584795321637426	0	0	1277;1278;1282;1284;1292;1293;1311;2335;284217;3371;3673;3678;3685;3688;3690;3693;3908;3909;3915;3918;6382;6385;6696;7057;7058;960	ENSG00000026508;ENSG00000108821;ENSG00000164692;ENSG00000187498;ENSG00000134871;ENSG00000142173;ENSG00000163359;ENSG00000105664;ENSG00000115414;ENSG00000164171;ENSG00000161638;ENSG00000138448;ENSG00000150093;ENSG00000259207;ENSG00000082781;ENSG00000101680;ENSG00000196569;ENSG00000053747;ENSG00000135862;ENSG00000058085;ENSG00000115884;ENSG00000124145;ENSG00000118785;ENSG00000137801;ENSG00000186340;ENSG00000041982
hsa05205	Proteoglycans in cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05205+1634+2247+2316+2335+2817+355+3673+3678+3685+3688+3690+3693+4060+4313+5329+6382+6385+7040+7057+7078+7422+7474+8325+960	183	24	3.769105691056911	6.36755823986195	1.3722356584366935e-13	1.3630874207137822e-11	1634;2247;2316;2335;2817;355;3673;3678;3685;3688;3690;3693;4060;4313;5329;6382;6385;7040;7057;7078;7422;7474;8325;960	ENSG00000026508;ENSG00000011465;ENSG00000026103;ENSG00000138685;ENSG00000196924;ENSG00000115414;ENSG00000177283;ENSG00000063660;ENSG00000164171;ENSG00000161638;ENSG00000138448;ENSG00000150093;ENSG00000259207;ENSG00000082781;ENSG00000139329;ENSG00000087245;ENSG00000011422;ENSG00000115884;ENSG00000124145;ENSG00000105329;ENSG00000137801;ENSG00000100234;ENSG00000112715;ENSG00000114251
hsa05165	Human papillomavirus infection	http://www.kegg.jp/kegg-bin/show_pathway?hsa05165+1277+1278+1282+1284+1292+1293+1311+2335+284217+3371+355+3673+3678+3685+3688+3690+3693+3908+3909+3915+3918+4853+5159+6696+7057+7058+7422+7474+8325	302	29	6.220054200542006	4.662338794004879	9.674483436583614e-13	7.2074901602547925e-11	1277;1278;1282;1284;1292;1293;1311;2335;284217;3371;355;3673;3678;3685;3688;3690;3693;3908;3909;3915;3918;4853;5159;6696;7057;7058;7422;7474;8325	ENSG00000108821;ENSG00000164692;ENSG00000187498;ENSG00000134871;ENSG00000142173;ENSG00000163359;ENSG00000105664;ENSG00000026103;ENSG00000115414;ENSG00000177283;ENSG00000164171;ENSG00000161638;ENSG00000138448;ENSG00000150093;ENSG00000259207;ENSG00000082781;ENSG00000101680;ENSG00000196569;ENSG00000053747;ENSG00000135862;ENSG00000058085;ENSG00000134250;ENSG00000113721;ENSG00000118785;ENSG00000137801;ENSG00000186340;ENSG00000041982;ENSG00000112715;ENSG00000114251
hsa04151	PI3K-Akt signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04151+1277+1278+1282+1284+1292+1293+1311+2247+2335+284217+3371+3569+3673+3678+3685+3688+3690+3693+374+3908+3909+3915+3918+5159+627+6696+7057+7058+7422+7424	333	30	6.858536585365854	4.374110953058321	1.9242385462803213e-12	1.1468461735830716e-10	1277;1278;1282;1284;1292;1293;1311;2247;2335;284217;3371;3569;3673;3678;3685;3688;3690;3693;374;3908;3909;3915;3918;5159;627;6696;7057;7058;7422;7424	ENSG00000109321;ENSG00000176697;ENSG00000108821;ENSG00000164692;ENSG00000187498;ENSG00000134871;ENSG00000142173;ENSG00000163359;ENSG00000105664;ENSG00000138685;ENSG00000115414;ENSG00000136244;ENSG00000164171;ENSG00000161638;ENSG00000138448;ENSG00000150093;ENSG00000259207;ENSG00000082781;ENSG00000101680;ENSG00000196569;ENSG00000053747;ENSG00000135862;ENSG00000058085;ENSG00000113721;ENSG00000118785;ENSG00000137801;ENSG00000186340;ENSG00000041982;ENSG00000112715;ENSG00000150630
hsa05410	Hypertrophic cardiomyopathy (HCM)	http://www.kegg.jp/kegg-bin/show_pathway?hsa05410+3569+3673+3678+3685+3688+3690+3693+3908+6443+6444+6445+7040+7168+7169+7171	77	15	1.5859078590785909	9.458304853041694	2.4346857863122295e-11	1.1880696426658233e-9	3569;3673;3678;3685;3688;3690;3693;3908;6443;6444;6445;7040;7168;7169;7171	ENSG00000136244;ENSG00000164171;ENSG00000161638;ENSG00000138448;ENSG00000150093;ENSG00000259207;ENSG00000082781;ENSG00000196569;ENSG00000163069;ENSG00000170624;ENSG00000102683;ENSG00000105329;ENSG00000140416;ENSG00000198467;ENSG00000167460
hsa04974	Protein digestion and absorption	http://www.kegg.jp/kegg-bin/show_pathway?hsa04974+1277+1278+1281+1282+1284+1289+1290+1292+1293+1294+1301+2006+50509+5645	65	14	1.3387533875338755	10.457489878542509	2.790767617000256e-11	1.1880696426658233e-9	1277;1278;1281;1282;1284;1289;1290;1292;1293;1294;1301;2006;50509;5645	ENSG00000060718;ENSG00000108821;ENSG00000164692;ENSG00000168542;ENSG00000187498;ENSG00000134871;ENSG00000130635;ENSG00000204262;ENSG00000080573;ENSG00000142173;ENSG00000163359;ENSG00000114270;ENSG00000049540;ENSG00000275896;ENSG00000282049
hsa05414	Dilated cardiomyopathy (DCM)	http://www.kegg.jp/kegg-bin/show_pathway?hsa05414+3673+3678+3685+3688+3690+3693+3908+6443+6444+6445+7040+7168+7169+7171	83	14	1.7094850948509486	8.189600507292328	8.888965119524528e-10	3.3111395070228866e-8	3673;3678;3685;3688;3690;3693;3908;6443;6444;6445;7040;7168;7169;7171	ENSG00000164171;ENSG00000161638;ENSG00000138448;ENSG00000150093;ENSG00000259207;ENSG00000082781;ENSG00000196569;ENSG00000163069;ENSG00000170624;ENSG00000102683;ENSG00000105329;ENSG00000140416;ENSG00000198467;ENSG00000167460
hsa05146	Amoebiasis	http://www.kegg.jp/kegg-bin/show_pathway?hsa05146+1277+1278+1281+1282+1284+2335+284217+2919+3569+3908+3909+3915+3918+7040	92	14	1.8948509485094853	7.388443935926772	3.6286276205999e-9	1.2014789232653004e-7	1277;1278;1281;1282;1284;2335;284217;2919;3569;3908;3909;3915;3918;7040	ENSG00000108821;ENSG00000164692;ENSG00000168542;ENSG00000187498;ENSG00000134871;ENSG00000163739;ENSG00000115414;ENSG00000136244;ENSG00000101680;ENSG00000196569;ENSG00000053747;ENSG00000135862;ENSG00000058085;ENSG00000105329
hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)	http://www.kegg.jp/kegg-bin/show_pathway?hsa05412+1000+2697+3673+3678+3685+3688+3690+3693+3908+6443+6444+6445	66	12	1.359349593495935	8.82775119617225	6.2894853769535075e-9	1.8742666423321453e-7	1000;2697;3673;3678;3685;3688;3690;3693;3908;6443;6444;6445	ENSG00000170558;ENSG00000152661;ENSG00000164171;ENSG00000161638;ENSG00000138448;ENSG00000150093;ENSG00000259207;ENSG00000082781;ENSG00000196569;ENSG00000163069;ENSG00000170624;ENSG00000102683
hsa04933	AGE-RAGE signaling pathway in diabetic complications	http://www.kegg.jp/kegg-bin/show_pathway?hsa04933+1277+1278+1281+1282+1284+2335+3569+3725+4313+5054+7040+7412+7422+7424	97	14	1.9978319783197833	7.007596310363537	7.391737777417973e-9	2.002488961518687e-7	1277;1278;1281;1282;1284;2335;3569;3725;4313;5054;7040;7412;7422;7424	ENSG00000108821;ENSG00000164692;ENSG00000168542;ENSG00000187498;ENSG00000134871;ENSG00000115414;ENSG00000136244;ENSG00000177606;ENSG00000087245;ENSG00000106366;ENSG00000105329;ENSG00000162692;ENSG00000112715;ENSG00000150630
hsa05222	Small cell lung cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05222+1282+1284+1647+2335+284217+3673+3685+3688+3908+3909+3915+3918+4616	93	13	1.9154471544715448	6.786926994906621	3.926747216276283e-8	9.751422253752768e-7	1282;1284;1647;2335;284217;3673;3685;3688;3908;3909;3915;3918;4616	ENSG00000187498;ENSG00000134871;ENSG00000115414;ENSG00000116717;ENSG00000099860;ENSG00000164171;ENSG00000138448;ENSG00000150093;ENSG00000101680;ENSG00000196569;ENSG00000053747;ENSG00000135862;ENSG00000058085
