"ID"	"Pathway"	"zscore"	"obs"	"mean"	"std"
"hsa04360"	"Axon guidance"	"12.106"	"214"	"100.391"	"9.384"
"hsa04630"	"Jak-STAT signaling pathway"	"10.459"	"152"	"69.022"	"7.933"
"hsa04664"	"Fc epsilon RI signaling pathway"	"8.682"	"117"	"56.569"	"6.96"
"hsa04072"	"Phospholipase D signaling pathway"	"6.949"	"160"	"95.467"	"9.287"
"hsa04650"	"Natural killer cell mediated cytotoxicity"	"6.919"	"125"	"70.615"	"7.861"
"hsa04917"	"Prolactin signaling pathway"	"6.868"	"117"	"67.444"	"7.215"
"hsa04666"	"Fc gamma R-mediated phagocytosis"	"6.591"	"120"	"69.298"	"7.692"
"hsa04380"	"Osteoclast differentiation"	"6.472"	"149"	"92.34"	"8.754"
"hsa04062"	"Chemokine signaling pathway"	"6.379"	"222"	"150.126"	"11.268"
"hsa00531"	"Glycosaminoglycan degradation"	"6.311"	"9"	"1.419"	"1.201"
"hsa04060"	"Cytokine-cytokine receptor interaction"	"6.254"	"135"	"80.867"	"8.656"
"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"6.185"	"135"	"84.346"	"8.189"
"hsa04012"	"ErbB signaling pathway"	"5.961"	"142"	"89.452"	"8.815"
"hsa04015"	"Rap1 signaling pathway"	"5.942"	"200"	"133.995"	"11.108"
"hsa04662"	"B cell receptor signaling pathway"	"5.855"	"112"	"67.92"	"7.528"
"hsa05200"	"Pathways in cancer"	"5.833"	"474"	"372.091"	"17.473"
"hsa00563"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"5.805"	"13"	"2.998"	"1.723"
"hsa04611"	"Platelet activation"	"5.761"	"139"	"88.098"	"8.835"
"hsa04510"	"Focal adhesion"	"5.688"	"206"	"141.523"	"11.336"
"hsa04810"	"Regulation of actin cytoskeleton"	"5.635"	"210"	"145.604"	"11.428"
"hsa04151"	"PI3K-Akt signaling pathway"	"5.616"	"332"	"252.478"	"14.16"
"hsa04660"	"T cell receptor signaling pathway"	"5.596"	"143"	"92.897"	"8.954"
"hsa04080"	"Neuroactive ligand-receptor interaction"	"5.406"	"230"	"161.937"	"12.591"
"hsa04014"	"Ras signaling pathway"	"5.352"	"206"	"145.442"	"11.314"
"hsa04658"	"Th1 and Th2 cell differentiation"	"5.287"	"103"	"63.817"	"7.411"
"hsa05205"	"Proteoglycans in cancer"	"5.231"	"236"	"172.111"	"12.214"
"hsa04670"	"Leukocyte transendothelial migration"	"4.811"	"111"	"72.93"	"7.913"
"hsa05221"	"Acute myeloid leukemia"	"4.782"	"97"	"62.156"	"7.286"
"hsa04659"	"Th17 cell differentiation"	"4.764"	"131"	"88.972"	"8.821"
"hsa05161"	"Hepatitis B"	"4.659"	"190"	"140.555"	"10.613"
"hsa05223"	"Non-small cell lung cancer"	"4.625"	"103"	"67.675"	"7.638"
"hsa05225"	"Hepatocellular carcinoma"	"4.224"	"171"	"127.248"	"10.358"
"hsa05231"	"Choline metabolism in cancer"	"4.17"	"98"	"66.171"	"7.633"
"hsa05100"	"Bacterial invasion of epithelial cells"	"4.137"	"110"	"76.554"	"8.085"
"hsa00982"	"Drug metabolism - cytochrome P450"	"4.076"	"29"	"14.314"	"3.603"
"hsa00511"	"Other glycan degradation"	"4.061"	"7"	"1.767"	"1.289"
"hsa05210"	"Colorectal cancer"	"4.054"	"128"	"92.63"	"8.724"
"hsa05206"	"MicroRNAs in cancer"	"4.019"	"172"	"129.964"	"10.459"
"hsa00480"	"Glutathione metabolism"	"4.004"	"31"	"15.95"	"3.759"
"hsa04142"	"Lysosome"	"3.977"	"63"	"38.769"	"6.093"
"hsa04625"	"C-type lectin receptor signaling pathway"	"3.962"	"120"	"85.839"	"8.623"
"hsa05140"	"Leishmaniasis"	"3.938"	"79"	"52.061"	"6.841"
"hsa00071"	"Fatty acid degradation"	"3.864"	"34"	"18.254"	"4.075"
"hsa05211"	"Renal cell carcinoma"	"3.86"	"102"	"71.321"	"7.948"
"hsa04919"	"Thyroid hormone signaling pathway"	"3.825"	"159"	"119.146"	"10.42"
"hsa05215"	"Prostate cancer"	"3.794"	"139"	"104.573"	"9.075"
"hsa05167"	"Kaposi's sarcoma-associated herpesvirus infection"	"3.751"	"211"	"168.187"	"11.414"
"hsa04370"	"VEGF signaling pathway"	"3.72"	"78"	"52.331"	"6.9"
"hsa04930"	"Type II diabetes mellitus"	"3.668"	"60"	"38.479"	"5.868"
"hsa04614"	"Renin-angiotensin system"	"3.662"	"15"	"6.328"	"2.368"
"hsa05146"	"Amoebiasis"	"3.65"	"85"	"58.516"	"7.256"
"hsa05213"	"Endometrial cancer"	"3.616"	"91"	"64.658"	"7.285"
"hsa05132"	"Salmonella infection"	"3.601"	"107"	"78.297"	"7.972"
"hsa05220"	"Chronic myeloid leukemia"	"3.587"	"126"	"93.571"	"9.04"
"hsa05204"	"Chemical carcinogenesis"	"3.55"	"35"	"19.792"	"4.285"
"hsa04068"	"FoxO signaling pathway"	"3.529"	"165"	"129.091"	"10.176"
"hsa05120"	"Epithelial cell signaling in Helicobacter pylori infection"	"3.516"	"102"	"74.081"	"7.942"
"hsa05212"	"Pancreatic cancer"	"3.515"	"110"	"81.634"	"8.071"
"hsa04140"	"Autophagy - animal"	"3.482"	"126"	"94.928"	"8.923"
"hsa04920"	"Adipocytokine signaling pathway"	"3.445"	"72"	"49.492"	"6.533"
"hsa04926"	"Relaxin signaling pathway"	"3.423"	"152"	"117.861"	"9.973"
"hsa04725"	"Cholinergic synapse"	"3.413"	"100"	"72.547"	"8.043"
"hsa05323"	"Rheumatoid arthritis"	"3.385"	"76"	"52.698"	"6.884"
"hsa04610"	"Complement and coagulation cascades"	"3.237"	"40"	"24.234"	"4.871"
"hsa05152"	"Tuberculosis"	"3.234"	"145"	"112.758"	"9.969"
"hsa04640"	"Hematopoietic cell lineage"	"3.228"	"42"	"26.383"	"4.838"
"hsa05418"	"Fluid shear stress and atherosclerosis"	"3.218"	"168"	"134.607"	"10.377"
"hsa04722"	"Neurotrophin signaling pathway"	"3.216"	"151"	"118.995"	"9.953"
"hsa05340"	"Primary immunodeficiency"	"3.198"	"25"	"13.552"	"3.579"
"hsa04960"	"Aldosterone-regulated sodium reabsorption"	"3.072"	"43"	"28.083"	"4.856"
"hsa05160"	"Hepatitis C"	"3.043"	"133"	"104.659"	"9.315"
"hsa04020"	"Calcium signaling pathway"	"3.011"	"143"	"113.548"	"9.781"
"hsa04973"	"Carbohydrate digestion and absorption"	"3.006"	"31"	"18.8"	"4.058"
"hsa03460"	"Fanconi anemia pathway"	"3.006"	"49"	"32.902"	"5.355"
"hsa00980"	"Metabolism of xenobiotics by cytochrome P450"	"2.96"	"29"	"17.306"	"3.951"
"hsa05321"	"Inflammatory bowel disease (IBD)"	"2.946"	"48"	"32.042"	"5.416"
"hsa04024"	"cAMP signaling pathway"	"2.777"	"175"	"144.227"	"11.082"
"hsa00983"	"Drug metabolism - other enzymes"	"2.774"	"36"	"23.339"	"4.564"
"hsa04620"	"Toll-like receptor signaling pathway"	"2.763"	"94"	"72.766"	"7.685"
"hsa00562"	"Inositol phosphate metabolism"	"2.756"	"34"	"21.723"	"4.454"
"hsa00592"	"alpha-Linolenic acid metabolism"	"2.694"	"5"	"1.683"	"1.231"
"hsa05219"	"Bladder cancer"	"2.662"	"69"	"51.358"	"6.628"
"hsa05416"	"Viral myocarditis"	"2.644"	"53"	"38.226"	"5.587"
"hsa04146"	"Peroxisome"	"2.634"	"37"	"24.581"	"4.715"
"hsa00062"	"Fatty acid elongation"	"2.618"	"13"	"6.468"	"2.495"
"hsa04211"	"Longevity regulating pathway"	"2.614"	"93"	"71.573"	"8.197"
"hsa04514"	"Cell adhesion molecules (CAMs)"	"2.559"	"47"	"32.692"	"5.591"
"hsa04964"	"Proximal tubule bicarbonate reclamation"	"2.539"	"13"	"6.593"	"2.524"
"hsa04071"	"Sphingolipid signaling pathway"	"2.534"	"128"	"104.405"	"9.311"
"hsa04672"	"Intestinal immune network for IgA production"	"2.52"	"29"	"18.833"	"4.034"
"hsa05332"	"Graft-versus-host disease"	"2.511"	"23"	"13.929"	"3.613"
"hsa04974"	"Protein digestion and absorption"	"2.49"	"23"	"13.991"	"3.618"
"hsa04010"	"MAPK signaling pathway"	"2.429"	"254"	"221.242"	"13.487"
"hsa00603"	"Glycosphingolipid biosynthesis - globo and isoglobo series"	"2.406"	"4"	"1.3"	"1.122"
"hsa05330"	"Allograft rejection"	"2.402"	"23"	"14.212"	"3.659"
"hsa05144"	"Malaria"	"2.389"	"26"	"16.451"	"3.997"
"hsa05224"	"Breast cancer"	"2.37"	"138"	"115.446"	"9.515"
"hsa04931"	"Insulin resistance"	"2.333"	"97"	"78.441"	"7.955"
"hsa04912"	"GnRH signaling pathway"	"2.321"	"96"	"76.904"	"8.226"
"hsa00280"	"Valine, leucine and isoleucine degradation"	"2.316"	"32"	"21.489"	"4.539"
"hsa04150"	"mTOR signaling pathway"	"2.3"	"131"	"108.176"	"9.922"
"hsa04750"	"Inflammatory mediator regulation of TRP channels"	"2.295"	"88"	"70.375"	"7.679"
"hsa04721"	"Synaptic vesicle cycle"	"2.231"	"70"	"54.155"	"7.102"
"hsa05226"	"Gastric cancer"	"2.209"	"131"	"110.221"	"9.406"
"hsa05162"	"Measles"	"2.197"	"143"	"121.051"	"9.992"
"hsa04940"	"Type I diabetes mellitus"	"2.196"	"28"	"18.884"	"4.151"
"hsa03320"	"PPAR signaling pathway"	"2.174"	"60"	"46.972"	"5.993"
"hsa05310"	"Asthma"	"2.17"	"15"	"8.872"	"2.824"
"hsa04520"	"Adherens junction"	"2.144"	"99"	"81.541"	"8.142"
"hsa05214"	"Glioma"	"2.143"	"93"	"76.04"	"7.913"
"hsa04961"	"Endocrine and other factor-regulated calcium reabsorption"	"2.137"	"57"	"43.581"	"6.28"
"hsa03440"	"Homologous recombination"	"2.124"	"41"	"29.954"	"5.201"
"hsa04915"	"Estrogen signaling pathway"	"2.022"	"174"	"151.866"	"10.948"
"hsa05165"	"Human papillomavirus infection"	"1.952"	"253"	"226.754"	"13.445"
"hsa04972"	"Pancreatic secretion"	"1.93"	"43"	"32.584"	"5.398"
"hsa00565"	"Ether lipid metabolism"	"1.913"	"9"	"4.795"	"2.199"
"hsa00471"	"D-Glutamine and D-glutamate metabolism"	"1.863"	"3"	"1.035"	"1.055"
"hsa04966"	"Collecting duct acid secretion"	"1.861"	"33"	"24.201"	"4.728"
"hsa05110"	"Vibrio cholerae infection"	"1.859"	"70"	"56.662"	"7.176"
"hsa04932"	"Non-alcoholic fatty liver disease (NAFLD)"	"1.853"	"108"	"90.704"	"9.336"
"hsa00600"	"Sphingolipid metabolism"	"1.79"	"11"	"6.616"	"2.45"
"hsa05218"	"Melanoma"	"1.777"	"74"	"61.36"	"7.114"
"hsa04914"	"Progesterone-mediated oocyte maturation"	"1.725"	"98"	"83.425"	"8.447"
"hsa00061"	"Fatty acid biosynthesis"	"1.694"	"11"	"6.828"	"2.463"
"hsa05010"	"Alzheimer's disease"	"1.652"	"107"	"91.756"	"9.229"
"hsa01040"	"Biosynthesis of unsaturated fatty acids"	"1.651"	"11"	"6.802"	"2.542"
"hsa05320"	"Autoimmune thyroid disease"	"1.628"	"23"	"16.567"	"3.951"
"hsa04668"	"TNF signaling pathway"	"1.603"	"101"	"87.489"	"8.428"
"hsa03450"	"Non-homologous end-joining"	"1.558"	"13"	"8.781"	"2.709"
"hsa00564"	"Glycerophospholipid metabolism"	"1.536"	"20"	"14.443"	"3.617"
"hsa04070"	"Phosphatidylinositol signaling system"	"1.478"	"43"	"34.858"	"5.51"
"hsa00650"	"Butanoate metabolism"	"1.446"	"10"	"6.488"	"2.428"
"hsa04923"	"Regulation of lipolysis in adipocytes"	"1.368"	"43"	"35.41"	"5.55"
"hsa04330"	"Notch signaling pathway"	"1.359"	"44"	"36.286"	"5.676"
"hsa00604"	"Glycosphingolipid biosynthesis - ganglio series"	"1.329"	"3"	"1.45"	"1.167"
"hsa05131"	"Shigellosis"	"1.306"	"84"	"73.666"	"7.915"
"hsa04657"	"IL-17 signaling pathway"	"1.218"	"93"	"83.123"	"8.106"
"hsa00920"	"Sulfur metabolism"	"1.194"	"3"	"1.564"	"1.203"
"hsa00760"	"Nicotinate and nicotinamide metabolism"	"1.187"	"6"	"3.759"	"1.887"
"hsa05133"	"Pertussis"	"1.186"	"72"	"63.42"	"7.233"
