"Pathway"	"Z-score"
"Epithelial cell signaling in Helicobacter pylori infection"	"7.175"
"Th1 and Th2 cell differentiation"	"6.206"
"Th17 cell differentiation"	"5.644"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"5.29"
"Inflammatory bowel disease (IBD)"	"4.814"
"Adipocytokine signaling pathway"	"4.654"
"Other types of O-glycan biosynthesis"	"4.186"
"Axon guidance"	"4.166"
"Mannose type O-glycan biosynthesis"	"4.149"
"Collecting duct acid secretion"	"3.86"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"3.738"
"PI3K-Akt signaling pathway"	"3.595"
"Galactose metabolism"	"3.567"
"AMPK signaling pathway"	"3.336"
"Primary immunodeficiency"	"3.183"
"Cytokine-cytokine receptor interaction"	"3.078"
"Measles"	"3.062"
"Insulin signaling pathway"	"3.043"
"Homologous recombination"	"2.972"
"Type II diabetes mellitus"	"2.795"
"Hedgehog signaling pathway"	"2.792"
"Jak-STAT signaling pathway"	"2.773"
"Vibrio cholerae infection"	"2.68"
"Alzheimer's disease"	"2.652"
"Fanconi anemia pathway"	"2.626"
"N-Glycan biosynthesis"	"2.61"
"Cholesterol metabolism"	"2.539"
"Glutathione metabolism"	"2.479"
"Chemokine signaling pathway"	"2.441"
"VEGF signaling pathway"	"2.421"
"Drug metabolism - cytochrome P450"	"2.38"
"Epstein-Barr virus infection"	"2.359"
"Long-term depression"	"2.344"
"Synaptic vesicle cycle"	"2.315"
"Fc epsilon RI signaling pathway"	"2.296"
"Metabolism of xenobiotics by cytochrome P450"	"2.237"
"Drug metabolism - other enzymes"	"2.18"
"B cell receptor signaling pathway"	"2.123"
"Chemical carcinogenesis"	"2.075"
"Complement and coagulation cascades"	"1.957"
"Endocytosis"	"1.942"
"HTLV-I infection"	"1.858"
"Rheumatoid arthritis"	"1.77"
"Fc gamma R-mediated phagocytosis"	"1.768"
"Longevity regulating pathway"	"1.734"
"NF-kappa B signaling pathway"	"1.678"
"Pathways in cancer"	"1.675"
"Amoebiasis"	"1.674"
"MAPK signaling pathway"	"1.641"
"Leukocyte transendothelial migration"	"1.538"
"Insulin resistance"	"1.535"
"TNF signaling pathway"	"1.506"
"Serotonergic synapse"	"1.502"
"Lysosome"	"1.4"
"Platelet activation"	"1.399"
"FoxO signaling pathway"	"1.295"
"Oxidative phosphorylation"	"1.291"
"Fluid shear stress and atherosclerosis"	"1.254"
"Cell adhesion molecules (CAMs)"	"1.248"
"Ubiquitin mediated proteolysis"	"1.221"
"Breast cancer"	"1.154"
"MicroRNAs in cancer"	"1.153"
"Non-alcoholic fatty liver disease (NAFLD)"	"1.14"
"Phagosome"	"1.139"
"Hepatocellular carcinoma"	"1.024"
"Tuberculosis"	"0.948"
"Kaposi's sarcoma-associated herpesvirus infection"	"0.905"
"Transcriptional misregulation in cancer"	"0.89"
"Proteoglycans in cancer"	"0.831"
"cAMP signaling pathway"	"0.807"
"Viral carcinogenesis"	"0.792"
"Rap1 signaling pathway"	"0.774"
"Ras signaling pathway"	"0.668"
"Human papillomavirus infection"	"0.322"
"D-Arginine and D-ornithine metabolism"	"-0.045"
"Lipoic acid metabolism"	"-0.078"
"Biotin metabolism"	"-0.084"
"Valine, leucine and isoleucine biosynthesis"	"-0.09"
"Caffeine metabolism"	"-0.102"
"Vitamin B6 metabolism"	"-0.102"
"D-Glutamine and D-glutamate metabolism"	"-0.107"
"Neomycin, kanamycin and gentamicin biosynthesis"	"-0.111"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-0.114"
"Phosphonate and phosphinate metabolism"	"-0.119"
"Riboflavin metabolism"	"-0.132"
"Sulfur relay system"	"-0.136"
"Sulfur metabolism"	"-0.151"
"Synthesis and degradation of ketone bodies"	"-0.154"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"-0.154"
"Taurine and hypotaurine metabolism"	"-0.163"
"Non-homologous end-joining"	"-0.173"
"Fatty acid biosynthesis"	"-0.175"
"Thiamine metabolism"	"-0.179"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.185"
"Selenocompound metabolism"	"-0.191"
"Glycosphingolipid biosynthesis - ganglio series"	"-0.192"
"Primary bile acid biosynthesis"	"-0.194"
"Ascorbate and aldarate metabolism"	"-0.199"
"Other glycan degradation"	"-0.201"
"Steroid biosynthesis"	"-0.203"
"Phenylalanine metabolism"	"-0.204"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-0.206"
"One carbon pool by folate"	"-0.208"
"Pantothenate and CoA biosynthesis"	"-0.208"
"Nitrogen metabolism"	"-0.211"
"Glycosaminoglycan degradation"	"-0.214"
"Arginine biosynthesis"	"-0.217"
"Protein export"	"-0.223"
"Renin-angiotensin system"	"-0.226"
"Terpenoid backbone biosynthesis"	"-0.227"
"Vitamin digestion and absorption"	"-0.228"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-0.23"
"Mismatch repair"	"-0.231"
"Pentose and glucuronate interconversions"	"-0.234"
"alpha-Linolenic acid metabolism"	"-0.236"
"Histidine metabolism"	"-0.236"
"Biosynthesis of unsaturated fatty acids"	"-0.238"
"Proximal tubule bicarbonate reclamation"	"-0.24"
"Folate biosynthesis"	"-0.242"
"Glyoxylate and dicarboxylate metabolism"	"-0.244"
"Maturity onset diabetes of the young"	"-0.247"
"Hippo signaling pathway - multiple species"	"-0.25"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-0.251"
"Fatty acid elongation"	"-0.253"
"Butanoate metabolism"	"-0.255"
"Linoleic acid metabolism"	"-0.256"
"Asthma"	"-0.257"
"Mucin type O-glycan biosynthesis"	"-0.257"
"Phototransduction"	"-0.257"
"RNA polymerase"	"-0.259"
"Propanoate metabolism"	"-0.262"
"Citrate cycle (TCA cycle)"	"-0.264"
"Circadian rhythm"	"-0.266"
"Nicotinate and nicotinamide metabolism"	"-0.267"
"Pentose phosphate pathway"	"-0.268"
"beta-Alanine metabolism"	"-0.271"
"Fructose and mannose metabolism"	"-0.271"
"African trypanosomiasis"	"-0.277"
"Autophagy - other"	"-0.278"
"Porphyrin and chlorophyll metabolism"	"-0.278"
"Base excision repair"	"-0.28"
"SNARE interactions in vesicular transport"	"-0.28"
"Apoptosis - multiple species"	"-0.281"
"Thyroid cancer"	"-0.281"
"Prion diseases"	"-0.284"
"Starch and sucrose metabolism"	"-0.284"
"Alanine, aspartate and glutamate metabolism"	"-0.289"
"Tyrosine metabolism"	"-0.291"
"DNA replication"	"-0.292"
"Allograft rejection"	"-0.294"
"Nicotine addiction"	"-0.301"
"Fat digestion and absorption"	"-0.303"
"Aldosterone-regulated sodium reabsorption"	"-0.304"
"Glycine, serine and threonine metabolism"	"-0.306"
"Pyruvate metabolism"	"-0.306"
"Ferroptosis"	"-0.308"
"Bladder cancer"	"-0.309"
"Graft-versus-host disease"	"-0.309"
"Type I diabetes mellitus"	"-0.31"
"Tryptophan metabolism"	"-0.311"
"ABC transporters"	"-0.312"
"Vasopressin-regulated water reabsorption"	"-0.313"
"Aminoacyl-tRNA biosynthesis"	"-0.315"
"Carbohydrate digestion and absorption"	"-0.319"
"Proteasome"	"-0.32"
"Basal transcription factors"	"-0.321"
"Ether lipid metabolism"	"-0.323"
"Cysteine and methionine metabolism"	"-0.324"
"Nucleotide excision repair"	"-0.326"
"Fatty acid degradation"	"-0.327"
"Valine, leucine and isoleucine degradation"	"-0.328"
"Endocrine and other factor-regulated calcium reabsorption"	"-0.329"
"Sphingolipid metabolism"	"-0.329"
"Notch signaling pathway"	"-0.332"
"Amyotrophic lateral sclerosis (ALS)"	"-0.334"
"Steroid hormone biosynthesis"	"-0.334"
"Intestinal immune network for IgA production"	"-0.335"
"Cocaine addiction"	"-0.339"
"Malaria"	"-0.339"
"Ovarian steroidogenesis"	"-0.339"
"Amino sugar and nucleotide sugar metabolism"	"-0.34"
"Retinol metabolism"	"-0.344"
"Autoimmune thyroid disease"	"-0.347"
"Arginine and proline metabolism"	"-0.348"
"Mineral absorption"	"-0.352"
"Regulation of lipolysis in adipocytes"	"-0.352"
"Legionellosis"	"-0.354"
"Pathogenic Escherichia coli infection"	"-0.355"
"Endometrial cancer"	"-0.357"
"Staphylococcus aureus infection"	"-0.361"
"Viral myocarditis"	"-0.366"
"Arachidonic acid metabolism"	"-0.37"
"Cytosolic DNA-sensing pathway"	"-0.371"
"Glycerolipid metabolism"	"-0.371"
"Lysine degradation"	"-0.375"
"Cortisol synthesis and secretion"	"-0.376"
"Basal cell carcinoma"	"-0.377"
"Longevity regulating pathway - multiple species"	"-0.381"
"Renin secretion"	"-0.382"
"Mitophagy - animal"	"-0.385"
"Non-small cell lung cancer"	"-0.385"
"Shigellosis"	"-0.387"
"Central carbon metabolism in cancer"	"-0.389"
"Amphetamine addiction"	"-0.391"
"RIG-I-like receptor signaling pathway"	"-0.391"
"Acute myeloid leukemia"	"-0.392"
"Long-term potentiation"	"-0.392"
