"GO.ID"	"GO.Term"	"Z-score"
"GO:0000768"	"syncytium formation by plasma membrane fusion"	"25.807"
"GO:2000609"	"regulation of thyroid hormone generation"	"22.327"
"GO:0002818"	"intracellular defense response"	"15.772"
"GO:0018191"	"peptidyl-serine octanoylation"	"15.772"
"GO:0045062"	"extrathymic T cell selection"	"14.719"
"GO:0048013"	"ephrin receptor signaling pathway"	"14.174"
"GO:0042404"	"thyroid hormone catabolic process"	"12.865"
"GO:1903621"	"protein localization to photoreceptor connecting cilium"	"12.398"
"GO:0097254"	"renal tubular secretion"	"11.13"
"GO:0001866"	"NK T cell proliferation"	"10.918"
"GO:0018108"	"peptidyl-tyrosine phosphorylation"	"10.654"
"GO:0060857"	"establishment of glial blood-brain barrier"	"10.488"
"GO:1903051"	"negative regulation of proteolysis involved in cellular protein catabolic process"	"10.31"
"GO:0097156"	"fasciculation of motor neuron axon"	"9.968"
"GO:0014028"	"notochord formation"	"9.715"
"GO:0030328"	"prenylcysteine catabolic process"	"9.642"
"GO:0097155"	"fasciculation of sensory neuron axon"	"9.526"
"GO:0019626"	"short-chain fatty acid catabolic process"	"9.477"
"GO:0021687"	"cerebellar molecular layer morphogenesis"	"9.477"
"GO:0046491"	"L-methylmalonyl-CoA metabolic process"	"9.477"
"GO:0110026"	NA	"9.477"
"GO:0009968"	"negative regulation of signal transduction"	"9.368"
"GO:0038113"	"interleukin-9-mediated signaling pathway"	"9.313"
"GO:0038110"	"interleukin-2-mediated signaling pathway"	"9.284"
"GO:1902961"	"positive regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process"	"9.239"
"GO:0050900"	"leukocyte migration"	"9.206"
"GO:0030154"	"cell differentiation"	"9.008"
"GO:0060397"	"JAK-STAT cascade involved in growth hormone signaling pathway"	"9"
"GO:0033628"	"regulation of cell adhesion mediated by integrin"	"8.864"
"GO:0035772"	"interleukin-13-mediated signaling pathway"	"8.709"
"GO:0046032"	"ADP catabolic process"	"8.709"
"GO:0043410"	"positive regulation of MAPK cascade"	"8.632"
"GO:0019221"	"cytokine-mediated signaling pathway"	"8.521"
"GO:0031295"	"T cell costimulation"	"8.509"
"GO:0007411"	"axon guidance"	"8.458"
"GO:0046449"	"creatinine metabolic process"	"8.299"
"GO:0045189"	"connective tissue growth factor biosynthetic process"	"8.295"
"GO:0061580"	"colon epithelial cell migration"	"8.295"
"GO:0007186"	"G-protein coupled receptor signaling pathway"	"8.223"
"GO:0030168"	"platelet activation"	"8.121"
"GO:0015837"	"amine transport"	"8.099"
"GO:0034105"	"positive regulation of tissue remodeling"	"7.878"
"GO:0007267"	"cell-cell signaling"	"7.876"
"GO:0033477"	"S-methylmethionine metabolic process"	"7.839"
"GO:0046709"	"IDP catabolic process"	"7.838"
"GO:0035723"	"interleukin-15-mediated signaling pathway"	"7.819"
"GO:0070372"	"regulation of ERK1 and ERK2 cascade"	"7.77"
"GO:0043535"	"regulation of blood vessel endothelial cell migration"	"7.74"
"GO:0070106"	"interleukin-27-mediated signaling pathway"	"7.665"
"GO:0006573"	"valine metabolic process"	"7.625"
"GO:0046164"	"alcohol catabolic process"	"7.6"
"GO:1902866"	"regulation of retina development in camera-type eye"	"7.6"
"GO:0007165"	"signal transduction"	"7.517"
"GO:1901687"	"glutathione derivative biosynthetic process"	"7.414"
"GO:0006575"	"cellular modified amino acid metabolic process"	"7.382"
"GO:0034219"	"carbohydrate transmembrane transport"	"7.382"
"GO:0051177"	"meiotic sister chromatid cohesion"	"7.382"
"GO:0097037"	"heme export"	"7.346"
"GO:0042531"	"positive regulation of tyrosine phosphorylation of STAT protein"	"7.316"
