"Pathway"	"Z-score"
"Axon guidance"	"12.106"
"Jak-STAT signaling pathway"	"10.459"
"Fc epsilon RI signaling pathway"	"8.682"
"Phospholipase D signaling pathway"	"6.949"
"Natural killer cell mediated cytotoxicity"	"6.919"
"Prolactin signaling pathway"	"6.868"
"Fc gamma R-mediated phagocytosis"	"6.591"
"Osteoclast differentiation"	"6.472"
"Chemokine signaling pathway"	"6.379"
"Glycosaminoglycan degradation"	"6.311"
"Cytokine-cytokine receptor interaction"	"6.254"
"AGE-RAGE signaling pathway in diabetic complications"	"6.185"
"ErbB signaling pathway"	"5.961"
"Rap1 signaling pathway"	"5.942"
"B cell receptor signaling pathway"	"5.855"
"Pathways in cancer"	"5.833"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"5.805"
"Platelet activation"	"5.761"
"Focal adhesion"	"5.688"
"Regulation of actin cytoskeleton"	"5.635"
"PI3K-Akt signaling pathway"	"5.616"
"T cell receptor signaling pathway"	"5.596"
"Neuroactive ligand-receptor interaction"	"5.406"
"Ras signaling pathway"	"5.352"
"Th1 and Th2 cell differentiation"	"5.287"
"Proteoglycans in cancer"	"5.231"
"Leukocyte transendothelial migration"	"4.811"
"Acute myeloid leukemia"	"4.782"
"Th17 cell differentiation"	"4.764"
"Hepatitis B"	"4.659"
"Non-small cell lung cancer"	"4.625"
"Hepatocellular carcinoma"	"4.224"
"Choline metabolism in cancer"	"4.17"
"Bacterial invasion of epithelial cells"	"4.137"
"Drug metabolism - cytochrome P450"	"4.076"
"Other glycan degradation"	"4.061"
"Colorectal cancer"	"4.054"
"MicroRNAs in cancer"	"4.019"
"Glutathione metabolism"	"4.004"
"Lysosome"	"3.977"
"C-type lectin receptor signaling pathway"	"3.962"
"Leishmaniasis"	"3.938"
"Fatty acid degradation"	"3.864"
"Renal cell carcinoma"	"3.86"
"Thyroid hormone signaling pathway"	"3.825"
"Prostate cancer"	"3.794"
"Kaposi's sarcoma-associated herpesvirus infection"	"3.751"
"VEGF signaling pathway"	"3.72"
"Type II diabetes mellitus"	"3.668"
"Renin-angiotensin system"	"3.662"
"Amoebiasis"	"3.65"
"Endometrial cancer"	"3.616"
"Salmonella infection"	"3.601"
"Chronic myeloid leukemia"	"3.587"
"Chemical carcinogenesis"	"3.55"
"FoxO signaling pathway"	"3.529"
"Epithelial cell signaling in Helicobacter pylori infection"	"3.516"
"Pancreatic cancer"	"3.515"
"Autophagy - animal"	"3.482"
"Adipocytokine signaling pathway"	"3.445"
"Relaxin signaling pathway"	"3.423"
"Cholinergic synapse"	"3.413"
"Rheumatoid arthritis"	"3.385"
"Complement and coagulation cascades"	"3.237"
"Tuberculosis"	"3.234"
"Hematopoietic cell lineage"	"3.228"
"Fluid shear stress and atherosclerosis"	"3.218"
"Neurotrophin signaling pathway"	"3.216"
"Primary immunodeficiency"	"3.198"
"Aldosterone-regulated sodium reabsorption"	"3.072"
"Hepatitis C"	"3.043"
"Calcium signaling pathway"	"3.011"
"Carbohydrate digestion and absorption"	"3.006"
"Fanconi anemia pathway"	"3.006"
"Metabolism of xenobiotics by cytochrome P450"	"2.96"
"Inflammatory bowel disease (IBD)"	"2.946"
"cAMP signaling pathway"	"2.777"
"Drug metabolism - other enzymes"	"2.774"
"Toll-like receptor signaling pathway"	"2.763"
"Inositol phosphate metabolism"	"2.756"
"alpha-Linolenic acid metabolism"	"2.694"
"Bladder cancer"	"2.662"
"Viral myocarditis"	"2.644"
"Peroxisome"	"2.634"
"Fatty acid elongation"	"2.618"
"Longevity regulating pathway"	"2.614"
"Cell adhesion molecules (CAMs)"	"2.559"
"Proximal tubule bicarbonate reclamation"	"2.539"
"Sphingolipid signaling pathway"	"2.534"
"Intestinal immune network for IgA production"	"2.52"
"Graft-versus-host disease"	"2.511"
"Protein digestion and absorption"	"2.49"
"MAPK signaling pathway"	"2.429"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"2.406"
