"ID"	"Pathway"	"Z-score"
"hsa04360"	"Axon guidance"	"12.106"
"hsa04630"	"Jak-STAT signaling pathway"	"10.459"
"hsa04664"	"Fc epsilon RI signaling pathway"	"8.682"
"hsa04072"	"Phospholipase D signaling pathway"	"6.949"
"hsa04650"	"Natural killer cell mediated cytotoxicity"	"6.919"
"hsa04917"	"Prolactin signaling pathway"	"6.868"
"hsa04666"	"Fc gamma R-mediated phagocytosis"	"6.591"
"hsa04380"	"Osteoclast differentiation"	"6.472"
"hsa04062"	"Chemokine signaling pathway"	"6.379"
"hsa00531"	"Glycosaminoglycan degradation"	"6.311"
"hsa04060"	"Cytokine-cytokine receptor interaction"	"6.254"
"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"6.185"
"hsa04012"	"ErbB signaling pathway"	"5.961"
"hsa04015"	"Rap1 signaling pathway"	"5.942"
"hsa04662"	"B cell receptor signaling pathway"	"5.855"
"hsa05200"	"Pathways in cancer"	"5.833"
"hsa00563"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"5.805"
"hsa04611"	"Platelet activation"	"5.761"
"hsa04510"	"Focal adhesion"	"5.688"
"hsa04810"	"Regulation of actin cytoskeleton"	"5.635"
"hsa04151"	"PI3K-Akt signaling pathway"	"5.616"
"hsa04660"	"T cell receptor signaling pathway"	"5.596"
"hsa04080"	"Neuroactive ligand-receptor interaction"	"5.406"
"hsa04014"	"Ras signaling pathway"	"5.352"
"hsa04658"	"Th1 and Th2 cell differentiation"	"5.287"
"hsa05205"	"Proteoglycans in cancer"	"5.231"
"hsa04670"	"Leukocyte transendothelial migration"	"4.811"
"hsa05221"	"Acute myeloid leukemia"	"4.782"
"hsa04659"	"Th17 cell differentiation"	"4.764"
"hsa05161"	"Hepatitis B"	"4.659"
"hsa05223"	"Non-small cell lung cancer"	"4.625"
"hsa05225"	"Hepatocellular carcinoma"	"4.224"
"hsa05231"	"Choline metabolism in cancer"	"4.17"
"hsa05100"	"Bacterial invasion of epithelial cells"	"4.137"
"hsa00982"	"Drug metabolism - cytochrome P450"	"4.076"
"hsa00511"	"Other glycan degradation"	"4.061"
"hsa05210"	"Colorectal cancer"	"4.054"
"hsa05206"	"MicroRNAs in cancer"	"4.019"
"hsa00480"	"Glutathione metabolism"	"4.004"
"hsa04142"	"Lysosome"	"3.977"
"hsa04625"	"C-type lectin receptor signaling pathway"	"3.962"
"hsa05140"	"Leishmaniasis"	"3.938"
"hsa00071"	"Fatty acid degradation"	"3.864"
"hsa05211"	"Renal cell carcinoma"	"3.86"
"hsa04919"	"Thyroid hormone signaling pathway"	"3.825"
"hsa05215"	"Prostate cancer"	"3.794"
"hsa05167"	"Kaposi,s sarcoma-associated herpesvirus infection"	"3.751"
"hsa04370"	"VEGF signaling pathway"	"3.72"
"hsa04930"	"Type II diabetes mellitus"	"3.668"
"hsa04614"	"Renin-angiotensin system"	"3.662"
