userId	geneSymbol	geneName	entrezgene	gLink
ENSG00000160710	ADAR	adenosine deaminase, RNA specific	103	https://www.ncbi.nlm.nih.gov/gene/?term=103
ENSG00000221963	APOL6	apolipoprotein L6	80830	https://www.ncbi.nlm.nih.gov/gene/?term=80830
ENSG00000150347	ARID5B	AT-rich interaction domain 5B	84159	https://www.ncbi.nlm.nih.gov/gene/?term=84159
ENSG00000122644	ARL4A	ADP ribosylation factor like GTPase 4A	10124	https://www.ncbi.nlm.nih.gov/gene/?term=10124
ENSG00000158321	AUTS2	AUTS2, activator of transcription and developmental regulator	26053	https://www.ncbi.nlm.nih.gov/gene/?term=26053
ENSG00000166710	B2M	beta-2-microglobulin	567	https://www.ncbi.nlm.nih.gov/gene/?term=567
ENSG00000273686	B2M	beta-2-microglobulin	567	https://www.ncbi.nlm.nih.gov/gene/?term=567
ENSG00000153064	BANK1	B cell scaffold protein with ankyrin repeats 1	55024	https://www.ncbi.nlm.nih.gov/gene/?term=55024
ENSG00000168062	BATF2	basic leucine zipper ATF-like transcription factor 2	116071	https://www.ncbi.nlm.nih.gov/gene/?term=116071
ENSG00000172331	BPGM	bisphosphoglycerate mutase	669	https://www.ncbi.nlm.nih.gov/gene/?term=669
ENSG00000130303	BST2	bone marrow stromal cell antigen 2	684	https://www.ncbi.nlm.nih.gov/gene/?term=684
ENSG00000133639	BTG1	BTG anti-proliferation factor 1	694	https://www.ncbi.nlm.nih.gov/gene/?term=694
ENSG00000159403	C1R	complement C1r	715	https://www.ncbi.nlm.nih.gov/gene/?term=715
ENSG00000182326	C1S	complement C1s	716	https://www.ncbi.nlm.nih.gov/gene/?term=716
ENSG00000137752	CASP1	caspase 1	834	https://www.ncbi.nlm.nih.gov/gene/?term=834
ENSG00000164305	CASP3	caspase 3	836	https://www.ncbi.nlm.nih.gov/gene/?term=836
ENSG00000196954	CASP4	caspase 4	837	https://www.ncbi.nlm.nih.gov/gene/?term=837
ENSG00000165806	CASP7	caspase 7	840	https://www.ncbi.nlm.nih.gov/gene/?term=840
ENSG00000064012	CASP8	caspase 8	841	https://www.ncbi.nlm.nih.gov/gene/?term=841
ENSG00000108691	CCL2	C-C motif chemokine ligand 2	6347	https://www.ncbi.nlm.nih.gov/gene/?term=6347
ENSG00000271503	CCL5	C-C motif chemokine ligand 5	6352	https://www.ncbi.nlm.nih.gov/gene/?term=6352
ENSG00000274233	CCL5	C-C motif chemokine ligand 5	6352	https://www.ncbi.nlm.nih.gov/gene/?term=6352
ENSG00000108688	CCL7	C-C motif chemokine ligand 7	6354	https://www.ncbi.nlm.nih.gov/gene/?term=6354
ENSG00000120217	CD274	CD274 molecule	29126	https://www.ncbi.nlm.nih.gov/gene/?term=29126
ENSG00000004468	CD38	CD38 molecule	952	https://www.ncbi.nlm.nih.gov/gene/?term=952
ENSG00000101017	CD40	CD40 molecule	958	https://www.ncbi.nlm.nih.gov/gene/?term=958
ENSG00000110848	CD69	CD69 molecule	969	https://www.ncbi.nlm.nih.gov/gene/?term=969
ENSG00000019582	CD74	CD74 molecule	972	https://www.ncbi.nlm.nih.gov/gene/?term=972
ENSG00000114013	CD86	CD86 molecule	942	https://www.ncbi.nlm.nih.gov/gene/?term=942
ENSG00000124762	CDKN1A	cyclin dependent kinase inhibitor 1A	1026	https://www.ncbi.nlm.nih.gov/gene/?term=1026
ENSG00000204359	CFB	complement factor B	629	https://www.ncbi.nlm.nih.gov/gene/?term=629
ENSG00000239754	CFB	complement factor B	629	https://www.ncbi.nlm.nih.gov/gene/?term=629
ENSG00000241253	CFB	complement factor B	629	https://www.ncbi.nlm.nih.gov/gene/?term=629
ENSG00000241534	CFB	complement factor B	629	https://www.ncbi.nlm.nih.gov/gene/?term=629
ENSG00000242335	CFB	complement factor B	629	https://www.ncbi.nlm.nih.gov/gene/?term=629
ENSG00000243570	CFB	complement factor B	629	https://www.ncbi.nlm.nih.gov/gene/?term=629
ENSG00000243649	CFB	complement factor B	629	https://www.ncbi.nlm.nih.gov/gene/?term=629
ENSG00000000971	CFH	complement factor H	3075	https://www.ncbi.nlm.nih.gov/gene/?term=3075
ENSG00000179583	CIITA	class II major histocompatibility complex transactivator	4261	https://www.ncbi.nlm.nih.gov/gene/?term=4261
ENSG00000174600	CMKLR1	chemerin chemokine-like receptor 1	1240	https://www.ncbi.nlm.nih.gov/gene/?term=1240
ENSG00000134326	CMPK2	cytidine/uridine monophosphate kinase 2	129607	https://www.ncbi.nlm.nih.gov/gene/?term=129607
ENSG00000100368	CSF2RB	colony stimulating factor 2 receptor beta common subunit	1439	https://www.ncbi.nlm.nih.gov/gene/?term=1439
ENSG00000169245	CXCL10	C-X-C motif chemokine ligand 10	3627	https://www.ncbi.nlm.nih.gov/gene/?term=3627
ENSG00000169248	CXCL11	C-X-C motif chemokine ligand 11	6373	https://www.ncbi.nlm.nih.gov/gene/?term=6373
ENSG00000138755	CXCL9	C-X-C motif chemokine ligand 9	4283	https://www.ncbi.nlm.nih.gov/gene/?term=4283
ENSG00000107201	DDX58	DExD/H-box helicase 58	23586	https://www.ncbi.nlm.nih.gov/gene/?term=23586
ENSG00000137628	DDX60	DExD/H-box helicase 60	55601	https://www.ncbi.nlm.nih.gov/gene/?term=55601
ENSG00000108771	DHX58	DExH-box helicase 58	79132	https://www.ncbi.nlm.nih.gov/gene/?term=79132
ENSG00000055332	EIF2AK2	eukaryotic translation initiation factor 2 alpha kinase 2	5610	https://www.ncbi.nlm.nih.gov/gene/?term=5610
ENSG00000163412	EIF4E3	eukaryotic translation initiation factor 4E family member 3	317649	https://www.ncbi.nlm.nih.gov/gene/?term=317649
ENSG00000133106	EPSTI1	epithelial stromal interaction 1	94240	https://www.ncbi.nlm.nih.gov/gene/?term=94240
ENSG00000026103	FAS	Fas cell surface death receptor	355	https://www.ncbi.nlm.nih.gov/gene/?term=355
ENSG00000150337	FCGR1A	Fc fragment of IgG receptor Ia	2209	https://www.ncbi.nlm.nih.gov/gene/?term=2209
ENSG00000127951	FGL2	fibrinogen like 2	10875	https://www.ncbi.nlm.nih.gov/gene/?term=10875
ENSG00000171051	FPR1	formyl peptide receptor 1	2357	https://www.ncbi.nlm.nih.gov/gene/?term=2357
ENSG00000162654	GBP4	guanylate binding protein 4	115361	https://www.ncbi.nlm.nih.gov/gene/?term=115361
ENSG00000183347	GBP6	guanylate binding protein family member 6	163351	https://www.ncbi.nlm.nih.gov/gene/?term=163351
ENSG00000131979	GCH1	GTP cyclohydrolase 1	2643	https://www.ncbi.nlm.nih.gov/gene/?term=2643
ENSG00000125245	GPR18	G protein-coupled receptor 18	2841	https://www.ncbi.nlm.nih.gov/gene/?term=2841
ENSG00000145649	GZMA	granzyme A	3001	https://www.ncbi.nlm.nih.gov/gene/?term=3001
ENSG00000138642	HERC6	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6	55008	https://www.ncbi.nlm.nih.gov/gene/?term=55008
