geneSet	description	link	C	O	E	R	pValue	FDR	overlapId	userId
hsa05169	Epstein-Barr virus infection	http://www.kegg.jp/kegg-bin/show_pathway?hsa05169+1026+10379+23586+3105+3106+3108+3117+3123+3135+3383+3455+355+3569+3627+3665+4615+4790+4792+5610+567+6772+6773+6774+6890+6892+7128+836+841+8737+958+9636	184	31	4.221860885275519	7.342733652858611	0	0	1026;10379;23586;3105;3106;3108;3117;3123;3135;3383;3455;355;3569;3627;3665;4615;4790;4792;5610;567;6772;6773;6774;6890;6892;7128;836;841;8737;958;9636	ENSG00000166710;ENSG00000273686;ENSG00000164305;ENSG00000064012;ENSG00000101017;ENSG00000124762;ENSG00000169245;ENSG00000107201;ENSG00000055332;ENSG00000026103;ENSG00000206503;ENSG00000206505;ENSG00000223980;ENSG00000224320;ENSG00000227715;ENSG00000229215;ENSG00000231834;ENSG00000235657;ENSG00000206450;ENSG00000223532;ENSG00000224608;ENSG00000228964;ENSG00000232126;ENSG00000234745;ENSG00000204257;ENSG00000239463;ENSG00000241394;ENSG00000242361;ENSG00000242685;ENSG00000243189;ENSG00000243215;ENSG00000243719;ENSG00000196735;ENSG00000206305;ENSG00000225890;ENSG00000228284;ENSG00000232062;ENSG00000236418;ENSG00000196126;ENSG00000206240;ENSG00000206306;ENSG00000228080;ENSG00000229074;ENSG00000236884;ENSG00000204632;ENSG00000206506;ENSG00000230413;ENSG00000233095;ENSG00000235346;ENSG00000235680;ENSG00000237216;ENSG00000276051;ENSG00000090339;ENSG00000159110;ENSG00000136244;ENSG00000185507;ENSG00000276561;ENSG00000213928;ENSG00000187608;ENSG00000172936;ENSG00000109320;ENSG00000100906;ENSG00000137275;ENSG00000115415;ENSG00000170581;ENSG00000168610;ENSG00000168394;ENSG00000206297;ENSG00000224212;ENSG00000224748;ENSG00000226173;ENSG00000227816;ENSG00000230705;ENSG00000232367;ENSG00000112493;ENSG00000206208;ENSG00000206281;ENSG00000231925;ENSG00000236490;ENSG00000118503
hsa05168	Herpes simplex infection	http://www.kegg.jp/kegg-bin/show_pathway?hsa05168+10379+23586+3105+3106+3108+3117+3123+3135+3434+3455+355+3569+3600+3665+3717+4615+4790+4792+5371+5610+6347+6352+64135+6772+6773+6890+836+841+9021+972	157	30	3.602348690153568	8.327900095290637	0	0	10379;23586;3105;3106;3108;3117;3123;3135;3434;3455;355;3569;3600;3665;3717;4615;4790;4792;5371;5610;6347;6352;64135;6772;6773;6890;836;841;9021;972	ENSG00000164305;ENSG00000064012;ENSG00000108691;ENSG00000271503;ENSG00000274233;ENSG00000019582;ENSG00000107201;ENSG00000055332;ENSG00000026103;ENSG00000206503;ENSG00000206505;ENSG00000223980;ENSG00000224320;ENSG00000227715;ENSG00000229215;ENSG00000231834;ENSG00000235657;ENSG00000206450;ENSG00000223532;ENSG00000224608;ENSG00000228964;ENSG00000232126;ENSG00000234745;ENSG00000204257;ENSG00000239463;ENSG00000241394;ENSG00000242361;ENSG00000242685;ENSG00000243189;ENSG00000243215;ENSG00000243719;ENSG00000196735;ENSG00000206305;ENSG00000225890;ENSG00000228284;ENSG00000232062;ENSG00000236418;ENSG00000196126;ENSG00000206240;ENSG00000206306;ENSG00000228080;ENSG00000229074;ENSG00000236884;ENSG00000204632;ENSG00000206506;ENSG00000230413;ENSG00000233095;ENSG00000235346;ENSG00000235680;ENSG00000237216;ENSG00000276051;ENSG00000115267;ENSG00000185745;ENSG00000159110;ENSG00000164136;ENSG00000136244;ENSG00000185507;ENSG00000276561;ENSG00000213928;ENSG00000096968;ENSG00000172936;ENSG00000109320;ENSG00000100906;ENSG00000140464;ENSG00000184557;ENSG00000115415;ENSG00000170581;ENSG00000168394;ENSG00000206297;ENSG00000224212;ENSG00000224748;ENSG00000226173;ENSG00000227816;ENSG00000230705;ENSG00000232367
hsa05164	Influenza A	http://www.kegg.jp/kegg-bin/show_pathway?hsa05164+103+10379+23586+3108+3117+3123+3383+3455+355+3569+3627+3665+3717+4261+4599+4615+4790+4792+5371+5610+6347+6352+64135+6772+6773+7706+834+8743+9021	149	29	3.4187895212285455	8.482534481847487	0	0	103;10379;23586;3108;3117;3123;3383;3455;355;3569;3627;3665;3717;4261;4599;4615;4790;4792;5371;5610;6347;6352;64135;6772;6773;7706;834;8743;9021	ENSG00000160710;ENSG00000137752;ENSG00000108691;ENSG00000271503;ENSG00000274233;ENSG00000179583;ENSG00000169245;ENSG00000107201;ENSG00000055332;ENSG00000026103;ENSG00000204257;ENSG00000239463;ENSG00000241394;ENSG00000242361;ENSG00000242685;ENSG00000243189;ENSG00000243215;ENSG00000243719;ENSG00000196735;ENSG00000206305;ENSG00000225890;ENSG00000228284;ENSG00000232062;ENSG00000236418;ENSG00000196126;ENSG00000206240;ENSG00000206306;ENSG00000228080;ENSG00000229074;ENSG00000236884;ENSG00000090339;ENSG00000115267;ENSG00000159110;ENSG00000136244;ENSG00000185507;ENSG00000276561;ENSG00000213928;ENSG00000096968;ENSG00000157601;ENSG00000172936;ENSG00000109320;ENSG00000100906;ENSG00000140464;ENSG00000184557;ENSG00000115415;ENSG00000170581;ENSG00000121858;ENSG00000121060
hsa04621	NOD-like receptor signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04621+10135+10379+10392+10616+10628+3455+3569+3665+4615+4790+4792+55072+6347+6352+6772+6773+7128+834+837+841+8737+8767	142	22	3.2581752484191506	6.752245758012643	5.044853423896711e-13	3.75841580080305e-11	10135;10379;10392;10616;10628;3455;3569;3665;4615;4790;4792;55072;6347;6352;6772;6773;7128;834;837;841;8737;8767	ENSG00000137752;ENSG00000196954;ENSG00000064012;ENSG00000108691;ENSG00000271503;ENSG00000274233;ENSG00000159110;ENSG00000136244;ENSG00000185507;ENSG00000276561;ENSG00000213928;ENSG00000172936;ENSG00000105835;ENSG00000109320;ENSG00000100906;ENSG00000106100;ENSG00000125826;ENSG00000137275;ENSG00000104312;ENSG00000092098;ENSG00000115415;ENSG00000170581;ENSG00000118503;ENSG00000265972
hsa05162	Measles	http://www.kegg.jp/kegg-bin/show_pathway?hsa05162+103+10379+23586+3455+355+3560+3569+3665+3717+4599+4615+4790+4792+5610+64135+6772+6773+6774+7128+8743	117	20	2.6845528455284553	7.450030284675954	9.590106486712102e-13	5.715703466080413e-11	103;10379;23586;3455;355;3560;3569;3665;3717;4599;4615;4790;4792;5610;64135;6772;6773;6774;7128;8743	ENSG00000160710;ENSG00000107201;ENSG00000055332;ENSG00000026103;ENSG00000115267;ENSG00000159110;ENSG00000100385;ENSG00000136244;ENSG00000185507;ENSG00000276561;ENSG00000213928;ENSG00000096968;ENSG00000157601;ENSG00000172936;ENSG00000109320;ENSG00000100906;ENSG00000115415;ENSG00000170581;ENSG00000168610;ENSG00000118503;ENSG00000121858
hsa04630	JAK-STAT signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04630+1026+10379+1439+3455+3560+3566+3569+3574+3587+3600+3601+3717+5292+5771+5777+6772+6773+6774+6775+8651+9021	142	21	3.2581752484191506	6.445325496284796	4.6100900874535e-12	2.2896780767685715e-10	1026;10379;1439;3455;3560;3566;3569;3574;3587;3600;3601;3717;5292;5771;5777;6772;6773;6774;6775;8651;9021	ENSG00000124762;ENSG00000100368;ENSG00000159110;ENSG00000110324;ENSG00000164136;ENSG00000134470;ENSG00000100385;ENSG00000077238;ENSG00000136244;ENSG00000104432;ENSG00000213928;ENSG00000096968;ENSG00000137193;ENSG00000175354;ENSG00000111679;ENSG00000185338;ENSG00000184557;ENSG00000115415;ENSG00000170581;ENSG00000168610;ENSG00000138378
hsa05167	Kaposi sarcoma-associated herpesvirus infection	http://www.kegg.jp/kegg-bin/show_pathway?hsa05167+1026+10379+3091+3105+3106+3135+3383+3455+355+3569+3665+3717+4790+4792+5610+5743+6772+6773+6774+836+841+942	170	22	3.9006323396567297	5.640111162575266	2.104549867709693e-11	8.470082968337067e-10	1026;10379;3091;3105;3106;3135;3383;3455;355;3569;3665;3717;4790;4792;5610;5743;6772;6773;6774;836;841;942	ENSG00000164305;ENSG00000064012;ENSG00000114013;ENSG00000124762;ENSG00000055332;ENSG00000026103;ENSG00000100644;ENSG00000206503;ENSG00000206505;ENSG00000223980;ENSG00000224320;ENSG00000227715;ENSG00000229215;ENSG00000231834;ENSG00000235657;ENSG00000206450;ENSG00000223532;ENSG00000224608;ENSG00000228964;ENSG00000232126;ENSG00000234745;ENSG00000204632;ENSG00000206506;ENSG00000230413;ENSG00000233095;ENSG00000235346;ENSG00000235680;ENSG00000237216;ENSG00000276051;ENSG00000090339;ENSG00000159110;ENSG00000136244;ENSG00000185507;ENSG00000276561;ENSG00000213928;ENSG00000096968;ENSG00000109320;ENSG00000100906;ENSG00000073756;ENSG00000115415;ENSG00000170581;ENSG00000168610
hsa04668	TNF signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04668+3383+355+3569+3600+3627+3659+4790+4792+5743+6347+6352+7128+7412+836+840+841+8737+9021	108	18	2.478048780487805	7.2637795275590555	2.273847776734783e-11	8.470082968337067e-10	3383;355;3569;3600;3627;3659;4790;4792;5743;6347;6352;7128;7412;836;840;841;8737;9021	ENSG00000164305;ENSG00000165806;ENSG00000064012;ENSG00000108691;ENSG00000271503;ENSG00000274233;ENSG00000169245;ENSG00000026103;ENSG00000090339;ENSG00000164136;ENSG00000136244;ENSG00000125347;ENSG00000109320;ENSG00000100906;ENSG00000073756;ENSG00000137275;ENSG00000184557;ENSG00000118503;ENSG00000162692
hsa04620	Toll-like receptor signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04620+3455+3569+3627+3663+3665+4283+4615+4790+4792+6352+6373+6772+841+8737+942+958	95	16	2.1797651309846433	7.3402403646912555	2.727926773360423e-10	9.032468649571179e-9	3455;3569;3627;3663;3665;4283;4615;4790;4792;6352;6373;6772;841;8737;942;958	ENSG00000064012;ENSG00000271503;ENSG00000274233;ENSG00000101017;ENSG00000114013;ENSG00000169245;ENSG00000169248;ENSG00000138755;ENSG00000159110;ENSG00000136244;ENSG00000128604;ENSG00000185507;ENSG00000276561;ENSG00000172936;ENSG00000109320;ENSG00000100906;ENSG00000137275;ENSG00000115415
hsa04217	Necroptosis	http://www.kegg.jp/kegg-bin/show_pathway?hsa04217+10379+10616+3455+355+3717+5321+55072+5610+6772+6773+6774+6775+7128+81030+834+841+8737+8743	137	18	3.1434507678410117	5.726191160411518	1.3172236634773071e-9	3.9253265171623754e-8	10379;10616;3455;355;3717;5321;55072;5610;6772;6773;6774;6775;7128;81030;834;841;8737;8743	ENSG00000137752;ENSG00000064012;ENSG00000055332;ENSG00000026103;ENSG00000159110;ENSG00000213928;ENSG00000096968;ENSG00000116711;ENSG00000125826;ENSG00000137275;ENSG00000092098;ENSG00000115415;ENSG00000170581;ENSG00000168610;ENSG00000138378;ENSG00000118503;ENSG00000121858;ENSG00000124256
