"ID"	"Pathway"	"zscore"	"obs"	"mean"	"std"
"hsa04610"	"Complement and coagulation cascades"	"62.947"	"457"	"42.216"	"6.589"
"hsa04512"	"ECM-receptor interaction"	"42.66"	"310"	"41.069"	"6.304"
"hsa04510"	"Focal adhesion"	"25.56"	"655"	"265.767"	"15.228"
"hsa05150"	"Staphylococcus aureus infection"	"24.414"	"172"	"34.883"	"5.616"
"hsa04080"	"Neuroactive ligand-receptor interaction"	"21.182"	"608"	"276.461"	"15.652"
"hsa04974"	"Protein digestion and absorption"	"19.1"	"114"	"24.481"	"4.687"
"hsa05146"	"Amoebiasis"	"17.914"	"278"	"104.956"	"9.66"
"hsa05144"	"Malaria"	"17.449"	"119"	"28.702"	"5.175"
"hsa04810"	"Regulation of actin cytoskeleton"	"16.961"	"515"	"266.319"	"14.662"
"hsa05205"	"Proteoglycans in cancer"	"15.85"	"598"	"324.521"	"17.255"
"hsa04611"	"Platelet activation"	"15.423"	"350"	"165.651"	"11.953"
"hsa04640"	"Hematopoietic cell lineage"	"15.074"	"145"	"45.877"	"6.576"
"hsa04151"	"PI3K-Akt signaling pathway"	"14.876"	"802"	"483.496"	"21.411"
"hsa04979"	"Cholesterol metabolism"	"14.441"	"117"	"34.842"	"5.689"
"hsa04015"	"Rap1 signaling pathway"	"14.161"	"452"	"244.194"	"14.675"
"hsa04060"	"Cytokine-cytokine receptor interaction"	"13.613"	"302"	"142.618"	"11.708"
"hsa04062"	"Chemokine signaling pathway"	"12.979"	"470"	"270.636"	"15.361"
"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"12.9"	"304"	"155.833"	"11.486"
"hsa04977"	"Vitamin digestion and absorption"	"12.78"	"32"	"4.953"	"2.116"
"hsa05133"	"Pertussis"	"12.432"	"245"	"119.335"	"10.108"
"hsa04670"	"Leukocyte transendothelial migration"	"11.038"	"250"	"134.315"	"10.481"
"hsa04360"	"Axon guidance"	"10.801"	"318"	"179.318"	"12.84"
"hsa04072"	"Phospholipase D signaling pathway"	"10.498"	"305"	"173.73"	"12.504"
"hsa04926"	"Relaxin signaling pathway"	"10.478"	"370"	"222.75"	"14.053"
"hsa05200"	"Pathways in cancer"	"10.251"	"947"	"696.138"	"24.472"
"hsa05100"	"Bacterial invasion of epithelial cells"	"10.061"	"256"	"143.135"	"11.218"
"hsa05165"	"Human papillomavirus infection"	"9.683"	"609"	"414.802"	"20.056"
"hsa05020"	"Prion diseases"	"9.332"	"150"	"74.014"	"8.142"
"hsa05222"	"Small cell lung cancer"	"8.996"	"262"	"156.054"	"11.777"
"hsa00130"	"Ubiquinone and other terpenoid-quinone biosynthesis"	"8.987"	"21"	"3.886"	"1.904"
"hsa04514"	"Cell adhesion molecules (CAMs)"	"8.277"	"120"	"58.359"	"7.448"
"hsa04014"	"Ras signaling pathway"	"7.727"	"387"	"269.338"	"15.228"
"hsa04975"	"Fat digestion and absorption"	"7.611"	"41"	"13.457"	"3.619"
"hsa04742"	"Taste transduction"	"7.341"	"141"	"79.972"	"8.314"
"hsa05323"	"Rheumatoid arthritis"	"7.204"	"165"	"98.739"	"9.198"
"hsa05231"	"Choline metabolism in cancer"	"7.059"	"201"	"126.044"	"10.619"
"hsa04020"	"Calcium signaling pathway"	"7.031"	"298"	"203.815"	"13.396"
"hsa04666"	"Fc gamma R-mediated phagocytosis"	"6.982"	"195"	"123.346"	"10.263"
"hsa05142"	"Chagas disease (American trypanosomiasis)"	"6.965"	"272"	"181.594"	"12.98"
"hsa05418"	"Fluid shear stress and atherosclerosis"	"6.916"	"379"	"271.432"	"15.554"
"hsa05206"	"MicroRNAs in cancer"	"6.636"	"341"	"243.78"	"14.65"
"hsa04650"	"Natural killer cell mediated cytotoxicity"	"6.619"	"198"	"127.806"	"10.605"
"hsa05211"	"Renal cell carcinoma"	"6.375"	"209"	"135.33"	"11.556"
"hsa05414"	"Dilated cardiomyopathy (DCM)"	"6.21"	"141"	"86.954"	"8.703"
"hsa05410"	"Hypertrophic cardiomyopathy (HCM)"	"6.134"	"133"	"81.479"	"8.399"
"hsa04630"	"Jak-STAT signaling pathway"	"6.07"	"199"	"131.4"	"11.136"
"hsa04012"	"ErbB signaling pathway"	"5.986"	"249"	"170.812"	"13.062"
"hsa05219"	"Bladder cancer"	"5.817"	"156"	"101.049"	"9.446"
"hsa05143"	"African trypanosomiasis"	"5.744"	"56"	"27.805"	"4.908"
"hsa05140"	"Leishmaniasis"	"5.686"	"150"	"97.24"	"9.279"
"hsa04614"	"Renin-angiotensin system"	"5.505"	"29"	"11.191"	"3.235"
"hsa05412"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"5.46"	"107"	"66.495"	"7.418"
"hsa04380"	"Osteoclast differentiation"	"5.376"	"236"	"171.026"	"12.085"
"hsa04664"	"Fc epsilon RI signaling pathway"	"5.296"	"156"	"103.904"	"9.838"
"hsa05131"	"Shigellosis"	"5.256"	"195"	"137.246"	"10.989"
"hsa05161"	"Hepatitis B"	"5.184"	"345"	"267.287"	"14.99"
