"GO.ID"	"GO.Term"	"NetBAS"	"DAVID"
"GO:0004252"	"serine-type endopeptidase activity"	"53.65"	"2.9146092111524257E-49"
"GO:0005201"	"extracellular matrix structural constituent"	"36.235"	NA
"GO:0008201"	"heparin binding"	"24.07"	"5.110183224367232E-7"
"GO:0050840"	"extracellular matrix binding"	"23.793"	"7.774920953782429E-4"
"GO:0005178"	"integrin binding"	"23.589"	"1.952273746003281E-5"
"GO:0030020"	"extracellular matrix structural constituent conferring tensile strength"	"22.337"	NA
"GO:0003823"	"antigen binding"	"22.201"	NA
"GO:0001848"	"complement binding"	"20.919"	"4.833351544454667E-4"
"GO:0034987"	"immunoglobulin receptor binding"	"19.89"	NA
"GO:0070053"	"thrombospondin receptor activity"	"19.286"	NA
