"GO.ID"	"GO.Term"	"Z-score"
"GO:0005576"	"extracellular region"	"45.398"
"GO:0062023"	NA	"43.759"
"GO:0031012"	"extracellular matrix"	"41.295"
"GO:0005615"	"extracellular space"	"41.151"
"GO:0005788"	"endoplasmic reticulum lumen"	"33.13"
"GO:0005886"	"plasma membrane"	"30.39"
"GO:0005579"	"membrane attack complex"	"26.817"
"GO:0031093"	"platelet alpha granule lumen"	"26.299"
"GO:0009897"	"external side of plasma membrane"	"26.296"
"GO:0005604"	"basement membrane"	"25.879"
"GO:0072562"	"blood microparticle"	"25.794"
"GO:0005887"	"integral component of plasma membrane"	"24.842"
"GO:0009986"	"cell surface"	"24.454"
"GO:0005796"	"Golgi lumen"	"23.387"
"GO:0034361"	"very-low-density lipoprotein particle"	"22.232"
"GO:0031091"	"platelet alpha granule"	"21.801"
"GO:0042627"	"chylomicron"	"21.218"
"GO:0042571"	"immunoglobulin complex, circulating"	"20.743"
"GO:0034364"	"high-density lipoprotein particle"	"19.917"
"GO:0005577"	"fibrinogen complex"	"18.882"
"GO:0005610"	"laminin-5 complex"	"18.727"
"GO:0071062"	"alphav-beta3 integrin-vitronectin complex"	"17.427"
"GO:0005581"	"collagen trimer"	"17.271"
"GO:0042567"	"insulin-like growth factor ternary complex"	"16.974"
"GO:0034366"	"spherical high-density lipoprotein particle"	"16.924"
"GO:0005584"	"collagen type I trimer"	"16.892"
"GO:0044216"	"other organism cell"	"16.565"
"GO:0031233"	"intrinsic component of external side of plasma membrane"	"16.526"
"GO:0034362"	"low-density lipoprotein particle"	"16.035"
"GO:0036024"	"protein C inhibitor-TMPRSS7 complex"	"15.542"
"GO:0036025"	"protein C inhibitor-TMPRSS11E complex"	"15.542"
"GO:0036026"	"protein C inhibitor-PLAT complex"	"15.542"
"GO:0036027"	"protein C inhibitor-PLAU complex"	"15.542"
"GO:0036028"	"protein C inhibitor-thrombin complex"	"15.542"
"GO:0036029"	"protein C inhibitor-KLK3 complex"	"15.542"
"GO:0036030"	"protein C inhibitor-plasma kallikrein complex"	"15.542"
"GO:0097181"	"protein C inhibitor-coagulation factor V complex"	"15.542"
"GO:0097182"	"protein C inhibitor-coagulation factor Xa complex"	"15.542"
"GO:0097183"	"protein C inhibitor-coagulation factor XI complex"	"15.542"
"GO:0034363"	"intermediate-density lipoprotein particle"	"15.503"
"GO:0008305"	"integrin complex"	"14.685"
"GO:0016942"	"insulin-like growth factor binding protein complex"	"14.502"
"GO:0044218"	"other organism cell membrane"	"13.27"
"GO:0005602"	"complement component C1 complex"	"13.119"
"GO:0043202"	"lysosomal lumen"	"13.016"
"GO:0098966"	"perisynaptic extracellular matrix"	"12.616"
"GO:0070062"	"extracellular exosome"	"12.516"
"GO:0034365"	"discoidal high-density lipoprotein particle"	"12.3"
"GO:0098797"	"plasma membrane protein complex"	"11.909"
"GO:1905286"	"serine-type peptidase complex"	"11.888"
"GO:0035867"	"alphav-beta3 integrin-IGF-1-IGF1R complex"	"11.804"
"GO:0034683"	"integrin alphav-beta3 complex"	"11.797"
"GO:0005594"	"collagen type IX trimer"	"11.378"
"GO:0035868"	"alphav-beta3 integrin-HMGB1 complex"	"10.994"
"GO:0048237"	"rough endoplasmic reticulum lumen"	"10.711"
"GO:0001527"	"microfibril"	"10.452"
"GO:0030141"	"secretory granule"	"10.379"
"GO:0005607"	"laminin-2 complex"	"9.794"
"GO:0036019"	"endolysosome"	"9.772"
"GO:0031232"	"extrinsic component of external side of plasma membrane"	"9.73"
"GO:0043235"	"receptor complex"	"9.458"
"GO:0034685"	"integrin alphav-beta6 complex"	"9.395"
"GO:0043259"	"laminin-10 complex"	"9.235"
