"Pathway"	"Z-score"
"Complement and coagulation cascades - Homo sapiens (human)"	"62.947"
"ECM-receptor interaction - Homo sapiens (human)"	"42.66"
"Focal adhesion - Homo sapiens (human)"	"25.56"
"Staphylococcus aureus infection - Homo sapiens (human)"	"24.414"
"Neuroactive ligand-receptor interaction - Homo sapiens (human)"	"21.182"
"Protein digestion and absorption - Homo sapiens (human)"	"19.1"
"Amoebiasis - Homo sapiens (human)"	"17.914"
"Malaria - Homo sapiens (human)"	"17.449"
"Regulation of actin cytoskeleton - Homo sapiens (human)"	"16.961"
"Proteoglycans in cancer - Homo sapiens (human)"	"15.85"
"Platelet activation - Homo sapiens (human)"	"15.423"
"Hematopoietic cell lineage - Homo sapiens (human)"	"15.074"
"PI3K-Akt signaling pathway - Homo sapiens (human)"	"14.876"
"Cholesterol metabolism - Homo sapiens (human)"	"14.441"
"Rap1 signaling pathway - Homo sapiens (human)"	"14.161"
"Cytokine-cytokine receptor interaction - Homo sapiens (human)"	"13.613"
"Chemokine signaling pathway - Homo sapiens (human)"	"12.979"
"AGE-RAGE signaling pathway in diabetic complications - Homo sapiens (human)"	"12.9"
"Vitamin digestion and absorption - Homo sapiens (human)"	"12.78"
"Pertussis - Homo sapiens (human)"	"12.432"
"Leukocyte transendothelial migration - Homo sapiens (human)"	"11.038"
"Axon guidance - Homo sapiens (human)"	"10.801"
"Phospholipase D signaling pathway - Homo sapiens (human)"	"10.498"
"Relaxin signaling pathway - Homo sapiens (human)"	"10.478"
"Pathways in cancer - Homo sapiens (human)"	"10.251"
"Bacterial invasion of epithelial cells - Homo sapiens (human)"	"10.061"
"Human papillomavirus infection - Homo sapiens (human)"	"9.683"
"Prion diseases - Homo sapiens (human)"	"9.332"
"Small cell lung cancer - Homo sapiens (human)"	"8.996"
"Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)"	"8.987"
"Cell adhesion molecules (CAMs) - Homo sapiens (human)"	"8.277"
"Ras signaling pathway - Homo sapiens (human)"	"7.727"
"Fat digestion and absorption - Homo sapiens (human)"	"7.611"
"Taste transduction - Homo sapiens (human)"	"7.341"
"Rheumatoid arthritis - Homo sapiens (human)"	"7.204"
"Choline metabolism in cancer - Homo sapiens (human)"	"7.059"
"Calcium signaling pathway - Homo sapiens (human)"	"7.031"
"Fc gamma R-mediated phagocytosis - Homo sapiens (human)"	"6.982"
"Chagas disease (American trypanosomiasis) - Homo sapiens (human)"	"6.965"
"Fluid shear stress and atherosclerosis - Homo sapiens (human)"	"6.916"
"MicroRNAs in cancer - Homo sapiens (human)"	"6.636"
"Natural killer cell mediated cytotoxicity - Homo sapiens (human)"	"6.619"
"Renal cell carcinoma - Homo sapiens (human)"	"6.375"
"Dilated cardiomyopathy (DCM) - Homo sapiens (human)"	"6.21"
"Hypertrophic cardiomyopathy (HCM) - Homo sapiens (human)"	"6.134"
"Jak-STAT signaling pathway - Homo sapiens (human)"	"6.07"
"ErbB signaling pathway - Homo sapiens (human)"	"5.986"
"Bladder cancer - Homo sapiens (human)"	"5.817"
"African trypanosomiasis - Homo sapiens (human)"	"5.744"
"Leishmaniasis - Homo sapiens (human)"	"5.686"
"Renin-angiotensin system - Homo sapiens (human)"	"5.505"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC) - Homo sapiens (human)"	"5.46"
"Osteoclast differentiation - Homo sapiens (human)"	"5.376"
"Fc epsilon RI signaling pathway - Homo sapiens (human)"	"5.296"
"Shigellosis - Homo sapiens (human)"	"5.256"
"Hepatitis B - Homo sapiens (human)"	"5.184"
"cAMP signaling pathway - Homo sapiens (human)"	"5.056"
"MAPK signaling pathway - Homo sapiens (human)"	"5.037"
"Toxoplasmosis - Homo sapiens (human)"	"5.013"
"Intestinal immune network for IgA production - Homo sapiens (human)"	"4.934"
"Cholinergic synapse - Homo sapiens (human)"	"4.928"
"Prostate cancer - Homo sapiens (human)"	"4.9"
"B cell receptor signaling pathway - Homo sapiens (human)"	"4.69"
"Thyroid hormone synthesis - Homo sapiens (human)"	"4.684"
"VEGF signaling pathway - Homo sapiens (human)"	"4.648"
"TNF signaling pathway - Homo sapiens (human)"	"4.579"
