"ID"	"Pathway"	"zscore"	"obs"	"mean"	"std"
"hsa04510"	"Focal adhesion"	"24.283"	"878"	"413.609"	"19.124"
"hsa05200"	"Pathways in cancer"	"23.233"	"1793"	"1079.566"	"30.708"
"hsa04360"	"Axon guidance"	"23.113"	"641"	"273.236"	"15.911"
"hsa05205"	"Proteoglycans in cancer"	"21.499"	"974"	"511.269"	"21.524"
"hsa04015"	"Rap1 signaling pathway"	"20.502"	"750"	"374.182"	"18.331"
"hsa04014"	"Ras signaling pathway"	"20.416"	"804"	"415.922"	"19.008"
"hsa04012"	"ErbB signaling pathway"	"20.239"	"582"	"270.363"	"15.398"
"hsa04630"	"Jak-STAT signaling pathway"	"19.806"	"459"	"193.57"	"13.401"
"hsa05225"	"Hepatocellular carcinoma"	"18.603"	"721"	"374.758"	"18.613"
"hsa05206"	"MicroRNAs in cancer"	"18.582"	"721"	"382.443"	"18.22"
"hsa05226"	"Gastric cancer"	"18.43"	"633"	"322.61"	"16.841"
"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"18.045"	"514"	"245.379"	"14.887"
"hsa05212"	"Pancreatic cancer"	"17.574"	"497"	"239.475"	"14.654"
"hsa04550"	"Signaling pathways regulating pluripotency of stem cells"	"17.534"	"565"	"278.838"	"16.321"
"hsa04650"	"Natural killer cell mediated cytotoxicity"	"17.083"	"424"	"195.22"	"13.392"
"hsa05165"	"Human papillomavirus infection"	"16.838"	"1065"	"644.958"	"24.946"
"hsa05231"	"Choline metabolism in cancer"	"16.789"	"416"	"197.851"	"12.994"
"hsa04370"	"VEGF signaling pathway"	"16.685"	"337"	"150.116"	"11.201"
"hsa04660"	"T cell receptor signaling pathway"	"16.611"	"532"	"271.537"	"15.68"
"hsa04666"	"Fc gamma R-mediated phagocytosis"	"16.46"	"411"	"192.877"	"13.251"
"hsa04810"	"Regulation of actin cytoskeleton"	"16.317"	"727"	"412.139"	"19.297"
"hsa05210"	"Colorectal cancer"	"16.301"	"544"	"283.468"	"15.983"
"hsa05220"	"Chronic myeloid leukemia"	"16.205"	"555"	"283.53"	"16.752"
"hsa05100"	"Bacterial invasion of epithelial cells"	"16.07"	"458"	"227.701"	"14.331"
"hsa04664"	"Fc epsilon RI signaling pathway"	"15.975"	"360"	"163.772"	"12.284"
"hsa04520"	"Adherens junction"	"15.901"	"477"	"250.307"	"14.257"
"hsa04350"	"TGF-beta signaling pathway"	"15.864"	"439"	"213.183"	"14.235"
"hsa04670"	"Leukocyte transendothelial migration"	"15.841"	"436"	"210.074"	"14.262"
"hsa05224"	"Breast cancer"	"15.766"	"625"	"346.25"	"17.68"
"hsa04072"	"Phospholipase D signaling pathway"	"15.726"	"518"	"267.787"	"15.91"
"hsa04380"	"Osteoclast differentiation"	"15.605"	"504"	"267.313"	"15.168"
"hsa04722"	"Neurotrophin signaling pathway"	"15.406"	"645"	"360.632"	"18.458"
"hsa04917"	"Prolactin signaling pathway"	"15.154"	"408"	"198.794"	"13.805"
"hsa04919"	"Thyroid hormone signaling pathway"	"15.108"	"629"	"362.002"	"17.673"
"hsa05214"	"Glioma"	"14.832"	"443"	"228.9"	"14.435"
"hsa05223"	"Non-small cell lung cancer"	"14.767"	"398"	"199.745"	"13.426"
"hsa05215"	"Prostate cancer"	"14.706"	"578"	"325.902"	"17.143"
"hsa04151"	"PI3K-Akt signaling pathway"	"14.411"	"1138"	"750.287"	"26.903"
"hsa05211"	"Renal cell carcinoma"	"14.395"	"412"	"215.589"	"13.644"
